期間,民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%)
1989M01,336,14.97,285,13.41,50,24.66,390,13.47,209,14.04,181,12.82,837,8.68,473,7.20,364,10.67,652,6.11,219,0.86,433,8.97,"1,418",3.64,812,3.98,606,3.20,"1,033",-7.30,742,-4.34,290,-14.11,"3,626",-0.42,"2,415",1.07,"1,211",-3.26
1989M02,338,8.00,289,6.90,48,15.05,389,11.20,205,8.03,184,14.98,817,7.82,469,7.40,348,8.40,653,8.44,224,5.36,429,10.12,"1,420",3.71,810,5.28,610,1.68,"1,046",-6.44,759,-4.81,287,-10.51,"3,552",1.05,"2,379",1.18,"1,173",0.79
1989M03,358,6.38,303,4.89,55,15.44,388,7.39,210,4.34,178,11.24,820,8.06,466,6.36,354,10.38,664,8.54,228,5.62,436,10.14,"1,390",4.32,794,4.09,596,4.62,"1,064",-6.09,771,-3.63,292,-12.02,"3,573",4.63,"2,389",3.86,"1,184",6.20
1989M04,362,7.76,312,7.98,50,6.44,384,5.32,204,3.07,180,7.99,848,7.42,490,5.79,358,9.74,654,3.71,234,2.54,420,4.38,"1,393",4.83,788,3.99,605,5.94,"1,041",-5.40,748,-4.23,294,-8.24,"3,547",4.79,"2,366",4.12,"1,181",6.14
1989M05,353,8.81,306,9.94,46,1.88,395,10.09,210,13.61,185,6.35,862,11.66,508,13.47,355,9.16,632,6.02,225,5.71,407,6.20,"1,413",2.88,802,4.17,611,1.24,"1,016",-4.10,720,-3.18,296,-6.26,"3,545",2.86,"2,360",2.25,"1,185",4.10
1989M06,373,10.65,318,10.15,55,13.63,398,8.26,215,12.54,183,3.61,872,15.98,505,17.26,367,14.24,627,5.90,222,4.33,405,6.77,"1,407",2.21,801,4.23,606,-0.35,999,-6.18,713,-4.60,286,-9.89,"3,522",0.05,"2,355",-0.21,"1,167",0.60
1989M07,377,10.08,319,9.32,59,14.42,374,1.99,205,5.48,169,-1.95,867,9.36,491,8.25,376,10.85,645,2.50,229,1.89,416,2.83,"1,409",4.49,803,5.31,606,3.41,"1,043",-3.33,742,-3.73,302,-2.33,"3,525",-0.44,"2,353",-0.75,"1,173",0.18
1989M08,388,6.76,328,7.87,60,1.12,377,3.33,205,4.71,172,1.74,883,9.69,499,10.25,384,8.97,683,7.10,230,6.36,453,7.48,"1,400",4.14,797,5.15,603,2.85,"1,067",-6.43,752,-5.83,314,-7.83,"3,556",0.67,"2,358",1.16,"1,198",-0.30
1989M09,385,0.82,328,2.82,57,-9.30,395,1.08,205,-0.54,190,2.90,876,5.66,499,4.63,377,7.05,659,2.85,228,1.20,431,3.75,"1,365",4.96,787,6.83,578,2.52,"1,077",-1.23,758,-0.40,320,-3.13,"3,499",-0.04,"2,329",0.20,"1,170",-0.51
1989M10,382,3.37,323,4.53,59,-2.55,405,2.69,212,0.18,193,5.59,875,4.52,511,5.18,364,3.61,644,-0.30,233,-0.82,411,0.00,"1,369",1.23,771,2.51,598,-0.37,"1,111",-2.23,772,-0.88,338,-5.17,"3,480",-1.31,"2,326",0.53,"1,154",-4.82
1989M11,398,3.36,337,2.43,61,8.79,420,3.44,218,2.40,201,4.60,893,5.98,512,6.55,382,5.22,643,-0.01,223,1.78,420,-0.95,"1,394",-1.43,780,-1.98,613,-0.71,"1,095",-1.67,762,0.57,333,-6.42,"3,446",-2.41,"2,319",0.14,"1,127",-7.27
1989M12,400,4.63,336,3.29,63,12.35,421,4.91,217,2.98,204,7.05,904,5.57,517,4.89,387,6.49,648,2.59,222,3.73,426,2.00,"1,384",-1.09,783,-2.17,601,0.35,"1,046",0.47,741,0.22,305,1.09,"3,482",-2.22,"2,367",0.50,"1,115",-7.54
1990M01,406,20.88,335,17.43,71,40.42,423,8.51,223,6.99,200,10.25,915,9.33,524,10.68,392,7.57,661,1.33,230,4.88,431,-0.47,"1,376",-3.00,783,-3.66,593,-2.10,"1,028",-0.45,731,-1.50,296,2.21,"3,399",-6.26,"2,326",-3.69,"1,073",-11.38
1990M02,397,17.64,331,14.31,67,37.56,425,9.26,219,6.73,206,12.10,927,13.42,533,13.52,394,13.29,659,1.00,236,5.49,423,-1.35,"1,360",-4.23,780,-3.68,580,-4.95,"1,037",-0.88,737,-2.98,300,4.66,"3,360",-5.42,"2,318",-2.53,"1,041",-11.26
1990M03,376,5.07,318,5.13,58,4.78,433,11.84,232,10.64,201,13.25,920,12.15,530,13.59,390,10.25,656,-1.32,224,-1.77,431,-1.08,"1,359",-2.26,754,-5.13,605,1.58,"1,016",-4.49,718,-7.00,298,2.15,"3,438",-3.78,"2,357",-1.36,"1,081",-8.68
1990M04,369,2.14,310,-0.64,60,19.50,438,14.04,228,11.58,210,16.84,912,7.54,523,6.71,389,8.68,637,-2.47,221,-5.51,416,-0.78,"1,396",0.19,777,-1.38,619,2.24,"1,034",-0.72,722,-3.43,312,6.19,"3,423",-3.50,"2,340",-1.10,"1,083",-8.30
1990M05,376,6.66,321,4.87,55,18.54,427,7.98,222,5.60,205,10.68,929,7.66,545,7.41,383,8.02,626,-0.96,215,-4.63,411,1.07,"1,381",-2.27,777,-3.12,604,-1.17,999,-1.68,707,-1.78,292,-1.44,"3,458",-2.46,"2,333",-1.14,"1,125",-5.09
1990M06,391,4.87,331,4.06,60,9.55,401,0.80,214,-0.31,187,2.11,945,8.42,551,9.10,394,7.49,632,0.93,215,-3.01,417,3.09,"1,386",-1.49,784,-2.13,603,-0.65,989,-0.98,697,-2.21,292,2.08,"3,469",-1.49,"2,347",-0.34,"1,122",-3.79
1990M07,400,5.98,339,6.34,61,4.02,395,5.69,213,3.59,183,8.24,959,10.68,554,12.90,405,7.77,647,0.22,216,-5.49,430,3.37,"1,405",-0.35,787,-1.99,617,1.83,"1,084",3.90,759,2.39,325,7.60,"3,412",-3.22,"2,324",-1.22,"1,088",-7.23
1990M08,382,-1.55,327,-0.26,55,-8.60,425,12.63,225,9.71,199,16.12,992,12.24,569,14.08,422,9.86,689,0.78,224,-2.80,465,2.60,"1,401",0.04,772,-3.10,628,4.18,"1,081",1.32,741,-1.53,340,8.14,"3,466",-2.52,"2,336",-0.94,"1,131",-5.64
1990M09,373,-3.17,323,-1.59,50,-12.20,439,11.09,225,9.63,214,12.66,"1,011",15.43,595,19.34,416,10.25,684,3.73,219,-3.91,465,7.77,"1,392",1.95,768,-2.41,624,7.89,"1,115",3.51,771,1.72,345,7.75,"3,342",-4.49,"2,273",-2.43,"1,069",-8.61
1990M10,395,3.35,339,5.07,56,-6.01,442,9.01,226,6.49,216,11.78,"1,010",15.44,596,16.81,413,13.52,674,4.61,227,-2.58,447,8.68,"1,393",1.77,763,-1.06,630,5.42,"1,121",0.93,796,3.09,325,-4.01,"3,312",-4.83,"2,279",-2.04,"1,033",-10.45
1990M11,410,3.05,353,4.61,57,-5.59,436,3.85,225,3.11,211,4.64,"1,023",14.50,606,18.49,417,9.16,681,5.96,226,1.23,455,8.47,"1,372",-1.53,750,-3.95,623,1.55,"1,072",-2.08,741,-2.68,331,-0.72,"3,403",-1.27,"2,338",0.81,"1,065",-5.55
1990M12,411,2.91,351,4.30,61,-4.45,436,3.70,225,3.65,211,3.76,"1,013",11.99,595,15.08,418,7.86,686,5.93,228,3.01,458,7.45,"1,371",-0.95,764,-2.43,607,0.96,"1,077",2.92,767,3.61,309,1.27,"3,378",-3.01,"2,321",-1.93,"1,056",-5.29
1991M01,396,-2.30,334,-0.33,62,-11.67,448,5.81,231,3.40,217,8.50,984,7.51,560,7.02,424,8.17,676,2.23,227,-1.34,449,4.13,"1,425",3.58,801,2.36,624,5.19,"1,085",5.53,783,7.10,301,1.68,"3,326",-2.15,"2,309",-0.71,"1,017",-5.26
1991M02,381,-4.22,326,-1.60,55,-17.25,450,5.95,242,10.49,208,1.12,991,6.90,572,7.37,419,6.25,685,3.95,225,-4.49,460,8.66,"1,388",2.05,785,0.59,603,4.02,"1,075",3.64,759,2.99,316,5.24,"3,339",-0.62,"2,363",1.92,976,-6.27
1991M03,387,2.95,337,5.87,50,-13.17,428,-1.32,225,-2.93,202,0.53,"1,003",8.98,583,10.00,420,7.59,672,2.51,224,-0.15,448,3.90,"1,390",2.35,742,-1.51,648,7.15,"1,084",6.75,749,4.41,335,12.38,"3,359",-2.29,"2,379",0.93,981,-9.31
1991M04,399,7.92,345,11.36,54,-9.93,422,-3.62,218,-4.25,204,-2.95,995,9.08,580,10.82,415,6.73,679,6.46,223,0.92,455,9.41,"1,405",0.63,735,-5.41,670,8.22,"1,098",6.17,758,4.92,340,9.06,"3,371",-1.53,"2,363",0.98,"1,008",-6.93
1991M05,408,8.51,356,10.84,52,-5.12,414,-3.02,208,-6.20,206,0.42,971,4.55,571,4.71,400,4.32,659,5.20,212,-1.58,447,8.74,"1,432",3.68,748,-3.79,684,13.30,"1,094",9.47,754,6.70,339,16.17,"3,454",-0.09,"2,394",2.62,"1,061",-5.71
1991M06,415,6.14,360,8.64,56,-7.65,412,2.86,205,-4.39,208,11.19,970,2.68,577,4.61,394,-0.02,661,4.56,221,2.62,440,5.55,"1,420",2.44,730,-6.84,690,14.52,"1,072",8.45,748,7.32,325,11.14,"3,494",0.72,"2,424",3.28,"1,071",-4.63
1991M07,415,3.84,361,6.52,54,-11.10,415,4.96,210,-1.20,205,12.12,"1,018",6.10,612,10.47,406,0.12,697,7.83,219,1.16,478,11.19,"1,423",1.30,734,-6.77,689,11.60,"1,110",2.41,779,2.58,331,1.99,"3,420",0.24,"2,377",2.27,"1,043",-4.11
1991M08,406,6.11,353,7.90,52,-4.62,423,-0.32,218,-3.02,205,2.72,"1,045",5.38,616,8.15,429,1.63,731,6.15,223,-0.28,508,9.24,"1,411",0.75,712,-7.79,699,11.26,"1,099",1.71,776,4.79,323,-5.00,"3,419",-1.36,"2,412",3.26,"1,008",-10.90
1991M09,422,13.05,364,12.76,58,14.90,440,0.22,224,-0.50,216,0.97,"1,060",4.86,617,3.62,443,6.63,720,5.26,217,-0.91,503,8.17,"1,394",0.17,711,-7.52,684,9.65,"1,103",-1.06,777,0.78,327,-5.19,"3,331",-0.32,"2,380",4.73,951,-11.04
1991M10,434,9.88,368,8.34,66,19.21,449,1.70,225,-0.52,225,4.02,"1,077",6.67,630,5.64,447,8.14,736,9.22,237,4.75,498,11.48,"1,388",-0.39,719,-5.73,669,6.06,"1,061",-5.33,746,-6.30,315,-2.96,"3,343",0.94,"2,389",4.87,953,-7.72
1991M11,409,-0.29,353,0.13,56,-2.83,447,2.61,232,3.24,215,1.94,"1,062",3.83,617,1.72,446,6.90,742,8.87,231,2.21,511,12.18,"1,416",3.20,736,-1.83,680,9.25,"1,049",-2.18,720,-2.93,329,-0.49,"3,386",-0.48,"2,403",2.77,984,-7.61
1991M12,426,3.50,367,4.66,59,-3.21,462,5.99,236,5.11,226,6.94,"1,057",4.38,619,4.05,438,4.85,716,4.38,223,-2.24,493,7.68,"1,431",4.45,736,-3.62,696,14.59,"1,053",-2.20,725,-5.55,328,6.11,"3,404",0.78,"2,402",3.49,"1,002",-5.18
1992M01,437,10.29,376,12.61,61,-2.14,468,4.41,240,3.83,228,5.03,"1,068",8.50,626,11.71,442,4.25,705,4.30,229,0.85,476,6.04,"1,422",-0.22,719,-10.28,703,12.69,"1,054",-2.84,737,-5.95,317,5.23,"3,414",2.65,"2,410",4.35,"1,005",-1.21
1992M02,421,10.68,365,12.23,56,1.52,461,2.25,243,0.26,218,4.57,"1,041",5.05,603,5.41,438,4.56,727,6.11,230,2.19,497,8.03,"1,412",1.76,730,-7.02,683,13.18,"1,064",-1.02,745,-1.82,319,0.89,"3,384",1.35,"2,409",1.95,975,-0.12
1992M03,438,13.25,378,12.15,60,20.66,459,7.31,244,8.30,215,6.20,"1,063",5.99,619,6.21,444,5.70,723,7.55,234,4.56,489,9.04,"1,418",1.99,734,-1.10,684,5.52,"1,055",-2.71,743,-0.84,312,-6.91,"3,380",0.60,"2,396",0.75,983,0.23
1992M04,435,9.00,376,9.03,59,8.83,451,6.94,239,9.49,212,4.20,"1,076",8.22,634,9.30,443,6.70,694,2.29,222,-0.42,472,3.62,"1,428",1.61,736,0.12,691,3.25,"1,042",-5.08,739,-2.46,303,-10.93,"3,424",1.58,"2,419",2.41,"1,005",-0.34
1992M05,433,6.09,375,5.19,59,12.21,438,5.81,219,5.26,219,6.37,"1,080",11.25,628,10.07,452,12.94,701,6.41,225,6.28,476,6.47,"1,442",0.70,739,-1.12,702,2.69,"1,038",-5.06,738,-2.11,300,-11.61,"3,449",-0.15,"2,443",2.05,"1,006",-5.12
1992M06,432,4.13,377,4.92,55,-0.94,455,10.27,227,10.59,228,9.96,"1,076",10.88,637,10.40,439,11.56,718,8.62,229,3.70,489,11.08,"1,434",0.96,718,-1.65,716,3.73,"1,057",-1.48,749,0.20,307,-5.35,"3,416",-2.24,"2,415",-0.38,"1,002",-6.43
1992M07,419,0.95,368,2.05,51,-6.38,464,11.83,238,13.48,226,10.13,"1,103",8.42,650,6.23,453,11.73,734,5.34,232,6.06,502,5.02,"1,424",0.05,721,-1.74,702,1.96,"1,073",-3.31,758,-2.75,316,-4.65,"3,421",0.03,"2,424",2.00,997,-4.48
1992M08,412,1.64,360,1.94,52,-0.37,454,7.32,236,7.88,219,6.72,"1,108",6.08,638,3.54,471,9.72,752,2.85,234,4.83,518,1.98,"1,456",3.19,740,3.93,716,2.43,"1,092",-0.66,768,-1.09,324,0.36,"3,431",0.33,"2,450",1.58,981,-2.66
1992M09,408,-3.33,348,-4.31,59,2.86,474,7.74,238,6.26,236,9.26,"1,105",4.22,650,5.40,455,2.57,753,4.68,223,2.96,530,5.42,"1,462",4.89,739,3.99,724,5.82,"1,109",0.49,773,-0.43,335,2.68,"3,379",1.44,"2,408",1.16,971,2.15
1992M10,436,0.39,378,2.71,58,-12.42,476,5.99,237,5.63,239,6.36,"1,116",3.63,653,3.67,463,3.56,753,2.40,225,-5.20,528,6.02,"1,450",4.48,736,2.36,714,6.76,"1,023",-3.59,711,-4.70,312,-0.97,"3,463",3.60,"2,460",2.97,"1,002",5.16
1992M11,446,8.93,385,9.00,61,8.49,467,4.44,235,1.23,232,7.92,"1,091",2.74,628,1.84,463,3.99,749,0.89,216,-6.54,533,4.25,"1,462",3.26,741,0.67,722,6.07,"1,031",-1.65,719,-0.06,312,-5.12,"3,496",3.22,"2,501",4.09,995,1.10
1992M12,462,8.42,394,7.29,68,15.46,475,2.76,244,3.08,231,2.43,"1,124",6.38,659,6.50,465,6.22,779,8.72,226,1.42,552,12.03,"1,468",2.58,741,0.62,728,4.65,"1,025",-2.65,711,-1.96,314,-4.19,"3,428",0.70,"2,467",2.68,961,-4.05
1993M01,454,3.83,390,3.70,64,4.58,483,3.32,252,4.94,232,1.62,"1,200",12.38,719,14.90,480,8.81,785,11.32,229,0.02,556,16.75,"1,439",1.23,707,-1.70,733,4.22,983,-6.75,704,-4.40,279,-12.21,"3,401",-0.40,"2,429",0.80,972,-3.26
1993M02,430,1.97,378,3.46,52,-7.73,461,-0.01,248,2.11,213,-2.39,"1,163",11.74,702,16.47,461,5.23,783,7.71,227,-1.65,557,12.05,"1,397",-1.08,689,-5.59,708,3.74,"1,005",-5.48,737,-1.01,268,-15.93,"3,389",0.15,"2,433",1.01,956,-1.96
