期間,總計_原始值,總計_年增率(%),人為縱火_原始值,人為縱火_年增率(%),自殺_原始值,自殺_年增率(%),燈燭_原始值,燈燭_年增率(%),爐火烹調_原始值,爐火烹調_年增率(%),敬神掃墓祭祖_原始值,敬神掃墓祭祖_年增率(%),菸蒂_原始值,菸蒂_年增率(%),電氣設備_原始值,電氣設備_年增率(%),機械設備_原始值,機械設備_年增率(%),玩火_原始值,玩火_年增率(%),烤火_原始值,烤火_年增率(%),燒什草垃圾_原始值,燒什草垃圾_年增率(%),施工不慎_原始值,施工不慎_年增率(%),易燃品自(復)燃_原始值,易燃品自(復)燃_年增率(%),瓦斯漏氣或爆炸_原始值,瓦斯漏氣或爆炸_年增率(%),化學物品_原始值,化學物品_年增率(%),燃放爆竹_原始值,燃放爆竹_年增率(%),交通事故_原始值,交通事故_年增率(%),天然災害_原始值,天然災害_年增率(%),原因不明_原始值,原因不明_年增率(%),其他_原始值,其他_年增率(%)
2011M09,146,12.31,19,46.15,2,100.00,0,--,7,40.00,0,-100.00,4,-66.67,54,5.88,5,-16.67,1,-66.67,0,--,-,--,5,0.00,0,-100.00,1,0.00,0,--,3,200.00,0,-100.00,0,-100.00,3,--,42,55.56
2011M10,114,-24.50,11,-50.00,2,100.00,1,-75.00,7,75.00,3,-40.00,7,-30.00,37,-31.48,3,50.00,2,0.00,0,--,-,--,3,0.00,0,--,2,0.00,0,-100.00,1,-75.00,0,--,0,--,1,--,34,-8.11
2011M11,108,-36.09,7,-58.82,1,--,1,-50.00,6,-14.29,1,0.00,8,-42.86,42,-30.00,6,20.00,4,--,0,--,-,--,4,33.33,1,--,2,-33.33,0,--,0,-100.00,0,-100.00,0,--,3,--,22,-56.86
2011M12,148,-18.68,19,-5.00,1,0.00,1,-50.00,10,-9.09,1,0.00,7,-53.33,62,10.71,2,-60.00,4,300.00,0,--,-,--,4,--,0,--,5,150.00,0,-100.00,1,0.00,0,-100.00,0,--,0,-100.00,31,-51.56
2012M01,142,-29.70,13,30.00,1,0.00,0,-100.00,9,200.00,4,-20.00,12,-45.45,57,-31.33,3,-62.50,3,50.00,1,0.00,-,--,3,-57.14,0,-100.00,2,100.00,0,--,6,100.00,2,0.00,0,--,0,-100.00,26,-49.02
2012M02,124,-38.00,15,-37.50,3,200.00,0,-100.00,6,-64.71,3,50.00,13,30.00,48,-22.58,2,-50.00,4,-20.00,1,--,-,--,1,-50.00,0,--,1,-50.00,0,--,5,-16.67,2,-33.33,0,--,2,100.00,18,-69.49
2012M03,146,-14.62,22,100.00,3,200.00,1,--,8,60.00,9,-18.18,8,-38.46,38,-30.91,4,-20.00,5,0.00,2,100.00,-,--,5,66.67,3,--,0,-100.00,0,-100.00,3,0.00,2,-33.33,0,--,1,-50.00,32,-36.00
2012M04,135,-17.68,13,-13.33,9,800.00,1,--,7,75.00,9,28.57,11,10.00,39,-30.36,4,-20.00,1,-66.67,0,--,-,--,4,-20.00,0,-100.00,3,50.00,0,--,2,-50.00,1,-50.00,0,--,0,-100.00,31,-35.42
2012M05,110,-10.57,9,-35.71,4,33.33,1,--,7,250.00,2,100.00,5,-16.67,38,-25.49,6,-25.00,1,0.00,0,--,-,--,1,-50.00,0,--,3,-25.00,2,100.00,1,0.00,3,200.00,0,--,1,0.00,26,-3.70
2012M06,107,-30.52,14,-17.65,3,50.00,0,--,4,-20.00,3,0.00,4,0.00,42,-32.26,6,100.00,2,-33.33,0,--,-,--,2,-50.00,0,--,1,-50.00,1,--,0,-100.00,1,-66.67,0,--,1,-66.67,23,-45.24
2012M07,134,9.84,18,-18.18,1,-80.00,2,100.00,6,100.00,2,-33.33,14,180.00,42,7.69,7,40.00,1,-50.00,0,--,-,--,6,50.00,3,--,2,0.00,2,100.00,0,-100.00,1,0.00,1,--,1,--,25,-10.71
2012M08,130,8.33,17,6.25,3,50.00,0,-100.00,6,-33.33,3,-40.00,13,85.71,42,13.51,5,--,1,-50.00,0,--,-,--,5,150.00,0,--,1,-66.67,1,-50.00,2,--,0,-100.00,0,--,2,0.00,29,-3.33
2012M09,140,-4.11,27,42.11,4,100.00,0,--,3,-57.14,2,--,13,225.00,43,-20.37,5,0.00,0,-100.00,0,--,-,--,4,-20.00,0,--,1,0.00,0,--,4,33.33,2,--,0,--,1,-66.67,31,-26.19
2012M10,163,42.98,22,100.00,3,50.00,1,0.00,6,-14.29,2,-33.33,16,128.57,44,18.92,8,166.67,2,0.00,1,--,-,--,6,100.00,0,--,6,200.00,0,--,4,300.00,1,--,0,--,2,100.00,39,14.71
2012M11,131,21.30,16,128.57,2,100.00,1,0.00,10,66.67,2,100.00,17,112.50,37,-11.90,5,-16.67,3,-25.00,0,--,-,--,0,-100.00,0,-100.00,5,150.00,0,--,2,--,0,--,0,--,2,-33.33,29,31.82
2012M12,112,-24.32,19,0.00,2,100.00,2,100.00,4,-60.00,6,500.00,5,-28.57,38,-38.71,2,0.00,1,-75.00,0,--,-,--,1,-75.00,0,--,1,-80.00,1,--,2,100.00,0,--,0,--,1,--,27,-12.90
2013M01,131,-7.75,23,76.92,0,-100.00,0,--,4,-55.56,2,-50.00,13,8.33,45,-21.05,3,0.00,0,-100.00,0,-100.00,-,--,4,33.33,0,--,4,100.00,0,--,1,-83.33,1,-50.00,0,--,2,--,29,11.54
2013M02,147,18.55,24,60.00,1,-66.67,1,--,6,0.00,2,-33.33,13,0.00,59,22.92,5,150.00,4,0.00,1,0.00,-,--,3,200.00,1,--,0,-100.00,2,--,2,-60.00,4,100.00,0,--,2,0.00,17,-5.56
2013M03,135,-7.53,17,-22.73,3,0.00,2,100.00,4,-50.00,6,-33.33,19,137.50,40,5.26,6,50.00,1,-80.00,2,0.00,-,--,2,-60.00,0,-100.00,3,--,1,--,0,-100.00,2,0.00,0,--,2,100.00,25,-21.88
2013M04,98,-27.41,17,30.77,1,-88.89,2,100.00,2,-71.43,3,-66.67,12,9.09,31,-20.51,3,-25.00,0,-100.00,1,--,-,--,1,-75.00,0,--,3,0.00,0,--,1,-50.00,1,0.00,0,--,0,--,20,-35.48
2013M05,103,-6.36,10,11.11,3,-25.00,1,0.00,5,-28.57,2,0.00,9,80.00,39,2.63,4,-33.33,2,100.00,0,--,-,--,2,100.00,2,--,2,-33.33,1,-50.00,0,-100.00,3,0.00,0,--,1,0.00,17,-34.62
2013M06,100,-6.54,13,-7.14,0,-100.00,0,--,6,50.00,5,66.67,10,150.00,40,-4.76,6,0.00,0,-100.00,0,--,-,--,1,-50.00,0,--,3,200.00,1,0.00,0,--,1,0.00,0,--,2,100.00,12,-47.83
2013M07,124,-7.46,27,50.00,1,0.00,2,0.00,11,83.33,3,50.00,6,-57.14,40,-4.76,1,-85.71,2,100.00,0,--,-,--,3,-50.00,3,0.00,2,0.00,0,-100.00,1,--,0,-100.00,0,-100.00,0,-100.00,22,-12.00
2013M08,122,-6.15,17,0.00,2,-33.33,0,--,3,-50.00,6,100.00,9,-30.77,53,26.19,3,-40.00,0,-100.00,0,--,-,--,1,-80.00,0,--,1,0.00,3,200.00,0,-100.00,0,--,0,--,2,0.00,22,-24.14
2013M09,115,-17.86,20,-25.93,1,-75.00,0,--,6,100.00,3,50.00,5,-61.54,36,-16.28,2,-60.00,0,--,0,--,-,--,3,-25.00,1,--,2,100.00,1,--,5,25.00,0,-100.00,1,--,2,100.00,27,-12.90
2013M10,113,-30.67,7,-68.18,1,-66.67,1,0.00,3,-50.00,5,150.00,9,-43.75,38,-13.64,4,-50.00,0,-100.00,1,0.00,-,--,7,16.67,0,--,3,-50.00,0,--,1,-75.00,1,0.00,0,--,4,100.00,28,-28.21
2013M11,131,0.00,17,6.25,4,100.00,2,100.00,11,10.00,0,-100.00,11,-35.29,41,10.81,3,-40.00,3,0.00,0,--,-,--,5,--,0,--,1,-80.00,0,--,2,0.00,0,--,0,--,0,-100.00,31,6.90
2013M12,132,17.86,18,-5.26,2,0.00,0,-100.00,2,-50.00,5,-16.67,19,280.00,46,21.05,1,-50.00,0,-100.00,0,--,-,--,3,200.00,0,--,2,100.00,2,100.00,2,0.00,2,--,0,--,0,-100.00,28,3.70
2014M01,148,12.98,17,-26.09,4,--,1,--,6,50.00,10,400.00,13,0.00,43,-4.44,2,-33.33,3,--,1,--,-,--,7,75.00,1,--,0,-100.00,2,--,2,100.00,0,-100.00,0,--,3,50.00,33,13.79
2014M02,112,-23.81,12,-50.00,1,0.00,0,-100.00,9,50.00,6,200.00,13,0.00,32,-45.76,0,-100.00,2,-50.00,1,0.00,-,--,4,33.33,0,-100.00,0,--,0,-100.00,4,100.00,0,-100.00,0,--,0,-100.00,28,64.71
2014M03,124,-8.15,17,0.00,3,0.00,2,0.00,4,0.00,6,0.00,13,-31.58,31,-22.50,2,-66.67,1,0.00,0,-100.00,-,--,3,50.00,0,--,1,-66.67,0,-100.00,4,--,0,-100.00,0,--,2,0.00,35,40.00
2014M04,105,7.14,19,11.76,1,0.00,0,-100.00,6,200.00,4,33.33,8,-33.33,29,-6.45,2,-33.33,3,--,0,-100.00,-,--,3,200.00,0,--,2,-33.33,0,--,1,0.00,0,-100.00,0,--,1,--,26,30.00
2014M05,107,3.88,17,70.00,1,-66.67,0,-100.00,3,-40.00,3,50.00,19,111.11,36,-7.69,3,-25.00,0,-100.00,0,--,-,--,2,0.00,1,-50.00,0,-100.00,2,100.00,0,--,1,-66.67,2,--,2,100.00,15,-11.76
2014M06,104,4.00,17,30.77,4,--,0,--,8,33.33,1,-80.00,13,30.00,32,-20.00,2,-66.67,0,--,0,--,-,--,0,-100.00,0,--,3,0.00,1,0.00,0,--,1,0.00,0,--,1,-50.00,21,75.00
2014M07,133,7.26,24,-11.11,1,0.00,0,-100.00,8,-27.27,7,133.33,14,133.33,49,22.50,5,400.00,1,-50.00,0,--,-,--,3,0.00,1,-66.67,4,100.00,3,--,0,-100.00,0,--,0,--,0,--,13,-40.91
