期間,資產--放款_原始值,資產--放款_年增率(%),資產--證券投資-政府債券_原始值,資產--證券投資-政府債券_年增率(%),資產--證券投資-股份與債券等-公營事業_原始值,資產--證券投資-股份與債券等-公營事業_年增率(%),資產--證券投資-股份與債券等-民營企業_原始值,資產--證券投資-股份與債券等-民營企業_年增率(%),資產--證券投資-股份與債券等-金融機構_原始值,資產--證券投資-股份與債券等-金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構_原始值,負債與淨值--對金融機構負債-其他金融機構_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1995M02,"220,093",-19.44,"46,789",-4.94,"3,066",-47.75,"42,985",-7.84,"21,472",-0.06,"11,999",-16.07,"14,340","358,400.00","46,336",39.54,"2,621",183.97,123,-40.29,"40,240",-44.31,"450,064",-13.00,"291,665",-18.66,944,-20.34,"19,844",-30.57,"7,385",33.42,"60,668",-4.80,"69,558",--
1995M03,"218,836",-19.52,"45,893",-22.67,"3,182",-52.66,"44,466",-10.58,"22,161",2.44,"12,571",-13.16,"14,996","299,820.00","44,069",12.49,"2,344",16.33,124,-37.37,"39,235",-46.23,"447,877",-16.78,"286,666",-23.88,878,-27.26,"21,948",-23.04,"7,431",10.91,"60,571",-7.30,"70,383",--
1995M04,"199,270",-26.02,"38,915",-37.18,"3,597",-41.24,"37,649",-23.49,"23,115",7.44,"12,653",-13.52,1,-99.99,"37,224",-3.72,960,-58.66,82,-49.69,"34,077",-54.50,"387,543",-29.93,"255,002",-32.51,813,-33.09,"23,755",-9.12,"6,510",-9.58,"43,072",-46.43,"58,391",--
1995M05,"200,843",-25.32,"37,703",-35.17,"3,288",-42.69,"38,206",-22.33,"21,089",2.76,"12,860",2.67,2,-99.99,"38,872",-3.86,"1,236",-51.72,81,-59.50,"35,386",-52.11,"389,566",-28.71,"255,352",-32.42,770,-40.22,"22,958",1.40,"6,811",-7.21,"45,822",-40.46,"57,853",--
1995M06,"203,983",-25.85,"38,361",-33.13,"3,278",-41.63,"41,167",-3.38,"19,665",-3.94,"13,999",15.36,2,-99.99,"43,796",11.84,"1,664",-31.35,75,-58.79,"38,572",-39.24,"404,562",-24.07,"266,891",-28.14,763,-30.45,"23,345",-5.39,"7,436",-3.68,"48,699",-26.98,"57,428",--
1995M07,"203,959",-24.31,"39,850",-30.57,"2,932",-41.52,"41,690",-4.88,"19,504",-4.83,"14,069",16.89,3,-99.98,"45,165",22.44,"1,328",-35.63,99,-46.20,"37,499",-41.64,"406,098",-22.75,"269,838",-26.10,778,-28.23,"21,888",0.20,"7,115",-1.93,"48,700",-29.05,"57,779",--
1995M08,"204,601",-27.15,"42,110",-23.10,"3,373",-39.98,"41,270",0.40,"18,878",-10.28,"14,142",18.58,3,-99.98,"37,660",8.45,698,-33.96,80,-57.45,"37,303",-40.25,"400,118",-24.21,"262,021",-27.59,"1,220",14.55,"23,245",-1.13,"6,334",0.62,"48,860",-31.03,"58,438",--
1995M09,"214,919",-24.44,"38,997",-27.24,"2,863",-47.67,"38,522",-12.14,"18,564",-13.02,"14,362",19.59,4,-99.97,"29,980",-22.55,678,-36.52,91,-54.73,"38,006",-38.64,"396,986",-25.99,"259,332",-26.20,"1,256",17.82,"20,375",-40.00,"6,310",6.77,"50,603",-28.84,"59,110",--
1995M10,"211,228",-1.20,"38,609",-7.67,"2,983",-41.82,"42,534",13.78,"19,782",2.52,"14,421",23.30,2,-99.99,"34,005",-16.70,"1,874",36.59,76,-36.13,"40,002",-0.52,"405,516",-4.67,"263,081",-0.48,"1,242",19.19,"21,079",-31.97,"7,098",13.48,"53,579",-12.22,"59,437",--
1995M11,"212,970",-1.20,"39,568",-8.67,"2,754",-43.98,"42,513",-2.97,"19,952",-16.16,"14,508",22.89,2,-99.98,"33,726",-3.41,"1,932",-11.66,84,-21.50,"39,435",2.62,"407,444",-5.67,"263,981",-3.99,"1,234",20.16,"20,150",-21.14,"8,251",29.73,"54,151",-6.45,"59,677",--
1995M12,"215,982",-2.07,"38,620",-16.11,"2,676",-46.39,"41,315",5.94,"20,472",-13.53,"14,802",26.50,33,-99.76,"31,142",-6.51,"1,891",-44.14,74,-16.85,"40,332",-62.89,"407,339",-19.35,"260,731",-5.74,"1,216",32.03,"20,877",-9.34,"8,196",16.01,"56,301",-56.45,"60,018",--
1996M01,"212,653",-4.12,"38,579",-15.51,"2,233",-49.48,"45,288",14.43,"21,338",-2.26,"14,909",24.46,2,-99.99,"28,122",-17.36,"2,285",19.51,81,-35.71,"38,420",-4.56,"403,910",-7.25,"259,072",-6.16,"1,222",29.18,"20,545",-6.23,"6,904",-5.68,"55,783",-7.92,"60,384",--
1996M02,"215,009",-2.31,"36,938",-21.05,"1,962",-36.01,"45,074",4.86,"21,552",0.37,"14,968",24.74,2,-99.99,"29,198",-36.99,"2,504",-4.46,97,-21.14,"37,053",-7.92,"404,357",-10.16,"258,697",-11.30,"1,273",34.85,"20,458",3.09,"8,291",12.27,"55,007",-9.33,"60,631",--
1996M03,"214,464",-2.00,"37,183",-18.98,"1,911",-39.94,"46,302",4.13,"21,906",-1.15,"15,363",22.21,6,-99.96,"25,889",-41.25,"1,918",-18.17,92,-25.81,"36,532",-6.89,"401,566",-10.34,"263,460",-8.10,"1,264",43.96,"14,282",-34.93,"7,190",-3.24,"54,811",-9.51,"60,559",--
1996M04,"212,027",6.40,"37,294",-4.17,"1,827",-49.21,"45,745",21.50,"23,117",0.01,"15,364",21.43,9,800.00,"27,197",-26.94,"2,231",132.40,90,9.76,"37,677",10.56,"402,578",3.88,"254,710",-0.11,"1,234",51.78,"20,577",-13.38,"8,272",27.07,"56,824",31.93,"60,961",--
1996M05,"215,512",7.30,"36,478",-3.25,"1,885",-42.67,"42,882",12.24,"24,354",15.48,"15,719",22.23,5,150.00,"31,762",-18.29,"2,526",104.37,93,14.81,"37,260",5.30,"408,476",4.85,"262,152",2.66,"1,237",60.65,"18,834",-17.96,"8,568",25.80,"57,187",24.80,"60,498",--
1996M06,"217,161",6.46,"34,349",-10.46,"1,834",-44.05,"45,500",10.53,"23,295",18.46,"24,502",75.03,8,300.00,"33,346",-23.86,"2,211",32.87,97,29.33,"40,343",4.59,"422,646",4.47,"264,529",-0.89,"1,161",52.16,"29,076",24.55,"8,860",19.15,"55,316",13.59,"63,704",--
1996M07,"218,417",7.09,"34,260",-14.03,"2,085",-28.89,"47,492",13.92,"24,367",24.93,"24,286",72.62,5,66.67,"29,841",-33.93,"2,384",79.52,85,-14.14,"38,984",3.96,"422,206",3.97,"265,565",-1.58,"1,238",59.13,"27,361",25.00,"9,248",29.98,"54,504",11.92,"64,290",--
1996M08,"214,552",4.86,"34,008",-19.24,"2,174",-35.55,"50,220",21.69,"22,869",21.14,"24,411",72.61,4,33.33,"29,198",-22.47,"2,436",249.00,87,8.75,"40,469",8.49,"420,428",5.08,"263,293",0.49,"1,289",5.66,"29,094",25.16,"8,092",27.75,"54,019",10.56,"64,641",--
1996M09,"214,706",-0.10,"36,236",-7.08,"2,579",-9.92,"47,647",23.69,"24,074",29.68,"24,530",70.80,3,-25.00,"28,078",-6.34,"2,590",282.01,85,-6.59,"40,822",7.41,"421,350",6.14,"264,205",1.88,"1,298",3.34,"31,407",54.14,"8,236",30.52,"51,135",1.05,"65,069",--
1996M10,"215,115",1.84,"36,139",-6.40,"3,033",1.68,"47,190",10.95,"23,877",20.70,"24,650",70.93,4,100.00,"29,584",-13.00,"2,334",24.55,80,5.26,"40,138",0.34,"422,144",4.10,"261,015",-0.79,"1,293",4.11,"34,409",63.24,"7,170",1.01,"52,490",-2.03,"65,767",--
1996M11,"215,583",1.23,"34,939",-11.70,"3,279",19.06,"47,974",12.85,"23,472",17.64,"24,892",71.57,5,150.00,"35,695",5.84,"2,440",26.29,91,8.33,"42,052",6.64,"430,422",5.64,"264,199",0.08,514,-58.35,"34,218",69.82,"7,884",-4.45,"57,064",5.38,"66,543",--
1996M12,"219,851",1.79,"36,916",-4.41,"3,398",26.98,"51,100",23.68,"23,558",15.07,"23,632",59.65,3,-90.91,"26,378",-15.30,"1,310",-30.72,92,24.32,"43,817",8.64,"430,055",5.58,"266,438",2.19,453,-62.75,"35,131",68.28,"5,443",-33.59,"55,324",-1.74,"67,266",--
1997M01,"213,161",0.24,"35,891",-6.97,"4,729",111.78,"53,841",18.89,"21,512",0.82,"23,929",60.50,4,100.00,"27,240",-3.14,"1,866",-18.34,137,69.14,"52,638",37.01,"434,948",7.68,"258,203",-0.34,121,-90.10,"35,896",74.72,"7,879",14.12,"64,503",15.63,"68,346",--
1997M02,"214,592",-0.19,"36,835",-0.28,"4,440",126.30,"53,759",19.27,"21,103",-2.08,"23,998",60.33,4,100.00,"25,242",-13.55,"1,718",-31.39,99,2.06,"52,276",41.08,"434,066",7.35,"258,368",-0.13,120,-90.57,"34,939",70.78,"7,869",-5.09,"63,889",16.15,"68,881",--
1997M03,"215,319",0.40,"46,165",24.16,"4,340",127.11,"53,642",15.85,"20,132",-8.10,"24,172",57.34,3,-50.00,"29,969",15.76,"2,585",34.78,100,8.70,"40,971",12.15,"437,398",8.92,"261,946",-0.57,120,-90.51,"32,524",127.73,"9,001",25.19,"62,690",14.37,"71,117",--
1997M04,"214,968",1.39,"46,249",24.01,"4,568",150.03,"53,595",17.16,"16,052",-30.56,"24,449",59.13,4,-55.56,"31,567",16.07,"2,236",0.22,97,7.78,"40,360",7.12,"434,145",7.84,"259,084",1.72,101,-91.82,"33,080",60.76,"7,057",-14.69,"62,673",10.29,"72,150",--
1997M05,"217,226",0.80,"45,755",25.43,"4,403",133.58,"55,341",29.05,"17,423",-28.46,"24,616",56.60,2,-60.00,"30,004",-5.53,"1,867",-26.09,95,2.15,"38,827",4.21,"435,559",6.63,"262,723",0.22,90,-92.72,"33,852",79.74,"7,028",-17.97,"59,315",3.72,"72,551",--
1997M06,"221,339",1.92,"37,477",9.11,"4,211",129.61,"56,718",24.65,"19,385",-16.78,"24,454",-0.20,5,-37.50,"24,314",-27.09,"1,550",-29.90,95,-2.06,"48,192",19.46,"437,740",3.57,"258,528",-2.27,90,-92.25,"36,112",24.20,"6,124",-30.88,"62,450",12.90,"74,436",--
1997M07,"229,098",4.89,"39,536",15.40,"4,185",100.72,"59,687",25.68,"18,861",-22.60,"24,645",1.48,3,-40.00,"22,674",-24.02,"1,548",-35.07,90,5.88,"41,885",7.44,"442,212",4.74,"260,886",-1.76,91,-92.65,"34,881",27.48,"5,837",-36.88,"64,499",18.34,"76,018",--
1997M08,"224,495",4.63,"39,878",17.26,"3,345",53.86,"58,586",16.66,"25,941",13.43,"25,493",4.43,4,0.00,"23,425",-19.77,"1,397",-42.65,93,6.90,"37,725",-6.78,"440,382",4.75,"251,721",-4.40,90,-93.02,"36,803",26.50,"6,011",-25.72,"60,772",12.50,"84,985",--
1997M09,"227,935",6.16,"41,922",15.69,"4,430",71.77,"64,218",34.78,"47,642",97.90,"25,582",4.29,3,0.00,"21,647",-22.90,"2,000",-22.78,88,3.53,"37,478",-8.19,"472,945",12.25,"252,967",-4.25,89,-93.14,"40,776",29.83,"11,280",36.96,"59,477",16.31,"108,356",--
1997M10,"230,587",7.19,"42,081",16.44,"4,702",55.03,"70,500",49.40,"26,809",12.28,"24,737",0.35,13,225.00,"30,090",1.71,53,-97.73,97,21.25,"42,147",5.01,"471,816",11.77,"252,188",-3.38,91,-92.96,"35,920",4.39,"9,414",31.30,"65,671",25.11,"108,532",--
1997M11,"236,136",9.53,"43,231",23.73,"4,375",33.42,"72,176",50.45,"28,156",19.96,"24,822",-0.28,5,0.00,"28,770",-19.40,"1,165",-52.25,97,6.59,"40,003",-4.87,"478,936",11.27,"250,589",-5.15,78,-84.82,"37,027",8.21,"11,569",46.74,"64,004",12.16,"115,669",--
1997M12,"245,992",11.89,"42,315",14.63,"4,701",38.35,"75,407",47.57,"22,200",-5.76,"25,057",6.03,7,133.33,"28,960",9.79,37,-97.18,101,9.78,"43,860",0.10,"488,637",13.62,"264,510",-0.72,82,-81.90,"37,777",7.53,"9,775",79.59,"60,873",10.03,"115,620",--
1998M01,"250,234",17.39,"39,452",9.92,"2,642",-44.13,"85,346",58.51,"21,512",0.00,"25,440",6.31,5,25.00,"21,716",-20.28,617,-66.93,125,-8.76,"41,807",-20.58,"488,896",12.40,"264,263",2.35,83,-31.40,"38,948",8.50,"12,297",56.07,"56,997",-11.64,"116,308",--
1998M02,"257,120",19.82,"43,457",17.98,"2,779",-37.41,"87,486",62.74,"21,108",0.02,"25,757",7.33,9,125.00,"26,622",5.47,"2,308",34.34,127,28.28,"42,706",-18.31,"509,479",17.37,"283,443",9.71,48,-60.00,"39,699",13.62,"12,021",52.76,"56,315",-11.85,"117,953",--
