期間,合計_原始值,合計_年增率(%),"新台幣1,000,000以下_原始值","新台幣1,000,000以下_年增率(%)","1,000,001-5,000,000元_原始值","1,000,001-5,000,000元_年增率(%)","5,000,001-10,000,000元_原始值","5,000,001-10,000,000元_年增率(%)","10,000,001-50,000,000元_原始值","10,000,001-50,000,000元_年增率(%)","50,000,001-100,000,000元_原始值","50,000,001-100,000,000元_年增率(%)","100,000,001元以上_原始值","100,000,001元以上_年增率(%)"
2011M04,"19,173,644",8.59,"1,454,499",1.78,"4,097,581",-0.02,"1,856,487",9.67,"3,067,866",16.25,"1,143,134",11.48,"7,554,077",11.55
2011M05,"19,322,496",8.09,"1,465,594",1.06,"4,112,003",0.20,"1,867,375",9.07,"3,109,462",15.33,"1,158,495",13.42,"7,609,567",10.39
2011M06,"19,333,013",7.73,"1,489,950",3.17,"4,107,975",-0.09,"1,870,867",7.93,"3,131,368",13.90,"1,170,626",13.22,"7,562,227",10.01
2011M07,"19,438,129",7.54,"1,466,934",2.69,"4,126,376",0.54,"1,878,055",7.61,"3,152,994",13.88,"1,171,202",12.67,"7,642,568",9.35
2011M08,"19,649,421",7.70,"1,475,074",3.54,"4,133,447",0.88,"1,885,180",7.07,"3,175,417",13.26,"1,180,850",11.56,"7,799,453",9.86
2011M09,"19,719,780",7.94,"1,457,057",2.04,"4,160,229",1.71,"1,891,786",6.90,"3,194,346",12.81,"1,187,892",11.41,"7,828,470",10.51
2011M10,"19,703,687",7.37,"1,473,705",3.88,"4,138,150",1.21,"1,890,875",5.97,"3,201,596",11.95,"1,188,470",10.18,"7,810,891",9.68
2011M11,"19,735,697",7.08,"1,482,085",3.87,"4,140,669",1.25,"1,896,073",5.05,"3,217,675",10.91,"1,196,820",9.68,"7,802,375",9.64
2011M12,"19,819,265",5.78,"1,489,339",3.10,"4,141,339",1.11,"1,902,438",3.91,"3,229,648",8.81,"1,184,675",5.94,"7,871,826",8.16
2012M01,"19,958,028",4.67,"1,481,417",0.72,"4,118,920",0.41,"1,894,178",2.97,"3,216,854",7.84,"1,202,495",7.29,"8,044,164",6.52
2012M02,"19,960,777",4.59,"1,473,365",1.32,"4,106,136",0.37,"1,890,560",2.83,"3,223,330",7.65,"1,203,457",6.26,"8,063,929",6.47
2012M03,"20,018,297",4.63,"1,476,482",1.93,"4,098,525",0.07,"1,890,278",2.24,"3,226,327",6.32,"1,203,147",5.36,"8,123,538",7.42
2012M04,"20,078,705",4.72,"1,474,966",1.41,"4,106,255",0.21,"1,902,923",2.50,"3,248,371",5.88,"1,213,220",6.13,"8,132,970",7.66
2012M05,"20,090,724",3.98,"1,461,040",-0.31,"4,146,782",0.85,"1,924,018",3.03,"3,292,287",5.88,"1,234,636",6.57,"8,031,961",5.55
2012M06,"19,907,754",2.97,"1,485,211",-0.32,"4,134,237",0.64,"1,941,092",3.75,"3,325,873",6.21,"1,229,228",5.01,"7,792,113",3.04
2012M07,"20,067,640",3.24,"1,484,470",1.20,"4,140,317",0.34,"1,955,697",4.13,"3,364,807",6.72,"1,235,593",5.50,"7,886,756",3.20
2012M08,"20,074,680",2.16,"1,485,828",0.73,"4,138,334",0.12,"1,961,713",4.06,"3,371,735",6.18,"1,231,511",4.29,"7,885,559",1.10
2012M09,"20,094,454",1.90,"1,486,269",2.00,"4,138,906",-0.51,"1,971,184",4.20,"3,391,673",6.18,"1,242,004",4.56,"7,864,418",0.46
2012M10,"20,182,829",2.43,"1,483,362",0.66,"4,138,287",0.00,"1,982,968",4.87,"3,419,924",6.82,"1,248,195",5.03,"7,910,093",1.27
2012M11,"20,135,286",2.02,"1,490,331",0.56,"4,136,547",-0.10,"1,996,495",5.30,"3,452,127",7.29,"1,252,090",4.62,"7,807,696",0.07
2012M12,"20,372,531",2.79,"1,503,173",0.93,"4,138,070",-0.08,"2,009,641",5.64,"3,503,624",8.48,"1,262,760",6.59,"7,955,263",1.06
2013M01,"20,375,303",2.09,"1,498,475",1.15,"4,132,550",0.33,"2,006,899",5.95,"3,495,793",8.67,"1,258,726",4.68,"7,982,859",-0.76
2013M02,"20,397,735",2.19,"1,484,798",0.78,"4,117,993",0.29,"2,002,476",5.92,"3,505,893",8.77,"1,268,476",5.40,"8,018,099",-0.57
2013M03,"20,442,195",2.12,"1,482,445",0.40,"4,110,338",0.29,"2,005,240",6.08,"3,528,043",9.35,"1,267,380",5.34,"8,048,749",-0.92
2013M04,"20,461,593",1.91,"1,490,982",1.09,"4,111,702",0.13,"2,017,992",6.05,"3,563,537",9.70,"1,275,525",5.14,"8,001,855",-1.61
2013M05,"20,384,387",1.46,"1,486,923",1.77,"4,122,389",-0.59,"2,033,224",5.68,"3,606,724",9.55,"1,280,828",3.74,"7,854,298",-2.21
2013M06,"20,490,679",2.93,"1,493,363",0.55,"4,130,878",-0.08,"2,048,893",5.55,"3,640,414",9.46,"1,290,114",4.95,"7,887,017",1.22
2013M07,"20,665,824",2.98,"1,485,410",0.06,"4,135,866",-0.11,"2,062,809",5.48,"3,677,989",9.31,"1,293,354",4.67,"8,010,396",1.57
2013M08,"20,658,622",2.91,"1,484,448",-0.09,"4,135,712",-0.06,"2,073,310",5.69,"3,705,138",9.89,"1,303,754",5.87,"7,956,260",0.90
2013M09,"20,757,011",3.30,"1,484,929",-0.09,"4,144,974",0.15,"2,090,082",6.03,"3,750,553",10.58,"1,327,160",6.86,"7,959,312",1.21
2013M10,"20,795,510",3.04,"1,484,398",0.07,"4,149,297",0.27,"2,104,713",6.14,"3,787,072",10.74,"1,330,796",6.62,"7,939,233",0.37
2013M11,"20,873,418",3.67,"1,489,158",-0.08,"4,153,378",0.41,"2,123,801",6.38,"3,824,188",10.78,"1,337,522",6.82,"7,945,370",1.76
2013M12,"20,978,750",2.98,"1,495,409",-0.52,"4,177,751",0.96,"2,150,926",7.03,"3,883,991",10.86,"1,339,021",6.04,"7,931,651",-0.30
2014M01,"21,169,579",3.90,"1,493,841",-0.31,"4,162,398",0.72,"2,157,106",7.48,"3,887,475",11.20,"1,345,622",6.90,"8,123,137",1.76
2014M02,"21,185,699",3.86,"1,484,184",-0.04,"4,146,713",0.70,"2,158,341",7.78,"3,902,187",11.30,"1,343,437",5.91,"8,150,837",1.66
2014M03,"21,275,860",4.08,"1,481,317",-0.08,"4,147,734",0.91,"2,171,705",8.30,"3,941,866",11.73,"1,352,146",6.69,"8,181,091",1.64
2014M04,"21,426,779",4.72,"1,486,732",-0.29,"4,155,398",1.06,"2,188,706",8.46,"3,985,562",11.84,"1,358,189",6.48,"8,252,192",3.13
2014M05,"21,401,019",4.99,"1,491,510",0.31,"4,166,456",1.07,"2,208,650",8.63,"4,042,162",12.07,"1,369,170",6.90,"8,123,071",3.42
2014M06,"21,377,677",4.33,"1,495,213",0.12,"4,181,298",1.22,"2,229,997",8.84,"4,103,501",12.72,"1,384,989",7.35,"7,982,679",1.21
2014M07,"21,524,809",4.16,"1,493,044",0.51,"4,190,072",1.31,"2,248,978",9.03,"4,147,098",12.75,"1,395,230",7.88,"8,050,387",0.50
