期間,期中人口(人)_原始值,期中人口(人)_年增率(%),平均匯率(元/美元)_原始值,平均匯率(元/美元)_年增率(%),經濟成長(%)_原始值,經濟成長(%)_年增率(%),國內生產毛額(名目值，百萬元)_原始值,國內生產毛額(名目值，百萬元)_年增率(%),國內生產毛額(名目值，百萬美元)_原始值,國內生產毛額(名目值，百萬美元)_年增率(%),平均每人GDP(名目值，元)_原始值,平均每人GDP(名目值，元)_年增率(%),平均每人GDP(名目值，美元)_原始值,平均每人GDP(名目值，美元)_年增率(%),國民生產毛額(名目值，百萬元)_原始值,國民生產毛額(名目值，百萬元)_年增率(%),國民生產毛額(名目值，百萬美元)_原始值,國民生產毛額(名目值，百萬美元)_年增率(%),平均每人GNP(名目值，元)_原始值,平均每人GNP(名目值，元)_年增率(%),平均每人GNP(名目值，美元)_原始值,平均每人GNP(名目值，美元)_年增率(%),國民所得(名目值，百萬元)_原始值,國民所得(名目值，百萬元)_年增率(%),國民所得(名目值，百萬美元)_原始值,國民所得(名目值，百萬美元)_年增率(%),平均每人所得(名目值，元)_原始值,平均每人所得(名目值，元)_年增率(%),平均每人所得(名目值，美元)_原始值,平均每人所得(名目值，美元)_年增率(%)
1995Q3,"21,284,962",0.86,26.97,-2.04,6.91,-,"1,823,822",9.36,"67,628",7.16,"85,672",8.42,"3,177",6.25,"1,852,980",9.29,"68,712",7.10,"87,042",8.36,"3,228",6.18,"1,699,838",8.70,"63,046",6.55,"79,848",7.77,"2,961",5.64
1995Q4,"21,334,658",0.86,27.16,-3.42,5.04,-,"1,939,848",9.73,"71,428",6.01,"90,910",8.80,"3,347",5.15,"1,969,263",9.58,"72,513",5.87,"92,288",8.65,"3,398",5.01,"1,783,742",9.21,"65,696",5.54,"83,595",8.29,"3,080",4.69
1996Q1,"21,372,055",0.84,27.43,-4.34,5.00,-,"1,893,357",9.19,"69,021",4.44,"88,552",8.25,"3,228",3.53,"1,935,052",9.46,"70,541",4.69,"90,501",8.52,"3,299",3.77,"1,757,285",8.92,"64,062",4.16,"82,188",7.99,"2,996",3.27
1996Q2,"21,405,379",0.80,27.39,-6.61,5.24,-,"1,943,895",9.22,"70,967",1.99,"90,774",8.32,"3,314",1.16,"1,961,916",9.09,"71,625",1.87,"91,615",8.19,"3,344",1.03,"1,753,447",9.80,"64,016",2.51,"81,881",8.89,"2,989",1.67
1996Q3,"21,446,975",0.76,27.51,-1.96,5.44,-,"1,987,585",8.98,"72,246",6.83,"92,634",8.13,"3,367",5.98,"2,008,166",8.37,"72,994",6.23,"93,593",7.53,"3,402",5.39,"1,829,566",7.63,"66,502",5.48,"85,269",6.79,"3,099",4.66
1996Q4,"21,497,652",0.76,27.50,-1.24,6.39,-,"2,081,238",7.29,"75,678",5.95,"96,769",6.44,"3,519",5.14,"2,110,443",7.17,"76,740",5.83,"98,127",6.33,"3,569",5.03,"1,919,385",7.60,"69,793",6.24,"89,244",6.76,"3,246",5.39
1997Q1,"21,541,042",0.79,27.51,-0.29,4.97,-,"2,049,796",8.26,"74,512",7.96,"95,091",7.38,"3,456",7.06,"2,082,174",7.60,"75,680",7.29,"96,593",6.73,"3,511",6.43,"1,895,972",7.89,"68,911",7.57,"87,954",7.02,"3,196",6.68
1997Q2,"21,578,401",0.81,27.75,-1.30,4.94,-,"2,074,325",6.71,"74,751",5.33,"96,063",5.83,"3,461",4.44,"2,091,489",6.60,"75,361",5.22,"96,856",5.72,"3,490",4.37,"1,885,725",7.54,"67,946",6.14,"87,327",6.65,"3,146",5.25
1997Q3,"21,636,961",0.89,28.43,-3.24,5.82,-,"2,135,056",7.42,"75,100",3.95,"98,607",6.45,"3,468",3.00,"2,159,235",7.52,"75,941",4.04,"99,723",6.55,"3,507",3.09,"1,961,536",7.21,"68,987",3.74,"90,592",6.24,"3,186",2.81
1997Q4,"21,708,293",0.98,31.12,-11.63,6.10,-,"2,315,607",11.26,"74,410",-1.68,"106,594",10.15,"3,425",-2.67,"2,331,497",10.47,"74,913",-2.38,"107,325",9.37,"3,447",-3.42,"2,112,321",10.05,"67,869",-2.76,"97,236",8.96,"3,124",-3.76
1998Q1,"21,765,267",1.04,33.04,-16.74,4.01,-,"2,233,820",8.98,"67,553",-9.34,"102,636",7.93,"3,104",-10.19,"2,261,301",8.60,"68,377",-9.65,"103,899",7.56,"3,142",-10.51,"2,044,532",7.84,"61,824",-10.28,"93,938",6.80,"2,840",-11.14
1998Q2,"21,810,745",1.08,33.63,-17.48,3.40,-,"2,254,713",8.70,"66,988",-10.39,"103,380",7.62,"3,072",-11.24,"2,261,866",8.15,"67,194",-10.84,"103,708",7.07,"3,081",-11.72,"2,027,867",7.54,"60,244",-11.34,"92,978",6.47,"2,762",-12.21
1998Q3,"21,858,492",1.02,34.54,-17.69,4.05,-,"2,304,791",7.95,"66,672",-11.22,"105,445",6.93,"3,051",-12.02,"2,309,962",6.98,"66,816",-12.02,"105,682",5.98,"3,057",-12.83,"2,082,113",6.15,"60,226",-12.70,"95,256",5.15,"2,755",-13.53
1998Q4,"21,905,902",0.91,32.61,-4.57,2.50,-,"2,410,850",4.11,"73,867",-0.73,"110,058",3.25,"3,371",-1.58,"2,439,596",4.64,"74,742",-0.23,"111,370",3.77,"3,412",-1.02,"2,188,634",3.61,"67,053",-1.20,"99,915",2.76,"3,062",-1.98
1999Q1,"21,947,387",0.84,32.64,1.23,5.64,-,"2,364,778",5.86,"72,411",7.19,"107,741",4.97,"3,299",6.28,"2,393,602",5.85,"73,291",7.19,"109,055",4.96,"3,339",6.27,"2,143,327",4.83,"65,630",6.16,"97,652",3.95,"2,990",5.28
1999Q2,"21,987,037",0.81,32.71,2.81,6.53,-,"2,373,671",5.28,"72,528",8.27,"107,951",4.42,"3,298",7.36,"2,384,658",5.43,"72,862",8.44,"108,451",4.57,"3,314",7.56,"2,142,140",5.64,"65,453",8.65,"97,421",4.78,"2,977",7.78
1999Q3,"22,028,124",0.78,32.02,7.87,5.08,-,"2,389,732",3.69,"74,592",11.88,"108,478",2.88,"3,386",10.98,"2,403,929",4.07,"75,033",12.30,"109,124",3.26,"3,406",11.42,"2,156,373",3.57,"67,308",11.76,"97,886",2.76,"3,055",10.89
1999Q4,"22,070,372",0.75,31.70,2.87,6.60,-,"2,520,868",4.56,"79,479",7.60,"114,214",3.78,"3,602",6.85,"2,557,378",4.83,"80,629",7.88,"115,867",4.04,"3,653",7.06,"2,279,676",4.16,"71,876",7.19,"103,285",3.37,"3,257",6.37
2000Q1,"22,113,582",0.76,30.74,6.18,5.48,-,"2,453,442",3.75,"79,851",10.27,"110,922",2.95,"3,610",9.43,"2,489,320",4.00,"81,022",10.55,"112,544",3.20,"3,663",9.70,"2,226,833",3.90,"72,478",10.43,"100,677",3.10,"3,277",9.60
2000Q2,"22,153,653",0.76,30.68,6.62,5.47,-,"2,474,404",4.24,"80,691",11.25,"111,667",3.44,"3,642",10.43,"2,502,380",4.94,"81,606",12.00,"112,930",4.13,"3,683",11.13,"2,223,824",3.81,"72,521",10.80,"100,359",3.02,"3,273",9.94
2000Q3,"22,195,739",0.76,31.07,3.06,6.84,-,"2,558,731",7.07,"82,393",10.46,"115,254",6.25,"3,711",9.60,"2,590,228",7.75,"83,410",11.16,"116,672",6.92,"3,757",10.31,"2,316,046",7.40,"74,581",10.81,"104,322",6.57,"3,359",9.95
