期間,10天_原始值,10天_年增率(%),10天_原始值,10天_年增率(%),30天_原始值,30天_年增率(%),30天_原始值,30天_年增率(%),60天_原始值,60天_年增率(%),60天_原始值,60天_年增率(%),90天_原始值,90天_年增率(%),90天_原始值,90天_年增率(%),120天_原始值,120天_年增率(%),120天_原始值,120天_年增率(%),180天_原始值,180天_年增率(%),180天_原始值,180天_年增率(%)
2003M11,34.126,1.85,34.265,1.84,34.119,1.86,34.270,1.83,34.109,1.86,34.265,1.84,34.094,1.89,34.250,1.87,34.073,1.93,34.230,1.93,34.029,2.02,34.190,2.02
2003M12,33.905,2.31,34.042,2.30,33.895,2.32,34.042,2.29,33.880,2.33,34.032,2.31,33.865,2.34,34.012,2.35,33.844,2.35,33.996,2.38,33.800,2.40,33.962,2.43
2004M01,33.322,3.88,33.455,3.94,33.312,3.88,33.455,3.91,33.297,3.88,33.440,3.91,33.287,3.85,33.435,3.89,33.262,3.89,33.415,3.92,33.212,3.95,33.375,3.96
2004M02,33.286,4.22,33.420,4.18,33.269,4.24,33.420,4.20,33.255,4.24,33.405,4.23,33.240,4.24,33.395,4.22,33.215,4.28,33.375,4.25,33.179,4.30,33.330,4.31
2004M03,32.944,5.27,33.070,5.29,32.921,5.31,33.060,5.32,32.886,5.38,33.035,5.37,32.861,5.41,33.015,5.39,32.855,5.40,33.005,5.40,32.800,5.52,32.955,5.50
2004M04,33.295,4.44,33.416,4.46,33.269,4.46,33.399,4.48,33.229,4.49,33.374,4.52,33.199,4.53,33.349,4.53,33.164,4.56,33.324,4.55,33.093,4.62,33.254,4.65
2004M05,33.319,3.97,33.440,4.02,33.299,3.98,33.433,4.01,33.269,4.00,33.413,4.03,33.243,4.01,33.378,4.07,33.204,4.05,33.358,4.06,33.143,4.09,33.288,4.14
2004M06,33.703,2.47,33.825,2.54,33.680,2.49,33.815,2.53,33.650,2.51,33.785,2.57,33.610,2.57,33.745,2.63,33.564,2.66,33.735,2.61,33.495,2.76,33.640,2.80
2004M07,34.067,0.78,34.191,0.86,34.045,0.80,34.183,0.85,34.018,0.81,34.159,0.86,33.988,0.82,34.128,0.89,33.953,0.85,34.115,0.86,33.868,0.96,34.015,1.01
2004M08,33.987,0.45,34.105,0.50,33.967,0.48,34.098,0.51,33.946,0.50,34.078,0.54,33.918,0.52,34.055,0.56,33.887,0.55,34.038,0.56,33.830,0.58,33.961,0.68
2004M09,33.915,-0.67,34.033,-0.60,33.895,-0.68,34.021,-0.61,33.870,-0.71,33.994,-0.61,33.839,-0.71,33.964,-0.58,33.789,-0.66,33.949,-0.62,33.750,-0.74,33.879,-0.60
2004M10,33.354,1.61,33.483,1.64,33.332,1.66,33.467,1.69,33.297,1.74,33.435,1.75,33.267,1.75,33.405,1.80,33.235,1.77,33.375,1.81,33.164,1.81,33.310,1.83
2004M11,32.110,6.28,32.250,6.25,32.081,6.35,32.228,6.34,32.045,6.44,32.190,6.45,32.005,6.53,32.150,6.53,31.954,6.63,32.110,6.60,31.865,6.79,32.020,6.78
2004M12,31.583,7.35,31.960,6.51,31.549,7.44,31.933,6.60,31.505,7.54,31.888,6.72,31.449,7.68,31.833,6.85,31.399,7.79,31.793,6.93,31.280,8.06,31.683,7.19
2005M01,31.683,5.17,31.834,5.09,31.654,5.24,31.811,5.17,31.603,5.36,31.760,5.29,31.554,5.49,31.712,5.43,31.501,5.59,31.660,5.54,31.392,5.80,31.555,5.77
2005M02,31.089,7.07,31.217,7.06,31.055,7.13,31.190,7.15,31.009,7.24,31.144,7.26,30.959,7.37,31.093,7.40,30.905,7.47,31.045,7.51,30.795,7.74,30.932,7.75
2005M03,31.433,4.81,31.570,4.75,31.397,4.85,31.540,4.82,31.335,4.95,31.478,4.95,31.277,5.06,31.420,5.08,31.212,5.26,31.370,5.21,31.081,5.53,31.230,5.52
2005M04,31.187,6.76,31.317,6.70,31.146,6.82,31.283,6.76,31.095,6.86,31.231,6.86,31.037,6.97,31.173,6.98,30.973,7.07,31.108,7.12,30.842,7.30,30.978,7.35
2005M05,31.279,6.52,31.402,6.49,31.239,6.59,31.369,6.58,31.186,6.68,31.316,6.70,31.126,6.80,31.255,6.79,31.061,6.90,31.191,6.95,30.931,7.15,31.061,7.17
2005M06,31.536,6.87,31.655,6.86,31.494,6.94,31.620,6.94,31.429,7.07,31.555,7.07,31.368,7.15,31.492,7.15,31.303,7.22,31.429,7.34,31.168,7.47,31.292,7.50
2005M07,31.840,6.99,32.035,6.73,31.794,7.08,31.996,6.84,31.726,7.22,31.927,6.99,31.657,7.36,31.858,7.13,31.580,7.51,31.781,7.34,31.418,7.80,31.624,7.56
2005M08,32.666,4.04,32.785,4.03,32.616,4.14,32.742,4.14,32.547,4.30,32.672,4.30,32.473,4.45,32.598,4.47,32.392,4.62,32.521,4.66,32.246,4.91,32.371,4.91
