期間,融資_原始值,融資_年增率(%),融資_原始值,融資_年增率(%),融資_原始值,融資_年增率(%),融資_原始值,融資_年增率(%),融資_原始值,融資_年增率(%),融資_原始值,融資_年增率(%),融券_原始值,融券_年增率(%),融券_原始值,融券_年增率(%),融券_原始值,融券_年增率(%),融券_原始值,融券_年增率(%),融券_原始值,融券_年增率(%),融券_原始值,融券_年增率(%)
2011M01,"22,356",-19.43,"412,736",-22.39,"22,765",-18.70,"415,376",-20.82,"20,145",9.69,"385,257",18.90,"3,037",-6.38,"109,954",-13.26,"3,107",-10.74,"110,741",-18.12,705,-4.60,"33,283",0.66
2011M02,"11,006",15.23,"237,870",26.12,"11,300",10.37,"242,777",18.31,"19,851",12.29,"380,350",23.72,"1,542",-13.95,"70,331",-10.59,"1,667",-8.86,"74,125",-6.72,580,-17.38,"29,489",-8.60
2011M03,"16,770",-14.51,"387,839",-0.10,"17,605",-7.82,"402,697",8.42,"19,016",4.50,"365,492",12.72,"2,634",2.01,"125,485",17.48,"2,823",6.01,"134,851",20.89,391,-37.04,"20,123",-26.90
2011M04,"11,491",-44.16,"264,040",-34.90,"11,798",-42.73,"269,700",-32.78,"18,709",2.94,"359,832",9.50,"1,702",-24.32,"85,509",-6.49,"1,787",-28.80,"88,491",-13.08,306,-15.00,"17,141",-0.16
2011M05,"12,554",-19.79,"302,774",0.85,"12,758",-22.10,"306,785",-4.06,"18,505",6.05,"355,821",15.11,"1,997",-21.62,"110,356",-2.64,"1,842",-23.73,"103,719",-3.62,461,-6.49,"23,778",3.83
2011M06,"10,267",-21.45,"256,063",3.11,"10,693",-16.34,"265,923",9.06,"18,079",1.92,"345,961",10.31,"1,691",-24.17,"96,369",2.85,"1,703",-22.91,"97,788",3.91,449,-12.65,"22,359",-0.58
2011M07,"12,572",-30.53,"297,644",-10.18,"12,901",-26.10,"311,140",-3.38,"17,750",-3.41,"332,465",2.94,"1,941",-21.67,"101,908",8.93,"1,943",-19.34,"101,448",8.06,447,-23.33,"22,819",2.93
2011M08,"16,036",-36.35,"363,915",-19.73,"17,602",-27.65,"411,772",-4.55,"16,184",-15.89,"284,608",-17.50,"3,202",1.84,"156,487",29.00,"3,037",-1.40,"147,300",29.06,612,-5.41,"32,006",9.09
2011M09,"11,709",-43.30,"271,424",-37.66,"11,920",-41.64,"281,574",-33.28,"15,973",-17.95,"274,458",-23.40,"2,955",0.58,"132,931",3.21,"2,822",-0.53,"128,001",2.79,745,-0.40,"36,936",9.90
2011M10,"9,968",-52.89,"235,558",-43.24,"9,992",-52.44,"236,361",-42.12,"15,949",-18.69,"273,655",-25.00,"2,301",-21.65,"119,489",-3.23,"2,253",-23.00,"118,165",-3.84,793,4.48,"38,260",11.85
2011M11,"11,634",-24.30,"252,753",-22.84,"12,359",-22.33,"273,654",-18.28,"15,224",-20.18,"252,754",-29.32,"2,519",-1.56,"121,394",8.79,"2,611",-0.19,"126,821",13.90,701,-0.14,"32,833",-4.68
2011M12,"9,351",-64.10,"186,747",-63.22,"9,977",-59.38,"207,743",-56.49,"14,598",-28.98,"231,758",-40.25,"2,464",-25.38,"109,174",-10.75,"2,354",-27.10,"105,909",-13.69,811,4.65,"36,098",5.95
2012M01,"6,781",-69.67,"132,027",-68.01,"7,868",-65.44,"155,092",-62.66,"13,511",-32.93,"208,693",-45.83,"1,419",-53.28,"62,734",-42.95,"1,422",-54.23,"62,511",-43.55,808,14.61,"36,321",9.13
2012M02,"20,274",84.21,"424,236",78.35,"18,937",67.58,"384,798",58.50,"14,848",-25.20,"248,131",-34.76,"2,801",81.65,"125,149",77.94,"2,859",71.51,"126,443",70.58,750,29.31,"35,027",18.78
2012M03,"15,102",-9.95,"340,179",-12.29,"15,197",-13.68,"336,687",-16.39,"14,753",-22.42,"251,623",-31.15,"2,167",-17.73,"106,615",-15.04,"2,358",-16.47,"116,442",-13.65,559,42.97,"25,200",25.23
2012M04,"7,255",-36.86,"165,393",-37.36,"8,296",-29.68,"191,325",-29.06,"13,712",-26.71,"225,691",-37.28,"1,742",2.35,"84,671",-0.98,"1,775",-0.67,"86,874",-1.83,526,71.90,"22,997",34.16
2012M05,"7,752",-38.25,"178,207",-41.14,"7,738",-39.35,"180,926",-41.03,"13,726",-25.83,"222,972",-37.34,"1,946",-2.55,"101,352",-8.16,"1,777",-3.53,"98,617",-4.92,695,50.76,"25,732",8.22
2012M06,"7,163",-30.23,"161,046",-37.11,"7,327",-31.48,"166,233",-37.49,"13,562",-24.98,"217,785",-37.05,"1,577",-6.74,"81,203",-15.74,"1,768",3.82,"83,729",-14.38,504,12.25,"23,206",3.79
2012M07,"6,957",-44.66,"155,551",-47.74,"7,254",-43.77,"159,234",-48.82,"13,265",-25.27,"214,102",-35.60,"1,478",-23.85,"82,247",-19.29,"1,528",-21.36,"81,639",-19.53,454,1.57,"23,814",4.36
2012M08,"9,417",-41.28,"203,100",-44.19,"9,391",-46.65,"202,534",-50.81,"13,291",-17.88,"214,668",-24.57,"1,786",-44.22,"91,057",-41.81,"1,612",-46.92,"83,768",-43.13,628,2.61,"31,103",-2.82
2012M09,"11,696",-0.11,"237,495",-12.50,"11,145",-6.50,"225,241",-20.01,"13,842",-13.34,"226,922",-17.32,"1,787",-39.53,"80,361",-39.55,"1,702",-39.69,"77,322",-39.59,713,-4.30,"34,142",-7.56
2012M10,"7,952",-20.22,"161,650",-31.38,"8,685",-13.08,"178,303",-24.56,"13,109",-17.81,"210,269",-23.16,"1,679",-27.03,"86,901",-27.27,"1,734",-23.04,"86,210",-27.04,658,-17.02,"34,833",-8.96
2012M11,"8,266",-28.95,"171,358",-32.20,"8,314",-32.73,"178,718",-34.69,"13,061",-14.21,"202,909",-19.72,"2,131",-15.40,"97,636",-19.57,"1,918",-26.54,"93,694",-26.12,871,24.25,"38,775",18.10
2012M12,"12,570",34.42,"230,003",23.16,"12,259",22.87,"220,697",6.24,"13,372",-8.40,"212,215",-8.43,"2,223",-9.78,"81,300",-25.53,"2,141",-9.05,"82,373",-22.22,953,17.51,"37,702",4.44
2013M01,"12,670",86.85,"226,931",71.88,"12,764",62.23,"226,676",46.16,"13,278",-1.72,"212,470",1.81,"2,074",46.16,"81,771",30.35,"2,171",52.67,"83,048",32.85,856,5.94,"36,425",0.29
2013M02,"7,002",-65.46,"123,230",-70.95,"7,229",-61.83,"126,333",-67.17,"13,051",-12.10,"209,367",-15.62,985,-64.83,"37,842",-69.76,"1,134",-60.34,"42,051",-66.74,707,-5.73,"32,216",-8.03
2013M03,"11,286",-25.27,"211,248",-37.90,"11,130",-26.76,"203,626",-39.52,"13,207",-10.48,"216,989",-13.76,"1,735",-19.94,"67,707",-36.49,"1,864",-20.95,"75,254",-35.37,578,3.40,"24,669",-2.11
2013M04,"8,234",13.49,"159,600",-3.50,"8,455",1.92,"163,573",-14.51,"12,986",-5.29,"213,016",-5.62,"1,224",-29.74,"53,455",-36.87,"1,490",-16.06,"63,128",-27.33,312,-40.68,"14,996",-34.79
2013M05,"13,373",72.51,"243,069",36.40,"12,878",66.43,"232,196",28.34,"13,481",-1.78,"223,889",0.41,"1,850",-4.93,"73,982",-27.00,"1,651",-7.09,"66,163",-32.91,511,-26.47,"22,815",-11.34
2013M06,"9,704",35.47,"178,914",11.09,"9,321",27.21,"172,395",3.71,"13,864",2.23,"230,408",5.80,"1,483",-5.96,"63,121",-22.27,"1,589",-10.12,"68,744",-17.90,405,-19.64,"17,192",-25.92
2013M07,"10,927",57.06,"213,741",37.41,"11,006",51.72,"216,890",36.21,"13,785",3.92,"227,259",6.15,"1,939",31.19,"84,738",3.03,"1,902",24.48,"82,044",0.50,442,-2.64,"19,886",-16.49
2013M08,"9,422",0.05,"191,062",-5.93,"9,533",1.51,"191,598",-5.40,"13,674",2.88,"226,723",5.62,"1,666",-6.72,"76,186",-16.33,"1,623",0.68,"73,744",-11.97,485,-22.77,"22,328",-28.21
2013M09,"9,882",-15.51,"194,753",-18.00,"10,058",-9.75,"197,535",-12.30,"13,498",-2.49,"223,941",-1.31,"1,615",-9.63,"75,748",-5.74,"1,515",-10.99,"69,313",-10.36,585,-17.95,"28,763",-15.75
2013M10,"12,620",58.70,"235,168",45.48,"12,193",40.39,"227,287",27.47,"13,925",6.22,"231,822",10.25,"2,368",41.04,"98,582",13.44,"2,277",31.31,"92,905",7.77,676,2.74,"34,440",-1.13
2013M11,"10,102",22.21,"193,815",13.11,"10,022",20.54,"196,476",9.94,"14,005",7.23,"229,161",12.94,"2,516",18.07,"97,019",-0.63,"2,453",27.89,"96,334",2.82,739,-15.15,"35,125",-9.41
2013M12,"11,519",-8.36,"231,139",0.49,"11,121",-9.28,"219,411",-0.58,"14,403",7.71,"240,889",13.51,"1,945",-12.51,"79,869",-1.76,"1,928",-9.95,"79,323",-3.70,756,-20.67,"35,671",-5.39
2014M01,"13,294",4.93,"261,942",15.43,"13,231",3.66,"259,262",14.38,"14,466",8.95,"243,569",14.64,"1,881",-9.31,"77,072",-5.75,"1,980",-8.80,"80,663",-2.87,657,-23.25,"32,080",-11.93
2014M02,"9,626",37.48,"191,926",55.75,"9,121",26.17,"181,031",43.30,"14,971",14.71,"254,464",21.54,"1,478",50.05,"62,110",64.13,"1,448",27.69,"61,883",47.16,687,-2.83,"32,307",0.28
2014M03,"13,983",23.90,"295,290",39.78,"13,879",24.70,"288,298",41.58,"15,075",14.14,"261,456",20.49,"1,975",13.83,"83,973",24.02,"2,157",15.72,"92,189",22.50,505,-12.63,"24,091",-2.34
2014M04,"11,503",39.70,"254,005",59.15,"12,102",43.13,"263,486",61.08,"14,476",11.47,"251,975",18.29,"1,782",45.59,"84,572",58.21,"1,962",31.68,"92,063",45.84,325,4.17,"16,600",10.70
2014M05,"10,381",-22.37,"242,895",-0.07,"9,964",-22.63,"230,813",-0.60,"14,893",10.47,"264,057",17.94,"1,907",3.08,"92,250",24.69,"1,767",7.03,"85,476",29.19,465,-9.00,"23,374",2.45
2014M06,"12,845",32.37,"293,715",64.17,"12,519",34.31,"282,420",63.82,"15,219",9.77,"275,352",19.51,"1,753",18.21,"85,892",36.08,"1,824",14.79,"88,570",28.84,394,-2.72,"20,696",20.38
2014M07,"17,127",56.74,"347,271",62.47,"15,520",41.01,"315,314",45.38,"16,826",22.06,"307,309",35.22,"2,115",9.08,"96,095",13.40,"2,107",10.78,"96,423",17.53,402,-9.05,"20,368",2.42
