期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),"定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)",定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),"定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)",定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%)
2002M07,"1,240,943",-16.82,"2,850,315",-10.97,"251,717",-22.98,"16,892",-29.69,"524,119",-18.00,"171,108",-17.35,"256,856",-15.01,"220,269",-14.99,"208,251",-6.88,"2,442,046",-9.93,"8,794,442",4.40,"6,334,279",4.92,"1,847,333",-0.80,"113,746",0.38,"4,227,086",4.73,"1,353,005",5.52,"1,867,064",6.72,"1,543,051",6.86,"852,959",9.91,"3,308,004",4.00,-,-,"16,473",-3.88
2002M08,"1,224,875",-17.23,"2,819,788",-11.83,"246,304",-22.45,"16,530",-21.55,"515,953",-18.60,"169,196",-17.43,"254,574",-15.63,"218,375",-15.98,"208,044",-8.23,"2,415,687",-10.93,"8,799,752",3.44,"6,370,671",4.40,"1,837,891",-1.84,"113,078",-1.14,"4,223,657",3.68,"1,366,765",5.69,"1,874,934",5.94,"1,545,063",5.70,"863,270",9.12,"3,329,292",3.54,-,-,"16,473",-4.05
2002M09,"1,212,254",-18.22,"2,768,410",-13.63,"243,084",-24.23,"16,303",-28.87,"508,707",-19.11,"166,719",-18.31,"252,435",-16.32,"216,607",-18.42,"208,028",-9.95,"2,368,781",-12.68,"8,808,098",2.71,"6,395,405",2.62,"1,832,793",-2.67,"112,798",-6.11,"4,224,486",3.01,"1,367,491",3.92,"1,882,890",5.51,"1,551,752",2.83,"867,929",7.52,"3,346,991",2.35,-,-,"16,373",-4.63
2002M10,"1,210,041",-16.41,"2,736,742",-12.99,"242,491",-20.72,"16,224",-24.54,"506,883",-18.15,"164,318",-18.23,"252,113",-15.17,"216,392",-16.94,"208,554",-7.43,"2,339,808",-12.12,"8,868,187",2.62,"6,427,131",2.60,"1,835,141",-2.73,"112,965",-5.43,"4,247,953",2.52,"1,371,764",3.13,"1,904,153",5.45,"1,576,648",3.62,"880,940",9.27,"3,349,476",2.24,-,-,"16,278",-5.46
2002M11,"1,201,001",-15.04,"2,727,573",-11.87,"240,636",-19.22,"16,075",-21.35,"502,579",-17.09,"162,871",-17.20,"250,677",-13.38,"215,237",-13.71,"207,109",-5.90,"2,333,390",-11.23,"8,922,835",1.70,"6,466,007",3.20,"1,838,603",-3.58,"113,204",-5.57,"4,273,431",1.29,"1,375,551",-0.54,"1,921,802",4.76,"1,585,045",5.15,"888,999",9.25,"3,375,969",4.26,-,-,"16,238",-5.14
2002M12,"1,186,438",-13.71,"2,696,190",-10.84,"237,668",-18.01,"15,870",-19.37,"494,742",-16.19,"160,510",-15.95,"248,900",-11.41,"213,822",-11.55,"205,128",-4.04,"2,305,988",-10.33,"8,945,139",1.33,"6,475,896",3.58,"1,839,157",-3.98,"113,166",-5.99,"4,280,903",0.59,"1,378,090",1.48,"1,930,741",5.03,"1,592,963",4.93,"894,338",9.25,"3,375,439",4.22,-,-,"16,238",-4.92
2003M01,"1,176,175",-11.51,"2,654,669",-10.19,"236,636",-15.33,"15,773",-14.82,"489,114",-14.08,"158,477",-14.03,"246,917",-9.24,"212,232",-9.27,"203,508",-2.30,"2,268,187",-9.96,"8,998,277",2.19,"6,516,216",4.32,"1,843,859",-2.80,"113,596",-2.72,"4,302,282",1.28,"1,385,274",1.99,"1,949,121",5.97,"1,608,623",6.19,"903,015",9.93,"3,392,545",4.74,-,-,"16,178",-4.99
2003M02,"1,185,554",-9.70,"2,641,746",-9.04,"239,919",-13.77,"15,965",-13.32,"492,542",-12.28,"159,394",-12.25,"247,947",-7.23,"213,109",-7.14,"205,146",-0.37,"2,253,278",-8.95,"9,059,381",2.43,"6,554,773",4.45,"1,813,385",-4.98,"114,636",-2.15,"4,233,728",-0.64,"1,388,285",2.20,"2,052,259",11.18,"1,621,670",6.47,"960,007",15.76,"3,414,004",4.73,-,-,"16,178",-4.60
2003M03,"1,182,586",-7.96,"2,563,012",-10.35,"238,021",-12.31,"15,803",-11.90,"491,355",-10.40,"158,012",-10.84,"247,443",-5.55,"212,762",-5.32,"205,767",1.39,"2,176,435",-10.77,"9,064,638",2.63,"6,570,685",4.57,"1,859,088",-1.84,"114,412",-1.67,"4,312,250",1.34,"1,384,380",2.00,"1,975,195",6.78,"1,630,104",6.83,"918,105",10.10,"3,425,611",4.86,-,-,"16,178",-4.03
2003M04,"1,176,336",-7.37,"2,529,706",-10.87,"235,490",-11.19,"15,108",-13.78,"487,862",-9.82,"157,675",-9.85,"246,697",-5.27,"212,046",-5.06,"206,287",1.45,"2,144,877",-11.46,"9,050,432",2.70,"6,577,288",4.83,"1,850,250",-1.60,"113,984",-1.40,"4,300,025",1.33,"1,380,541",1.65,"1,977,970",6.84,"1,632,864",7.13,"922,187",10.18,"3,433,721",5.34,-,-,"16,178",-3.83
2003M05,"1,169,829",-6.94,"2,482,255",-12.38,"232,018",-10.30,"14,890",-12.70,"485,303",-9.27,"156,846",-9.31,"246,291",-4.77,"211,650",-4.54,"206,217",0.60,"2,098,869",-13.32,"9,032,754",2.80,"6,575,666",4.77,"1,840,586",-1.39,"113,578",-0.98,"4,286,414",1.37,"1,376,032",1.95,"1,979,982",6.92,"1,634,807",7.00,"925,772",10.18,"3,435,071",5.13,-,-,"16,178",-3.55
2003M06,"1,167,770",-6.94,"2,453,705",-15.25,"229,479",-10.24,"14,744",-14.08,"484,076",-9.00,"156,472",-9.10,"246,564",-4.85,"211,887",-4.63,"207,651",-0.24,"2,070,602",-16.63,"9,023,330",2.67,"6,585,307",4.64,"1,833,883",-1.36,"113,228",-0.89,"4,275,943",1.17,"1,372,446",1.69,"1,982,172",6.69,"1,637,214",6.79,"931,332",10.16,"3,446,666",5.10,-,-,"15,753",-4.37
2003M07,"1,160,369",-6.49,"2,439,081",-14.43,"224,345",-10.87,"16,842",-0.30,"480,984",-8.23,"155,818",-8.94,"245,663",-4.36,"211,038",-4.19,"209,377",0.54,"2,055,383",-15.83,"9,008,065",2.43,"6,584,739",3.95,"1,829,035",-0.99,"114,101",0.31,"4,262,338",0.83,"1,367,445",1.07,"1,980,346",6.07,"1,635,581",6.00,"936,346",9.78,"3,451,859",4.35,-,-,"15,753",-4.37
2003M08,"1,162,582",-5.09,"2,452,775",-13.02,"221,047",-10.25,"14,294",-13.53,"480,591",-6.85,"155,787",-7.93,"246,572",-3.14,"211,782",-3.02,"214,372",3.04,"2,070,912",-14.27,"8,967,958",1.91,"6,578,522",3.26,"1,815,354",-1.23,"112,161",-0.81,"4,234,310",0.25,"1,358,196",-0.63,"1,974,049",5.29,"1,630,518",5.53,"944,245",9.38,"3,462,024",3.99,-,-,"15,623",-5.16
2003M09,"1,172,502",-3.28,"2,451,127",-11.46,"219,472",-9.71,"14,193",-12.94,"482,399",-5.17,"156,530",-6.11,"249,299",-1.24,"214,065",-1.17,"221,332",6.40,"2,066,339",-12.77,"8,924,029",1.32,"6,561,935",2.60,"1,805,738",-1.48,"111,488",-1.16,"4,204,761",-0.47,"1,348,435",-1.39,"1,966,608",4.45,"1,624,524",4.69,"946,922",9.10,"3,461,960",3.43,-,-,"15,528",-5.16
2003M10,"1,205,475",-0.38,"2,496,292",-8.79,"222,228",-8.36,"14,410",-11.18,"496,202",-2.11,"161,240",-1.87,"257,591",2.17,"225,096",4.02,"229,454",10.02,"2,095,546",-10.44,"8,915,709",0.54,"6,562,009",2.10,"1,801,321",-1.84,"111,211",-1.55,"4,194,005",-1.27,"1,344,709",-1.97,"1,968,223",3.36,"1,626,266",3.15,"952,160",8.08,"3,464,385",3.43,-,-,"15,438",-5.16
2003M11,"1,220,163",1.60,"2,530,719",-7.22,"221,350",-8.01,"14,389",-10.49,"501,551",-0.20,"163,030",0.10,"260,803",4.04,"223,702",3.93,"236,459",14.17,"2,129,598",-8.73,"8,876,478",-0.52,"6,543,119",1.19,"1,792,247",-2.52,"110,568",-2.33,"4,168,576",-2.45,"1,335,951",-2.88,"1,961,686",2.08,"1,625,242",2.54,"953,969",7.31,"3,455,920",2.37,-,-,"15,438",-4.93
2003M12,"1,228,355",3.53,"2,571,783",-4.61,"218,445",-8.09,"14,231",-10.33,"504,225",1.92,"163,915",2.12,"263,370",5.81,"225,736",5.57,"242,315",18.13,"2,167,901",-5.99,"8,838,860",-1.19,"6,524,909",0.76,"1,783,259",-3.04,"109,924",-2.86,"4,143,043",-3.22,"1,327,642",-3.66,"1,956,336",1.33,"1,615,776",1.43,"956,222",6.92,"3,456,249",2.39,-,-,"15,318",-5.67
2004M01,"1,243,564",5.73,"2,577,658",-2.90,"221,805",-6.27,"14,451",-8.38,"508,734",4.01,"165,150",4.21,"266,363",7.88,"228,294",7.57,"246,662",21.21,"2,169,763",-4.34,"8,854,393",-1.60,"6,534,240",0.28,"1,795,424",-2.63,"110,421",-2.79,"4,139,875",-3.77,"1,325,675",-4.30,"1,958,023",0.46,"1,617,364",0.54,"961,071",6.43,"3,465,612",2.15,-,-,"15,168",-6.24
2004M02,"1,262,628",6.50,"2,629,631",-0.46,"224,881",-6.27,"14,630",-8.36,"515,247",4.61,"167,145",4.86,"269,333",8.63,"230,745",8.28,"253,167",23.41,"2,217,111",-1.61,"8,846,176",-2.35,"6,553,724",-0.02,"1,792,605",-1.15,"109,670",-4.33,"4,127,013",-2.52,"1,321,385",-4.82,"1,958,470",-4.57,"1,618,136",-0.22,"968,088",0.84,"3,489,365",2.21,-,-,"15,168",-6.24
2004M03,"1,259,801",6.53,"2,625,534",2.44,"221,924",-6.76,"14,455",-8.53,"513,571",4.52,"166,606",5.44,"268,567",8.54,"229,913",8.06,"255,739",24.29,"2,214,560",1.75,"8,783,821",-3.10,"6,533,469",-0.57,"1,774,887",-4.53,"109,218",-4.54,"4,093,618",-5.07,"1,310,995",-5.30,"1,946,692",-1.44,"1,609,661",-1.25,"968,624",5.50,"3,488,557",1.84,-,-,"15,038",-7.05
2004M04,"1,263,209",7.39,"2,655,881",4.99,"220,289",-6.46,"14,346",-5.04,"513,075",5.17,"166,687",5.72,"270,130",9.50,"234,220",10.46,"259,715",25.90,"2,240,628",4.46,"8,736,208",-3.47,"6,522,134",-0.84,"1,760,972",-4.83,"108,431",-4.87,"4,066,893",-5.42,"1,302,523",-5.65,"1,939,061",-1.97,"1,603,979",-1.77,"969,282",5.11,"3,492,323",1.71,-,-,"14,878",-8.04
2004M05,"1,264,287",8.07,"2,665,320",7.37,"219,115",-5.56,"15,215",2.18,"510,095",5.11,"166,692",6.28,"276,821",12.40,"234,219",10.66,"258,256",25.24,"2,249,194",7.16,"8,720,573",-3.46,"6,510,830",-0.99,"1,835,558",-0.27,"121,259",6.76,"4,000,559",-6.67,"1,291,420",-6.15,"1,925,807",-2.74,"1,612,288",-1.38,"958,649",3.55,"3,471,085",1.05,-,-,"14,778",-8.65
2004M06,"1,271,517",8.88,"2,706,953",10.32,"217,911",-5.04,"14,687",-0.39,"514,187",6.22,"167,701",7.18,"276,670",12.21,"233,960",10.42,"262,749",26.53,"2,290,605",10.63,"8,694,165",-3.65,"6,509,526",-1.15,"1,783,009",-2.77,"113,935",0.62,"4,001,147",-6.43,"1,286,464",-6.26,"1,942,437",-2.00,"1,605,085",-1.96,"967,572",3.89,"3,489,344",1.24,-,-,"14,698",-6.70
2004M07,"1,291,231",11.28,"2,734,804",12.12,"218,654",-2.54,"15,195",-9.78,"519,381",7.98,"169,564",8.82,"282,323",14.92,"239,654",13.56,"270,873",29.37,"2,310,391",12.41,"8,683,474",-3.60,"6,543,864",-0.62,"1,777,263",-2.83,"119,569",4.79,"3,988,170",-6.43,"1,281,187",-6.31,"1,943,156",-1.88,"1,616,139",-1.19,"974,885",4.12,"3,512,316",1.75,-,-,"14,653",-6.98
2004M08,"1,302,577",12.04,"2,723,713",11.05,"217,919",-1.42,"14,252",-0.29,"527,311",9.72,"171,980",10.39,"281,391",14.12,"240,795",13.70,"275,956",28.73,"2,296,686",10.90,"8,641,543",-3.64,"6,565,797",-0.19,"1,722,855",-5.10,"106,199",-5.32,"3,992,224",-5.72,"1,278,815",-5.84,"1,935,439",-1.96,"1,609,341",-1.30,"991,025",4.95,"3,556,834",2.74,-,-,"14,608",-6.50
2004M09,"1,317,086",12.33,"2,694,375",9.92,"219,336",-0.06,"14,395",1.42,"533,508",10.59,"174,003",11.16,"285,160",14.38,"243,730",13.86,"279,082",26.09,"2,262,247",9.48,"8,703,548",-2.47,"6,601,748",0.61,"1,734,399",-3.95,"106,782",-4.22,"4,021,041",-4.37,"1,287,093",-4.55,"1,950,108",-0.84,"1,622,255",-0.14,"998,000",5.39,"3,571,077",3.15,-,-,"14,541",-6.36
2004M10,"1,337,263",10.93,"2,690,414",7.78,"225,024",1.26,"14,728",2.21,"540,534",8.93,"176,721",9.60,"287,403",11.57,"246,756",9.62,"284,302",23.90,"2,252,209",7.48,"8,731,843",-2.06,"6,641,470",1.21,"1,736,355",-3.61,"107,220",-3.59,"4,029,221",-3.93,"1,289,958",-4.07,"1,961,543",-0.34,"1,632,266",0.37,"1,004,724",5.52,"3,597,485",3.84,-,-,"14,541",-5.81
2004M11,"1,356,397",11.17,"2,755,586",8.89,"226,752",2.44,"14,846",3.18,"545,485",8.76,"178,396",9.43,"293,883",12.68,"252,970",13.08,"290,277",22.76,"2,309,374",8.44,"8,714,154",-1.83,"6,659,052",1.77,"1,730,401",-3.45,"106,794",-3.41,"4,013,526",-3.72,"1,285,198",-3.80,"1,962,220",0.03,"1,633,483",0.51,"1,008,007",5.66,"3,619,356",4.73,-,-,"14,221",-7.88
2004M12,"1,367,980",11.37,"2,819,534",9.63,"228,344",4.53,"14,972",5.21,"548,668",8.81,"179,538",9.53,"296,082",12.42,"255,052",12.99,"294,886",21.70,"2,369,972",9.32,"8,714,202",-1.41,"6,687,536",2.49,"1,726,278",-3.20,"106,555",-3.06,"4,007,211",-3.28,"1,283,222",-3.35,"1,967,471",0.57,"1,638,763",1.42,"1,013,242",5.96,"3,644,785",5.45,-,-,"14,211",-7.23
2005M01,"1,379,811",10.96,"2,822,346",9.49,"229,435",3.44,"15,043",4.10,"554,510",9.00,"181,997",10.20,"296,860",11.45,"255,900",12.09,"299,006",21.22,"2,369,406",9.20,"8,718,517",-1.53,"6,708,742",2.67,"1,720,875",-4.15,"106,281",-3.75,"4,002,199",-3.33,"1,282,121",-3.29,"1,975,751",0.91,"1,647,042",1.83,"1,019,692",6.10,"3,658,987",5.58,-,-,"14,311",-5.65
2005M02,"1,426,045",12.94,"2,897,170",10.17,"240,727",7.05,"15,721",7.46,"570,939",10.81,"187,355",12.09,"305,217",13.32,"263,254",14.09,"309,162",22.12,"2,430,840",9.64,"8,787,368",-0.66,"6,750,136",3.00,"1,744,760",-2.67,"107,546",-1.94,"4,022,726",-2.53,"1,288,338",-2.50,"1,990,166",1.62,"1,659,968",2.59,"1,029,716",6.37,"3,679,973",5.46,-,-,"14,311",-5.65
2005M03,"1,452,552",15.30,"2,933,191",11.72,"246,534",11.09,"16,122",11.53,"582,158",13.35,"190,974",14.63,"307,188",14.38,"264,448",15.02,"316,672",23.83,"2,461,647",11.16,"8,823,732",0.45,"6,801,344",4.10,"1,747,527",-1.54,"107,798",-1.30,"4,031,141",-1.53,"1,291,490",-1.49,"2,005,478",3.02,"1,596,819",-0.80,"1,039,586",7.33,"3,791,026",8.67,-,-,"14,211",-5.50
2005M04,"1,461,175",15.67,"2,965,854",11.67,"247,693",12.44,"16,211",13.00,"581,302",13.30,"190,124",14.06,"310,007",14.76,"266,994",13.99,"322,173",24.05,"2,492,525",11.24,"8,857,348",1.39,"6,832,396",4.76,"1,748,409",-0.71,"107,963",-0.43,"4,040,925",-0.64,"1,295,779",-0.52,"2,019,979",4.17,"1,610,471",0.40,"1,048,035",8.12,"3,804,072",8.93,-,-,"14,111",-5.16
2005M05,"1,460,575",15.53,"2,977,783",11.72,"246,554",12.52,"16,182",6.36,"581,492",14.00,"189,826",13.88,"309,346",11.75,"266,412",13.74,"323,183",25.14,"2,505,363",11.39,"8,875,994",1.78,"6,850,933",5.22,"1,747,042",-4.82,"108,024",-10.91,"4,043,229",1.07,"1,297,297",0.46,"2,031,327",5.48,"1,619,531",0.45,"1,054,396",9.99,"3,811,970",9.82,-,-,"14,111",-4.51
2005M06,"1,463,617",15.11,"3,064,168",13.20,"246,140",12.95,"16,183",10.19,"581,371",13.07,"189,840",13.20,"311,038",12.42,"268,161",14.62,"325,068",23.72,"2,589,984",13.07,"8,904,368",2.42,"6,888,359",5.82,"1,747,350",-2.00,"108,173",-5.06,"4,051,123",1.25,"1,300,130",1.06,"2,043,334",5.19,"1,630,978",1.61,"1,062,561",9.82,"3,835,057",9.91,-,-,"14,021",-4.61
2005M07,"1,482,590",14.82,"2,996,648",9.57,"248,667",13.73,"16,326",7.44,"587,871",13.19,"191,980",13.22,"316,370",12.06,"273,013",13.92,"329,682",21.71,"2,515,329",8.87,"8,931,501",2.86,"6,917,055",5.70,"1,745,868",-1.77,"108,256",-9.46,"4,055,894",1.70,"1,302,252",1.64,"2,055,582",5.79,"1,641,956",1.60,"1,074,157",10.18,"3,850,590",9.63,-,-,"14,001",-4.45
2005M08,"1,504,233",15.48,"2,943,061",8.05,"251,353",15.34,"16,490",15.70,"596,826",13.18,"195,072",13.43,"323,217",14.86,"279,047",15.89,"332,837",20.61,"2,452,452",6.78,"8,961,035",3.70,"6,968,608",6.13,"1,744,468",1.25,"108,247",1.93,"4,060,181",1.70,"1,304,004",1.97,"2,067,754",6.84,"1,653,905",2.77,"1,088,632",9.85,"3,888,498",9.32,-,-,"13,954",-4.48
