期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--郵政儲金-劃撥_原始值,負債與淨值--郵政儲金-劃撥_年增率(%),負債與淨值--郵政儲金-存簿_原始值,負債與淨值--郵政儲金-存簿_年增率(%),負債與淨值--郵政儲金-定期_原始值,負債與淨值--郵政儲金-定期_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2004M10,"3,479,910",4.53,"33,328",943.78,"6,814",38.67,"246,375",4.64,"13,541",-33.24,"133,634",7.21,"2,273",-56.96,"1,581,274",7.20,"1,361,317",-2.45,"5,465",-16.54,"15,285",2.96,"80,604",86.27,"5,392",66.47,"18,961",8.20,"1,241,054",6.90,"2,035,902",5.26,-,-,"3,911",-70.55,"2,393",187.62,"120,610",-19.21,"51,687",3.96
2004M11,"3,519,921",5.24,"50,787","1,490.57","6,356",-1.40,"241,712",6.11,"12,742",-39.25,"121,500",-17.08,336,-95.39,"1,625,257",11.53,"1,362,252",-3.57,"5,403",-18.22,"12,974",-14.96,"80,602",98.03,"2,388",-9.27,"19,404",8.03,"1,232,261",6.63,"2,056,624",6.18,-,-,"3,884",-66.79,"1,187",-52.84,"152,296",-8.32,"51,877",1.29
2004M12,"3,554,506",5.14,"64,015","1,920.04","9,497",5.06,"241,934",5.05,"12,249",-40.21,"157,408",24.44,"1,204",-83.70,"1,651,715",11.39,"1,323,844",-5.23,"5,046",-22.49,"16,375",8.95,"71,219",-13.97,"2,727",-53.04,"19,563",-0.82,"1,234,798",6.88,"2,071,622",6.87,-,-,"2,644",-70.88,"2,027",76.11,"170,231",-16.63,"50,894",7.94
2005M01,"3,656,387",6.39,"70,243","2,121.47","9,353",7.75,"256,252",12.14,"11,948",-41.16,"157,259",21.43,"1,150",-77.34,"1,747,474",14.49,"1,312,567",-6.89,"5,008",-22.50,"16,334",-14.12,"68,799",-13.97,221,-96.06,"23,520",15.10,"1,317,300",3.97,"2,095,702",7.57,-,-,"4,311",-78.42,"2,286",141.39,"161,860",28.03,"51,187",6.30
2005M02,"3,685,634",6.05,"71,368","2,027.21","8,694",2.90,"264,972",14.31,"11,250",-44.27,"147,228",19.47,867,-79.89,"1,785,099",13.46,"1,301,805",-7.77,"4,910",-20.40,"18,945",19.39,"70,496",-8.74,239,-94.68,"23,266",14.65,"1,328,160",6.76,"2,122,961",7.34,-,-,"5,883",-65.38,"2,443",24.64,"150,389",-6.24,"52,293",5.76
2005M03,"3,688,039",6.10,"77,128","2,336.90","5,695",-63.31,"273,441",17.92,"8,953",-55.59,"141,758",4.07,869,-79.29,"1,833,772",15.92,"1,266,681",-9.00,"4,683",-22.93,"12,665",3.15,"62,394",-13.96,248,-90.79,"20,592",7.99,"1,311,307",6.71,"2,158,081",8.99,-,-,"4,839",-90.46,"1,076",4.16,"137,547",-3.30,"54,349",5.96
2005M04,"3,698,978",6.86,"85,196","1,498.72","7,647",62.63,"274,303",17.91,"8,953",-55.46,"143,336",1.67,"1,135",-78.25,"1,834,878",15.93,"1,255,225",-8.50,"4,681",-21.67,"19,177",32.33,"64,447",-16.75,259,-78.29,"20,214",12.13,"1,310,056",6.89,"2,177,305",9.71,-,-,"3,863",-85.97,"2,299",125.61,"129,645",-13.81,"55,337",4.33
2005M05,"3,722,449",6.99,"98,645","1,350.24","9,681",44.15,"277,916",19.24,"8,753",-54.31,"139,839",-0.77,"1,145",-72.65,"1,849,338",15.51,"1,251,498",-8.61,"4,488",-24.80,"12,943",0.01,"68,203",-13.52,254,-92.83,"19,490",-2.51,"1,289,935",7.03,"2,198,118",10.48,-,-,"2,769",-90.72,"1,143",-51.20,"154,538",-11.70,"56,202",4.85
2005M06,"3,744,197",8.27,"109,930","1,032.48","4,283",-51.33,"279,044",19.24,"7,243",-57.32,"130,018",-7.92,"1,783",-56.89,"1,887,963",19.64,"1,234,709",-9.89,"4,433",-26.17,"13,460",1.12,"71,331",-5.78,260,-94.14,"20,280",-0.53,"1,286,729",6.86,"2,214,736",11.04,-,-,"15,088",57.17,"1,368",24.70,"147,606",-16.67,"58,130",24.24
2005M07,"3,777,727",9.61,"124,415",927.88,"4,992",-30.34,"295,749",25.80,"5,546",-66.35,"123,968",-11.05,"1,087",-57.02,"1,882,940",19.65,"1,236,680",-9.18,"4,405",-22.35,"15,444",3.96,"82,501",6.08,265,-95.37,"20,145",4.87,"1,322,403",5.91,"2,238,328",11.58,-,-,"20,614",117.52,"2,594",282.03,"114,614",6.12,"58,764",20.70
2005M08,"3,791,702",9.67,"141,648",958.34,"10,622",360.42,"307,976",25.48,"6,543",-57.23,"122,715",-10.79,"1,050",-58.18,"1,866,980",16.87,"1,241,819",-7.96,"2,746",-50.19,"13,148",1.99,"76,455",0.93,280,-89.14,"23,465",0.06,"1,310,344",6.32,"2,265,837",12.44,-,-,"20,222",19.74,"1,263",15.24,"110,189",-4.81,"60,102",20.20
