期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
2011M05,"1,528,957",7.14,"204,477",4.39,"1,324,480",7.58,"1,075,144",9.28,"1,279,831",8.47,"204,687",4.37,"2,604,101",8.01,"1,556,585",5.48,"211,821",4.53,"1,344,764",5.63,"1,051,058",9.07,"1,263,090",8.28,"212,032",4.50,"2,607,643",6.90
2011M06,"1,525,193",7.82,"203,268",4.14,"1,321,925",8.41,"1,073,738",9.10,"1,277,227",8.28,"203,489",4.13,"2,598,931",8.35,"1,517,278",2.97,"205,538",2.38,"1,311,740",3.07,"1,054,706",9.21,"1,260,472",8.03,"205,766",2.38,"2,571,984",5.44
2011M07,"1,533,305",6.97,"202,682",4.02,"1,330,623",7.44,"1,078,393",9.60,"1,281,298",8.68,"202,905",4.01,"2,611,698",8.04,"1,601,742",7.69,"212,538",5.24,"1,389,204",8.08,"1,061,626",10.05,"1,274,392",9.21,"212,766",5.23,"2,663,368",8.62
2011M08,"1,563,808",8.14,"203,158",4.71,"1,360,650",8.68,"1,078,025",9.78,"1,281,413",8.94,"203,388",4.71,"2,641,833",8.80,"1,610,390",10.16,"204,730",2.73,"1,405,660",11.33,"1,060,743",10.32,"1,265,648",9.01,"204,905",2.71,"2,671,133",10.22
2011M09,"1,566,400",8.78,"205,227",5.44,"1,361,173",9.30,"1,085,904",10.08,"1,291,355",9.32,"205,451",5.43,"2,652,304",9.31,"1,606,192",8.23,"212,576",6.18,"1,393,616",8.55,"1,064,758",9.94,"1,277,529",9.29,"212,771",6.16,"2,670,950",8.91
2011M10,"1,552,835",7.57,"203,727",4.63,"1,349,108",8.02,"1,086,238",9.80,"1,290,193",8.94,"203,955",4.63,"2,639,073",8.47,"1,549,066",5.09,"209,119",3.58,"1,339,947",5.33,"1,072,289",10.19,"1,281,622",9.05,"209,333",3.56,"2,621,355",7.12
2011M11,"1,537,605",6.73,"199,547",2.07,"1,338,058",7.46,"1,095,082",10.23,"1,294,848",8.88,"199,766",2.06,"2,632,687",8.15,"1,550,493",5.86,"205,907",0.80,"1,344,586",6.68,"1,075,582",10.31,"1,281,734",8.66,"206,152",0.81,"2,626,075",7.64
2011M12,"1,547,709",6.54,"199,959",2.17,"1,347,750",7.22,"1,107,609",10.56,"1,307,793",9.18,"200,184",2.17,"2,655,318",8.18,"1,613,580",7.15,"213,032",2.04,"1,400,548",7.97,"1,107,344",11.20,"1,320,609",9.61,"213,265",2.05,"2,720,924",8.76
2012M01,"1,563,662",2.31,"330,486",18.94,"1,233,176",-1.38,"1,268,820",18.62,"1,599,545",18.69,"330,725",18.92,"2,832,482",9.03,"1,640,845",3.63,"326,115",1.88,"1,314,730",4.08,"1,323,070",4.57,"1,649,429",4.02,"326,359",1.88,"2,963,915",4.05
2012M02,"1,564,627",1.96,"241,421",-7.24,"1,323,206",3.84,"1,234,506",2.95,"1,476,164",1.13,"241,658",-7.23,"2,799,133",2.40,"1,593,229",1.33,"239,785",3.52,"1,353,444",0.95,"1,184,981",7.34,"1,425,012",6.68,"240,031",3.52,"2,778,210",3.81
2012M03,"1,552,095",2.40,"212,284",1.36,"1,339,811",2.57,"1,183,861",8.31,"1,396,373",7.19,"212,512",1.36,"2,735,956",4.88,"1,595,271",0.27,"217,257",2.15,"1,378,014",-0.03,"1,159,951",8.56,"1,377,446",7.49,"217,495",2.15,"2,755,222",3.60
2012M04,"1,564,919",2.34,"209,629",1.03,"1,355,290",2.55,"1,172,880",8.38,"1,382,729",7.20,"209,849",1.02,"2,737,799",4.84,"1,642,194",3.82,"221,057",0.69,"1,421,137",4.32,"1,151,192",8.38,"1,372,454",7.06,"221,262",0.67,"2,793,386",5.65
2012M05,"1,565,281",2.38,"207,458",1.46,"1,357,823",2.52,"1,165,727",8.43,"1,373,414",7.31,"207,687",1.47,"2,731,008",4.87,"1,602,005",2.92,"211,066",-0.36,"1,390,939",3.43,"1,141,533",8.61,"1,352,835",7.11,"211,302",-0.34,"2,743,538",5.21
2012M06,"1,554,082",1.89,"205,605",1.15,"1,348,477",2.01,"1,166,240",8.61,"1,372,065",7.43,"205,825",1.15,"2,720,322",4.67,"1,617,073",6.58,"216,121",5.15,"1,400,952",6.80,"1,151,678",9.19,"1,367,973",8.53,"216,295",5.12,"2,768,751",7.65
2012M07,"1,561,511",1.84,"207,140",2.20,"1,354,371",1.78,"1,168,600",8.36,"1,375,978",7.39,"207,378",2.20,"2,730,111",4.53,"1,663,265",3.84,"213,679",0.54,"1,449,586",4.35,"1,148,551",8.19,"1,362,436",6.91,"213,885",0.53,"2,811,816",5.57
2012M08,"1,581,142",1.11,"206,550",1.67,"1,374,592",1.02,"1,171,048",8.63,"1,377,817",7.52,"206,769",1.66,"2,752,190",4.18,"1,644,024",2.09,"217,955",6.46,"1,426,069",1.45,"1,149,496",8.37,"1,367,657",8.06,"218,161",6.47,"2,793,520",4.58
2012M09,"1,590,703",1.55,"207,031",0.88,"1,383,672",1.65,"1,171,462",7.88,"1,378,705",6.76,"207,243",0.87,"2,762,165",4.14,"1,663,336",3.56,"213,696",0.53,"1,449,640",4.02,"1,163,133",9.24,"1,377,069",7.79,"213,936",0.55,"2,826,469",5.82
2012M10,"1,581,798",1.87,"208,396",2.29,"1,373,402",1.80,"1,178,673",8.51,"1,387,307",7.53,"208,634",2.29,"2,760,471",4.60,"1,668,319",7.70,"211,864",1.31,"1,456,455",8.69,"1,161,234",8.29,"1,373,288",7.15,"212,054",1.30,"2,829,553",7.94
2012M11,"1,577,349",2.58,"206,426",3.45,"1,370,923",2.46,"1,186,781",8.37,"1,393,442",7.61,"206,661",3.45,"2,764,130",4.99,"1,724,426",11.22,"217,363",5.56,"1,507,063",12.08,"1,173,606",9.11,"1,391,212",8.54,"217,606",5.56,"2,898,032",10.36
2012M12,"1,610,473",4.06,"209,864",4.95,"1,400,609",3.92,"1,203,388",8.65,"1,413,485",8.08,"210,097",4.95,"2,813,861",5.97,"1,698,913",5.29,"234,094",9.89,"1,464,819",4.59,"1,203,212",8.66,"1,437,529",8.85,"234,317",9.87,"2,902,125",6.66
2013M01,"1,628,538",4.15,"253,992",-23.15,"1,374,546",11.46,"1,237,176",-2.49,"1,491,397",-6.76,"254,221",-23.13,"2,865,714",1.17,"1,831,358",11.61,"392,704",20.42,"1,438,654",9.43,"1,277,130",-3.47,"1,670,077",1.25,"392,947",20.40,"3,108,488",4.88
2013M02,"1,614,182",3.17,"330,039",36.71,"1,284,143",-2.95,"1,435,101",16.25,"1,765,379",19.59,"330,278",36.67,"3,049,283",8.94,"1,690,296",6.09,"242,927",1.31,"1,447,369",6.94,"1,359,900",14.76,"1,603,055",12.49,"243,155",1.30,"3,050,196",9.79
2013M03,"1,626,103",4.77,"230,477",8.57,"1,395,626",4.17,"1,315,456",11.12,"1,546,170",10.73,"230,714",8.57,"2,941,559",7.51,"1,672,970",4.87,"209,395",-3.62,"1,463,575",6.21,"1,300,848",12.15,"1,510,491",9.66,"209,643",-3.61,"2,973,818",7.93
2013M04,"1,643,447",5.02,"220,226",5.06,"1,423,221",5.01,"1,296,635",10.55,"1,517,101",9.72,"220,466",5.06,"2,940,082",7.39,"1,758,027",7.05,"212,035",-4.08,"1,545,992",8.79,"1,287,663",11.85,"1,499,907",9.29,"212,244",-4.08,"3,045,690",9.03
2013M05,"1,639,443",4.74,"214,611",3.45,"1,424,832",4.94,"1,288,873",10.56,"1,503,723",9.49,"214,850",3.45,"2,928,316",7.22,"1,743,506",8.83,"207,724",-1.58,"1,535,782",10.41,"1,284,453",12.52,"1,492,425",10.32,"207,972",-1.58,"3,027,959",10.37
2013M06,"1,642,424",5.68,"215,182",4.66,"1,427,242",5.84,"1,288,065",10.45,"1,503,482",9.58,"215,417",4.66,"2,930,489",7.73,"1,748,434",8.12,"206,024",-4.67,"1,542,410",10.10,"1,285,982",11.66,"1,492,244",9.08,"206,262",-4.64,"3,034,416",9.60
2013M07,"1,652,587",5.83,"214,019",3.32,"1,438,568",6.22,"1,289,261",10.33,"1,503,517",9.27,"214,256",3.32,"2,941,848",7.76,"1,717,597",3.27,"202,460",-5.25,"1,515,137",4.52,"1,285,419",11.92,"1,488,126",9.23,"202,707",-5.23,"3,003,016",6.80
2013M08,"1,681,491",6.35,"213,305",3.27,"1,468,186",6.81,"1,291,428",10.28,"1,504,972",9.23,"213,544",3.28,"2,972,919",8.02,"1,773,355",7.87,"217,056",-0.41,"1,556,299",9.13,"1,275,975",11.00,"1,493,246",9.18,"217,271",-0.41,"3,049,330",9.16
2013M09,"1,688,788",6.17,"218,104",5.35,"1,470,684",6.29,"1,296,848",10.70,"1,515,183",9.90,"218,335",5.35,"2,985,636",8.09,"1,763,107",6.00,"221,739",3.76,"1,541,368",6.33,"1,282,507",10.26,"1,504,469",9.25,"221,962",3.75,"3,045,614",7.75
2013M10,"1,673,171",5.78,"215,535",3.43,"1,457,636",6.13,"1,296,734",10.02,"1,512,489",9.02,"215,755",3.41,"2,969,905",7.59,"1,751,145",4.96,"213,341",0.70,"1,537,804",5.59,"1,283,347",10.52,"1,496,866",9.00,"213,519",0.69,"3,034,492",7.24
2013M11,"1,671,543",5.97,"213,218",3.29,"1,458,325",6.38,"1,307,335",10.16,"1,520,766",9.14,"213,431",3.28,"2,978,878",7.77,"1,759,088",2.01,"216,804",-0.26,"1,542,284",2.34,"1,298,997",10.68,"1,516,011",8.97,"217,014",-0.27,"3,058,085",5.52
2013M12,"1,690,845",4.99,"215,564",2.72,"1,475,281",5.33,"1,323,695",10.00,"1,539,489",8.91,"215,794",2.71,"3,014,540",7.13,"1,791,142",5.43,"226,107",-3.41,"1,565,035",6.84,"1,329,651",10.51,"1,555,992",8.24,"226,341",-3.40,"3,120,793",7.53
2014M01,"1,730,412",6.26,"332,945",31.08,"1,397,467",1.67,"1,424,924",15.18,"1,758,111",17.88,"333,187",31.06,"3,155,336",10.11,"1,826,739",-0.25,"337,170",-14.14,"1,489,569",3.54,"1,643,560",28.69,"1,980,986",18.62,"337,426",-14.13,"3,470,299",11.64
2014M02,"1,712,560",6.09,"283,974",-13.96,"1,428,586",11.25,"1,518,065",5.78,"1,802,279",2.09,"284,214",-13.95,"3,230,625",5.95,"1,835,981",8.62,"249,581",2.74,"1,586,400",9.61,"1,433,774",5.43,"1,683,583",5.02,"249,809",2.74,"3,269,755",7.20
2014M03,"1,715,289",5.48,"230,887",0.18,"1,484,402",6.36,"1,422,866",8.17,"1,653,973",6.97,"231,107",0.17,"3,138,155",6.68,"1,854,269",10.84,"228,700",9.22,"1,625,569",11.07,"1,400,436",7.66,"1,629,382",7.87,"228,946",9.21,"3,254,705",9.45
2014M04,"1,726,107",5.03,"223,983",1.71,"1,502,124",5.54,"1,410,569",8.79,"1,634,778",7.76,"224,209",1.70,"3,136,676",6.69,"1,780,770",1.29,"228,761",7.89,"1,552,009",0.39,"1,393,942",8.25,"1,622,893",8.20,"228,951",7.87,"3,174,712",4.24
2014M05,"1,720,846",4.97,"221,341",3.14,"1,499,505",5.24,"1,409,615",9.37,"1,631,162",8.47,"221,547",3.12,"3,130,461",6.90,"1,719,022",-1.40,"230,422",10.93,"1,488,600",-3.07,"1,397,332",8.79,"1,627,933",9.08,"230,601",10.88,"3,116,354",2.92
2014M06,"1,711,883",4.23,"219,749",2.12,"1,492,134",4.55,"1,407,377",9.26,"1,627,349",8.24,"219,972",2.11,"3,119,260",6.44,"1,824,411",4.35,"221,310",7.42,"1,603,101",3.93,"1,398,209",8.73,"1,619,745",8.54,"221,536",7.41,"3,222,620",6.20
2014M07,"1,727,736",4.55,"219,462",2.54,"1,508,274",4.85,"1,412,643",9.57,"1,632,327",8.57,"219,684",2.53,"3,140,379",6.75,"1,744,998",1.60,"221,522",9.42,"1,523,476",0.55,"1,395,000",8.52,"1,616,732",8.64,"221,732",9.39,"3,139,998",4.56
