期間,合計_原始值,合計_年增率(%),男_原始值,男_年增率(%),女_原始值,女_年增率(%),15~24歲_原始值,15~24歲_年增率(%),25~44歲_原始值,25~44歲_年增率(%),45~64歲_原始值,45~64歲_年增率(%),65歲以上_原始值,65歲以上_年增率(%),國中及以下_原始值,國中及以下_年增率(%),高中(職)_原始值,高中(職)_年增率(%),大專及以上_原始值,大專及以上_年增率(%),初次尋職者_原始值,初次尋職者_年增率(%),非初次尋職者_原始值,非初次尋職者_年增率(%)
1995M05,19.93,22.80,19.41,16.23,20.79,35.18,16.90,25.74,22.14,23.27,21.13,0.43,-,--,16.50,15.22,18.03,16.93,28.69,38.87,25.30,44.41,18.52,17.44
1995M06,17.65,19.18,16.54,5.15,19.56,46.30,13.16,23.22,21.53,27.55,20.52,-11.89,-,--,16.37,19.75,16.69,7.89,20.25,35.81,17.00,33.33,17.94,12.76
1995M07,14.92,-8.41,15.90,-2.15,13.59,-16.78,11.13,-3.64,17.21,-15.80,29.30,42.10,4.00,-85.71,16.74,-11.19,13.02,-17.49,15.88,6.58,13.53,-13.27,15.77,-5.85
1995M08,14.60,-8.69,15.03,-9.29,14.09,-8.33,12.39,12.53,16.57,-24.13,20.81,38.09,5.88,-43.52,15.13,-14.66,13.65,-6.89,15.30,-5.61,13.51,-5.98,15.32,-10.09
1995M09,16.49,6.05,16.50,4.23,16.48,8.64,12.84,5.07,19.79,1.64,15.17,20.21,-,--,16.30,2.77,15.57,1.43,17.84,14.87,16.35,21.74,16.57,-1.19
1995M10,19.06,25.97,20.34,33.12,16.83,12.80,13.50,4.65,22.63,33.67,23.96,27.58,9.00,350.00,17.90,19.73,17.30,15.03,22.51,46.17,19.57,36.19,18.83,21.88
1995M11,18.14,13.23,18.08,6.73,18.24,24.93,13.53,-11.16,20.72,26.19,22.65,24.45,20.82,"1,982.00",17.53,5.86,15.92,6.06,22.04,30.49,21.18,24.73,17.23,9.96
1995M12,18.21,5.20,18.13,12.26,18.31,-3.33,14.08,-13.57,20.34,14.27,23.18,4.70,38.00,691.67,17.12,25.15,17.35,2.36,21.11,-4.09,21.10,0.67,17.31,8.39
1996M01,20.83,15.59,20.53,26.42,21.38,4.39,17.05,4.09,23.00,17.89,21.97,16.00,3.00,200.00,20.76,34.02,20.00,13.06,22.14,0.59,22.47,10.58,20.33,18.06
1996M02,20.75,42.51,20.75,51.57,20.74,29.14,17.29,28.07,23.14,45.90,20.32,78.40,6.00,100.00,18.98,53.68,19.91,31.85,24.51,38.95,25.29,40.66,19.40,42.33
1996M03,17.53,-1.41,17.28,1.95,18.03,-7.16,13.65,-14.74,19.62,6.92,22.30,-2.58,-,--,16.33,6.11,16.47,-3.74,20.61,-6.10,23.29,13.89,15.90,-6.69
1996M04,18.38,2.68,18.64,7.75,17.85,-6.15,13.96,-15.03,20.30,7.46,22.16,20.76,-,--,15.43,2.94,19.51,18.53,20.88,-15.12,21.59,18.11,17.67,-0.62
1996M05,20.73,4.01,20.53,5.77,21.09,1.44,15.83,-6.33,22.74,2.71,23.75,12.40,99.00,--,16.68,1.09,20.83,15.53,26.68,-7.01,28.84,13.99,19.35,4.48
1996M06,19.72,11.73,21.37,29.20,16.73,-14.47,15.58,18.39,21.12,-1.90,26.62,29.73,41.22,--,19.96,21.93,18.24,9.29,21.72,7.26,23.26,36.82,18.88,5.24
1996M07,18.09,21.25,19.80,24.53,15.53,14.28,12.34,10.87,21.08,22.49,28.15,-3.92,2.00,-50.00,20.32,21.39,17.19,32.03,16.73,5.35,15.93,17.74,19.03,20.67
1996M08,19.12,30.96,20.57,36.86,16.95,20.30,13.07,5.49,22.83,37.78,25.54,22.73,-,--,19.33,27.76,17.81,30.48,20.58,34.51,15.94,17.99,20.55,34.14
1996M09,20.80,26.14,21.31,29.15,20.00,21.36,14.69,14.41,23.29,17.69,32.55,114.57,-,--,21.25,30.37,19.97,28.26,21.45,20.24,18.82,15.11,21.47,29.57
1996M10,21.92,15.01,21.85,7.42,22.04,30.96,18.55,37.41,22.80,0.75,29.92,24.87,6.00,-33.33,20.99,17.26,22.01,27.23,22.86,1.55,23.29,19.01,21.52,14.29
1996M11,23.14,27.56,22.26,23.12,24.72,35.53,20.05,48.19,24.61,18.77,26.35,16.34,8.93,-57.11,21.61,23.27,23.30,46.36,24.76,12.34,25.04,18.22,22.60,31.17
1996M12,23.80,30.70,23.80,31.27,23.79,29.93,19.95,41.69,24.92,22.52,29.43,26.96,-,--,23.19,35.46,22.74,31.07,26.44,25.25,24.75,17.30,23.53,35.93
1997M01,22.18,6.48,21.69,5.65,23.05,7.81,19.68,15.43,22.60,-1.74,27.40,24.72,4.80,60.00,20.42,-1.64,21.18,5.90,27.14,22.58,24.33,8.28,21.58,6.15
1997M02,18.99,-8.48,17.94,-13.54,21.12,1.83,17.33,0.23,19.68,-14.95,20.41,0.44,3.00,-50.00,16.18,-14.75,19.41,-2.51,23.47,-4.24,23.39,-7.51,18.02,-7.11
1997M03,19.74,12.61,19.25,11.40,20.78,15.25,17.63,29.16,20.75,5.76,21.05,-5.61,2.00,--,18.24,11.70,19.75,19.91,21.99,6.70,24.10,3.48,18.69,17.55
1997M04,20.06,9.14,20.62,10.62,18.90,5.88,17.09,22.42,20.33,0.15,26.59,19.99,2.91,--,17.99,16.59,21.19,8.61,21.52,3.07,25.17,16.58,18.84,6.62
1997M05,21.81,5.21,21.43,4.38,22.60,7.16,17.23,8.84,22.46,-1.23,29.27,23.24,4.00,-95.96,21.24,27.34,21.16,1.58,24.05,-9.86,26.11,-9.47,20.88,7.91
1997M06,22.03,11.71,22.12,3.51,21.84,30.54,15.71,0.83,23.84,12.88,32.65,22.65,8.00,-80.59,23.76,19.04,19.85,8.83,23.44,7.92,21.29,-8.47,22.27,17.96
1997M07,19.51,7.85,19.56,-1.21,19.41,24.98,14.58,18.15,21.85,3.65,25.87,-8.10,7.00,250.00,20.64,1.57,19.41,12.91,18.22,8.91,17.16,7.72,20.40,7.20
1997M08,19.57,2.35,20.81,1.17,17.51,3.30,13.38,2.37,22.57,-1.14,28.63,12.10,-,--,20.08,3.88,20.33,14.15,18.05,-12.29,15.93,-0.06,21.10,2.68
1997M09,22.01,5.82,23.37,9.67,19.41,-2.95,16.40,11.64,23.89,2.58,31.35,-3.69,-,--,22.72,6.92,22.21,11.22,20.55,-4.20,21.70,15.30,22.12,3.03
1997M10,23.42,6.84,25.27,15.65,20.06,-8.98,18.90,1.89,24.91,9.25,30.27,1.17,14.79,146.50,24.48,16.63,22.62,2.77,23.03,0.74,21.32,-8.46,24.08,11.90
1997M11,23.50,1.56,25.06,12.58,20.39,-17.52,17.42,-13.12,26.17,6.34,28.42,7.86,7.97,-10.75,22.61,4.63,23.29,-0.04,25.40,2.58,23.58,-5.83,23.48,3.89
1997M12,24.36,2.35,25.48,7.06,22.09,-7.15,20.95,5.01,25.71,3.17,27.07,-8.02,2.00,--,23.21,0.09,24.49,7.70,25.98,-1.74,26.11,5.49,23.93,1.70
1998M01,25.08,13.07,25.35,16.87,24.55,6.51,22.62,14.94,25.57,13.14,29.12,6.28,2.00,-58.33,22.76,11.46,25.38,19.83,28.20,3.91,27.15,11.59,24.64,14.18
1998M02,22.95,20.85,22.88,27.54,23.10,9.38,19.26,11.14,24.06,22.26,26.77,31.16,-,--,22.66,40.05,21.43,10.41,25.92,10.44,28.35,21.21,21.99,22.03
1998M03,20.59,4.31,20.35,5.71,21.13,1.68,16.88,-4.25,22.19,6.94,23.54,11.83,8.00,300.00,21.58,18.31,18.98,-3.90,21.97,-0.09,23.81,-1.20,19.91,6.53
1998M04,20.13,0.35,22.12,7.27,16.01,-15.29,16.66,-2.52,20.17,-0.79,27.28,2.59,9.00,209.28,19.37,7.67,18.99,-10.38,23.21,7.85,23.08,-8.30,19.52,3.61
