期間,合計_原始值,合計_年增率(%),貼現_原始值,貼現_年增率(%),進口押匯_原始值,進口押匯_年增率(%),短期放款與透支-計_原始值,短期放款與透支-計_年增率(%),短期放款與透支-無擔保_原始值,短期放款與透支-無擔保_年增率(%),短期放款與透支-擔保_原始值,短期放款與透支-擔保_年增率(%),中長期放款-計_原始值,中長期放款-計_年增率(%),中長期放款-無擔保_原始值,中長期放款-無擔保_年增率(%),中長期放款-擔保_原始值,中長期放款-擔保_年增率(%)
2011M03,"19,132,331",8.96,699,59.23,"1,885",33.31,"4,675,151",16.55,"3,100,984",18.88,"1,574,167",12.23,"14,454,596",6.71,"3,834,910",-4.19,"10,619,686",11.28
2011M04,"19,173,644",8.59,673,72.12,"2,567",135.72,"4,728,226",14.98,"3,143,854",16.55,"1,584,372",11.97,"14,442,178",6.64,"3,776,180",-4.45,"10,665,998",11.21
2011M05,"19,322,496",8.09,686,46.90,"2,612",9.61,"4,904,423",14.80,"3,297,357",16.59,"1,607,066",11.29,"14,414,775",5.98,"3,722,011",2.58,"10,692,764",7.21
2011M06,"19,333,013",7.73,777,71.52,"4,630",197.37,"4,862,384",13.37,"3,249,935",15.87,"1,612,449",8.65,"14,465,222",5.93,"3,742,722",2.74,"10,722,500",7.09
2011M07,"19,438,129",7.54,862,69.69,"4,718",150.29,"4,975,721",13.19,"3,367,098",15.28,"1,608,623",9.06,"14,456,828",5.70,"3,676,871",1.13,"10,779,957",7.36
2011M08,"19,649,421",7.70,698,74.50,"5,317",230.04,"5,011,500",12.29,"3,414,310",14.28,"1,597,190",8.25,"14,631,906",6.19,"3,748,735",2.30,"10,883,171",7.59
2011M09,"19,719,780",7.94,645,63.71,"5,414",252.47,"4,983,988",12.52,"3,401,753",16.06,"1,582,235",5.60,"14,729,733",6.44,"3,792,534",3.36,"10,937,199",7.56
2011M10,"19,703,687",7.37,599,7.35,"6,189",221.51,"4,974,844",9.38,"3,393,617",11.62,"1,581,227",4.88,"14,722,055",6.67,"3,732,551",3.68,"10,989,504",7.73
2011M11,"19,735,697",7.08,477,-14.67,"4,127",108.96,"5,024,109",10.32,"3,438,106",13.17,"1,586,003",4.62,"14,706,984",6.01,"3,700,887",3.24,"11,006,097",6.97
2011M12,"19,819,265",5.78,347,17.23,"5,076",192.90,"4,884,945",7.87,"3,270,515",11.45,"1,614,430",1.26,"14,928,897",5.10,"3,853,577",0.79,"11,075,320",6.68
2012M01,"19,958,028",4.67,304,-24.38,"3,522",114.89,"4,929,098",4.26,"3,346,177",5.69,"1,582,921",1.36,"15,025,104",4.79,"3,948,313",2.23,"11,076,791",5.74
2012M02,"19,960,777",4.59,217,-45.75,"4,734",161.40,"4,935,646",5.62,"3,339,795",7.07,"1,595,851",2.71,"15,020,180",4.24,"3,920,177",1.52,"11,100,003",5.24
2012M03,"20,018,297",4.63,262,-62.52,"6,469",243.18,"4,872,648",4.22,"3,281,087",5.81,"1,591,561",1.10,"15,138,918",4.73,"3,997,349",4.24,"11,141,569",4.91
2012M04,"20,078,705",4.72,279,-58.54,"6,359",147.72,"4,865,558",2.90,"3,261,485",3.74,"1,604,073",1.24,"15,206,509",5.29,"4,044,597",7.11,"11,161,912",4.65
2012M05,"20,090,724",3.98,308,-55.10,"9,826",276.19,"4,857,340",-0.96,"3,230,474",-2.03,"1,626,866",1.23,"15,223,250",5.61,"4,025,776",8.16,"11,197,474",4.72
2012M06,"19,907,754",2.97,230,-70.40,"8,159",76.22,"4,637,756",-4.62,"2,998,622",-7.73,"1,639,134",1.65,"15,261,609",5.51,"3,994,245",6.72,"11,267,364",5.08
2012M07,"20,067,640",3.24,152,-82.37,"8,192",73.63,"4,819,541",-3.14,"3,180,580",-5.54,"1,638,961",1.89,"15,239,755",5.42,"3,936,669",7.07,"11,303,086",4.85
2012M08,"20,074,680",2.16,99,-85.82,"3,529",-33.63,"4,781,473",-4.59,"3,153,612",-7.64,"1,627,861",1.92,"15,289,579",4.49,"3,942,217",5.16,"11,347,362",4.27
2012M09,"20,094,454",1.90,159,-75.35,"5,483",1.27,"4,772,737",-4.24,"3,134,212",-7.86,"1,638,525",3.56,"15,316,075",3.98,"3,964,145",4.52,"11,351,930",3.79
2012M10,"20,182,829",2.43,148,-75.29,"2,715",-56.13,"4,908,768",-1.33,"3,258,855",-3.97,"1,649,913",4.34,"15,271,198",3.73,"3,891,824",4.27,"11,379,374",3.55
2012M11,"20,135,286",2.02,158,-66.88,"3,729",-9.64,"4,876,139",-2.95,"3,199,833",-6.93,"1,676,306",5.69,"15,255,260",3.73,"3,862,696",4.37,"11,392,564",3.51
2012M12,"20,372,531",2.79,111,-68.01,"2,600",-48.78,"4,862,248",-0.46,"3,139,630",-4.00,"1,722,618",6.70,"15,507,572",3.88,"4,066,934",5.54,"11,440,638",3.30
2013M01,"20,375,303",2.09,83,-72.70,"2,903",-17.58,"4,840,988",-1.79,"3,155,775",-5.69,"1,685,213",6.46,"15,531,328",3.37,"4,068,184",3.04,"11,463,144",3.49
2013M02,"20,397,735",2.19,60,-72.35,"5,965",26.00,"4,854,625",-1.64,"3,162,519",-5.31,"1,692,106",6.03,"15,537,085",3.44,"4,076,023",3.98,"11,461,062",3.25
2013M03,"20,442,195",2.12,143,-45.42,"4,415",-31.75,"4,770,063",-2.11,"3,068,030",-6.49,"1,702,033",6.94,"15,667,574",3.49,"4,174,336",4.43,"11,493,238",3.16
2013M04,"20,461,593",1.91,198,-29.03,"4,433",-30.29,"4,858,892",-0.14,"3,142,377",-3.65,"1,716,515",7.01,"15,598,070",2.57,"4,068,518",0.59,"11,529,552",3.29
2013M05,"20,384,387",1.46,111,-63.96,"3,136",-68.08,"4,868,806",0.24,"3,127,891",-3.18,"1,740,915",7.01,"15,512,333",1.90,"3,944,590",-2.02,"11,567,743",3.31
2013M06,"20,490,679",2.93,77,-66.52,"6,141",-24.73,"4,905,385",5.77,"3,137,565",4.63,"1,767,820",7.85,"15,579,076",2.08,"3,955,128",-0.98,"11,623,948",3.16
2013M07,"20,665,824",2.98,87,-42.76,"6,113",-25.38,"5,057,412",4.94,"3,282,329",3.20,"1,775,083",8.31,"15,602,212",2.38,"3,951,065",0.37,"11,651,147",3.08
2013M08,"20,658,622",2.91,105,6.06,"4,091",15.93,"5,048,120",5.58,"3,271,791",3.75,"1,776,329",9.12,"15,606,306",2.07,"3,909,010",-0.84,"11,697,296",3.08
2013M09,"20,757,011",3.30,98,-38.36,"4,964",-9.47,"5,028,917",5.37,"3,221,164",2.77,"1,807,753",10.33,"15,723,031",2.66,"3,960,678",-0.09,"11,762,353",3.62
2013M10,"20,795,510",3.04,95,-35.81,"3,360",23.76,"5,118,946",4.28,"3,285,484",0.82,"1,833,462",11.12,"15,673,108",2.63,"3,885,700",-0.16,"11,787,408",3.59
2013M11,"20,873,418",3.67,56,-64.56,"6,590",76.72,"5,169,643",6.02,"3,323,524",3.87,"1,846,119",10.13,"15,697,128",2.90,"3,878,261",0.40,"11,818,867",3.74
2013M12,"20,978,750",2.98,105,-5.41,"5,831",124.27,"5,136,379",5.64,"3,234,816",3.03,"1,901,563",10.39,"15,836,434",2.12,"3,921,191",-3.58,"11,915,243",4.15
2014M01,"21,169,579",3.90,"1,222","1,372.29","6,160",112.19,"5,298,371",9.45,"3,441,322",9.05,"1,857,049",10.20,"15,863,826",2.14,"3,895,115",-4.25,"11,968,711",4.41
2014M02,"21,185,699",3.86,"1,372","2,186.67","4,414",-26.00,"5,284,702",8.86,"3,425,315",8.31,"1,859,387",9.89,"15,895,211",2.30,"3,929,158",-3.60,"11,966,053",4.41
2014M03,"21,275,860",4.08,143,0.00,"6,273",42.08,"5,286,357",10.82,"3,401,745",10.88,"1,884,612",10.73,"15,983,086",2.01,"3,955,042",-5.25,"12,028,044",4.65
2014M04,"21,426,779",4.72,103,-47.98,"6,354",43.33,"5,416,278",11.47,"3,525,021",12.18,"1,891,257",10.18,"16,004,044",2.60,"3,905,091",-4.02,"12,098,953",4.94
2014M05,"21,401,019",4.99,146,31.53,"6,248",99.23,"5,429,586",11.52,"3,510,544",12.23,"1,919,042",10.23,"15,965,039",2.92,"3,815,564",-3.27,"12,149,475",5.03
2014M06,"21,377,677",4.33,249,223.38,"6,181",0.65,"5,388,574",9.85,"3,430,448",9.33,"1,958,126",10.77,"15,982,673",2.59,"3,785,244",-4.30,"12,197,429",4.93
2014M07,"21,524,809",4.16,210,141.38,"5,685",-7.00,"5,499,989",8.75,"3,539,726",7.84,"1,960,263",10.43,"16,018,925",2.67,"3,765,745",-4.69,"12,253,180",5.17
