期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%)
2006M10,"1,795,205",17.51,"3,498,422",16.99,"267,554",9.06,"1,510,438",23.52,"1,408,970",20.26,"1,065,485",13.81,"118,681",7.15,"922,499",10.98,"9,703,891",7.99,"7,518,953",6.91,-,-,835,-93.96,"393,964",1.34,"432,855",1.47,"9,004,405",8.48,"5,136,756",9.00,"305,522",2.90,"1,948,507",3.64
2006M11,"1,806,510",18.07,"3,524,895",17.09,"267,839",8.84,"1,504,077",21.72,"1,420,700",21.04,"1,071,888",14.08,"117,971",7.10,"948,930",13.61,"9,690,954",7.66,"7,506,887",6.57,-,-,835,-93.96,"393,931",1.40,"432,698",1.42,"8,990,958",8.13,"5,121,193",10.71,"306,065",2.74,"1,952,161",-1.28
2006M12,"1,798,618",18.06,"3,541,944",17.77,"267,073",9.15,"1,546,554",23.45,"1,414,934",23.45,"1,067,707",14.09,"116,611",-12.04,"927,684",13.29,"9,669,255",7.07,"7,497,269",6.06,-,-,385,-97.19,"394,135",1.35,"432,799",1.24,"8,970,098",7.51,"5,108,019",7.25,"305,022",2.08,"1,956,067",4.90
2007M01,"1,824,876",19.17,"3,585,240",16.19,"266,632",8.70,"1,550,414",18.06,"1,448,669",23.13,"1,096,516",17.74,"109,575",0.05,"938,311",11.54,"9,608,560",5.95,"7,466,118",5.13,-,-,-,-,"394,375",1.25,"433,696",1.14,"8,970,290",7.04,"5,117,545",6.87,"243,895",-18.48,"1,914,875",2.35
2007M02,"1,870,300",21.03,"3,594,185",14.95,"265,818",8.18,"1,545,389",17.76,"1,495,101",25.72,"1,134,048",21.60,"109,381",-0.91,"914,747",3.74,"9,619,463",5.32,"7,449,382",4.20,-,-,-,-,"394,951",0.91,"434,400",0.51,"8,981,159",6.38,"5,118,180",6.26,"243,353",-18.72,"1,896,802",0.54
2007M03,"1,910,335",23.07,"3,661,654",19.13,"268,529",9.92,"1,579,125",21.22,"1,530,515",27.80,"1,140,315",24.20,"111,291",0.85,"942,213",10.48,"9,650,887",5.61,"7,454,054",4.06,-,-,-,-,"394,697",0.95,"433,643",0.44,"9,013,651",6.70,"5,119,611",6.18,"242,539",-18.94,"1,900,800",0.25
2007M04,"1,924,051",24.41,"3,684,099",20.78,"258,121",6.00,"1,596,297",22.32,"1,552,195",30.14,"1,159,163",27.24,"113,735",3.12,"928,640",11.30,"9,628,302",5.62,"7,431,786",3.65,-,-,-,-,"394,735",1.05,"434,444",0.71,"8,992,274",6.70,"5,099,728",5.89,"241,293",-19.01,"1,897,611",-0.59
2007M05,"1,923,197",24.32,"3,681,076",19.47,"265,956",9.71,"1,605,300",21.83,"1,543,263",29.85,"1,142,422",26.93,"113,978",-1.79,"933,356",8.11,"9,575,447",3.89,"7,385,037",2.37,-,-,-,-,"394,007",1.04,"433,411",0.63,"8,958,069",5.05,"5,065,879",4.10,"223,371",-25.25,"1,885,747",-0.95
2007M06,"1,903,485",22.39,"3,655,494",17.16,"263,423",6.92,"1,583,046",13.80,"1,525,215",27.62,"1,123,222",27.75,"114,847",0.93,"949,227",11.70,"9,510,582",3.54,"7,339,666",2.07,-,-,-,-,"393,843",1.09,"433,120",0.64,"8,898,744",4.72,"5,031,575",3.73,"217,995",-27.03,"1,874,974",-1.14
2007M07,"1,881,810",7.71,"3,584,137",1.60,"260,970",-3.04,"1,526,063",-2.28,"1,504,467",10.67,"1,097,572",7.48,"116,373",-1.73,"960,502",1.69,"9,483,702",-2.00,"7,327,139",-2.51,-,-,-,-,"395,564",1.15,"434,896",0.73,"8,870,693",-1.21,"4,999,608",-2.33,"217,445",-29.25,"1,892,635",-3.02
2007M08,"1,876,418",6.53,"3,561,447",2.19,"258,923",-4.26,"1,460,824",-4.39,"1,501,137",9.47,"1,114,947",7.78,"116,358",-2.75,"985,678",6.80,"9,396,293",-3.11,"7,306,445",-3.00,-,-,-,-,"397,862",0.84,"432,341",-0.45,"8,782,118",-2.38,"4,992,548",-2.75,"216,313",-29.63,"1,881,555",-3.95
2007M09,"1,894,145",6.76,"3,516,994",0.75,"258,906",-4.15,"1,413,777",-7.00,"1,518,411",9.78,"1,120,234",8.07,"116,828",-3.40,"982,982",5.24,"9,378,659",-3.26,"7,290,170",-3.25,-,-,-,-,"397,672",0.82,"431,534",-0.48,"8,764,791",-2.55,"4,991,875",-2.76,"216,196",-29.35,"1,866,762",-5.09
2007M10,"1,932,688",7.66,"3,664,301",4.74,"263,074",-1.67,"1,543,233",2.17,"1,551,055",10.08,"1,117,214",4.85,"118,559",-0.10,"1,003,854",8.82,"9,343,389",-3.72,"7,274,025",-3.26,-,-,-,-,"397,324",0.85,"430,892",-0.45,"8,729,245",-3.06,"4,981,143",-3.03,"216,820",-29.03,"1,861,990",-4.44
2007M11,"1,951,690",8.04,"3,790,420",7.53,"265,731",-0.79,"1,626,385",8.13,"1,565,944",10.22,"1,119,871",4.48,"120,015",1.73,"1,044,163",10.04,"9,317,114",-3.86,"7,244,830",-3.49,-,-,-,-,"397,310",0.86,"430,936",-0.41,"8,704,514",-3.19,"4,982,266",-2.71,"215,290",-29.66,"1,831,628",-6.17
2007M12,"1,996,970",11.03,"3,883,464",9.64,"268,112",0.39,"1,658,937",7.27,"1,610,012",13.79,"1,153,112",8.00,"118,846",1.92,"1,071,416",15.49,"9,293,570",-3.89,"7,211,544",-3.81,-,-,-,-,"397,465",0.84,"430,192",-0.60,"8,681,759",-3.21,"4,973,495",-2.63,"214,346",-29.73,"1,807,856",-7.58
2008M01,"2,053,813",12.55,"3,976,645",10.92,"269,731",1.16,"1,725,252",11.28,"1,663,119",14.80,"1,191,042",8.62,"120,963",10.39,"1,060,349",13.01,"9,309,033",-3.12,"7,175,683",-3.89,-,-,-,-,"397,937",0.90,"430,332",-0.78,"8,697,647",-3.04,"4,983,061",-2.63,"213,449",-12.48,"1,762,289",-7.97
2008M02,"2,120,502",13.38,"4,129,265",14.89,"271,629",2.19,"1,805,896",16.86,"1,725,621",15.42,"1,205,053",6.26,"123,252",12.68,"1,118,315",22.25,"9,410,627",-2.17,"7,184,835",-3.55,-,-,-,-,"398,783",0.97,"429,065",-1.23,"8,798,330",-2.04,"5,057,846",-1.18,"213,514",-12.26,"1,697,925",-10.48
2008M03,"2,169,069",13.54,"4,314,140",17.82,"279,290",4.01,"1,993,745",26.26,"1,764,920",15.32,"1,231,032",7.96,"124,859",12.19,"1,089,364",15.62,"9,431,738",-2.27,"7,168,323",-3.83,-,-,-,-,"399,012",1.09,"428,960",-1.08,"8,819,702",-2.15,"5,068,411",-1.00,"213,024",-12.17,"1,670,952",-12.09
2008M04,"2,187,892",13.71,"4,440,847",20.54,"283,972",10.02,"2,110,003",32.18,"1,779,011",14.61,"1,228,357",5.97,"124,909",9.82,"1,102,483",18.72,"9,472,682",-1.62,"7,175,741",-3.45,-,-,-,-,"398,740",1.01,"428,598",-1.35,"8,862,990",-1.44,"5,099,064",-0.01,"210,952",-12.57,"1,648,080",-13.15
2008M05,"2,197,157",14.25,"4,460,090",21.16,"283,490",6.59,"2,142,861",33.49,"1,788,171",15.87,"1,220,605",6.84,"125,496",10.11,"1,096,622",17.49,"9,516,399",-0.62,"7,189,938",-2.64,-,-,-,-,"398,241",1.07,"428,152",-1.21,"8,908,148",-0.56,"5,129,925",1.26,"210,010",-5.98,"1,631,859",-13.46
2008M06,"2,183,283",14.70,"4,425,681",21.07,"282,969",7.42,"2,127,577",34.40,"1,774,783",16.36,"1,213,784",8.06,"125,531",9.30,"1,084,321",14.23,"9,540,820",0.32,"7,192,451",-2.01,-,-,-,-,"398,115",1.08,"427,951",-1.19,"8,934,161",0.40,"5,146,876",2.29,"208,544",-4.34,"1,617,622",-13.73
2008M07,"2,255,242",19.84,"4,537,038",26.59,"284,272",8.93,"2,179,574",42.82,"1,841,604",22.41,"1,263,931",15.16,"129,366",11.16,"1,093,533",13.85,"9,623,629",1.48,"7,207,952",-1.63,-,-,-,-,"398,942",0.85,"428,679",-1.43,"9,017,144",1.65,"5,199,650",4.00,"207,543",-4.55,"1,579,622",-16.54
2008M08,"2,339,345",24.67,"4,448,084",24.90,"286,283",10.57,"2,035,683",39.35,"1,921,214",27.98,"1,317,207",18.14,"131,848",13.31,"1,095,193",11.11,"9,719,288",3.44,"7,246,975",-0.81,-,-,-,-,"401,976",1.03,"431,701",-0.15,"9,111,069",3.75,"5,252,137",5.20,"206,243",-4.66,"1,563,139",-16.92
2008M09,"2,402,620",26.84,"4,446,016",26.42,"285,513",10.28,"1,967,882",39.19,"1,982,224",30.55,"1,371,036",22.39,"134,883",15.45,"1,107,098",12.63,"9,829,602",4.81,"7,314,500",0.33,-,-,-,-,"401,825",1.04,"431,672",0.03,"9,222,066",5.22,"5,319,146",6.56,"205,711",-4.85,"1,563,682",-16.24
2008M10,"2,542,531",31.55,"4,695,628",28.15,"294,453",11.93,"2,059,369",33.45,"2,111,409",36.13,"1,495,373",33.85,"136,669",15.28,"1,140,888",13.65,"10,031,593",7.37,"7,439,401",2.27,-,-,-,-,"401,433",1.03,"431,343",0.10,"9,425,234",7.97,"5,460,470",9.62,"204,926",-5.49,"1,547,587",-16.89
2008M11,"2,643,397",35.44,"4,866,586",28.39,"294,760",10.92,"2,127,611",30.82,"2,209,374",41.09,"1,546,569",38.10,"139,263",16.04,"1,192,407",14.20,"10,133,836",8.77,"7,498,666",3.50,-,-,-,-,"401,185",0.98,"431,296",0.08,"9,528,082",9.46,"5,530,102",11.00,"204,569",-4.98,"1,537,266",-16.07
2008M12,"2,648,731",32.64,"4,868,978",25.38,"295,162",10.09,"2,182,062",31.53,"2,215,474",37.61,"1,533,631",33.00,"138,095",16.20,"1,153,285",7.64,"10,315,071",10.99,"7,618,540",5.64,-,-,-,-,"401,242",0.95,"431,317",0.26,"9,708,600",11.83,"5,650,039",13.60,"205,229",-4.25,"1,537,187",-14.97
2009M01,"2,614,086",27.28,"4,820,313",21.22,"292,623",8.49,"2,215,669",28.43,"2,183,505",31.29,"1,499,198",25.87,"137,958",14.05,"1,105,447",4.25,"10,356,559",11.25,"7,631,756",6.36,-,-,-,-,"401,655",0.93,"431,823",0.35,"9,749,151",12.09,"5,565,495",11.69,"205,753",-3.61,"1,634,437",-7.25
2009M02,"2,586,841",21.99,"4,798,689",16.21,"292,205",7.58,"2,232,357",23.61,"2,153,159",24.78,"1,451,960",20.49,"141,477",14.79,"1,114,372",-0.35,"10,405,677",10.57,"7,628,848",6.18,-,-,-,-,"402,427",0.91,"432,700",0.85,"9,797,191",11.35,"5,574,741",10.22,"206,059",-3.49,"1,621,406",-4.51
2009M03,"2,524,599",16.39,"4,762,628",10.40,"293,434",5.06,"2,256,189",13.16,"2,089,132",18.37,"1,401,348",13.84,"142,033",13.75,"1,105,093",1.44,"10,366,177",9.91,"7,604,313",6.08,-,-,-,-,"402,775",0.94,"432,913",0.92,"9,756,577",10.62,"5,653,035",11.53,"206,825",-2.91,"1,518,367",-9.13
2009M04,"2,479,281",13.32,"4,748,533",6.93,"299,527",5.48,"2,284,666",8.28,"2,036,028",14.45,"1,343,679",9.39,"143,726",15.06,"1,120,188",1.61,"10,317,493",8.92,"7,568,859",5.48,-,-,-,-,"402,412",0.92,"432,586",0.93,"9,708,644",9.54,"5,626,125",10.34,"206,437",-2.14,"1,510,149",-8.37
2009M05,"2,425,117",10.38,"4,685,587",5.06,"302,653",6.76,"2,260,584",5.49,"1,976,607",10.54,"1,284,477",5.23,"145,857",16.22,"1,140,527",4.00,"10,265,349",7.87,"7,532,807",4.77,-,-,-,-,"401,936",0.93,"432,211",0.95,"9,657,164",8.41,"5,592,274",9.01,"206,249",-1.79,"1,508,321",-7.57
2009M06,"2,388,105",9.38,"4,685,468",5.87,"310,489",9.73,"2,241,704",5.36,"1,930,227",8.76,"1,266,075",4.31,"147,390",17.41,"1,177,735",8.61,"10,205,811",6.97,"7,489,919",4.14,-,-,-,-,"401,837",0.93,"432,009",0.95,"9,596,742",7.42,"5,562,597",8.08,"207,232",-0.63,"1,495,313",-7.56
2009M07,"2,388,603",5.91,"4,692,391",3.42,"321,643",13.15,"2,260,804",3.73,"1,917,044",4.10,"1,247,268",-1.32,"149,916",15.89,"1,184,320",8.30,"10,158,844",5.56,"7,459,590",3.49,-,-,-,-,"402,736",0.95,"432,680",0.93,"9,544,147",5.84,"5,532,211",6.40,"211,961",2.13,"1,494,699",-5.38
2009M08,"2,320,395",-0.81,"4,578,226",2.93,"323,674",13.06,"2,141,736",5.21,"1,845,583",-3.94,"1,234,036",-6.31,"151,138",14.63,"1,202,453",9.79,"10,032,048",3.22,"7,422,033",2.42,-,-,-,-,"405,812",0.95,"435,483",0.88,"9,416,252",3.35,"5,505,957",4.83,"209,984",1.81,"1,480,592",-5.28
2009M09,"2,346,997",-2.32,"4,559,573",2.55,"327,271",14.63,"2,131,017",8.29,"1,867,223",-5.80,"1,208,146",-11.88,"152,503",13.06,"1,220,409",10.23,"10,083,844",2.59,"7,402,613",1.20,-,-,-,-,"405,720",0.97,"435,304",0.84,"9,466,483",2.65,"5,492,194",3.25,"211,641",2.88,"1,475,116",-5.66
2009M10,"2,353,159",-7.45,"4,593,561",-2.17,"335,787",14.04,"2,154,391",4.61,"1,862,552",-11.79,"1,207,091",-19.28,"154,820",13.28,"1,232,080",7.99,"9,993,268",-0.38,"7,336,572",-1.38,-,-,-,-,"405,468",1.01,"435,059",0.86,"9,374,887",-0.53,"5,445,433",-0.28,"212,913",3.90,"1,456,079",-5.91
2009M11,"2,344,988",-11.29,"4,663,625",-4.17,"343,126",16.41,"2,177,143",2.33,"1,845,009",-16.49,"1,199,457",-22.44,"156,853",12.63,"1,287,022",7.93,"9,921,877",-2.09,"7,281,510",-2.90,-,-,-,-,"405,318",1.03,"435,100",0.88,"9,300,902",-2.38,"5,405,840",-2.25,"215,657",5.42,"1,440,571",-6.29
2009M12,"2,334,495",-11.86,"4,789,579",-1.63,"349,366",18.36,"2,220,795",1.78,"1,827,213",-17.52,"1,207,982",-21.23,"157,916",14.35,"1,360,805",17.99,"9,827,300",-4.73,"7,237,852",-5.00,-,-,-,-,"405,604",1.09,"435,108",0.88,"9,204,053",-5.20,"5,352,866",-5.26,"217,643",6.05,"1,449,877",-5.68
