期間,單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),單位數(家)_原始值,單位數(家)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%),人數(人)_原始值,人數(人)_年增率(%)
2011M12,"503,646",2.82,"137,766",3.75,"296,898",2.29,"11,135",2.08,"8,491",0.74,541,-1.46,182,-1.62,"3,614",3.64,39,0.00,"44,980",4.09,"9,725,761",3.49,"2,773,763",3.96,"3,076,222",5.31,"266,171",3.97,"383,882",2.40,"1,915",6.09,"7,634",54.53,"2,557,361",1.15,"297,223",0.64,"361,590",4.16
2012M01,"504,209",2.64,"138,010",3.63,"297,054",2.13,"11,162",2.01,"8,500",0.16,645,17.70,123,-21.66,"3,621",3.31,39,0.00,"45,055",3.51,"9,660,336",2.41,"2,760,154",2.85,"3,073,270",3.88,"265,498",2.65,"342,709",-1.37,"2,160",19.73,"6,198",-9.98,"2,553,328",0.88,"296,927",0.54,"360,092",2.96
2012M02,"505,017",2.60,"138,308",3.60,"297,343",2.06,"11,168",2.04,"8,519",0.51,676,24.04,116,-32.16,"3,629",3.39,39,0.00,"45,219",3.45,"9,690,013",2.69,"2,758,051",2.87,"3,065,646",4.43,"266,535",3.10,"378,416",1.44,"2,167",20.66,"7,026",-15.36,"2,554,318",0.82,"297,320",0.56,"360,534",3.31
2012M03,"506,259",2.61,"138,720",3.51,"297,886",2.13,"11,208",2.16,"8,514",0.41,656,21.26,209,-25.89,"3,636",3.56,39,0.00,"45,391",3.46,"9,749,091",3.05,"2,769,896",2.80,"3,096,665",5.38,"268,148",3.58,"383,750",1.64,"2,118",18.52,"11,747",-9.36,"2,557,049",1.04,"297,180",0.56,"362,538",3.73
2012M04,"507,397",2.53,"139,140",3.44,"298,400",2.05,"11,227",2.07,"8,520",0.48,666,24.02,251,-32.89,"3,643",3.55,39,0.00,"45,511",3.41,"9,758,420",2.61,"2,772,633",2.27,"3,094,664",4.40,"268,393",3.17,"385,843",3.72,"2,114",15.90,"14,451",0.94,"2,560,302",0.82,"297,618",0.53,"362,402",3.18
2012M05,"508,301",2.46,"139,448",3.31,"298,851",2.03,"11,262",2.28,"8,518",0.47,670,25.47,286,-40.17,"3,650",3.37,39,0.00,"45,577",3.21,"9,763,286",2.64,"2,775,847",2.12,"3,096,559",4.67,"268,694",3.34,"383,197",2.95,"2,128",18.68,"15,743",6.23,"2,561,196",0.84,"297,397",0.48,"362,525",3.49
2012M06,"508,997",2.31,"139,890",3.30,"299,195",1.87,"11,248",2.12,"8,497",0.14,702,32.45,295,-45.67,"3,662",3.24,39,0.00,"45,469",2.75,"9,761,964",2.69,"2,792,200",2.62,"3,122,409",4.42,"268,998",3.42,"339,153",1.10,"2,222",24.06,"14,074",-3.54,"2,563,215",1.02,"297,586",0.32,"362,107",3.63
2012M07,"509,748",2.13,"140,290",3.18,"299,695",1.74,"11,229",1.98,"8,459",-0.06,689,29.76,324,-45.64,"3,667",2.92,39,0.00,"45,356",2.20,"9,796,904",1.90,"2,814,266",2.05,"3,155,255",3.27,"270,235",3.08,"317,732",-1.40,"2,159",18.11,"16,226",-12.54,"2,560,577",0.61,"296,979",0.06,"363,475",2.61
2012M08,"510,738",2.14,"140,727",3.22,"300,167",1.75,"11,232",1.93,"8,461",-0.31,689,29.03,300,-49.75,"3,675",2.85,39,0.00,"45,448",2.28,"9,819,157",2.08,"2,810,237",2.11,"3,146,384",3.61,"271,426",3.15,"355,087",1.48,"2,167",17.84,"15,290",-16.96,"2,557,906",0.47,"297,008",-0.14,"363,652",2.78
2012M09,"511,566",2.07,"140,988",3.17,"300,573",1.66,"11,239",1.78,"8,464",-0.38,684,28.57,316,-44.56,"3,681",2.56,39,0.00,"45,582",2.16,"9,877,890",2.04,"2,818,700",2.29,"3,160,897",3.48,"273,875",3.26,"389,233",2.22,"2,163",16.35,"16,248",-8.35,"2,552,561",0.12,"296,711",-0.24,"367,502",2.87
2012M10,"511,045",1.72,"140,953",2.82,"300,141",1.31,"11,246",1.53,"8,469",-0.31,674,27.89,300,-43.50,"3,689",2.33,39,0.00,"45,534",1.70,"9,841,249",1.31,"2,817,571",1.93,"3,156,004",2.74,"274,896",3.23,"394,512",2.33,"2,144",15.27,"18,342",-1.98,"2,514,861",-1.37,"295,379",-0.74,"367,540",2.45
2012M11,"510,167",1.37,"140,766",2.38,"299,432",0.90,"11,270",1.29,"8,468",-0.29,721,36.04,201,-40.53,"3,692",2.19,39,0.00,"45,578",1.58,"9,807,350",0.72,"2,818,080",1.73,"3,159,462",2.51,"276,157",3.17,"394,507",1.77,"2,264",22.64,"11,188",-24.57,"2,483,573",-2.80,"293,931",-1.17,"368,188",2.21
2012M12,"508,930",1.05,"140,508",1.99,"298,502",0.54,"11,257",1.10,"8,463",-0.33,722,33.46,144,-20.88,"3,703",2.46,39,0.00,"45,592",1.36,"9,709,511",-0.17,"2,811,315",1.35,"3,136,187",1.95,"273,925",2.91,"385,043",0.30,"2,301",20.16,"6,057",-20.66,"2,435,639",-4.76,"292,483",-1.59,"366,561",1.37
2013M01,"509,175",0.98,"140,797",2.02,"298,354",0.44,"11,267",0.94,"8,440",-0.71,713,10.54,141,14.63,"3,709",2.43,39,0.00,"45,715",1.46,"9,699,479",0.41,"2,823,665",2.30,"3,169,336",3.13,"275,386",3.72,"347,724",1.46,"2,269",5.05,"8,619",39.06,"2,414,009",-5.46,"291,583",-1.80,"366,888",1.89
2013M02,"509,829",0.95,"141,074",2.00,"298,417",0.36,"11,287",1.07,"8,443",-0.89,715,5.77,134,15.52,"3,715",2.37,39,0.00,"46,005",1.74,"9,655,341",-0.36,"2,801,619",1.58,"3,123,136",1.88,"274,857",3.12,"384,347",1.57,"2,257",4.15,"8,413",19.74,"2,402,855",-5.93,"291,328",-2.02,"366,529",1.66
2013M03,"510,638",0.86,"141,372",1.91,"298,663",0.26,"11,315",0.95,"8,443",-0.83,712,8.54,167,-20.10,"3,720",2.31,39,0.00,"46,207",1.80,"9,660,565",-0.91,"2,806,843",1.33,"3,131,937",1.14,"275,434",2.72,"389,164",1.41,"2,197",3.73,"9,757",-16.94,"2,386,624",-6.66,"290,830",-2.14,"367,779",1.45
2013M04,"511,724",0.85,"141,823",1.93,"299,007",0.20,"11,352",1.11,"8,443",-0.90,720,8.11,239,-4.78,"3,719",2.09,39,0.00,"46,382",1.91,"9,661,452",-0.99,"2,811,848",1.41,"3,133,188",1.24,"276,077",2.86,"392,662",1.77,"2,163",2.32,"13,084",-9.46,"2,373,392",-7.30,"290,647",-2.34,"368,391",1.65
2013M05,"512,480",0.82,"142,150",1.94,"299,236",0.13,"11,375",1.00,"8,454",-0.75,689,2.84,265,-7.34,"3,721",1.95,39,0.00,"46,551",2.14,"9,657,724",-1.08,"2,814,105",1.38,"3,132,277",1.15,"276,215",2.80,"392,533",2.44,"2,072",-2.63,"15,330",-2.62,"2,366,526",-7.60,"290,129",-2.44,"368,537",1.66
2013M06,"513,322",0.85,"142,511",1.87,"299,630",0.15,"11,387",1.24,"8,436",-0.72,695,-1.00,309,4.75,"3,731",1.88,39,0.00,"46,584",2.45,"9,619,136",-1.46,"2,822,856",1.10,"3,141,359",0.61,"275,780",2.52,"344,574",1.60,"2,112",-4.95,"15,718",11.68,"2,358,750",-7.98,"290,107",-2.51,"367,880",1.59
2013M07,"514,290",0.89,"142,847",1.82,"300,040",0.12,"11,391",1.44,"8,405",-0.64,785,13.93,324,0.00,"3,741",2.02,39,0.00,"46,718",3.00,"9,673,628",-1.26,"2,849,313",1.25,"3,192,956",1.19,"277,279",2.61,"322,221",1.41,"2,334",8.11,"18,349",13.08,"2,351,714",-8.16,"289,651",-2.47,"369,811",1.74
2013M08,"515,722",0.98,"143,166",1.73,"300,771",0.20,"11,423",1.70,"8,426",-0.41,945,37.16,341,13.67,"3,741",1.80,39,0.00,"46,870",3.13,"9,712,739",-1.08,"2,849,159",1.39,"3,188,608",1.34,"279,955",3.14,"358,107",0.85,"2,789",28.70,"19,680",28.71,"2,352,258",-8.04,"289,956",-2.37,"372,227",2.36
2013M09,"516,083",0.88,"143,392",1.71,"300,748",0.06,"11,429",1.69,"8,434",-0.35,"1,064",55.56,316,0.00,"3,748",1.82,39,0.00,"46,913",2.92,"9,731,047",-1.49,"2,849,884",1.11,"3,179,157",0.58,"280,808",2.53,"394,039",1.23,"3,176",46.83,"18,926",16.48,"2,342,893",-8.21,"289,697",-2.36,"372,467",1.35
2013M10,"516,957",1.16,"143,728",1.97,"301,027",0.30,"11,470",1.99,"8,427",-0.50,"1,197",77.60,295,-1.67,"3,749",1.63,39,0.00,"47,025",3.27,"9,765,522",-0.77,"2,864,028",1.65,"3,196,080",1.27,"282,068",2.61,"396,975",0.62,"3,535",64.88,"18,050",-1.59,"2,340,547",-6.93,"289,931",-1.84,"374,308",1.84
2013M11,"517,977",1.53,"144,065",2.34,"301,559",0.71,"11,505",2.09,"8,431",-0.44,"1,310",81.69,191,-4.98,"3,750",1.57,39,0.00,"47,127",3.40,"9,793,070",-0.15,"2,879,059",2.16,"3,210,708",1.62,"283,136",2.53,"397,972",0.88,"3,825",68.95,"10,597",-5.28,"2,341,925",-5.70,"289,629",-1.46,"376,219",2.18
2013M12,"517,325",1.65,"144,159",2.60,"301,083",0.86,"11,481",1.99,"8,390",-0.86,"1,398",93.63,131,-9.03,"3,753",1.35,39,0.00,"46,891",2.85,"9,745,794",0.37,"2,895,921",3.01,"3,176,227",1.28,"279,518",2.04,"389,939",1.27,"4,066",76.71,"5,243",-13.44,"2,332,072",-4.25,"289,246",-1.11,"373,562",1.91
2014M01,"518,174",1.77,"144,427",2.58,"301,461",1.04,"11,526",2.30,"8,378",-0.73,"1,448",103.09,117,-17.02,"3,755",1.24,39,0.00,"47,023",2.86,"9,742,898",0.45,"2,901,264",2.75,"3,201,227",1.01,"281,160",2.10,"351,578",1.11,"4,188",84.57,"7,579",-12.07,"2,331,117",-3.43,"289,333",-0.77,"375,191",2.26
2014M02,"519,071",1.81,"144,755",2.61,"301,776",1.13,"11,554",2.37,"8,383",-0.71,"1,494",108.95,113,-15.67,"3,759",1.18,39,0.00,"47,198",2.59,"9,743,086",0.91,"2,897,656",3.43,"3,167,699",1.43,"281,093",2.27,"392,215",2.05,"4,328",91.76,"7,937",-5.66,"2,328,012",-3.11,"289,258",-0.71,"374,888",2.28
2014M03,"519,933",1.82,"145,100",2.64,"302,057",1.14,"11,599",2.51,"8,369",-0.88,"1,510",112.08,194,16.17,"3,755",0.94,39,0.00,"47,310",2.39,"9,758,136",1.01,"2,906,871",3.56,"3,172,368",1.29,"281,542",2.22,"396,638",1.92,"4,360",98.45,"13,186",35.14,"2,318,870",-2.84,"288,871",-0.67,"375,430",2.08
2014M04,"521,175",1.85,"145,530",2.61,"302,587",1.20,"11,657",2.69,"8,369",-0.88,"1,533",112.92,239,0.00,"3,751",0.86,39,0.00,"47,470",2.35,"9,791,167",1.34,"2,922,135",3.92,"3,181,374",1.54,"282,352",2.27,"399,182",1.66,"4,418",104.25,"15,564",18.95,"2,320,164",-2.24,"289,046",-0.55,"376,932",2.32
2014M05,"521,981",1.85,"145,854",2.61,"302,946",1.24,"11,675",2.64,"8,377",-0.91,"1,559",126.27,272,2.64,"3,752",0.83,39,0.00,"47,507",2.05,"9,812,587",1.60,"2,931,404",4.17,"3,188,568",1.80,"283,249",2.55,"399,705",1.83,"4,468",115.64,"16,903",10.26,"2,322,339",-1.87,"288,819",-0.45,"377,132",2.33
2014M06,"522,913",1.87,"146,238",2.62,"303,385",1.25,"11,679",2.56,"8,358",-0.92,"1,583",127.77,324,4.85,"3,757",0.70,39,0.00,"47,550",2.07,"9,772,882",1.60,"2,945,839",4.36,"3,194,101",1.68,"282,469",2.43,"349,867",1.54,"4,465",111.41,"17,422",10.84,"2,314,261",-1.89,"289,047",-0.37,"375,411",2.05
