期間,合計_原始值,合計_年增率(%),亞洲_原始值,亞洲_年增率(%),亞洲-香港、澳門_原始值,亞洲-香港、澳門_年增率(%),亞洲-中國大陸_原始值,亞洲-中國大陸_年增率(%),亞洲-日本_原始值,亞洲-日本_年增率(%),美洲_原始值,美洲_年增率(%),歐洲_原始值,歐洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),非洲_原始值,非洲_年增率(%),未列明_原始值,未列明_年增率(%)
1983M03,"131,615",10.56,"109,774",11.54,...,...,...,...,"63,856",...,"12,530",...,"6,035",...,"1,505",...,"1,315",...,456,...
1983M04,"123,500",2.03,"98,754",1.26,...,...,...,...,"44,541",...,"14,102",...,"6,221",...,"1,855",...,"2,151",...,417,...
1983M05,"111,780",4.75,"86,653",3.21,...,...,...,...,"42,630",...,"15,589",...,"5,598",...,"1,827",...,"1,664",...,449,...
1983M06,"112,435",4.10,"89,679",2.54,...,...,...,...,"44,611",...,"15,055",...,"4,511",...,"1,610",...,"1,177",...,403,...
1983M07,"112,020",-4.37,"87,729",-5.21,...,...,...,...,"40,829",...,"16,200",...,"4,561",...,"1,422",...,"1,507",...,601,...
1983M08,"124,060",5.07,"101,879",4.24,...,...,...,...,"51,665",...,"13,842",...,"5,045",...,"1,466",...,"1,256",...,572,...
1983M09,"109,390",2.42,"86,987",-0.71,...,...,...,...,"43,286",...,"13,581",...,"4,973",...,"1,639",...,"1,767",...,443,...
1983M10,"135,335",2.54,"99,727",-0.66,...,...,...,...,"43,139",...,"22,703",...,"7,922",...,"2,217",...,"1,930",...,836,...
1983M11,"137,642",2.88,"108,655",0.14,...,...,...,...,"60,508",...,"17,181",...,"8,064",...,"1,936",...,"1,488",...,318,...
1983M12,"118,748",2.82,"96,709",0.31,...,...,...,...,"46,572",...,"13,736",...,"4,168",...,"1,566",...,"2,057",...,512,...
1984M01,"120,080",7.01,"96,123",4.36,...,...,...,...,"61,631",7.15,"15,147",26.20,"4,721",0.43,"1,821",9.57,"1,309",1.87,959,110.31
1984M02,"133,994",4.14,"114,044",2.10,...,...,...,...,"64,093",7.86,"12,012",17.75,"5,029",25.41,"1,258",44.27,977,41.39,674,-43.55
1984M03,"132,152",0.41,"107,187",-2.36,...,...,...,...,"66,862",4.71,"14,805",18.16,"6,426",6.48,"1,697",12.76,"1,411",7.30,626,37.28
1984M04,"136,006",10.13,"107,592",8.95,...,...,...,...,"50,096",12.47,"16,613",17.81,"6,898",10.88,"1,904",2.64,"2,140",-0.51,859,106.00
1984M05,"123,029",10.06,"95,054",9.69,...,...,...,...,"49,578",16.30,"17,048",9.36,"6,191",10.59,"2,302",26.00,"1,559",-6.31,875,94.88
1984M06,"121,551",8.11,"96,270",7.35,...,...,...,...,"49,914",11.89,"17,020",13.05,"4,692",4.01,"1,711",6.27,"1,133",-3.74,725,79.90
1984M07,"115,729",3.31,"89,129",1.60,...,...,...,...,"41,124",0.72,"17,274",6.63,"5,146",12.83,"1,470",3.38,"1,769",17.39,941,56.57
1984M08,"121,568",-2.01,"97,686",-4.12,...,...,...,...,"49,590",-4.02,"15,120",9.23,"5,206",3.19,"1,514",3.27,"1,241",-1.19,801,40.03
1984M09,"113,838",4.07,"88,999",2.31,...,...,...,...,"43,874",1.36,"15,021",10.60,"5,493",10.46,"1,687",2.93,"1,496",-15.34,"1,142",157.79
1984M10,"139,422",3.02,"101,057",1.33,...,...,...,...,"45,212",4.81,"24,405",7.50,"9,057",14.33,"2,085",-5.95,"1,958",1.45,860,2.87
1984M11,"138,935",0.94,"109,872",1.12,...,...,...,...,"65,969",9.03,"17,924",4.32,"7,721",-4.25,"1,622",-16.22,"1,020",-31.45,776,144.03
1984M12,"119,834",0.91,"95,423",-1.33,...,...,...,...,"48,801",4.79,"16,105",17.25,"4,390",5.33,"1,447",-7.60,"1,438",-30.09,"1,031",101.37
1985M01,"120,686",0.50,"97,065",0.98,...,...,...,...,"63,707",3.37,"14,758",-2.57,"5,176",9.64,"1,848",1.48,"1,097",-16.20,742,-22.63
1985M02,"123,879",-7.55,"105,057",-7.88,...,...,...,...,"58,348",-8.96,"11,842",-1.42,"4,132",-17.84,"1,158",-7.95,702,-28.15,988,46.59
1985M03,"136,257",3.11,"108,913",1.61,...,...,...,...,"69,986",4.67,"16,594",12.08,"6,952",8.19,"1,863",9.78,"1,022",-27.57,913,45.85
1985M04,"128,310",-5.66,"99,823",-7.22,...,...,...,...,"46,211",-7.76,"17,125",3.08,"6,929",0.45,"2,057",8.04,"1,327",-37.99,"1,049",22.12
1985M05,"114,977",-6.54,"86,424",-9.08,...,...,...,...,"48,412",-2.35,"19,060",11.80,"5,737",-7.33,"1,874",-18.59,"1,126",-27.77,756,-13.60
1985M06,"116,694",-4.00,"89,472",-7.06,...,...,...,...,"45,428",-8.99,"18,537",8.91,"5,267",12.25,"1,674",-2.16,958,-15.45,786,8.41
1985M07,"111,702",-3.48,"83,553",-6.26,...,...,...,...,"40,188",-2.28,"19,571",13.30,"5,017",-2.51,"1,526",3.81,"1,055",-40.36,980,4.14
1985M08,"119,138",-2.00,"95,695",-2.04,...,...,...,...,"49,444",-0.29,"15,142",0.15,"4,904",-5.80,"1,366",-9.78,"1,080",-12.97,951,18.73
1985M09,"106,422",-6.51,"82,940",-6.81,...,...,...,...,"44,886",2.31,"14,590",-2.87,"5,312",-3.30,"1,639",-2.85,"1,066",-28.74,875,-23.38
1985M10,"130,840",-6.16,"91,815",-9.15,...,...,...,...,"42,322",-6.39,"25,347",3.86,"9,344",3.17,"2,025",-2.88,"1,471",-24.87,838,-2.56
1985M11,"124,972",-10.05,"96,693",-11.99,...,...,...,...,"59,899",-9.20,"17,752",-0.96,"7,508",-2.76,"1,516",-6.54,821,-19.51,682,-12.11
1985M12,"117,782",-1.71,"93,227",-2.30,...,...,...,...,"51,142",4.80,"16,590",3.01,"4,411",0.48,"1,687",16.59,"1,054",-26.70,813,-21.14
1986M01,"119,188",-1.24,"92,855",-4.34,...,...,...,...,"62,649",-1.66,"17,063",15.62,"5,587",7.94,"1,842",-0.32,988,-9.94,853,14.96
1986M02,"123,185",-0.56,"102,777",-2.17,...,...,...,...,"59,147",1.37,"12,470",5.30,"4,646",12.44,"1,240",7.08,867,23.50,"1,185",19.94
1986M03,"142,043",4.25,"113,008",3.76,...,...,...,...,"71,728",2.49,"17,418",4.97,"7,858",13.03,"1,772",-4.88,"1,165",13.99,822,-9.97
1986M04,"127,255",-0.82,"96,447",-3.38,...,...,...,...,"50,668",9.64,"18,383",7.35,"7,991",15.33,"1,900",-7.63,"1,601",20.65,933,-11.06
1986M05,"123,066",7.04,"92,653",7.21,...,...,...,...,"52,058",7.53,"18,807",-1.33,"7,335",27.85,"2,009",7.20,"1,487",32.06,775,2.51
1986M06,"129,129",10.66,"99,288",10.97,...,...,...,...,"51,526",13.42,"19,922",7.47,"6,162",16.99,"1,863",11.29,"1,187",23.90,707,-10.05
1986M07,"137,393",23.00,"94,744",13.39,...,...,...,...,"47,923",19.25,"20,398",4.23,"6,756",34.66,"1,564",2.49,"1,351",28.06,"12,580","1,183.67"
1986M08,"139,480",17.07,"103,402",8.05,...,...,...,...,"55,717",12.69,"17,263",14.01,"6,184",26.10,"1,552",13.62,"1,227",13.61,"9,852",935.96
1986M09,"123,132",15.70,"93,480",12.71,...,...,...,...,"52,507",16.98,"16,843",15.44,"6,684",25.83,"1,757",7.20,"1,423",33.49,"2,945",236.57
1986M10,"156,393",19.53,"114,319",24.51,...,...,...,...,"56,094",32.54,"24,853",-1.95,"10,669",14.18,"1,927",-4.84,"1,392",-5.37,"3,233",285.80
1986M11,"151,696",21.38,"115,895",19.86,...,...,...,...,"72,816",21.56,"19,878",11.98,"10,154",35.24,"1,853",22.23,"1,156",40.80,"2,760",304.69
1986M12,"138,425",17.53,"107,494",15.30,...,...,...,...,"61,234",19.73,"19,172",15.56,"5,250",19.02,"1,806",7.05,"1,152",9.30,"3,551",336.78
1987M01,"138,751",16.41,"106,316",14.50,...,...,...,...,"63,140",0.78,"18,812",10.25,"6,305",12.85,"1,673",-9.17,891,-9.82,"4,754",457.33
1987M02,"136,450",10.77,"110,165",7.19,...,...,...,...,"74,600",26.13,"14,716",18.01,"7,062",52.00,"1,585",27.82,892,2.88,"2,030",71.31
1987M03,"151,086",6.37,"117,353",3.84,...,...,...,...,"77,470",8.01,"18,741",7.60,"9,104",15.86,"2,076",17.16,"1,503",29.01,"2,309",180.90
1987M04,"143,011",12.38,"107,735",11.70,...,...,...,...,"55,446",9.43,"20,038",9.00,"9,171",14.77,"1,931",1.63,"1,467",-8.37,"2,669",186.07
1987M05,"141,492",14.97,"105,511",13.88,...,...,...,...,"59,845",14.96,"20,566",9.35,"8,954",22.07,"2,271",13.04,"1,301",-12.51,"2,889",272.77
1987M06,"152,738",18.28,"108,159",8.93,...,...,...,...,"60,775",17.95,"28,787",44.50,"9,005",46.14,"2,048",9.93,"1,414",19.12,"3,325",370.30
1987M07,"144,939",5.49,"107,160",13.10,...,...,...,...,"60,895",27.07,"23,914",17.24,"7,339",8.63,"1,677",7.23,"1,359",0.59,"3,490",-72.26
1987M08,"143,317",2.75,"111,599",7.93,...,...,...,...,"66,350",19.08,"19,067",10.45,"6,725",8.75,"1,626",4.77,"1,144",-6.76,"3,156",-67.97
1987M09,"133,274",8.24,"100,858",7.89,...,...,...,...,"60,546",15.31,"17,811",5.75,"8,137",21.74,"1,811",3.07,"1,554",9.21,"3,103",5.37
1987M10,"168,453",7.71,"122,324",7.00,...,...,...,...,"67,171",19.75,"25,635",3.15,"12,637",18.45,"2,202",14.27,"1,695",21.77,"3,960",22.49
1987M11,"164,038",8.14,"126,155",8.85,...,...,...,...,"83,532",14.72,"20,617",3.72,"11,224",10.54,"1,871",0.97,"1,377",19.12,"2,794",1.23
1987M12,"143,399",3.59,"110,669",2.95,...,...,...,...,"66,881",9.22,"20,293",5.85,"6,035",14.95,"1,576",-12.74,"1,366",18.58,"3,460",-2.56
1988M01,"151,152",8.94,"116,875",9.93,...,...,...,...,"79,724",26.27,"19,976",6.19,"8,073",28.04,"1,804",7.83,"1,297",45.57,"3,127",-34.22
1988M02,"147,496",8.10,"120,105",9.02,...,...,...,...,"74,227",-0.50,"15,852",7.72,"6,673",-5.51,"1,407",-11.23,912,2.24,"2,547",25.47
1988M03,"179,367",18.72,"142,272",21.23,...,...,...,...,"93,914",21.23,"19,745",5.36,"10,217",12.23,"2,149",3.52,"1,776",18.16,"3,208",38.93
1988M04,"159,787",11.73,"123,220",14.37,...,...,...,...,"74,374",34.14,"19,535",-2.51,"10,184",11.05,"2,134",10.51,"1,505",2.59,"3,209",20.23
1988M05,"158,482",12.01,"121,442",15.10,...,...,...,...,"72,786",21.62,"20,309",-1.25,"9,735",8.72,"1,983",-12.68,"1,425",9.53,"3,588",24.20
1988M06,"163,099",6.78,"125,113",15.68,...,...,...,...,"75,630",24.44,"23,026",-20.01,"8,550",-5.05,"1,813",-11.47,"1,381",-2.33,"3,216",-3.28
1988M07,"159,230",9.86,"120,924",12.84,...,...,...,...,"67,217",10.38,"23,123",-3.31,"8,124",10.70,"1,660",-1.01,"1,270",-6.55,"4,129",18.31
1988M08,"154,670",7.92,"122,915",10.14,...,...,...,...,"69,197",4.29,"19,167",0.52,"7,346",9.23,"1,736",6.77,"1,503",31.38,"2,003",-36.53
1988M09,"142,444",6.88,"112,722",11.76,...,...,...,...,"69,214",14.32,"16,480",-7.47,"7,906",-2.84,"1,867",3.09,"1,337",-13.96,"2,132",-31.29
1988M10,"179,267",6.42,"132,130",8.02,...,...,...,...,"72,780",8.35,"26,450",3.18,"14,010",10.86,"2,360",7.18,"1,788",5.49,"2,529",-36.14
1988M11,"182,067",10.99,"141,186",11.91,...,...,...,...,"88,250",5.65,"22,753",10.36,"12,463",11.04,"2,089",11.65,"1,648",19.68,"1,928",-30.99
1988M12,"158,073",10.23,"125,654",13.54,...,...,...,...,"74,286",11.07,"21,446",5.68,"6,047",0.20,"1,862",18.15,"1,382",1.17,"1,682",-51.39
1989M01,"174,795",15.64,"139,252",19.15,...,...,...,...,"91,449",14.71,"21,545",7.85,"8,475",4.98,"2,133",18.24,"1,160",-10.56,"2,230",-28.69
1989M02,"151,414",2.66,"120,805",0.58,...,...,...,...,"72,820",-1.90,"15,732",-0.76,"7,243",8.54,"1,575",11.94,"1,056",15.79,"5,003",96.43
1989M03,"189,039",5.39,"151,528",6.51,...,...,...,...,"99,754",6.22,"20,510",3.87,"9,823",-3.86,"2,299",6.98,"1,473",-17.06,"3,406",6.17
1989M04,"164,125",2.71,"124,656",1.17,...,...,...,...,"75,204",1.12,"21,393",9.51,"12,182",19.62,"2,333",9.33,"1,217",-19.14,"2,344",-26.96
