期間,總指數(含食物)_原始值,總指數(含食物)_年增率(%),商品類(含食物)_原始值,商品類(含食物)_年增率(%),商品類(不含食物)_原始值,商品類(不含食物)_年增率(%),非耐久性消費品(含食物)_原始值,非耐久性消費品(含食物)_年增率(%),非耐久性消費品(不含食物)_原始值,非耐久性消費品(不含食物)_年增率(%),半耐久性消費品_原始值,半耐久性消費品_年增率(%),耐久性消費品_原始值,耐久性消費品_年增率(%),服務類_原始值,服務類_年增率(%),外食費_原始值,外食費_年增率(%),衣著服務_原始值,衣著服務_年增率(%),居住服務_原始值,居住服務_年增率(%),交通及通訊服務_原始值,交通及通訊服務_年增率(%),醫藥保健服務_原始值,醫藥保健服務_年增率(%),教養娛樂服務_原始值,教養娛樂服務_年增率(%),教養服務_原始值,教養服務_年增率(%),娛樂服務_原始值,娛樂服務_年增率(%),雜項服務_原始值,雜項服務_年增率(%)
1990M04,68.65,3.42,71.10,0.75,84.79,-0.87,59.25,1.44,65.29,-0.15,90.86,-0.35,129.24,-2.97,64.81,7.41,65.71,10.18,61.39,6.51,74.28,7.71,83.91,-0.29,54.01,4.15,42.81,11.19,41.11,10.90,53.18,12.50,59.26,10.54
1990M05,69.36,3.72,71.93,1.08,85.10,-0.84,60.08,1.78,65.54,-0.35,91.43,-0.38,129.23,-2.42,65.35,7.63,65.87,8.37,61.67,6.51,75.53,8.58,83.84,-0.08,54.07,4.22,42.97,11.61,41.11,10.90,54.24,14.75,59.34,10.24
1990M06,69.10,3.61,71.41,1.19,85.85,-0.89,59.51,1.95,66.67,-0.48,91.71,-0.37,129.01,-2.41,65.42,7.12,65.95,7.69,61.85,6.27,75.63,7.98,83.71,-0.17,54.07,2.70,42.97,11.41,41.11,10.84,54.27,14.16,59.81,10.31
1990M07,69.56,4.79,72.11,3.32,85.67,-0.72,60.33,4.65,66.65,-0.46,91.01,-0.24,129.15,-1.85,65.58,6.91,66.08,6.12,62.14,6.70,75.82,7.85,83.87,0.93,54.12,2.19,43.08,11.61,41.18,10.97,54.56,14.41,60.15,8.87
1990M08,70.72,5.66,73.78,4.53,85.49,0.00,62.22,6.03,66.71,0.51,90.03,-0.03,129.47,-1.07,66.07,7.26,66.92,6.94,62.45,7.23,76.31,8.09,83.90,1.23,54.35,2.35,43.72,11.99,41.72,11.40,55.77,14.56,60.24,8.89
1990M09,73.17,6.52,76.96,5.47,86.84,1.81,65.53,6.92,68.35,3.33,91.32,1.43,129.32,-0.91,67.60,8.06,67.36,6.48,62.97,8.12,76.88,8.16,85.13,2.37,56.20,5.74,47.35,13.79,45.76,13.27,57.13,16.33,60.57,9.29
1990M10,71.59,3.24,73.60,-0.43,86.81,1.66,61.69,-0.58,67.47,3.42,93.35,0.83,129.13,-0.94,68.27,8.71,67.54,6.11,63.31,8.07,77.31,8.08,89.54,7.67,56.33,5.98,47.45,13.98,45.77,13.29,57.74,17.33,61.39,10.45
1990M11,70.21,3.92,70.92,0.45,87.26,1.49,58.53,0.76,67.13,3.69,95.90,-0.01,128.94,-1.16,68.52,8.78,67.62,6.25,64.34,9.27,77.76,8.21,90.03,8.21,56.33,5.96,47.51,13.91,45.73,13.03,58.33,17.91,61.54,9.70
1990M12,70.16,4.56,70.72,1.73,87.46,2.02,58.26,2.16,67.25,3.89,96.29,1.37,129.11,-1.02,68.69,8.50,67.62,5.81,64.46,9.33,77.94,7.68,90.76,8.98,56.33,4.78,47.50,13.88,45.72,13.00,58.40,18.05,62.13,10.26
1991M01,70.94,4.99,71.88,3.10,88.16,3.15,59.16,3.10,68.04,4.94,97.34,3.81,128.59,-1.41,69.00,7.63,68.61,6.70,65.54,10.67,78.15,6.51,89.53,7.40,56.25,4.24,47.95,14.88,46.03,13.77,59.43,19.60,64.37,2.96
1991M02,71.36,5.77,72.08,3.85,87.30,3.12,60.01,4.58,68.35,5.32,92.52,1.82,129.81,-0.12,69.67,8.39,68.82,6.75,65.54,9.53,78.71,7.07,90.73,8.17,56.25,4.24,48.03,12.61,46.10,12.38,59.59,13.38,69.15,17.12
1991M03,71.01,4.46,71.48,1.94,87.17,3.26,59.44,2.01,68.67,5.63,91.21,1.34,130.01,0.41,69.62,7.92,68.81,6.12,65.54,7.62,79.12,7.05,90.34,7.66,56.25,4.24,48.24,12.89,46.33,12.78,59.69,13.09,65.37,10.72
1991M04,71.47,4.11,72.18,1.52,87.62,3.34,60.21,1.62,69.18,5.96,92.27,1.55,129.38,0.11,69.81,7.71,68.85,4.78,65.54,6.76,79.49,7.01,90.60,7.97,56.27,4.18,48.24,12.68,46.33,12.70,59.71,12.28,65.49,10.51
1991M05,71.72,3.40,72.28,0.49,87.92,3.31,60.31,0.38,69.66,6.29,92.52,1.19,129.24,0.01,70.20,7.42,68.83,4.49,65.63,6.42,80.27,6.28,91.27,8.86,56.27,4.07,48.27,12.33,46.33,12.70,59.86,10.36,65.51,10.40
1991M06,71.88,4.02,72.39,1.37,87.97,2.47,60.42,1.53,69.63,4.44,92.94,1.34,128.96,-0.04,70.45,7.69,68.81,4.34,65.69,6.21,80.81,6.85,91.67,9.51,56.27,4.07,48.28,12.36,46.33,12.70,59.96,10.48,65.54,9.58
1991M07,72.38,4.05,73.07,1.33,87.50,2.14,61.34,1.67,69.08,3.65,92.41,1.54,128.88,-0.21,70.73,7.85,69.51,5.19,66.19,6.52,81.07,6.92,91.93,9.61,56.29,4.01,48.37,12.28,46.33,12.51,60.42,10.74,66.04,9.79
1991M08,72.55,2.59,73.24,-0.73,87.08,1.86,61.77,-0.72,69.02,3.46,90.95,1.02,128.83,-0.49,70.87,7.27,69.71,4.17,66.19,5.99,81.35,6.60,91.68,9.27,56.29,3.57,48.48,10.89,46.44,11.31,60.59,8.64,65.91,9.41
1991M09,72.65,-0.71,72.75,-5.47,86.98,0.16,61.21,-6.59,68.95,0.88,90.82,-0.55,128.71,-0.47,71.68,6.04,69.71,3.49,66.26,5.22,81.89,6.52,92.22,8.33,56.38,0.32,50.82,7.33,49.30,7.74,60.60,6.07,66.16,9.23
1991M10,73.37,2.49,73.58,-0.03,86.93,0.14,61.97,0.45,68.14,0.99,92.43,-0.99,128.64,-0.38,72.27,5.86,69.60,3.05,66.46,4.98,82.25,6.39,92.35,3.14,60.74,7.83,50.91,7.29,49.38,7.89,60.74,5.20,66.52,8.36
1991M11,73.59,4.81,73.88,4.17,87.55,0.33,61.89,5.74,67.81,1.01,95.69,-0.22,128.33,-0.47,72.37,5.62,69.77,3.18,66.67,3.62,82.43,6.01,92.41,2.64,60.75,7.85,50.90,7.14,49.36,7.94,60.77,4.18,66.52,8.09
1991M12,72.88,3.88,72.56,2.60,87.63,0.19,60.25,3.42,67.88,0.94,96.01,-0.29,128.12,-0.77,72.39,5.39,69.74,3.14,66.95,3.86,82.76,6.18,91.31,0.61,60.78,7.90,50.87,7.09,49.36,7.96,60.60,3.77,66.52,7.07
1992M01,73.61,3.76,73.68,2.50,87.73,-0.49,61.69,4.28,68.26,0.32,95.78,-1.60,127.79,-0.62,72.66,5.30,70.07,2.13,68.10,3.91,82.98,6.18,92.20,2.98,61.08,8.59,51.04,6.44,49.53,7.60,60.82,2.34,66.21,2.86
1992M02,74.26,4.06,74.38,3.19,87.00,-0.34,63.13,5.20,68.78,0.63,91.88,-0.69,127.85,-1.51,73.23,5.11,70.44,2.35,68.20,4.06,83.14,5.63,92.56,2.02,61.08,8.59,51.49,7.20,49.96,8.37,61.33,2.92,71.68,3.66
1992M03,74.35,4.70,74.58,4.34,86.89,-0.32,63.44,6.73,68.80,0.19,91.61,0.44,127.60,-1.85,73.20,5.14,71.09,3.31,68.56,4.61,83.37,5.37,92.45,2.34,61.08,8.59,51.54,6.84,49.94,7.79,61.72,3.40,68.05,4.10
1992M04,75.56,5.72,76.63,6.17,88.04,0.48,65.51,8.80,69.49,0.45,94.85,2.80,127.09,-1.77,73.45,5.21,71.36,3.65,68.58,4.64,83.82,5.45,92.48,2.08,61.12,8.62,51.63,7.03,50.07,8.07,61.68,3.30,68.21,4.15
1992M05,75.82,5.72,77.05,6.60,88.67,0.85,65.98,9.40,70.49,1.19,95.19,2.89,127.00,-1.73,73.52,4.73,71.41,3.75,68.81,4.85,83.99,4.63,92.21,1.03,61.12,8.62,51.70,7.11,50.07,8.07,62.03,3.63,68.24,4.17
1992M06,75.61,5.19,76.53,5.72,89.22,1.42,65.22,7.94,71.07,2.07,96.14,3.44,126.83,-1.65,73.67,4.57,71.43,3.81,69.41,5.66,84.34,4.37,92.07,0.44,61.13,8.64,51.71,7.10,50.07,8.07,62.08,3.54,68.32,4.24
1992M07,75.06,3.70,75.34,3.11,88.11,0.70,64.07,4.45,70.07,1.43,94.38,2.13,126.44,-1.89,73.87,4.44,71.33,2.62,69.41,4.86,84.63,4.39,92.10,0.18,61.17,8.67,51.75,6.99,50.07,8.07,62.33,3.16,69.60,5.39
1992M08,74.72,2.99,74.53,1.76,87.20,0.14,63.41,2.66,69.43,0.59,92.38,1.57,126.29,-1.97,74.04,4.47,71.66,2.80,69.47,4.96,84.86,4.31,91.73,0.05,61.33,8.95,52.00,7.26,50.26,8.23,62.83,3.70,69.69,5.74
1992M09,77.13,6.17,78.12,7.38,87.22,0.28,67.73,10.65,69.27,0.46,92.78,2.16,126.33,-1.85,75.10,4.77,71.76,2.94,69.51,4.90,85.26,4.12,91.82,-0.43,61.66,9.37,55.81,9.82,54.93,11.42,62.82,3.66,69.69,5.34
1992M10,77.10,5.08,78.00,6.01,87.28,0.40,67.15,8.36,68.00,-0.21,95.67,3.51,126.35,-1.78,75.18,4.03,71.77,3.12,69.53,4.62,85.31,3.72,92.01,-0.37,62.17,2.35,55.81,9.62,54.93,11.24,62.89,3.54,69.50,4.48
1992M11,75.87,3.10,75.60,2.33,87.63,0.09,64.02,3.44,68.03,0.32,96.85,1.21,126.45,-1.46,75.27,4.01,71.78,2.88,71.68,7.51,85.44,3.65,92.13,-0.30,62.17,2.34,55.82,9.67,54.93,11.28,62.94,3.57,69.73,4.83
1992M12,75.37,3.42,74.60,2.81,87.26,-0.42,63.01,4.58,68.03,0.22,95.69,-0.33,126.13,-1.55,75.37,4.12,71.94,3.15,71.68,7.06,85.52,3.33,92.21,0.99,62.17,2.29,55.89,9.87,55.03,11.49,62.90,3.80,70.17,5.49
1993M01,76.30,3.65,74.92,1.68,86.44,-1.47,64.05,3.83,68.57,0.45,91.74,-4.22,125.68,-1.65,76.98,5.95,72.13,2.94,72.15,5.95,86.21,3.89,94.21,2.18,62.17,1.78,56.18,10.07,55.23,11.51,63.59,4.55,87.92,32.79
1993M02,76.53,3.06,76.10,2.31,86.29,-0.82,65.83,4.28,69.35,0.83,89.23,-2.88,126.08,-1.38,76.13,3.96,72.33,2.68,72.79,6.73,86.23,3.72,93.82,1.36,62.18,1.80,56.38,9.50,55.38,10.85,64.07,4.47,72.71,1.44
1993M03,76.77,3.25,76.36,2.39,86.21,-0.78,66.30,4.51,69.67,1.26,87.89,-4.06,126.57,-0.81,76.36,4.32,72.86,2.49,73.57,7.31,86.64,3.92,93.93,1.60,62.05,1.59,56.41,9.45,55.39,10.91,64.16,3.95,72.54,6.60
1993M04,77.65,2.77,77.78,1.50,88.63,0.67,66.78,1.94,70.13,0.92,95.87,1.08,126.91,-0.14,76.61,4.30,73.16,2.52,73.82,7.64,87.05,3.85,94.05,1.70,62.08,1.57,56.49,9.41,55.40,10.65,64.55,4.65,72.70,6.58
1993M05,77.39,2.07,77.15,0.13,89.06,0.44,66.02,0.06,70.94,0.64,95.38,0.20,127.44,0.35,76.74,4.38,73.15,2.44,74.04,7.60,87.31,3.95,94.25,2.21,62.09,1.59,56.49,9.26,55.39,10.63,64.60,4.14,72.68,6.51
1993M06,78.89,4.34,79.85,4.34,89.97,0.84,69.08,5.92,71.82,1.06,96.92,0.81,127.53,0.55,76.87,4.34,73.19,2.46,74.35,7.12,87.54,3.79,94.59,2.74,62.09,1.57,56.46,9.19,55.39,10.63,64.45,3.82,72.92,6.73
1993M07,77.53,3.29,77.11,2.35,88.93,0.93,66.02,3.04,70.85,1.11,94.68,0.32,127.99,1.23,77.10,4.37,73.28,2.73,74.90,7.91,87.96,3.93,94.49,2.60,62.23,1.73,56.54,9.26,55.41,10.67,64.84,4.03,73.24,5.23
1993M08,77.20,3.32,76.10,2.11,86.97,-0.26,65.60,3.45,69.84,0.59,89.11,-3.54,128.36,1.64,77.56,4.75,73.42,2.46,75.25,8.32,88.60,4.41,94.52,3.04,62.79,2.38,56.91,9.44,55.58,10.58,66.11,5.22,73.91,6.06
1993M09,77.70,0.74,75.85,-2.91,86.52,-0.80,65.44,-3.38,69.51,0.35,87.98,-5.17,128.60,1.80,78.91,5.07,73.61,2.58,75.65,8.83,89.37,4.82,94.64,3.07,62.78,1.82,61.41,10.03,61.05,11.14,66.33,5.59,74.06,6.27
1993M10,78.04,1.22,76.28,-2.21,86.97,-0.36,65.29,-2.77,68.22,0.32,92.15,-3.68,128.99,2.09,79.14,5.27,73.57,2.51,76.11,9.46,89.68,5.12,95.10,3.36,62.87,1.13,61.57,10.32,61.05,11.14,67.24,6.92,74.26,6.85
1993M11,78.21,3.08,76.50,1.19,87.54,-0.10,65.09,1.67,67.81,-0.32,94.92,-1.99,129.34,2.29,79.26,5.30,73.62,2.56,76.11,6.18,89.99,5.33,94.74,2.83,62.87,1.13,61.61,10.37,61.06,11.16,67.46,7.18,74.39,6.68
1993M12,78.86,4.63,77.62,4.05,87.18,-0.09,66.64,5.76,67.72,-0.46,93.74,-2.04,129.39,2.58,79.36,5.29,73.64,2.36,76.11,6.18,90.20,5.47,94.96,2.98,62.88,1.14,61.57,10.16,61.06,10.96,67.22,6.87,74.39,6.01
1994M01,78.52,2.91,76.80,2.51,86.84,0.46,65.98,3.01,68.17,-0.58,91.61,-0.14,129.21,2.81,79.56,3.35,73.71,2.19,76.11,5.49,90.54,5.02,94.86,0.69,63.27,1.77,61.64,9.72,61.10,10.63,67.39,5.98,74.64,-15.10
1994M02,79.54,3.93,77.19,1.43,86.24,-0.06,66.90,1.63,68.48,-1.25,88.59,-0.72,129.28,2.54,81.30,6.79,73.77,1.99,76.54,5.15,91.46,6.07,95.86,2.17,63.28,1.77,61.81,9.63,61.12,10.36,68.32,6.63,95.47,31.30
1994M03,79.32,3.32,77.68,1.73,86.28,0.08,67.55,1.89,68.71,-1.38,88.16,0.31,129.41,2.24,80.28,5.13,74.28,1.95,76.50,3.98,91.41,5.51,95.43,1.60,63.69,2.64,61.97,9.86,61.13,10.36,69.14,7.76,76.78,5.85
1994M04,80.04,3.08,78.82,1.34,88.18,-0.51,68.18,2.10,69.71,-0.60,93.14,-2.85,129.54,2.07,80.50,5.08,74.38,1.67,77.14,4.50,91.60,5.23,96.02,2.09,63.84,2.84,62.06,9.86,61.32,10.69,68.80,6.58,77.36,6.41
1994M05,80.78,4.38,80.12,3.85,89.58,0.58,69.33,5.01,70.86,-0.11,95.89,0.53,129.74,1.80,80.59,5.02,74.46,1.79,78.65,6.23,91.69,5.02,96.32,2.20,63.84,2.82,62.04,9.82,61.34,10.74,68.61,6.21,77.65,6.84
1994M06,80.58,2.14,79.61,-0.30,90.29,0.36,68.42,-0.96,71.25,-0.79,97.54,0.64,130.02,1.95,80.74,5.03,74.69,2.05,78.88,6.09,91.87,4.95,96.51,2.03,63.97,3.03,62.00,9.81,61.34,10.74,68.35,6.05,78.10,7.10
1994M07,80.74,4.14,79.56,3.18,89.04,0.12,68.82,4.24,70.43,-0.59,94.53,-0.16,130.05,1.61,81.13,5.23,75.20,2.62,79.39,5.99,92.52,5.18,96.51,2.14,63.99,2.83,62.24,10.08,61.37,10.76,69.60,7.34,78.02,6.53
1994M08,82.65,7.06,82.96,9.01,87.53,0.64,73.72,12.38,70.04,0.29,89.61,0.56,130.05,1.32,81.35,4.89,75.42,2.72,79.61,5.79,92.87,4.82,96.52,2.12,64.11,2.10,62.39,9.63,61.49,10.63,69.89,5.72,78.12,5.70
1994M09,82.90,6.69,82.74,9.08,86.99,0.54,73.69,12.61,69.82,0.45,87.96,-0.02,130.12,1.18,82.15,4.11,75.76,2.92,80.09,5.87,93.32,4.42,96.62,2.09,64.36,2.52,64.39,4.85,63.85,4.59,70.30,5.99,79.58,7.45
1994M10,82.00,5.07,80.99,6.17,87.20,0.26,71.01,8.76,68.54,0.47,91.46,-0.75,130.21,0.95,82.22,3.89,75.82,3.06,80.09,5.23,93.54,4.30,96.78,1.77,64.36,2.37,64.42,4.63,63.85,4.59,70.50,4.85,78.75,6.05
1994M11,81.25,3.89,79.50,3.92,87.91,0.42,68.78,5.67,68.55,1.09,94.28,-0.67,130.00,0.51,82.32,3.86,75.77,2.92,80.21,5.39,93.79,4.22,96.73,2.10,64.36,2.37,64.43,4.58,63.86,4.59,70.52,4.54,78.90,6.06
1994M12,80.95,2.65,78.81,1.53,87.92,0.85,68.07,2.15,68.98,1.86,93.48,-0.28,129.92,0.41,82.45,3.89,75.85,3.00,80.47,5.73,94.01,4.22,96.83,1.97,64.36,2.35,64.50,4.76,63.85,4.57,70.91,5.49,79.05,6.26
1995M01,82.63,5.23,80.70,5.08,87.73,1.02,70.69,7.14,69.58,2.07,91.38,-0.25,130.04,0.64,83.91,5.47,76.15,3.31,80.21,5.39,94.94,4.86,96.80,2.05,64.40,1.79,64.44,4.54,63.87,4.53,70.47,4.57,96.87,29.78
1995M02,82.27,3.43,80.90,4.81,87.78,1.79,71.14,6.34,70.32,2.69,89.27,0.77,131.04,1.36,82.90,1.97,76.44,3.62,80.59,5.29,94.56,3.39,97.16,1.36,64.43,1.82,64.48,4.32,63.88,4.52,70.70,3.48,80.92,-15.24
1995M03,82.38,3.86,80.82,4.04,87.87,1.84,71.11,5.27,70.68,2.87,88.72,0.64,131.18,1.37,83.24,3.69,77.04,3.72,80.86,5.70,95.00,3.93,97.06,1.71,64.84,1.81,64.67,4.36,63.97,4.65,71.36,3.21,81.06,5.57
1995M04,83.59,4.44,82.89,5.16,91.32,3.56,71.92,5.49,71.49,2.55,99.59,6.93,131.90,1.82,83.44,3.65,77.45,4.13,80.86,4.82,95.26,4.00,97.23,1.26,64.84,1.57,64.69,4.24,63.98,4.34,71.44,3.84,81.46,5.30
1995M05,83.44,3.29,82.47,2.93,91.99,2.69,71.29,2.83,72.34,2.09,99.72,3.99,132.76,2.33,83.58,3.71,77.74,4.41,81.10,3.12,95.49,4.14,97.05,0.76,64.84,1.57,64.76,4.38,63.99,4.32,71.81,4.66,81.60,5.09
1995M06,84.34,4.67,83.82,5.29,93.14,3.16,72.62,6.14,73.36,2.96,101.05,3.60,133.95,3.02,83.99,4.03,78.12,4.59,81.32,3.09,95.87,4.35,97.09,0.60,64.93,1.50,64.84,4.58,63.99,4.32,72.26,5.72,84.43,8.10
1995M07,83.85,3.85,82.74,4.00,91.29,2.53,72.01,4.64,72.29,2.64,96.54,2.13,133.65,2.77,84.16,3.73,78.35,4.19,81.34,2.46,96.22,4.00,97.79,1.33,64.93,1.47,65.02,4.47,63.99,4.27,73.28,5.29,82.58,5.84
1995M08,84.06,1.71,83.02,0.07,89.96,2.78,72.96,-1.03,71.81,2.53,92.45,3.17,133.72,2.82,84.29,3.61,78.45,4.02,82.22,3.28,96.36,3.76,97.94,1.47,64.93,1.28,65.23,4.55,64.18,4.37,73.59,5.29,82.59,5.72
1995M09,84.56,2.00,82.98,0.29,89.83,3.26,72.95,-1.00,71.68,2.66,92.20,4.82,133.73,2.77,85.42,3.98,78.78,3.99,82.49,3.00,96.79,3.72,97.50,0.91,64.93,0.89,68.79,6.83,68.52,7.31,73.69,4.82,85.48,7.41
1995M10,84.35,2.87,82.54,1.91,90.07,3.29,71.84,1.17,70.36,2.66,95.99,4.95,133.69,2.67,85.47,3.95,78.82,3.96,82.01,2.40,96.89,3.58,98.69,1.97,64.93,0.89,68.95,7.03,68.69,7.58,73.79,4.67,83.12,5.55
1995M11,84.69,4.23,82.94,4.33,91.10,3.63,71.77,4.35,70.44,2.76,99.59,5.63,133.88,2.98,85.73,4.14,78.91,4.14,82.84,3.28,97.19,3.63,98.98,2.33,64.93,0.89,69.32,7.59,69.14,8.27,73.80,4.65,83.35,5.64
1995M12,84.65,4.57,82.86,5.14,91.09,3.61,71.70,5.33,70.53,2.25,99.40,6.33,133.82,3.00,85.73,3.98,78.35,3.30,83.34,3.57,97.31,3.51,99.01,2.25,64.93,0.89,69.31,7.46,69.14,8.29,73.78,4.05,83.62,5.78
1996M01,84.52,2.29,82.35,2.04,91.09,3.83,71.50,1.15,71.81,3.20,96.73,5.85,133.71,2.82,86.04,2.54,79.23,4.04,83.34,3.90,97.75,2.96,99.06,2.33,64.93,0.82,69.34,7.60,69.15,8.27,73.91,4.88,83.67,-13.63
1996M02,85.36,3.76,82.47,1.94,90.28,2.85,72.21,1.50,72.14,2.59,93.04,4.22,133.61,1.96,87.70,5.79,79.40,3.87,83.84,4.03,98.49,4.16,99.48,2.39,65.79,2.11,69.46,7.72,69.25,8.41,74.10,4.81,103.74,28.20
1996M03,84.86,3.01,82.63,2.24,90.35,2.82,72.43,1.86,72.34,2.35,92.77,4.56,133.72,1.94,86.44,3.84,80.19,4.09,84.20,4.13,98.04,3.20,99.35,2.36,65.79,1.47,69.52,7.50,69.26,8.27,74.39,4.25,83.66,3.21
1996M04,85.95,2.82,84.61,2.08,92.58,1.38,73.65,2.41,72.59,1.54,100.87,1.29,133.55,1.25,86.51,3.68,80.47,3.90,84.11,4.02,98.08,2.96,99.48,2.31,65.79,1.47,69.53,7.48,69.27,8.27,74.45,4.21,83.78,2.85
1996M05,85.84,2.88,84.33,2.26,93.46,1.60,72.99,2.38,73.15,1.12,103.03,3.32,133.50,0.56,86.55,3.55,80.45,3.49,86.29,6.40,98.12,2.75,99.62,2.65,65.79,1.47,69.54,7.38,69.27,8.25,74.48,3.72,83.82,2.72
1996M06,86.35,2.38,85.10,1.53,94.16,1.10,73.88,1.74,74.25,1.21,103.24,2.17,133.66,-0.22,86.81,3.36,80.55,3.11,86.17,5.96,98.30,2.53,99.64,2.63,65.79,1.32,69.77,7.60,69.47,8.56,74.87,3.61,85.84,1.67
1996M07,85.06,1.44,82.63,-0.13,92.51,1.34,71.48,-0.74,73.25,1.33,99.24,2.80,133.47,-0.13,86.87,3.22,80.86,3.20,85.95,5.67,98.59,2.46,99.93,2.19,66.01,1.66,69.78,7.32,69.47,8.56,74.92,2.24,83.40,0.99
1996M08,88.30,5.04,88.60,6.72,91.36,1.56,79.37,8.79,73.02,1.69,95.47,3.27,133.31,-0.31,86.97,3.18,81.12,3.40,86.10,4.72,98.70,2.43,99.77,1.87,66.01,1.66,70.12,7.50,69.86,8.85,75.02,1.94,82.69,0.12
1996M09,87.81,3.84,86.70,4.48,90.92,1.21,77.26,5.91,72.88,1.67,94.20,2.17,133.19,-0.40,88.10,3.14,81.43,3.36,86.12,4.40,98.90,2.18,99.64,2.19,66.01,1.66,73.37,6.66,73.81,7.72,75.19,2.04,87.82,2.74
1996M10,87.46,3.69,86.15,4.37,91.58,1.68,75.76,5.46,71.49,1.61,99.85,4.02,132.91,-0.58,87.94,2.89,81.39,3.26,86.36,5.30,98.84,2.01,99.39,0.71,66.21,1.97,73.49,6.58,73.86,7.53,75.63,2.49,85.22,2.53
1996M11,87.40,3.20,85.99,3.68,92.44,1.47,75.07,4.60,71.51,1.52,103.08,3.50,132.91,-0.72,88.01,2.66,81.55,3.35,86.58,4.51,98.89,1.75,99.48,0.51,66.21,1.97,73.54,6.09,73.86,6.83,75.91,2.86,85.24,2.27
1996M12,86.79,2.53,84.82,2.37,91.95,0.94,73.93,3.11,71.53,1.42,101.40,2.01,132.61,-0.90,88.05,2.71,81.65,4.21,86.68,4.01,98.82,1.55,99.61,0.61,66.25,2.03,73.52,6.07,73.86,6.83,75.83,2.78,86.00,2.85
