期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%)
2012M07,"119,280",31.99,"73,970",24.25,"32,072",34.63,"10,526",50.07,"2,712",--,"58,962",39.00,"36,334",26.74,"15,957",53.51,"5,312",58.28,"1,359",--,"60,318",25.79,"37,636",21.94,"16,115",20.01,"5,214",42.54,"1,353",--
2012M08,"68,161",-19.40,"52,437",-14.18,"9,898",-34.46,"2,498",-52.05,"3,328",5.65,"33,975",-19.12,"25,312",-16.43,"5,573",-24.78,"1,418",-48.04,"1,672",5.89,"34,186",-19.67,"27,125",-11.97,"4,325",-43.78,"1,080",-56.47,"1,656",5.41
2012M09,"70,536",16.57,"55,877",10.27,"8,145",63.52,"6,514",34.17,0,--,"34,398",20.37,"27,311",12.64,"3,801",91.39,"3,286",40.07,0,--,"36,138",13.17,"28,566",8.09,"4,344",45.04,"3,228",28.66,0,--
2012M10,"74,574",11.11,"54,359",3.68,"10,170",-4.14,"10,045",146.08,0,--,"37,237",11.63,"27,047",0.59,"4,866",3.22,"5,324",203.19,0,--,"37,337",10.60,"27,312",6.94,"5,304",-10.03,"4,721",102.97,0,--
2012M11,"21,755",-23.77,"12,607",-19.75,"3,742",-54.08,"3,900",146.06,"1,506",-51.36,"10,802",-22.56,"6,462",-15.75,"1,471",-64.18,"2,115",239.49,754,-51.32,"10,953",-24.93,"6,145",-23.56,"2,271",-43.81,"1,785",85.55,752,-51.39
2012M12,"15,164",12.41,"9,816",4.72,"1,815",-27.66,"2,615",62.73,918,--,"6,653",12.95,"4,248",5.83,670,-37.62,"1,276",59.10,459,--,"8,511",11.99,"5,568",3.88,"1,145",-20.21,"1,339",66.34,459,--
2013M01,"29,282",58.19,"14,052",1.98,"7,186",139.37,"5,128",196.42,"2,916",--,"13,706",78.07,"6,281",5.90,"3,596",221.36,"2,376",267.23,"1,453",--,"15,576",44.04,"7,771",-0.98,"3,590",90.65,"2,752",154.11,"1,463",--
2013M02,"31,422",-27.08,"19,318",-13.34,"5,995",-37.88,"6,109",-45.21,0,--,"15,526",-26.80,"9,184",-15.51,"2,877",-40.03,"3,465",-37.48,0,--,"15,896",-27.36,"10,134",-11.28,"3,118",-35.75,"2,644",-52.84,0,--
2013M03,"35,755",40.47,"18,201",7.08,"5,406",-4.96,"9,885",257.12,"2,263",--,"18,364",45.71,"9,197",9.50,"2,078",-16.38,"5,956",246.48,"1,133",--,"17,391",35.34,"9,004",4.72,"3,328",3.90,"3,929",274.55,"1,130",--
2013M04,"86,950",42.55,"45,803",22.00,"19,538",3.95,"18,042",287.58,"3,567",--,"42,117",44.84,"21,107",20.34,"9,340",1.97,"9,883",315.43,"1,787",--,"44,833",40.47,"24,696",23.46,"10,198",5.83,"8,159",258.48,"1,780",--
2013M05,"100,581",44.45,"62,095",13.07,"11,509",17.30,"23,259",490.48,"3,718",285.28,"50,870",47.29,"30,828",13.07,"6,084",24.83,"12,096",533.63,"1,862",280.00,"49,711",41.65,"31,267",13.07,"5,425",9.86,"11,163",449.90,"1,856",290.74
2013M06,"66,958",-13.76,"46,336",-18.02,"11,067",-15.03,"9,555",180.95,0,--,"32,821",-11.75,"22,374",-16.84,"5,372",-10.06,"5,075",158.40,0,--,"34,137",-15.60,"23,962",-19.08,"5,695",-19.24,"4,480",211.76,0,--
2013M07,"99,844",-16.29,"65,595",-11.32,"17,976",-43.95,"16,003",52.03,270,--,"51,282",-13.03,"33,653",-7.38,"9,448",-40.79,"8,046",51.47,135,--,"48,562",-19.49,"31,942",-15.13,"8,528",-47.08,"7,957",52.61,135,--
2013M08,"70,794",3.86,"50,338",-4.00,"11,550",16.69,"8,906",256.53,0,-100.00,"32,559",-4.17,"22,444",-11.33,"5,377",-3.52,"4,738",234.13,0,-100.00,"38,235",11.84,"27,894",2.84,"6,173",42.73,"4,168",285.93,0,-100.00
2013M09,"64,181",-9.01,"47,422",-15.13,"9,093",11.64,"7,666",17.68,0,--,"32,878",-4.42,"23,951",-12.30,"4,470",17.60,"4,457",35.64,0,--,"31,303",-13.38,"23,471",-17.84,"4,623",6.42,"3,209",-0.59,0,--
2013M10,"69,455",-6.86,"39,463",-27.40,"13,856",36.24,"15,240",51.72,896,--,"34,872",-6.35,"19,615",-27.48,"7,055",44.99,"7,678",44.21,524,--,"34,583",-7.38,"19,848",-27.33,"6,801",28.22,"7,562",60.18,372,--
2013M11,"26,085",19.90,"11,995",-4.85,"3,192",--,"10,898",--,0,--,"13,233",22.51,"5,790",-10.40,"1,377",-6.39,"6,066",--,0,--,"12,852",17.34,"6,205",0.98,"1,815",-20.08,"4,832",170.70,0,-100.00
2013M12,"17,826",17.55,"7,227",-26.38,"3,006",--,"7,593",--,0,--,"7,671",15.30,"2,925",-31.14,"1,286",91.94,"3,460",--,0,--,"10,155",19.32,"4,302",-22.74,"1,720",50.22,"4,133",208.66,0,-100.00
2014M01,"25,658",-12.38,"10,355",-26.31,"4,636",--,"10,667",--,0,--,"11,577",-15.53,"4,659",-25.82,"2,170",-39.66,"4,748",--,0,--,"14,081",-9.60,"5,696",-26.70,"2,466",-31.31,"5,919",115.08,0,-100.00
2014M02,"31,425",0.01,"13,015",-32.63,"6,843",14.15,"11,567",89.34,0,--,"15,264",-1.69,"6,198",-32.51,"3,265",13.49,"5,801",67.42,0,--,"16,161",1.67,"6,817",-32.73,"3,578",14.75,"5,766",118.08,0,--
2014M03,"40,294",12.69,"19,171",5.33,...,--,...,--,...,--,"21,583",17.53,"10,029",9.05,"5,192",149.86,...,--,...,--,"18,711",7.59,"9,142",1.53,"5,830",75.18,"3,739",-4.84,0,-100.00
2014M04,"100,344",15.40,"59,758",30.47,...,--,...,--,...,--,"50,061",18.86,"29,101",37.87,"5,994",-35.82,...,--,...,--,"50,283",12.16,"30,657",24.14,"6,456",-36.69,"11,547",41.52,"1,623",-8.82
2014M05,"112,452",11.80,"79,432",27.92,...,--,...,--,...,--,"57,165",12.37,"40,346",30.87,"5,870",-3.52,...,--,...,--,"55,287",11.22,"39,086",25.01,"6,802",25.38,"9,399",-15.80,0,-100.00
2014M06,"99,184",48.13,"70,029",51.13,...,--,...,--,...,--,"46,738",42.40,"33,107",47.97,"6,323",17.70,...,--,...,--,"52,446",53.63,"36,922",54.09,"7,403",29.99,"8,121",81.27,0,--
2014M07,"115,025",15.20,"70,537",7.53,...,--,...,--,...,--,"58,035",13.17,"35,920",6.74,"8,573",-9.26,...,--,...,--,"56,990",17.36,"34,617",8.37,"9,599",12.56,"10,105",27.00,"2,669","1,877.04"
