期間,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上
1988M11,61.27,55.55,70.83,53.20,63.51,72.39,63.53,75.16,75.57,85.24,62.07,72.65,77.55,68.95,47.36,40.11,51.95,42.05,55.02,65.43,54.69,1.48,0.56,1.76,1.96,2.33,2.18,1.68,1.60,0.79,2.18,1.74,2.18,2.00,1.68,1.30,0.24,0.85,2.37,2.52,2.46,1.68
1988M12,60.67,53.48,70.80,54.02,64.07,72.30,64.02,75.24,74.68,85.96,62.79,73.92,77.56,68.78,46.03,37.33,51.37,42.40,54.93,64.88,55.86,1.41,0.61,1.49,1.86,2.28,1.90,1.51,1.48,0.82,1.70,1.97,2.07,1.84,1.33,1.31,0.29,1.03,1.67,2.53,1.99,1.91
1989M01,60.63,53.16,70.50,53.41,65.05,72.20,64.81,75.43,74.88,85.13,62.65,74.72,77.92,68.89,45.79,36.57,51.53,41.39,56.08,64.05,57.68,1.35,0.67,1.45,2.43,2.00,1.31,1.36,1.50,0.90,1.62,2.76,1.88,1.48,1.57,1.10,0.30,1.10,1.78,2.15,1.00,0.94
1989M02,60.31,53.25,69.34,52.21,65.32,72.00,64.08,75.39,75.21,84.35,62.15,74.91,77.72,68.83,45.20,36.41,49.68,39.83,56.13,64.15,56.13,1.88,0.87,2.58,2.82,2.71,2.09,1.21,1.97,1.12,2.80,3.02,2.41,2.06,1.12,1.73,0.46,2.11,2.43,3.11,2.14,1.39
1989M03,60.28,53.41,69.14,52.04,65.19,71.36,64.90,75.29,75.22,83.75,61.86,75.43,76.33,70.10,45.24,36.51,50.31,39.95,55.31,64.79,56.30,1.46,0.52,1.59,2.51,2.52,1.83,1.13,1.43,0.65,1.74,2.12,2.25,2.13,0.58,1.51,0.30,1.27,3.26,2.87,1.35,2.26
1989M04,59.90,53.58,67.67,51.77,64.30,70.66,64.75,74.80,74.91,82.92,62.00,74.84,75.39,69.91,44.95,37.02,48.72,38.97,54.32,63.75,56.25,1.31,0.60,1.16,2.49,2.09,1.43,1.51,1.39,0.89,1.22,2.10,2.17,1.60,1.17,1.17,0.16,1.01,3.28,1.98,1.13,2.20
1989M05,59.87,54.00,66.77,51.60,64.23,71.05,64.48,74.70,75.35,81.20,61.28,74.92,76.83,70.47,45.00,37.55,48.61,39.59,54.04,62.89,54.42,1.50,0.70,1.61,2.65,2.23,2.15,1.09,1.55,0.87,1.69,2.60,1.91,2.40,1.23,1.43,0.44,1.45,2.74,2.65,1.71,0.79
1989M06,59.77,53.70,65.34,51.79,65.03,70.81,65.99,74.61,75.10,80.08,61.79,75.29,76.96,70.98,44.89,37.18,46.42,39.60,55.28,62.70,57.52,1.68,0.57,1.69,2.08,2.82,3.06,1.84,1.57,0.71,1.62,2.22,2.26,2.97,1.42,1.86,0.36,1.83,1.82,3.54,3.21,2.72
1989M07,60.08,53.10,64.78,53.50,67.23,72.28,65.25,74.66,74.13,79.84,63.17,77.39,77.66,69.32,45.44,36.94,45.81,41.56,57.57,64.94,58.21,1.76,0.46,1.54,2.23,3.05,2.69,3.35,1.55,0.59,1.49,1.94,2.57,2.32,2.19,2.11,0.27,1.67,2.79,3.67,3.29,5.72
1989M08,60.91,53.09,70.23,53.95,67.46,71.03,62.59,75.17,73.45,86.03,63.25,77.28,75.75,67.48,46.61,37.65,50.04,41.92,58.38,64.42,54.17,1.87,0.51,1.69,2.96,2.89,2.90,3.34,1.76,0.74,1.74,2.56,2.23,2.78,2.86,2.06,0.16,1.58,3.74,3.69,3.10,4.37
1989M09,60.05,53.06,70.52,52.12,64.80,69.25,60.68,74.51,74.13,86.17,61.71,74.17,75.37,65.41,45.54,37.07,50.38,39.68,56.03,61.15,52.49,1.72,0.62,1.43,2.57,2.74,2.91,2.45,1.70,0.81,1.57,2.37,2.49,3.07,1.71,1.75,0.32,1.12,2.98,3.05,2.65,4.05
1989M10,59.90,53.42,69.74,52.48,63.43,68.97,62.24,74.49,74.61,85.41,62.09,73.24,75.05,66.82,45.24,37.10,50.26,40.30,54.07,60.99,54.31,1.48,0.51,1.55,2.48,1.89,2.85,2.10,1.55,0.66,1.58,2.45,2.05,2.60,2.00,1.37,0.26,1.48,2.55,1.69,3.24,2.29
1989M11,59.99,53.64,69.37,51.99,63.24,70.62,62.71,74.44,74.51,84.72,61.03,73.79,76.07,67.36,45.47,37.42,50.00,40.75,53.40,63.41,54.73,1.45,0.49,1.43,2.36,2.24,2.32,1.85,1.52,0.60,1.44,2.31,2.28,2.52,2.01,1.33,0.31,1.41,2.46,2.19,2.01,1.52
1989M12,59.76,52.54,69.30,53.27,63.47,71.05,62.94,74.63,73.65,85.00,62.69,74.92,76.25,67.95,44.83,36.29,48.77,41.24,53.22,64.17,54.13,1.36,0.45,1.77,1.94,2.08,2.03,0.94,1.39,0.60,2.02,1.76,1.90,1.98,0.77,1.30,0.22,1.21,2.31,2.30,2.10,1.33
1990M01,59.05,51.70,67.39,51.53,63.85,70.53,62.61,74.05,73.61,83.45,61.06,74.66,75.56,67.89,44.01,35.21,46.91,39.57,53.74,63.86,53.26,1.31,0.51,1.60,2.29,1.75,1.86,1.05,1.34,0.63,1.66,2.11,1.73,1.81,1.08,1.25,0.32,1.45,2.64,1.79,1.95,1.00
1990M02,58.82,51.60,66.93,51.32,63.59,71.01,62.30,74.24,74.17,83.21,61.39,74.86,76.24,67.47,43.37,34.74,46.14,38.71,52.79,64.13,53.48,1.60,0.59,1.81,2.84,2.46,1.85,1.45,1.70,0.79,1.88,2.98,2.50,1.92,1.33,1.43,0.27,1.64,2.57,2.39,1.74,1.72
1990M03,58.89,51.66,67.43,51.54,63.94,69.78,62.15,73.71,73.64,82.94,61.74,74.53,74.58,65.82,44.03,35.27,47.39,38.68,53.92,63.45,55.72,1.51,0.47,1.79,2.06,2.42,2.34,1.25,1.60,0.60,1.94,2.16,2.44,2.43,1.25,1.36,0.28,1.44,1.87,2.39,2.19,1.24
1990M04,58.79,51.97,65.96,51.52,64.46,68.17,62.57,73.30,73.28,81.08,61.74,74.50,73.20,66.25,44.24,35.78,46.61,39.37,54.89,61.21,56.38,1.32,0.57,1.50,1.88,1.90,2.08,1.08,1.39,0.64,1.62,1.93,1.82,2.17,1.46,1.19,0.46,1.25,1.77,2.00,1.92,0.34
1990M05,58.67,51.77,64.07,53.26,64.65,69.27,63.07,73.29,72.94,78.87,62.81,74.89,75.51,67.87,44.03,35.59,45.54,42.07,54.75,60.63,54.98,1.48,0.71,1.56,1.94,2.52,1.66,1.03,1.53,0.71,1.85,1.69,2.70,1.44,1.22,1.39,0.72,0.94,2.36,2.28,2.04,0.64
1990M06,58.83,51.73,64.44,53.26,64.93,69.38,63.79,73.51,72.69,79.91,62.28,75.98,75.23,67.86,44.12,35.69,45.19,42.45,54.16,61.67,57.00,1.67,0.59,1.66,2.26,2.71,2.02,2.70,1.63,0.73,1.84,1.81,2.49,1.82,2.35,1.74,0.37,1.26,3.05,3.02,2.34,3.39
1990M07,59.50,51.77,64.73,53.43,67.47,70.17,64.68,74.37,72.64,80.95,62.65,79.06,76.86,67.85,44.60,35.87,44.37,42.56,56.13,61.10,59.66,1.96,0.61,1.79,2.24,3.15,2.69,3.94,1.96,0.84,2.05,1.90,2.94,2.47,3.42,1.98,0.26,1.21,2.83,3.43,3.07,4.89
1990M08,60.42,52.48,69.09,52.03,67.00,71.54,62.52,74.31,72.18,85.18,60.46,77.07,77.17,65.63,46.52,37.68,48.38,41.82,57.48,63.69,57.62,2.10,0.47,1.94,2.88,3.21,3.23,4.15,2.01,0.60,2.13,2.88,2.75,3.01,3.26,2.24,0.29,1.50,2.88,3.80,3.61,5.75
1990M09,59.68,52.25,70.32,50.58,64.64,69.96,59.29,73.76,72.59,86.57,60.58,74.67,75.18,62.18,45.58,36.90,49.39,38.23,55.24,63.01,54.73,1.98,0.60,1.69,2.71,2.92,3.84,3.01,1.86,0.75,1.78,2.51,2.46,3.61,2.17,2.19,0.37,1.47,3.10,3.50,4.21,4.51
1990M10,59.36,51.70,69.00,51.80,64.08,70.73,60.38,74.22,72.87,86.34,62.25,74.29,77.29,64.01,44.47,35.58,47.47,38.92,54.40,61.94,54.55,1.73,0.59,1.62,2.24,2.82,2.90,1.74,1.64,0.73,1.68,1.85,2.57,2.59,1.55,1.88,0.39,1.50,3.01,3.15,3.41,2.10
1990M11,59.66,52.36,68.98,51.81,63.82,70.87,62.31,74.45,73.02,86.13,61.47,74.62,77.48,66.78,44.86,36.62,47.30,39.75,53.87,61.88,54.91,1.80,0.72,2.04,2.92,2.54,2.46,1.68,1.86,0.90,2.33,2.71,2.54,2.26,1.34,1.69,0.44,1.38,3.32,2.55,2.78,2.37
1990M12,59.20,51.33,69.02,52.32,63.85,69.17,61.80,74.29,72.63,85.63,61.66,75.61,75.51,66.64,44.08,35.30,47.14,40.72,53.15,60.62,53.69,1.52,0.55,1.74,2.31,2.17,2.30,1.36,1.63,0.70,1.90,2.53,2.23,2.33,1.24,1.34,0.32,1.37,1.90,2.09,2.25,1.59
1991M01,58.79,50.20,68.43,52.47,64.02,70.67,61.66,73.96,72.11,84.74,62.17,74.47,76.45,66.41,43.60,33.61,46.75,40.90,54.39,63.02,53.86,1.37,0.48,1.51,2.10,1.97,1.91,1.54,1.46,0.65,1.53,2.27,2.14,1.94,1.41,1.21,0.22,1.47,1.78,1.76,1.86,1.82
1991M02,58.48,50.27,66.68,51.13,64.33,69.86,63.03,74.17,72.90,83.68,61.41,75.38,76.00,68.16,42.76,33.09,44.59,38.83,53.91,62.13,54.50,1.35,0.62,1.30,2.28,1.86,1.85,1.55,1.41,0.85,1.39,2.32,1.90,1.84,1.01,1.26,0.23,1.09,2.19,1.81,1.87,2.66
1991M03,58.51,50.89,66.43,51.75,63.90,68.78,62.16,73.68,73.05,82.34,61.80,75.06,74.42,67.03,43.32,34.27,45.71,39.05,53.50,61.49,54.16,1.39,0.72,1.58,1.65,2.23,1.46,0.93,1.51,0.98,1.81,1.50,2.29,1.71,0.74,1.16,0.31,1.06,1.97,2.15,1.08,1.30
1991M04,58.75,51.61,66.21,51.31,64.26,68.76,62.71,73.33,72.61,82.16,61.31,75.29,73.04,66.47,44.14,35.71,45.71,38.79,54.08,62.94,56.57,1.40,0.70,1.50,1.92,2.14,1.89,0.96,1.50,0.92,1.55,1.95,2.24,1.78,1.12,1.24,0.37,1.38,1.86,2.01,2.08,0.65
1991M05,59.13,52.10,65.76,51.72,64.57,69.70,64.35,73.57,72.89,81.29,61.29,75.16,74.90,68.16,44.66,36.48,45.79,39.79,54.55,62.78,58.05,1.43,0.55,1.69,2.21,1.99,2.04,1.44,1.58,0.73,1.83,2.43,2.00,2.08,1.72,1.19,0.28,1.38,1.78,1.97,1.99,0.90
1991M06,59.14,51.80,65.06,52.42,65.28,69.86,64.28,73.68,72.70,79.97,62.78,76.13,75.06,68.72,44.57,36.22,45.83,39.68,54.88,62.93,57.00,1.37,0.54,1.39,1.71,1.90,2.42,1.81,1.42,0.83,1.42,1.81,1.75,2.36,1.50,1.28,0.10,1.33,1.51,2.10,2.51,2.40
1991M07,59.70,51.70,64.90,53.08,67.31,71.54,64.31,74.13,72.76,80.69,62.56,77.64,76.40,68.21,45.23,35.98,44.90,41.39,57.48,64.93,58.01,1.82,0.58,1.77,2.16,2.59,2.78,3.61,1.64,0.74,1.81,2.16,2.12,2.00,2.51,2.13,0.34,1.68,2.16,3.20,4.04,5.71
1991M08,59.84,51.29,68.51,53.13,66.04,70.51,63.17,74.23,71.49,85.05,62.95,76.37,76.03,67.07,45.40,36.07,47.34,41.21,56.19,62.99,57.07,1.78,0.61,1.63,2.31,2.43,2.98,3.14,1.57,0.66,1.50,2.02,2.21,2.65,1.93,2.12,0.54,1.95,2.85,2.71,3.52,5.35
1991M09,59.29,50.58,69.08,52.68,64.88,69.61,62.12,73.84,71.46,85.33,63.03,75.36,76.11,64.94,44.72,34.84,47.97,40.14,55.08,61.06,57.60,1.79,0.61,1.95,2.31,2.57,2.79,1.97,1.62,0.86,1.98,1.76,2.09,2.13,1.52,2.07,0.24,1.87,3.37,3.17,3.89,2.78
1991M10,59.18,50.33,68.55,53.13,64.31,71.06,62.03,73.93,71.85,84.83,62.94,75.02,77.07,65.34,44.39,34.10,47.36,41.04,54.50,62.98,56.79,1.56,0.45,1.68,2.49,2.25,2.22,1.80,1.47,0.65,1.87,1.94,2.00,1.49,1.65,1.71,0.15,1.24,3.52,2.57,3.41,2.07
1991M11,59.20,50.83,68.09,52.95,64.31,70.77,61.96,73.47,71.30,84.10,62.24,74.84,76.05,65.55,44.90,35.61,47.06,41.39,54.47,63.73,56.25,1.49,0.45,1.55,2.27,2.28,2.29,1.44,1.43,0.61,1.75,1.57,1.91,2.26,1.23,1.59,0.20,1.06,3.58,2.77,2.35,1.83
1991M12,59.31,50.80,67.64,52.96,64.57,70.86,62.50,73.57,71.22,83.39,61.48,75.64,76.52,66.79,45.00,35.79,46.94,42.55,54.18,63.24,55.43,1.39,0.40,1.78,1.95,1.95,2.02,1.36,1.42,0.50,1.87,1.91,1.74,2.30,1.07,1.35,0.24,1.58,2.01,2.22,1.57,1.94
1992M01,59.34,50.63,67.43,52.98,64.89,72.67,61.21,73.82,71.20,83.43,62.34,75.31,78.93,66.24,44.82,35.30,46.39,41.46,55.22,64.28,53.10,1.37,0.54,1.38,1.90,1.95,2.09,1.49,1.39,0.61,1.42,1.86,1.82,2.64,1.07,1.33,0.43,1.28,1.98,2.13,1.16,2.31
1992M02,58.97,50.75,67.37,51.28,64.78,71.19,59.73,73.71,71.56,83.97,61.11,75.49,77.80,64.52,44.17,35.13,45.37,39.38,54.87,62.79,51.85,1.54,0.83,1.82,2.20,2.21,1.53,1.03,1.59,1.09,1.77,2.28,2.21,1.55,0.66,1.46,0.44,1.94,2.06,2.20,1.48,1.77
1992M03,58.97,50.65,66.03,52.18,64.66,70.41,62.24,73.81,71.07,82.86,63.28,75.59,77.28,67.19,44.07,35.26,44.25,39.20,54.51,61.43,54.19,1.38,0.55,1.36,2.09,2.16,1.53,1.41,1.41,0.81,1.40,2.33,2.09,1.27,1.14,1.31,0.17,1.27,1.65,2.25,1.96,1.96
1992M04,58.95,50.64,66.09,52.05,64.77,70.51,62.32,73.94,71.23,82.37,62.82,77.00,77.38,66.86,43.90,35.19,45.51,38.83,53.29,61.37,55.00,1.33,0.42,1.48,1.81,2.13,1.59,1.34,1.43,0.54,1.64,1.77,2.25,1.70,1.37,1.15,0.25,1.11,1.91,1.97,1.42,1.29
1992M05,59.10,50.98,65.90,52.32,64.55,71.18,63.09,73.83,71.43,82.36,61.24,76.72,78.27,66.87,44.32,35.74,45.11,40.94,52.91,62.04,57.04,1.40,0.41,1.41,2.07,2.22,2.04,1.40,1.43,0.51,1.52,2.19,2.16,2.00,1.16,1.35,0.26,1.17,1.86,2.30,2.12,1.87
1992M06,59.13,50.64,65.15,52.19,65.11,71.41,64.11,73.53,70.85,81.20,61.38,76.97,77.33,68.18,44.69,35.63,44.87,40.70,53.98,63.47,57.80,1.54,0.33,1.59,2.03,2.28,2.19,2.59,1.49,0.33,1.75,2.08,2.20,1.81,2.03,1.63,0.34,1.24,1.95,2.40,2.82,3.62
1992M07,59.49,50.41,64.66,52.33,66.65,73.28,64.49,74.03,70.94,80.82,62.65,78.26,78.07,68.80,44.89,35.14,44.16,39.77,55.63,66.80,57.98,1.76,0.34,1.76,2.30,2.52,2.36,3.53,1.64,0.41,1.91,2.17,2.37,1.88,2.50,1.94,0.23,1.41,2.55,2.73,3.12,5.37
1992M08,59.93,50.96,68.12,51.35,66.18,70.78,64.43,74.43,71.11,85.29,62.24,77.24,75.95,67.94,45.38,35.90,45.84,38.38,55.79,63.74,59.12,1.92,0.48,1.45,2.37,2.93,2.86,3.97,1.75,0.63,1.48,2.22,2.49,2.58,2.98,2.21,0.25,1.38,2.64,3.51,3.31,5.69
1992M09,59.60,50.82,68.96,51.14,64.91,71.20,61.76,73.52,70.67,85.59,60.74,74.99,77.30,64.52,45.62,35.90,47.31,39.56,55.63,63.08,57.39,1.72,0.45,1.55,2.62,2.40,2.85,2.51,1.58,0.51,1.60,2.32,2.18,2.17,2.29,1.93,0.36,1.43,3.17,2.68,3.96,2.91
1992M10,59.57,50.79,68.34,51.70,64.83,72.01,60.74,73.55,70.70,84.60,61.53,75.37,78.15,63.57,45.52,35.79,47.02,39.62,55.17,64.07,56.32,1.55,0.50,1.59,1.96,1.98,2.10,3.07,1.45,0.59,1.63,1.76,1.76,1.82,2.47,1.71,0.35,1.49,2.35,2.26,2.54,4.11
1992M11,59.51,50.61,68.94,52.34,64.99,70.98,59.54,73.66,70.51,85.27,61.73,75.90,77.09,63.02,45.27,35.66,47.55,41.01,54.73,62.83,54.36,1.36,0.46,1.42,1.62,1.65,1.93,2.90,1.38,0.60,1.64,1.74,1.68,1.53,2.08,1.34,0.25,0.92,1.41,1.61,2.57,4.32
1992M12,59.47,49.27,68.18,52.62,65.78,72.35,61.97,73.56,69.03,84.17,62.01,76.71,78.45,65.76,45.30,34.71,47.01,41.58,55.52,64.18,55.95,1.27,0.59,1.41,1.63,1.55,1.48,1.87,1.14,0.61,1.36,1.75,1.31,1.04,1.38,1.47,0.56,1.53,1.43,1.86,2.20,2.78
1993M01,59.23,49.36,66.90,52.39,65.79,71.64,61.56,73.33,69.79,83.13,61.57,76.57,76.93,65.61,45.04,34.42,45.68,41.39,55.52,64.57,55.44,1.23,0.40,1.14,1.92,1.52,2.21,1.39,1.22,0.50,1.20,2.10,1.66,1.50,1.11,1.25,0.25,1.00,1.61,1.34,3.34,1.89
1993M02,58.40,49.10,65.10,53.46,64.25,71.19,60.46,73.10,69.85,83.04,63.10,75.07,76.94,65.38,43.62,33.92,42.44,41.42,53.88,63.38,52.96,1.32,0.36,1.49,1.42,1.94,1.94,1.73,1.34,0.41,1.49,1.37,2.14,1.86,1.30,1.30,0.28,1.49,1.50,1.67,2.06,2.54
1993M03,58.52,49.81,65.88,52.06,64.21,70.06,60.27,72.92,69.63,83.14,61.12,74.81,77.30,65.86,44.05,35.05,43.93,40.84,54.26,60.57,51.46,1.34,0.59,1.38,1.83,1.80,1.64,1.80,1.29,0.67,1.17,1.85,1.70,1.67,1.66,1.42,0.48,1.87,1.78,1.92,1.59,2.08
1993M04,58.64,50.18,65.69,51.61,64.33,71.05,59.43,72.74,69.82,81.99,61.25,74.83,78.40,64.18,44.46,35.43,44.99,40.29,54.23,61.91,51.83,1.34,0.59,1.44,1.62,1.81,2.21,1.12,1.32,0.71,1.36,1.52,1.73,2.22,0.88,1.38,0.41,1.62,1.79,1.91,2.18,1.59
1993M05,58.59,50.25,64.18,51.68,64.38,71.27,61.49,72.42,69.40,80.32,60.80,75.41,77.55,65.73,44.68,35.87,43.53,40.43,53.95,63.49,54.82,1.29,0.38,1.50,1.76,1.80,2.11,1.09,1.28,0.54,1.53,1.58,1.59,2.17,0.97,1.30,0.15,1.43,2.09,2.08,2.01,1.33
