期間,總計_原始值,總計_年增率(%),大客車_原始值,大客車_年增率(%),大客車-自用_原始值,大客車-自用_年增率(%),大客車-營業_原始值,大客車-營業_年增率(%),大貨車_原始值,大貨車_年增率(%),大貨車-自用_原始值,大貨車-自用_年增率(%),大貨車-營業_原始值,大貨車-營業_年增率(%),小客車_原始值,小客車_年增率(%),小客車-自用_原始值,小客車-自用_年增率(%),小客車-營業_原始值,小客車-營業_年增率(%),小客車-營業-計程車_原始值,小客車-營業-計程車_年增率(%),小貨車_原始值,小貨車_年增率(%),小貨車-自用_原始值,小貨車-自用_年增率(%),小貨車-營業_原始值,小貨車-營業_年增率(%),特種車_原始值,特種車_年增率(%),機器腳踏車_原始值,機器腳踏車_年增率(%),機器腳踏車-重型_原始值,機器腳踏車-重型_年增率(%),機器腳踏車-輕型_原始值,機器腳踏車-輕型_年增率(%)
2006M08,"19,649,915",3.69,"26,654",0.98,"1,955",-6.95,"24,699",1.66,"163,240",2.46,"87,238",2.64,"76,002",2.25,"5,573,248",4.59,"5,437,256",3.93,"135,992",40.34,"94,527",-2.45,"782,020",4.16,"764,481",3.51,"17,539",43.16,"52,620",-0.01,"13,052,133",3.32,"8,560,419",6.33,"4,491,714",-1.96
2006M09,"19,740,519",3.80,"26,776",1.72,"1,917",-6.99,"24,859",2.46,"163,509",2.55,"87,382",2.69,"76,127",2.38,"5,594,551",4.78,"5,457,973",4.62,"136,578",11.44,"94,337",-2.23,"785,149",4.28,"767,226",3.62,"17,923",43.02,"52,617",-0.28,"13,117,917",3.40,"8,634,416",6.46,"4,483,501",-2.03
2006M10,"19,791,663",3.62,"26,852",1.87,"1,908",-7.02,"24,944",2.62,"163,727",2.50,"87,590",2.75,"76,137",2.21,"5,604,877",4.61,"5,467,865",4.45,"137,012",11.37,"94,294",-2.05,"787,288",4.16,"769,083",3.51,"18,205",42.16,"52,620",-0.14,"13,156,299",3.21,"8,682,321",6.21,"4,473,978",-2.16
2006M11,"19,829,054",3.56,"26,904",1.82,"1,908",-7.02,"24,996",2.56,"163,974",2.39,"87,778",2.65,"76,196",2.10,"5,615,182",4.40,"5,477,535",4.24,"137,647",11.17,"94,125",-1.97,"788,430",3.98,"770,097",3.36,"18,333",39.07,"52,740",0.16,"13,181,824",3.21,"8,718,026",6.20,"4,463,798",-2.17
2006M12,"19,862,807",3.54,"26,967",1.94,"1,883",-7.79,"25,084",2.76,"164,248",2.36,"88,049",2.79,"76,199",1.87,"5,634,362",4.52,"5,495,693",4.43,"138,669",8.20,"94,278",-1.45,"789,222",4.01,"770,659",3.59,"18,563",24.84,"52,743",0.24,"13,195,265",3.14,"8,746,286",6.15,"4,448,979",-2.31
2007M01,"19,912,431",3.34,"27,107",2.20,"1,885",-7.14,"25,222",2.98,"164,368",2.19,"88,140",2.60,"76,228",1.71,"5,663,121",4.02,"5,523,099",3.98,"140,022",5.57,"94,546",-1.41,"791,218",3.75,"772,356",3.36,"18,862",23.08,"52,699",0.26,"13,213,918",3.05,"8,770,790",6.02,"4,443,128",-2.35
2007M02,"19,938,794",3.25,"27,089",2.08,"1,873",-7.46,"25,216",2.87,"164,307",2.03,"88,091",2.37,"76,216",1.63,"5,656,743",3.69,"5,516,834",3.65,"139,909",5.17,"94,314",-1.40,"791,827",3.64,"772,771",3.23,"19,056",23.26,"52,659",0.10,"13,246,169",3.07,"8,812,061",6.10,"4,434,108",-2.47
2007M03,"19,971,953",3.13,"27,069",1.95,"1,843",-8.63,"25,226",2.82,"164,627",1.94,"88,305",2.40,"76,322",1.41,"5,660,472",3.42,"5,519,911",3.37,"140,561",5.26,"94,331",-1.05,"793,979",3.47,"774,510",3.06,"19,469",22.69,"52,665",0.17,"13,273,141",3.01,"8,850,627",6.02,"4,422,514",-2.53
2007M04,"19,996,131",3.03,"27,162",2.47,"1,832",-9.22,"25,330",3.44,"164,796",1.73,"88,453",2.32,"76,343",1.05,"5,662,945",3.16,"5,522,093",3.10,"140,852",5.20,"94,203",-0.96,"796,050",3.22,"776,245",2.80,"19,805",22.73,"52,668",0.11,"13,292,510",2.99,"8,878,655",5.99,"4,413,855",-2.55
2007M05,"20,032,243",2.94,"27,175",2.41,"1,838",-8.19,"25,337",3.28,"165,062",1.68,"88,698",2.27,"76,364",1.01,"5,671,232",2.94,"5,529,699",2.88,"141,533",5.35,"94,212",-0.71,"798,294",3.09,"778,076",2.67,"20,218",22.19,"52,666",-0.02,"13,317,814",2.96,"8,913,032",5.93,"4,404,782",-2.57
2007M06,"20,071,354",2.80,"27,197",2.46,"1,839",-7.40,"25,358",3.25,"165,348",1.58,"89,007",2.33,"76,341",0.72,"5,676,052",2.59,"5,533,869",2.52,"142,183",5.47,"94,040",-0.71,"799,704",2.87,"779,297",2.47,"20,407",20.87,"52,664",0.22,"13,350,389",2.92,"8,955,526",5.85,"4,394,863",-2.58
2007M07,"20,120,824",2.65,"27,326",2.61,"1,825",-7.41,"25,501",3.41,"165,481",1.46,"89,162",2.38,"76,319",0.41,"5,686,467",2.15,"5,543,658",2.08,"142,809",4.99,"93,807",-1.11,"801,221",2.63,"780,634",2.25,"20,587",19.43,"52,716",0.09,"13,387,613",2.88,"9,002,158",5.79,"4,385,455",-2.60
2007M08,"20,155,742",2.57,"27,373",2.70,"1,820",-6.91,"25,553",3.46,"165,727",1.52,"89,268",2.33,"76,459",0.60,"5,683,635",1.98,"5,541,144",1.91,"142,491",4.78,"93,572",-1.01,"801,980",2.55,"781,218",2.19,"20,762",18.38,"52,799",0.34,"13,424,228",2.85,"9,049,314",5.71,"4,374,914",-2.60
2007M09,"20,220,450",2.43,"27,429",2.44,"1,814",-5.37,"25,615",3.04,"165,877",1.45,"89,414",2.33,"76,463",0.44,"5,689,371",1.69,"5,546,826",1.63,"142,545",4.37,"93,306",-1.09,"803,861",2.38,"782,688",2.02,"21,173",18.13,"52,812",0.37,"13,481,100",2.77,"9,115,163",5.57,"4,365,937",-2.62
2007M10,"20,252,522",2.33,"27,452",2.23,"1,813",-4.98,"25,639",2.79,"165,953",1.36,"89,610",2.31,"76,343",0.27,"5,687,845",1.48,"5,545,278",1.42,"142,567",4.05,"93,049",-1.32,"804,317",2.16,"782,968",1.81,"21,349",17.27,"52,696",0.14,"13,514,259",2.72,"9,159,118",5.49,"4,355,141",-2.66
2007M11,"20,286,685",2.31,"27,504",2.23,"1,812",-5.03,"25,692",2.78,"166,036",1.26,"89,844",2.35,"76,192",-0.01,"5,693,346",1.39,"5,550,676",1.34,"142,670",3.65,"92,723",-1.49,"805,164",2.12,"783,656",1.76,"21,508",17.32,"52,567",-0.33,"13,542,068",2.73,"9,198,190",5.51,"4,343,878",-2.69
2007M12,"20,307,197",2.24,"27,522",2.06,"1,812",-3.77,"25,710",2.50,"166,211",1.20,"90,142",2.38,"76,069",-0.17,"5,698,324",1.14,"5,555,507",1.09,"142,817",2.99,"92,418",-1.97,"805,590",2.07,"783,979",1.73,"21,611",16.42,"52,522",-0.42,"13,557,028",2.74,"9,225,155",5.48,"4,331,873",-2.63
2008M01,"20,341,288",2.15,"27,433",1.20,"1,807",-4.14,"25,626",1.60,"166,024",1.01,"90,333",2.49,"75,691",-0.70,"5,708,548",0.80,"5,565,022",0.76,"143,526",2.50,"92,246",-2.43,"806,747",1.96,"784,800",1.61,"21,947",16.36,"52,651",-0.09,"13,579,885",2.77,"9,260,073",5.58,"4,319,812",-2.78
2008M02,"20,368,314",2.15,"27,608",1.92,"1,808",-3.47,"25,800",2.32,"165,985",1.02,"90,383",2.60,"75,602",-0.81,"5,712,766",0.99,"5,568,590",0.94,"144,176",3.05,"92,168",-2.28,"806,811",1.89,"784,793",1.56,"22,018",15.54,"52,613",-0.09,"13,602,531",2.69,"9,291,284",5.44,"4,311,247",-2.77
