期間,日圓_原始值,日圓_年增率(%),日圓_原始值,日圓_年增率(%),港幣_原始值,港幣_年增率(%),港幣_原始值,港幣_年增率(%),新加坡幣_原始值,新加坡幣_年增率(%),新加坡幣_原始值,新加坡幣_年增率(%),泰銖_原始值,泰銖_年增率(%),泰銖_原始值,泰銖_年增率(%),澳幣_原始值,澳幣_年增率(%),澳幣_原始值,澳幣_年增率(%),紐西蘭幣_原始值,紐西蘭幣_年增率(%),紐西蘭幣_原始值,紐西蘭幣_年增率(%),英鎊_原始值,英鎊_年增率(%),英鎊_原始值,英鎊_年增率(%),瑞典克郎_原始值,瑞典克郎_年增率(%),瑞典克郎_原始值,瑞典克郎_年增率(%),加拿大元_原始值,加拿大元_年增率(%),加拿大元_原始值,加拿大元_年增率(%),歐元_原始值,歐元_年增率(%),歐元_原始值,歐元_年增率(%),瑞士法郎_原始值,瑞士法郎_年增率(%),瑞士法郎_原始值,瑞士法郎_年增率(%),南非幣_原始值,南非幣_年增率(%),南非幣_原始值,南非幣_年增率(%)
2006M07,0.2841,-0.5984,0.2881,-0.5901,4.18,-2.39,4.24,-2.36,20.66,-7.41,20.86,-7.33,0.86,-11.51,0.88,-11.24,25.00,-3.28,25.20,-3.25,20.18,7.58,20.38,7.51,60.87,-8.31,61.27,-8.26,4.47,-8.95,4.57,-8.75,28.95,-10.54,29.15,-10.46,41.57,-7.55,41.97,-7.48,26.45,-6.84,26.65,-6.79,...,...,...,...
2006M08,0.2786,4.7739,0.2826,4.7063,4.20,-0.48,4.26,-0.47,20.84,-7.25,21.04,-7.18,0.87,-9.66,0.89,-9.44,25.04,-2.64,25.24,-2.61,21.36,5.24,21.56,5.19,62.56,-6.92,62.96,-6.88,4.52,-6.64,4.62,-6.49,29.63,-7.53,29.83,-7.48,42.09,-5.46,42.49,-5.41,26.73,-3.85,26.93,-3.82,...,...,...,...
2006M09,0.2784,4.4899,0.2824,4.4263,4.22,0.71,4.28,0.70,20.76,-5.92,20.96,-5.87,0.87,-8.26,0.89,-8.07,24.61,2.15,24.81,2.14,21.46,6.43,21.66,6.37,61.65,-5.64,62.05,-5.61,4.47,-5.58,4.58,-5.46,29.59,-4.60,29.79,-4.57,41.74,-4.86,42.14,-4.82,26.34,-2.96,26.54,-2.94,...,...,...,...
2006M10,0.2805,2.6738,0.2845,2.6362,4.25,1.18,4.31,1.16,21.19,-6.89,21.39,-6.83,0.90,-9.18,0.92,-8.98,25.44,-1.42,25.64,-1.40,22.01,6.86,22.21,6.80,62.90,-5.50,63.30,-5.47,4.52,-7.30,4.62,-7.14,29.43,-3.40,29.63,-3.37,42.00,-4.12,42.40,-4.08,26.45,-1.40,26.65,-1.39,...,...,...,...
2006M11,0.2771,0.5052,0.2811,0.4980,4.14,3.62,4.20,3.57,20.91,-5.74,21.11,-5.68,0.89,-9.79,0.91,-9.57,25.37,-2.88,25.57,-2.85,21.94,7.16,22.14,7.09,63.11,-8.94,63.51,-8.88,4.66,-12.02,4.76,-11.76,28.37,0.85,28.57,0.84,42.55,-7.61,42.95,-7.54,26.76,-4.97,26.96,-4.93,...,...,...,...
2006M12,0.2720,2.0221,0.2760,1.9928,4.16,0.96,4.22,0.95,21.16,-7.18,21.36,-7.12,0.89,-11.80,0.93,-13.43,25.70,-6.73,25.90,-6.68,22.90,-2.49,23.10,-2.47,63.84,-11.54,64.24,-11.47,4.70,-13.19,4.80,-12.92,27.98,0.54,28.18,0.53,42.73,-9.34,43.13,-9.25,26.59,-6.32,26.79,-6.27,-,--,-,--
2007M01,0.2694,1.3363,0.2734,1.3168,4.19,-2.39,4.25,-2.35,21.35,-8.15,21.55,-8.07,0.94,-14.11,0.98,-15.57,25.29,-5.30,25.49,-5.26,22.48,-3.96,22.68,-3.92,64.25,-11.74,64.65,-11.66,4.66,-10.52,4.76,-10.29,27.83,-0.40,28.03,-0.39,42.44,-8.48,42.84,-8.40,26.16,-4.17,26.36,-4.14,...,...,...,...
2007M02,0.2729,1.5757,0.2769,1.5529,4.19,-0.95,4.25,-0.94,21.47,-7.45,21.67,-7.38,0.95,-14.34,0.99,-15.78,25.99,-8.08,26.19,-8.02,23.18,-8.20,23.38,-8.13,64.38,-12.53,64.78,-12.46,4.63,-12.96,4.73,-12.68,28.27,-0.46,28.47,-0.46,43.21,-11.43,43.61,-11.33,26.73,-8.34,26.93,-8.28,...,...,...,...
2007M03,0.2784,-1.4727,0.2824,-1.4518,4.20,-1.19,4.26,-1.17,21.71,-8.06,21.91,-7.99,1.01,-18.16,1.05,-19.38,26.60,-12.86,26.80,-12.76,23.49,-15.62,23.69,-15.49,64.53,-12.72,64.93,-12.64,4.67,-11.54,4.78,-11.30,28.58,-2.48,28.78,-2.47,43.87,-10.67,44.27,-10.57,27.03,-8.07,27.23,-8.01,...,...,...,...
2007M04,0.2763,0.2895,0.2803,0.2854,4.23,-3.55,4.29,-3.50,21.80,-7.94,22.00,-7.86,1.00,-15.58,1.04,-17.31,27.45,-12.60,27.65,-12.51,24.52,-18.03,24.72,-17.88,66.17,-13.37,66.57,-13.29,4.90,-13.06,5.00,-12.80,29.72,-4.78,29.92,-4.75,45.09,-11.67,45.49,-11.56,27.46,-7.90,27.66,-7.85,...,...,...,...
2007M05,0.2695,5.6030,0.2735,5.5210,4.20,-2.38,4.26,-2.35,21.48,-5.91,21.68,-5.86,0.99,-16.06,1.03,-17.78,27.18,-10.38,27.38,-10.30,24.10,-15.44,24.30,-15.31,65.01,-7.95,65.41,-7.90,4.72,-6.99,4.82,-6.85,30.69,-5.64,30.89,-5.60,44.19,-7.35,44.59,-7.29,26.85,-2.09,27.05,-2.07,...,...,...,...
2007M06,0.2631,6.4994,0.2671,6.4021,4.16,-0.48,4.22,-0.47,21.26,-4.56,21.46,-4.52,1.02,-17.61,1.06,-19.22,27.73,-13.70,27.93,-13.61,25.19,-22.11,25.39,-21.94,65.33,-9.61,65.73,-9.55,4.71,-6.37,4.81,-6.24,30.87,-5.83,31.07,-5.79,43.82,-6.57,44.22,-6.51,26.49,-1.32,26.69,-1.31,...,...,...,...
2007M07,0.2737,3.7998,0.2777,3.7450,4.16,0.48,4.22,0.47,21.60,-4.35,21.80,-4.31,1.09,-21.40,1.13,-22.75,28.14,-11.16,28.34,-11.08,25.20,-19.92,25.40,-19.76,66.36,-8.27,66.76,-8.22,4.84,-7.64,4.94,-7.49,30.78,-5.95,30.98,-5.91,44.78,-7.17,45.18,-7.10,27.15,-2.58,27.35,-2.56,...,...,...,...
2007M08,0.2819,-1.1706,0.2859,-1.1542,4.20,0.00,4.26,0.00,21.58,-3.43,21.78,-3.40,1.00,-13.67,1.05,-15.47,27.08,-7.53,27.28,-7.48,23.25,-8.13,23.45,-8.06,66.30,-5.64,66.70,-5.61,4.76,-5.04,4.86,-4.94,31.20,-5.03,31.40,-5.00,44.88,-6.22,45.28,-6.16,27.29,-2.05,27.49,-2.04,...,...,...,...
2007M09,0.2817,-1.1715,0.2857,-1.1551,4.16,1.44,4.22,1.42,21.83,-4.90,22.03,-4.86,1.01,-13.47,1.05,-15.27,28.84,-14.67,29.04,-14.57,24.57,-12.66,24.77,-12.56,66.50,-7.29,66.90,-7.25,5.01,-10.58,5.11,-10.37,32.76,-9.68,32.96,-9.62,46.30,-9.85,46.70,-9.76,27.89,-5.56,28.09,-5.52,...,...,...,...
2007M10,0.2799,0.2144,0.2839,0.2113,4.15,2.41,4.21,2.38,22.25,-4.76,22.45,-4.72,1.01,-11.08,1.05,-12.98,29.82,-14.69,30.02,-14.59,24.75,-11.07,24.95,-10.98,66.94,-6.04,67.34,-6.00,5.04,-10.32,5.14,-10.12,33.87,-13.11,34.07,-13.03,46.60,-9.87,47.00,-9.79,27.88,-5.13,28.08,-5.09,...,...,...,...
2007M11,0.2906,-4.6456,0.2946,-4.5825,4.11,0.73,4.17,0.72,22.21,-5.85,22.41,-5.80,1.03,-13.79,1.07,-15.14,28.52,-11.04,28.72,-10.97,24.81,-11.57,25.01,-11.48,66.41,-4.97,66.81,-4.94,5.01,-7.17,5.12,-7.03,32.33,-12.25,32.53,-12.17,47.37,-10.18,47.77,-10.09,28.71,-6.79,28.91,-6.75,...,...,...,...
2007M12,0.2876,-5.4242,0.2916,-5.3498,4.13,0.73,4.19,0.72,22.47,-5.83,22.67,-5.78,1.07,-16.33,1.11,-15.74,28.48,-9.76,28.68,-9.69,25.15,-8.95,25.35,-8.88,64.60,-1.18,65.00,-1.17,5.03,-6.56,5.13,-6.43,33.07,-15.39,33.27,-15.30,47.59,-10.21,47.99,-10.13,28.74,-7.48,28.94,-7.43,-,--,-,--
2008M01,0.2994,-10.0200,0.3034,-9.8879,4.10,2.20,4.16,2.16,22.61,-5.57,22.81,-5.52,1.01,-6.64,1.04,-5.48,28.59,-11.54,28.79,-11.46,25.15,-10.62,25.35,-10.53,63.74,0.80,64.14,0.80,5.01,-6.99,5.11,-6.85,32.24,-13.68,32.44,-13.59,47.57,-10.78,47.97,-10.69,29.57,-11.53,29.77,-11.45,...,...,...,...
2008M02,0.2943,-7.2715,0.2983,-7.1740,3.95,6.08,4.01,5.99,22.12,-2.94,22.32,-2.91,1.01,-5.71,1.04,-4.58,29.22,-11.05,29.42,-10.98,25.17,-7.91,25.37,-7.84,61.41,4.84,61.81,4.81,4.97,-7.03,5.08,-6.89,31.59,-10.51,31.79,-10.44,46.91,-7.89,47.31,-7.82,29.42,-9.14,29.62,-9.08,...,...,...,...
2008M03,0.3037,-8.3306,0.3077,-8.2223,3.87,8.53,3.93,8.40,21.91,-0.91,22.11,-0.90,0.95,6.15,0.98,6.98,27.72,-4.04,27.92,-4.01,23.93,-1.84,24.13,-1.82,60.17,7.25,60.57,7.20,5.06,-7.51,5.16,-7.36,29.66,-3.64,29.86,-3.62,47.81,-8.24,48.21,-8.17,30.49,-11.35,30.69,-11.27,...,...,...,...
2008M04,0.2905,-4.8881,0.2945,-4.8217,3.88,9.02,3.94,8.88,22.29,-2.20,22.49,-2.18,0.95,5.30,0.98,6.67,28.36,-3.21,28.56,-3.19,23.56,4.07,23.76,4.04,59.59,11.04,59.99,10.97,5.01,-2.20,5.11,-2.15,30.00,-0.93,30.20,-0.93,47.21,-4.49,47.61,-4.45,29.29,-6.25,29.49,-6.21,...,...,...,...
2008M05,0.2863,-5.8680,0.2903,-5.7871,3.87,8.53,3.93,8.40,22.13,-2.94,22.33,-2.91,0.92,7.26,0.95,8.60,28.93,-6.05,29.13,-6.01,23.62,2.03,23.82,2.02,59.81,8.69,60.21,8.64,4.99,-5.41,5.08,-5.30,30.57,0.39,30.77,0.39,46.87,-5.72,47.27,-5.67,28.82,-6.84,29.02,-6.79,...,...,...,...
2008M06,0.2861,-8.0391,0.2901,-7.9283,3.86,7.77,3.92,7.65,22.21,-4.28,22.41,-4.24,0.90,13.39,0.93,14.58,29.22,-5.10,29.42,-5.06,23.12,8.95,23.32,8.88,60.34,8.27,60.74,8.22,5.03,-6.36,5.13,-6.24,30.02,2.83,30.22,2.81,47.76,-8.25,48.16,-8.18,29.77,-11.02,29.97,-10.94,...,...,...,...
2008M07,0.2811,-2.6325,0.2851,-2.5956,3.89,6.94,3.95,6.84,22.29,-3.10,22.49,-3.07,0.90,21.12,0.93,22.05,28.86,-2.49,29.06,-2.48,22.37,12.65,22.57,12.54,60.44,9.79,60.84,9.73,5.00,-3.20,5.10,-3.14,29.84,3.15,30.04,3.13,47.60,-5.92,48.00,-5.88,29.15,-6.86,29.35,-6.81,...,...,...,...
2008M08,0.2878,-2.0500,0.2918,-2.0219,4.01,4.74,4.07,4.67,22.19,-2.75,22.39,-2.72,0.91,10.41,0.94,11.67,27.16,-0.29,27.36,-0.29,22.11,5.16,22.31,5.11,57.47,15.36,57.87,15.26,4.87,-2.26,4.97,-2.21,29.93,4.24,30.13,4.22,46.28,-3.03,46.68,-3.00,28.71,-4.95,28.91,-4.91,...,...,...,...
2008M09,0.3051,-7.6696,0.3091,-7.5704,4.11,1.22,4.17,1.20,22.43,-2.67,22.63,-2.65,0.93,7.81,0.96,9.12,25.79,11.83,25.99,11.74,21.63,13.59,21.83,13.47,57.86,14.93,58.26,14.83,4.68,7.05,4.78,6.90,30.59,7.09,30.79,7.05,46.04,0.56,46.44,0.56,29.22,-4.55,29.42,-4.52,...,...,...,...
2008M10,0.3373,-17.0175,0.3413,-16.8180,4.23,-1.89,4.29,-1.86,22.14,0.50,22.34,0.49,0.93,8.70,0.96,10.00,21.66,37.67,21.86,37.33,18.96,30.54,19.16,30.22,53.13,25.99,53.53,25.80,4.20,20.00,4.30,19.53,26.76,26.57,26.96,26.37,41.69,11.78,42.09,11.67,28.50,-2.18,28.70,-2.16,...,...,...,...
2008M11,0.3471,-16.2777,0.3511,-16.0923,4.26,-3.52,4.32,-3.47,21.97,1.09,22.17,1.08,0.92,11.86,0.95,12.54,21.84,30.59,22.04,30.31,18.30,35.57,18.50,35.19,51.15,29.83,51.55,29.60,4.14,21.26,4.24,20.75,26.89,20.23,27.09,20.08,42.87,10.50,43.27,10.40,27.71,3.61,27.91,3.58,...,...,...,...
2008M12,0.3616,-20.4646,0.3656,-20.2407,4.20,-1.67,4.26,-1.64,22.76,-1.27,22.96,-1.26,0.93,14.83,0.96,15.41,22.63,25.85,22.83,25.62,18.94,32.79,19.14,32.45,47.32,36.52,47.72,36.21,4.19,20.05,4.29,19.58,26.91,22.89,27.11,22.72,46.07,3.30,46.47,3.27,30.98,-7.23,31.18,-7.18,-,--,-,--
2009M01,0.3798,-21.1690,0.3838,-20.9484,4.31,-4.87,4.37,-4.81,22.25,1.62,22.45,1.60,0.95,6.30,0.99,4.50,21.60,32.36,21.80,32.06,17.46,44.04,17.66,43.54,45.66,39.60,46.06,39.25,3.97,26.20,4.07,25.55,26.63,21.07,26.83,20.91,43.02,10.58,43.42,10.48,28.84,2.53,29.04,2.51,...,...,...,...
2009M02,0.3548,-17.0519,0.3588,-16.8618,4.48,-11.83,4.54,-11.67,22.54,-1.86,22.74,-1.85,0.95,6.06,1.00,4.29,22.41,30.39,22.61,30.12,17.55,43.42,17.75,42.93,49.56,23.91,49.96,23.72,3.83,30.03,3.93,29.26,27.73,13.92,27.93,13.82,44.17,6.20,44.57,6.15,29.76,-1.14,29.96,-1.13,...,...,...,...
2009M03,0.3428,-11.4061,0.3468,-11.2745,4.35,-11.03,4.41,-10.88,22.19,-1.26,22.39,-1.25,0.94,1.06,0.99,-0.51,23.26,19.17,23.46,19.01,19.19,24.70,19.39,24.45,48.22,24.78,48.62,24.58,4.05,24.94,4.15,24.34,26.95,10.06,27.15,9.98,44.83,6.65,45.23,6.59,29.57,3.11,29.77,3.09,...,...,...,...
2009M04,0.3373,-13.8749,0.3413,-13.7123,4.25,-8.71,4.31,-8.58,22.38,-0.40,22.58,-0.40,0.93,2.12,0.97,0.47,24.35,16.47,24.55,16.33,18.95,24.33,19.15,24.07,49.27,20.95,49.67,20.78,4.11,21.90,4.21,21.38,27.79,7.95,27.99,7.90,44.13,6.98,44.53,6.92,29.21,0.27,29.41,0.27,...,...,...,...
2009M05,0.3406,-15.9425,0.3446,-15.7574,4.18,-7.42,4.24,-7.31,22.43,-1.34,22.63,-1.33,0.93,-1.43,0.98,-2.90,25.57,13.14,25.77,13.04,20.14,17.28,20.34,17.11,51.99,15.04,52.39,14.93,4.27,16.86,4.37,16.48,29.24,4.55,29.44,4.52,45.43,3.17,45.83,3.14,30.02,-4.00,30.22,-3.97,...,...,...,...
2009M06,0.3413,-16.1735,0.3453,-15.9861,4.20,-8.10,4.26,-7.98,22.58,-1.64,22.78,-1.62,0.95,-5.52,0.99,-6.78,26.54,10.10,26.74,10.02,21.30,8.54,21.50,8.47,54.53,10.65,54.93,10.58,4.22,19.19,4.32,18.75,28.34,5.93,28.54,5.89,46.09,3.62,46.49,3.59,30.26,-1.62,30.46,-1.61,4.18,...,4.28,...
2009M07,0.3411,-17.5901,0.3451,-17.3863,4.20,-7.38,4.26,-7.28,22.67,-1.68,22.87,-1.66,0.95,-5.33,0.99,-6.60,27.07,6.61,27.27,6.56,21.43,4.39,21.63,4.35,54.12,11.68,54.52,11.59,4.42,13.12,4.52,12.83,30.26,-1.39,30.46,-1.38,46.11,3.23,46.51,3.20,30.09,-3.12,30.29,-3.10,4.17,...,4.27,...
2009M08,0.3527,-18.4009,0.3567,-18.1946,4.22,-4.98,4.28,-4.91,22.72,-2.33,22.92,-2.31,0.95,-4.67,1.00,-5.96,27.49,-1.20,27.69,-1.19,22.36,-1.12,22.56,-1.11,53.16,8.11,53.56,8.05,4.56,6.80,4.66,6.65,29.86,0.23,30.06,0.23,46.80,-1.11,47.20,-1.10,30.92,-7.15,31.12,-7.10,4.19,...,4.29,...
2009M09,0.3560,-14.2978,0.3600,-14.1389,4.12,-0.24,4.18,-0.24,22.64,-0.93,22.84,-0.92,0.94,-1.13,0.99,-2.60,28.18,-8.48,28.38,-8.42,23.02,-6.04,23.22,-5.99,51.48,12.39,51.88,12.30,4.54,3.08,4.64,3.02,29.68,3.07,29.88,3.05,46.78,-1.58,47.18,-1.57,31.01,-5.77,31.21,-5.74,4.31,...,4.41,...
2009M10,0.3549,-4.9591,0.3589,-4.9039,4.17,1.44,4.23,1.42,23.18,-4.49,23.38,-4.45,0.96,-3.27,1.00,-4.62,29.60,-26.82,29.80,-26.64,23.61,-19.70,23.81,-19.53,53.63,-0.93,54.03,-0.93,4.60,-8.70,4.70,-8.51,30.34,-11.80,30.54,-11.72,48.02,-13.18,48.42,-13.07,31.84,-10.49,32.04,-10.42,4.14,...,4.24,...
2009M11,0.3714,-6.5428,0.3754,-6.4731,4.12,3.40,4.18,3.35,23.18,-5.22,23.38,-5.18,0.95,-3.21,1.00,-4.57,29.42,-25.76,29.62,-25.59,23.03,-20.54,23.23,-20.36,52.99,-3.47,53.39,-3.45,4.59,-10.00,4.70,-9.79,30.37,-11.46,30.57,-11.38,48.25,-11.15,48.65,-11.06,32.06,-13.57,32.26,-13.48,4.33,...,4.43,...
2009M12,0.3451,4.7812,0.3491,4.7264,4.10,2.44,4.16,2.40,22.73,0.13,22.93,0.13,0.94,-1.55,0.99,-2.99,28.68,-21.09,28.88,-20.95,23.11,-18.04,23.31,-17.89,51.39,-7.92,51.79,-7.86,4.44,-5.63,4.54,-5.51,30.35,-11.33,30.55,-11.26,45.89,0.39,46.29,0.39,30.92,0.19,31.12,0.19,4.30,--,4.40,--
