期間,想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%)
1990M11,76,-1.47,49,-6.78,27,9.82,"1,651",4.04,842,2.39,809,5.82,"2,605",3.42,21,40.00,"2,584",3.19,"1,108",4.95,623,4.76,485,5.19,340,-7.96,297,-4.78,44,-24.99
1990M12,88,29.77,60,26.94,28,36.32,"1,663",3.20,844,2.34,819,4.10,"2,657",3.40,18,-0.76,"2,639",3.43,"1,106",4.09,623,4.61,483,3.43,344,0.38,301,0.47,43,-0.24
1991M01,82,-14.88,55,-12.48,27,-19.38,"1,688",2.49,852,1.71,836,3.30,"2,691",3.19,21,4.93,"2,669",3.18,"1,132",5.47,648,7.61,484,2.73,333,-2.65,298,-2.93,35,-0.19
1991M02,84,-12.27,60,-4.08,25,-27.27,"1,701",2.52,852,1.58,849,3.48,"2,753",3.95,15,-7.89,"2,738",4.02,"1,122",5.55,648,9.03,474,1.14,320,-6.55,287,-6.75,33,-4.74
1991M03,78,16.23,54,14.68,24,19.86,"1,761",3.52,895,1.92,866,5.22,"2,703",3.52,19,6.16,"2,684",3.50,"1,120",4.64,649,7.66,471,0.76,322,-10.72,283,-10.01,39,-15.66
1991M04,84,23.77,55,16.76,29,39.71,"1,773",2.58,909,1.43,864,3.83,"2,640",1.11,21,-11.40,"2,619",1.23,"1,144",7.11,662,8.82,481,4.83,318,-10.93,281,-11.05,36,-9.99
1991M05,85,6.63,52,2.25,34,14.19,"1,777",2.15,911,1.63,866,2.70,"2,555",-0.44,14,-31.48,"2,541",-0.19,"1,173",3.40,654,3.57,519,3.19,322,-4.90,283,-4.52,40,-7.50
1991M06,89,5.37,58,9.72,32,-1.73,"1,775",4.23,904,3.09,871,5.44,"2,561",-0.71,12,-36.94,"2,550",-0.45,"1,172",3.14,654,3.02,519,3.28,318,-6.97,280,-6.61,38,-9.53
1991M07,101,13.87,63,7.26,37,27.07,"1,673",6.05,857,6.89,816,5.19,"2,599",-1.31,12,-34.57,"2,587",-1.07,"1,141",3.70,649,4.74,492,2.36,330,-9.50,296,-9.42,34,-10.19
1991M08,93,-5.52,60,-4.24,33,-7.76,"1,637",3.63,827,2.91,810,4.36,"2,620",5.48,11,-19.63,"2,609",5.62,"1,146",2.52,668,6.99,478,-3.14,337,-7.25,308,-6.55,29,-13.98
1991M09,87,-13.57,56,-16.35,31,-8.04,"1,675",1.56,851,0.94,824,2.20,"2,654",4.77,10,-28.47,"2,644",4.95,"1,162",4.80,679,8.56,484,-0.06,343,-6.65,310,-5.32,33,-17.54
1991M10,84,3.32,53,-2.71,31,15.38,"1,700",3.61,866,2.90,834,4.36,"2,663",1.18,16,-29.43,"2,648",1.44,"1,171",5.02,677,8.15,494,1.02,328,-5.13,291,-3.58,37,-15.71
1991M11,81,7.01,50,2.54,31,15.09,"1,731",4.85,888,5.43,843,4.25,"2,606",0.05,13,-38.99,"2,593",0.37,"1,187",7.08,683,9.68,504,3.73,349,2.53,304,2.55,45,2.39
1991M12,75,-14.55,48,-20.40,27,-1.92,"1,759",5.75,906,7.29,853,4.15,"2,590",-2.51,13,-29.06,"2,578",-2.33,"1,192",7.74,674,8.19,517,7.16,333,-3.36,294,-2.52,39,-9.27
1992M01,68,-17.81,47,-15.64,21,-22.23,"1,753",3.85,890,4.41,864,3.28,"2,605",-3.17,11,-48.98,"2,594",-2.81,"1,197",5.76,679,4.73,519,7.13,328,-1.44,294,-1.39,34,-1.87
1992M02,67,-20.05,44,-25.49,23,-6.90,"1,791",5.26,902,5.87,889,4.65,"2,637",-4.21,10,-30.54,"2,626",-4.07,"1,184",5.48,671,3.43,513,8.28,336,5.06,302,5.29,34,3.01
1992M03,67,-14.30,43,-19.95,24,-1.69,"1,793",1.80,900,0.62,892,3.02,"2,650",-1.96,10,-45.62,"2,640",-1.65,"1,182",5.48,675,4.00,507,7.50,331,2.93,296,4.45,35,-8.26
1992M04,66,-21.45,43,-22.16,23,-20.10,"1,795",1.20,901,-0.86,893,3.36,"2,668",1.06,11,-49.70,"2,657",1.47,"1,184",3.51,679,2.53,505,4.84,322,1.41,285,1.24,37,2.72
1992M05,68,-20.71,45,-12.57,22,-33.30,"1,810",1.84,911,0.02,898,3.76,"2,621",2.59,7,-50.28,"2,614",2.88,"1,209",3.05,686,4.96,522,0.65,315,-2.31,280,-0.90,35,-12.38
1992M06,72,-19.37,50,-12.93,22,-31.11,"1,827",2.92,921,1.87,906,4.00,"2,589",1.07,11,-5.42,"2,578",1.10,"1,221",4.17,691,5.70,530,2.24,319,0.20,282,0.60,37,-2.78
