期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2006M10,"2,045,560",6.02,"1,090,677",6.97,"469,201",-20.32,"396,917",64.46,"82,800",120.24,"3,400",-73.40,"2,265",-92.21,300,-
2006M11,"1,701,929",-23.25,"772,410",-33.92,"618,016",-2.05,"245,017",-24.46,"50,375",-6.73,"1,000",-96.24,"10,711",-15.23,"4,400",-
2006M12,"1,704,130",-28.19,"850,249",-32.51,"491,122",-27.82,"300,209",-11.90,"57,325",13.51,"2,010",-92.62,"2,515",-82.34,700,-
2007M01,"1,859,281",17.70,"858,127",38.10,"665,196",61.28,"282,693",-19.55,"47,230",-64.71,"1,900",-95.32,"4,120",-79.52,15,-
2007M02,"1,130,925",-31.46,"527,264",-36.52,"319,375",-18.17,"187,421",-42.90,"80,714",-0.12,"14,536",-3.83,"1,300",-74.51,315,-
2007M03,"1,653,756",-35.92,"691,036",-51.33,"646,961",-2.62,"238,334",-36.94,"57,000",-40.67,"8,400",-44.33,"12,010",65.66,15,-
2007M04,"1,528,389",-34.84,"704,732",-48.42,"460,986",-10.63,"304,201",-14.46,"28,300",-65.92,"12,600",48.94,"16,525",3.28,"1,045",151.81
2007M05,"1,861,073",-19.27,"1,024,751",-5.38,"565,317",-24.08,"200,225",-51.12,"44,710",-11.66,"10,410",147.86,"15,360",22.00,300,-52.00
2007M06,"1,754,902",-17.61,"1,032,007",23.96,"528,036",-34.03,"150,159",-63.20,"38,790",-47.04,"3,150",-68.90,"2,760",-47.33,-,-
2007M07,"1,735,765",-10.35,"992,224",1.73,"603,793",-1.08,"134,883",-52.60,"1,590",-96.37,"1,100",-86.98,"2,175",-83.74,-,-
2007M08,"1,941,775",-2.97,"1,044,836",3.49,"725,162",15.78,"164,572",-44.53,"3,950",-93.61,-,-,"3,255",102.17,-,-
2007M09,"1,524,243",-18.00,"961,012",12.21,"419,572",-35.26,"120,654",-59.48,"15,200",-65.99,"6,100",-36.92,"1,705",-10.97,-,-
2007M10,"1,616,866",-20.96,"979,128",-10.23,"473,118",0.83,"147,920",-62.73,"2,240",-97.29,-,-,"14,460",538.41,-,-
2007M11,"1,813,819",6.57,"1,054,253",36.49,"547,518",-11.41,"190,558",-22.23,"11,887",-76.40,"5,550",455.00,"4,050",-62.19,3,-99.93
2007M12,"1,817,471",6.65,"1,001,581",17.80,"578,094",17.71,"220,466",-26.56,"13,700",-76.10,250,-87.56,"3,380",34.39,-,-
2008M01,"1,482,546",-20.26,"751,397",-12.44,"471,450",-29.13,"181,744",-35.71,"58,820",24.54,"16,580",772.63,"2,555",-37.99,-,-
2008M02,"1,102,033",-2.55,"506,992",-3.84,"308,059",-3.54,"244,052",30.22,"30,250",-62.52,"9,470",-34.85,"3,210",146.92,-,-
2008M03,"1,410,326",-14.72,"741,189",7.26,"380,705",-41.15,"270,447",13.47,"16,815",-70.50,-,-,"1,170",-90.26,-,-
2008M04,"1,382,512",-9.54,"877,476",24.51,"321,419",-30.28,"168,452",-44.62,"10,600",-62.54,-,-,"4,565",-72.38,-,-
2008M05,"1,574,233",-15.41,"913,009",-10.90,"394,174",-30.27,"241,280",20.50,"21,610",-51.67,"2,300",-77.91,"1,860",-87.89,-,-
2008M06,"1,432,521",-18.37,"714,595",-30.76,"422,459",-19.99,"238,182",58.62,"50,010",28.92,"6,400",103.17,875,-68.30,-,-
2008M07,"1,291,124",-25.62,"734,893",-25.93,"301,072",-50.14,"212,212",57.33,"35,167","2,111.76","6,100",454.55,"1,680",-22.76,-,-
2008M08,"1,428,113",-26.45,"710,844",-31.97,"410,312",-43.42,"252,002",53.13,"49,095","1,142.91","3,200",-,"2,660",-18.28,-,-
2008M09,"1,511,989",-0.80,"885,967",-7.81,"371,162",-11.54,"210,242",74.25,"31,123",104.76,"7,890",29.34,"5,605",228.74,-,-
2008M10,"1,658,634",2.58,"1,075,144",9.81,"491,105",3.80,"88,085",-40.45,"1,900",-15.18,900,-,"1,500",-89.63,-,-
2008M11,"950,115",-47.62,"328,064",-68.88,"554,992",1.37,"62,305",-67.30,"2,850",-76.02,-,-,"1,904",-52.99,-,-
2008M12,"1,385,562",-23.76,"312,289",-68.82,"894,343",54.71,"170,495",-22.67,"6,835",-50.11,-,-,"1,600",-52.66,-,-
2009M01,"899,998",-39.29,"336,429",-55.23,"378,507",-19.71,"143,250",-21.18,"34,150",-41.94,"5,000",-69.84,"2,062",-19.30,600,-
2009M02,"1,499,035",36.02,"708,891",39.82,"647,191",110.09,"100,570",-58.79,"21,440",-29.12,"10,320",8.98,"10,623",230.93,-,-
2009M03,"1,367,673",-3.02,"816,628",10.18,"374,110",-1.73,"143,095",-47.09,"15,350",-8.71,"4,550",-,"13,940","1,091.45",-,-
2009M04,"1,177,464",-14.83,"701,913",-20.01,"297,054",-7.58,"123,815",-26.50,"28,320",167.17,"5,650",-,"20,712",353.71,-,-
2009M05,"1,332,233",-15.37,"463,934",-49.19,"555,634",40.96,"243,200",0.80,"51,200",136.93,"8,085",251.52,"10,180",447.31,-,-
2009M06,"2,784,746",94.39,"1,543,109",115.94,"940,235",122.56,"272,645",14.47,"24,205",-51.60,"1,940",-69.69,"2,562",192.80,50,-
2009M07,"2,719,878",110.66,"1,671,477",127.44,"815,199",170.77,"198,089",-6.66,"15,285",-56.54,"9,550",56.56,"10,278",511.79,-,-
2009M08,"2,608,654",82.66,"1,541,432",116.85,"823,646",100.74,"199,485",-20.84,"25,290",-48.49,"11,851",270.34,"6,950",161.28,-,-
2009M09,"2,432,480",60.88,"1,517,923",71.33,"735,919",98.27,"146,610",-30.27,"11,640",-62.60,"12,900",63.50,"7,488",33.60,-,-
2009M10,"3,063,955",84.73,"2,021,566",88.03,"808,768",64.68,"204,006",131.60,"11,800",521.05,"12,365","1,273.89","5,450",263.33,-,-
2009M11,"2,752,187",189.67,"1,847,266",463.08,"729,586",31.46,"143,666",130.59,"14,380",404.56,"11,000",-,"6,289",230.30,-,-
2009M12,"3,068,894",121.49,"1,899,276",508.18,"933,998",4.43,"203,290",19.24,"14,890",117.85,"8,700",-,"8,740",446.25,-,-
