期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%)
2006M07,"1,747,036",17.84,"3,527,530",17.72,"258,690",51.18,"593,242",33.28,"478,101",8.73,"807,192",18.03,"579,877",8.95,"746,077",23.00,"70,725",21.24,"122,098",25.33,"359,643",27.91,"1,258,922",8.19,"9,677,731",8.36,"7,515,726",8.65,"8,151,948",11.59,"6,155,124",11.42,"1,092,598",2.33,"994,046",3.43,"433,121",-22.44,"365,544",-15.37
2006M08,"1,761,406",17.10,"3,485,202",18.42,"265,901",50.65,"534,519",43.03,"483,975",7.65,"814,000",15.92,"580,559",8.59,"751,082",23.79,"72,024",18.65,"122,003",19.69,"358,947",26.93,"1,263,596",9.07,"9,698,297",8.23,"7,532,087",8.09,"8,184,404",11.43,"6,173,986",10.75,"1,090,510",2.63,"997,257",3.33,"423,383",-23.49,"360,844",-15.83
2006M09,"1,774,247",16.76,"3,490,730",17.42,"275,619",48.47,"546,670",39.23,"487,218",6.92,"811,770",16.81,"579,112",8.14,"744,095",23.47,"73,617",16.61,"124,695",21.04,"358,681",28.27,"1,263,503",7.12,"9,694,283",8.04,"7,535,139",7.54,"8,190,942",10.84,"6,184,011",9.73,"1,087,403",2.89,"995,628",3.39,"415,938",-21.02,"355,500",-12.82
2006M10,"1,795,205",17.51,"3,498,422",16.99,"288,982",52.42,"563,512",39.84,"484,628",5.67,"765,680",10.93,"589,552",9.84,"766,382",23.86,"74,490",16.58,"122,418",11.56,"357,553",28.21,"1,280,429",9.57,"9,703,891",7.99,"7,518,953",6.91,"8,211,767",10.71,"6,180,251",8.99,"1,083,241",3.28,"985,425",2.54,"408,883",-21.30,"353,277",-12.04
2006M11,"1,806,510",18.07,"3,524,895",17.09,"294,937",48.99,"577,801",33.39,"490,086",8.56,"744,329",13.71,"590,252",9.93,"770,413",25.60,"74,727",16.93,"123,626",18.56,"356,508",27.44,"1,308,724",8.59,"9,690,954",7.66,"7,506,887",6.57,"8,209,417",10.22,"6,178,845",8.47,"1,077,589",3.18,"979,598",2.34,"403,948",-20.58,"348,445",-10.76
2006M12,"1,798,618",18.06,"3,541,944",17.77,"294,496",46.62,"571,787",35.58,"485,840",9.85,"758,907",17.17,"588,651",9.71,"803,722",31.22,"73,795",17.28,"117,735",12.08,"355,836",26.71,"1,289,795",5.68,"9,669,255",7.07,"7,497,269",6.06,"8,198,472",9.48,"6,180,378",7.93,"1,071,187",2.68,"972,524",1.64,"399,596",-19.94,"344,368",-10.72
2007M01,"1,824,876",19.17,"3,585,240",16.19,"306,055",48.92,"597,887",38.10,"494,587",12.27,"772,613",10.78,"594,108",10.29,"824,348",32.00,"76,452",19.65,"120,090",10.36,"353,674",25.08,"1,270,304",3.95,"9,608,560",5.95,"7,466,118",5.13,"8,153,549",8.19,"6,161,630",7.04,"1,061,310",1.66,"966,727",0.59,"393,701",-19.50,"337,760",-12.14
2007M02,"1,870,300",21.03,"3,594,185",14.95,"333,666",61.24,"599,207",35.04,"504,434",13.27,"789,016",10.07,"600,722",10.08,"826,324",28.00,"78,919",19.21,"121,479",9.18,"352,559",25.42,"1,258,158",4.04,"9,619,463",5.32,"7,449,382",4.20,"8,169,310",7.34,"6,155,877",6.15,"1,057,989",0.84,"962,584",-0.95,"392,164",-17.27,"330,920",-12.52
2007M03,"1,910,335",23.07,"3,661,654",19.13,"341,941",59.98,"636,328",54.41,"523,361",18.00,"817,047",16.05,"610,289",11.27,"836,397",25.92,"82,254",20.91,"121,309",3.06,"352,490",26.60,"1,250,570",6.38,"9,650,887",5.61,"7,454,054",4.06,"8,208,605",7.57,"6,172,521",6.03,"1,051,185",0.17,"953,593",-1.88,"391,097",-14.61,"327,940",-11.23
2007M04,"1,924,051",24.41,"3,684,099",20.78,"348,332",63.86,"660,719",65.93,"532,214",20.65,"848,546",22.99,"607,055",10.87,"815,463",22.96,"83,674",22.09,"119,190",1.46,"352,776",27.47,"1,240,182",4.96,"9,628,302",5.62,"7,431,786",3.65,"8,197,419",7.54,"6,158,540",5.52,"1,042,956",-0.51,"947,826",-2.19,"387,927",-12.91,"325,417",-10.71
2007M05,"1,923,197",24.32,"3,681,076",19.47,"344,407",60.53,"655,030",50.83,"533,828",21.60,"882,798",27.53,"608,402",11.07,"803,735",17.55,"84,449",24.60,"116,011",0.82,"352,111",26.72,"1,223,504",5.86,"9,575,447",3.89,"7,385,037",2.37,"8,158,433",5.66,"6,126,679",4.06,"1,032,969",-2.73,"938,351",-3.74,"384,045",-11.31,"320,008",-9.01
2007M06,"1,903,485",22.39,"3,655,494",17.16,"337,998",50.69,"718,903",44.39,"523,047",19.09,"862,251",25.22,"603,724",9.98,"735,677",9.38,"87,097",30.60,"120,091",7.00,"351,619",27.33,"1,218,574",6.07,"9,510,582",3.54,"7,339,666",2.07,"8,107,195",5.18,"6,095,222",3.72,"1,023,761",-3.49,"931,328",-4.37,"379,626",-8.93,"313,117",-8.06
2007M07,"1,881,810",7.71,"3,584,137",1.60,"331,097",27.99,"744,558",25.51,"514,677",7.65,"810,872",0.46,"596,332",2.84,"700,370",-6.13,"88,165",24.66,"117,909",-3.43,"351,539",-2.25,"1,210,428",-3.85,"9,483,702",-2.00,"7,327,139",-2.51,"8,094,438",-0.71,"6,087,358",-1.10,"1,015,405",-7.07,"929,379",-6.51,"373,859",-13.68,"310,402",-15.08
2007M08,"1,876,418",6.53,"3,561,447",2.19,"319,831",20.28,"762,768",42.70,"523,035",8.07,"793,436",-2.53,"591,710",1.92,"683,899",-8.94,"88,855",23.37,"113,212",-7.21,"352,987",-1.66,"1,208,134",-4.39,"9,396,293",-3.11,"7,306,445",-3.00,"8,018,950",-2.02,"6,076,298",-1.58,"1,010,118",-7.37,"922,380",-7.51,"367,225",-13.26,"307,765",-14.71
2007M09,"1,894,145",6.76,"3,516,994",0.75,"326,501",18.46,"703,438",28.68,"535,156",9.84,"832,009",2.49,"589,098",1.72,"657,977",-11.57,"89,391",21.43,"108,049",-13.35,"353,999",-1.31,"1,215,522",-3.80,"9,378,659",-3.26,"7,290,170",-3.25,"8,007,218",-2.24,"6,065,830",-1.91,"1,007,433",-7.35,"919,238",-7.67,"364,008",-12.49,"305,102",-14.18
2007M10,"1,932,688",7.66,"3,664,301",4.74,"348,609",20.63,"762,805",35.37,"538,985",11.22,"897,931",17.27,"601,890",2.09,"667,783",-12.87,"88,984",19.46,"113,508",-7.28,"354,220",-0.93,"1,222,276",-4.54,"9,343,389",-3.72,"7,274,025",-3.26,"7,982,535",-2.79,"6,056,363",-2.00,"1,001,290",-7.57,"917,921",-6.85,"359,564",-12.06,"299,741",-15.15
2007M11,"1,951,690",8.04,"3,790,420",7.53,"361,149",22.45,"824,643",42.72,"528,531",7.84,"936,993",25.88,"619,047",4.88,"689,553",-10.50,"88,312",18.18,"122,976",-0.53,"354,651",-0.52,"1,216,257",-7.07,"9,317,114",-3.86,"7,244,830",-3.49,"7,964,452",-2.98,"6,033,505",-2.35,"997,133",-7.47,"915,765",-6.52,"355,529",-11.99,"295,561",-15.18
2007M12,"1,996,970",11.03,"3,883,464",9.64,"369,103",25.33,"826,213",44.50,"555,572",14.35,"985,364",29.84,"628,993",6.85,"705,559",-12.21,"85,739",16.19,"121,503",3.20,"357,563",0.49,"1,244,827",-3.49,"9,293,570",-3.89,"7,211,544",-3.81,"7,948,528",-3.05,"6,006,858",-2.81,"992,927",-7.31,"912,496",-6.17,"352,115",-11.88,"292,189",-15.15
2008M01,"2,053,813",12.55,"3,976,645",10.92,"380,627",24.37,"808,251",35.18,"594,033",20.11,"1,060,988",37.32,"633,751",6.67,"732,422",-11.15,"86,458",13.09,"122,806",2.26,"358,944",1.49,"1,252,175",-1.43,"9,309,033",-3.12,"7,175,683",-3.89,"7,965,224",-2.31,"5,973,716",-3.05,"992,555",-6.48,"908,911",-5.98,"351,254",-10.78,"293,058",-13.23
2008M02,"2,120,502",13.38,"4,129,265",14.89,"402,744",20.70,"842,806",40.65,"617,203",22.36,"1,106,490",40.24,"649,458",8.11,"775,163",-6.19,"88,971",12.74,"126,394",4.05,"362,126",2.71,"1,278,410",1.61,"9,410,627",-2.17,"7,184,835",-3.55,"8,059,351",-1.35,"5,986,586",-2.75,"995,525",-5.90,"904,144",-6.07,"355,750",-9.29,"294,104",-11.13
2008M03,"2,169,069",13.54,"4,314,140",17.82,"414,138",21.11,"910,026",43.01,"643,641",22.98,"1,156,499",41.55,"655,984",7.49,"819,346",-2.04,"90,701",10.27,"129,949",7.12,"364,605",3.44,"1,298,321",3.82,"9,431,738",-2.27,"7,168,323",-3.83,"8,079,282",-1.58,"5,974,189",-3.21,"994,349",-5.41,"901,998",-5.41,"358,106",-8.44,"292,135",-10.92
2008M04,"2,187,892",13.71,"4,440,847",20.54,"435,304",24.97,"971,224",47.00,"645,144",21.22,"1,177,129",38.72,"649,458",6.99,"850,122",4.25,"90,007",7.57,"128,877",8.13,"367,981",4.31,"1,313,493",5.91,"9,472,682",-1.62,"7,175,741",-3.45,"8,118,319",-0.96,"5,982,686",-2.86,"994,252",-4.67,"901,528",-4.88,"360,110",-7.17,"291,529",-10.41
2008M05,"2,197,157",14.25,"4,460,090",21.16,"444,864",29.17,"962,140",46.88,"651,891",22.12,"1,188,218",34.60,"642,455",5.60,"858,576",6.82,"88,808",5.16,"128,756",10.99,"369,139",4.84,"1,322,397",8.08,"9,516,399",-0.62,"7,189,938",-2.64,"8,159,788",0.02,"6,000,246",-2.06,"994,329",-3.74,"901,882",-3.89,"362,282",-5.67,"287,810",-10.06
2008M06,"2,183,283",14.70,"4,425,681",21.07,"443,482",31.21,"981,618",36.54,"634,844",21.37,"1,126,006",30.59,"647,693",7.28,"865,960",17.71,"88,066",1.11,"133,135",10.86,"369,198",5.00,"1,318,963",8.24,"9,540,820",0.32,"7,192,451",-2.01,"8,183,683",0.94,"6,007,766",-1.43,"993,782",-2.93,"900,469",-3.31,"363,355",-4.29,"284,214",-9.23
2008M07,"2,255,242",19.84,"4,537,038",26.59,"471,332",42.35,"1,079,921",45.04,"644,194",25.16,"1,132,403",39.65,"678,303",13.75,"870,300",24.26,"88,536",0.42,"133,178",12.95,"372,877",6.07,"1,321,236",9.15,"9,623,629",1.48,"7,207,952",-1.63,"8,261,611",2.07,"6,030,739",-0.93,"997,145",-1.80,"901,457",-3.00,"364,873",-2.40,"275,754",-11.16
2008M08,"2,339,345",24.67,"4,448,084",24.90,"499,712",56.24,"1,058,024",38.71,"658,705",25.94,"1,073,961",35.36,"712,110",20.35,"867,092",26.79,"90,565",1.92,"130,280",15.08,"378,253",7.16,"1,318,726",9.15,"9,719,288",3.44,"7,246,975",-0.81,"8,352,029",4.15,"6,067,121",-0.15,"1,002,914",-0.71,"904,871",-1.90,"364,345",-0.78,"274,985",-10.65
2008M09,"2,402,620",26.84,"4,446,016",26.42,"507,181",55.34,"1,025,746",45.82,"670,115",25.22,"1,095,227",31.64,"748,075",26.99,"899,869",36.76,"96,105",7.51,"134,322",24.32,"381,144",7.67,"1,290,851",6.20,"9,829,602",4.81,"7,314,500",0.33,"8,452,515",5.56,"6,130,386",1.06,"1,009,772",0.23,"907,146",-1.32,"367,315",0.91,"276,969",-9.22
2008M10,"2,542,531",31.55,"4,695,628",28.15,"553,152",58.67,"1,166,407",52.91,"677,664",25.73,"1,143,703",27.37,"819,091",36.09,"979,536",46.68,"106,558",19.75,"152,732",34.56,"386,066",8.99,"1,253,248",2.53,"10,031,593",7.37,"7,439,401",2.27,"8,619,682",7.98,"6,235,919",2.96,"1,032,484",3.12,"921,452",0.38,"379,427",5.52,"282,027",-5.91
2008M11,"2,643,397",35.44,"4,866,586",28.39,"556,628",54.13,"1,152,932",39.81,"690,361",30.62,"1,212,042",29.35,"862,715",39.36,"1,047,193",51.87,"141,516",60.25,"185,185",50.59,"392,177",10.58,"1,269,232",4.36,"10,133,836",8.77,"7,498,666",3.50,"8,694,215",9.16,"6,278,326",4.06,"1,053,396",5.64,"938,051",2.43,"386,225",8.63,"282,287",-4.49
2008M12,"2,648,731",32.64,"4,868,978",25.38,"523,661",41.87,"1,039,169",25.77,"692,704",24.68,"1,239,381",25.78,"877,276",39.47,"1,106,984",56.89,"154,078",79.71,"201,976",66.23,"401,012",12.15,"1,281,468",2.94,"10,315,071",10.99,"7,618,540",5.64,"8,797,592",10.68,"6,349,752",5.71,"1,113,930",12.19,"978,777",7.26,"403,549",14.61,"290,011",-0.75
2009M01,"2,614,086",27.28,"4,820,313",21.22,"499,346",31.19,"970,493",20.07,"676,168",13.83,"1,218,063",14.80,"874,528",37.99,"1,147,024",56.61,"161,175",86.42,"228,321",85.92,"402,869",12.24,"1,256,411",0.34,"10,356,559",11.25,"7,631,756",6.36,"8,821,928",10.76,"6,359,564",6.46,"1,128,596",13.71,"985,809",8.46,"406,035",15.60,"286,382",-2.28
2009M02,"2,586,841",21.99,"4,798,689",16.21,"484,876",20.39,"961,571",14.09,"660,297",6.98,"1,199,422",8.40,"866,714",33.45,"1,191,071",53.65,"172,146",93.49,"255,627",102.25,"402,808",11.23,"1,190,997",-6.84,"10,405,677",10.57,"7,628,848",6.18,"8,861,734",9.96,"6,359,429",6.23,"1,138,087",14.32,"987,398",9.21,"405,856",14.08,"282,020",-4.11
2009M03,"2,524,599",16.39,"4,762,628",10.40,"470,421",13.59,"965,639",6.11,"625,251",-2.86,"1,142,584",-1.20,"848,482",29.34,"1,220,346",48.94,"179,988",98.44,"272,784",109.92,"400,457",9.83,"1,161,275",-10.56,"10,366,177",9.91,"7,604,313",6.08,"8,826,557",9.25,"6,341,207",6.14,"1,136,656",14.31,"983,463",9.03,"402,964",12.53,"279,642",-4.28
2009M04,"2,479,281",13.32,"4,748,533",6.93,"468,417",7.61,"944,330",-2.77,"615,274",-4.63,"1,207,552",2.58,"812,146",25.05,"1,151,923",35.50,"183,390",103.75,"274,658",113.12,"400,054",8.72,"1,170,068",-10.92,"10,317,493",8.92,"7,568,859",5.48,"8,785,265",8.22,"6,314,367",5.54,"1,132,253",13.88,"980,041",8.71,"399,975",11.07,"274,450",-5.86
2009M05,"2,425,117",10.38,"4,685,587",5.06,"466,293",4.82,"942,786",-2.01,"597,900",-8.28,"1,200,211",1.01,"776,796",20.91,"1,116,218",30.01,"184,709",107.99,"270,072",109.75,"399,419",8.20,"1,156,300",-12.56,"10,265,349",7.87,"7,532,807",4.77,"8,740,043",7.11,"6,284,544",4.74,"1,128,102",13.45,"975,973",8.22,"397,204",9.64,"272,289",-5.39
2009M06,"2,388,105",9.38,"4,685,468",5.87,"467,325",5.38,"958,166",-2.39,"587,929",-7.39,"1,200,995",6.66,"749,297",15.69,"1,083,343",25.10,"184,535",109.54,"270,859",103.45,"399,019",8.08,"1,172,103",-11.13,"10,205,811",6.97,"7,489,919",4.14,"8,688,654",6.17,"6,249,529",4.02,"1,123,560",13.06,"969,850",7.70,"393,597",8.32,"270,541",-4.81
2009M07,"2,388,603",5.91,"4,692,391",3.42,"473,502",0.46,"1,025,114",-5.08,"588,893",-8.58,"1,172,125",3.51,"744,277",9.73,"1,065,988",22.49,"181,691",105.22,"255,112",91.56,"400,240",7.34,"1,174,053",-11.14,"10,158,844",5.56,"7,459,590",3.49,"8,648,261",4.68,"6,228,257",3.28,"1,119,611",12.28,"962,140",6.73,"390,972",7.15,"269,193",-2.38
2009M08,"2,320,395",-0.81,"4,578,226",2.93,"465,057",-6.93,"1,017,878",-3.79,"586,709",-10.93,"1,125,702",4.82,"732,006",2.79,"1,023,966",18.09,"173,599",91.68,"249,506",91.52,"363,024",-4.03,"1,161,176",-11.95,"10,032,048",3.22,"7,422,033",2.42,"8,529,496",2.12,"6,200,647",2.20,"1,114,664",11.14,"955,222",5.56,"387,888",6.46,"266,161",-3.21
2009M09,"2,346,997",-2.32,"4,559,573",2.55,"470,574",-7.22,"961,303",-6.28,"596,685",-10.96,"1,215,560",10.99,"732,368",-2.10,"987,216",9.71,"174,034",81.09,"237,299",76.66,"373,336",-2.05,"1,158,192",-10.28,"10,083,844",2.59,"7,402,613",1.20,"8,581,596",1.53,"6,192,181",1.01,"1,114,267",10.35,"952,697",5.02,"387,981",5.63,"257,734",-6.94
2009M10,"2,353,159",-7.45,"4,593,561",-2.17,"474,891",-14.15,"966,223",-17.16,"601,874",-11.18,"1,260,469",10.21,"736,065",-10.14,"986,371",0.70,"133,095",24.90,"205,940",34.84,"407,234",5.48,"1,174,560",-6.28,"9,993,268",-0.38,"7,336,572",-1.38,"8,491,868",-1.48,"6,125,274",-1.77,"1,113,291",7.83,"950,085",3.11,"388,109",2.29,"261,211",-7.38
2009M11,"2,344,988",-11.29,"4,663,625",-4.17,"471,315",-15.33,"1,012,306",-12.20,"600,610",-13.00,"1,299,300",7.20,"736,850",-14.59,"996,076",-4.88,"128,596",-9.13,"209,178",12.96,"407,617",3.94,"1,146,762",-9.65,"9,921,877",-2.09,"7,281,510",-2.90,"8,426,863",-3.08,"6,075,318",-3.23,"1,108,174",5.20,"946,649",0.92,"386,840",0.16,"259,545",-8.06
2009M12,"2,334,495",-11.86,"4,789,579",-1.63,"465,282",-11.15,"1,122,189",7.99,"602,200",-13.07,"1,281,553",3.40,"735,376",-16.18,"1,055,929",-4.61,"124,088",-19.46,"211,501",4.72,"407,549",1.63,"1,118,408",-12.72,"9,827,300",-4.73,"7,237,852",-5.00,"8,336,173",-5.24,"6,034,259",-4.97,"1,104,766",-0.82,"945,211",-3.43,"386,361",-4.26,"258,381",-10.91
