期間,總計_原始值,總計_年增率(%),臺灣桃園國際機場_原始值,臺灣桃園國際機場_年增率(%),高雄國際機場_原始值,高雄國際機場_年增率(%),臺北松山機場_原始值,臺北松山機場_年增率(%),花蓮機場_原始值,花蓮機場_年增率(%),臺東機場_原始值,臺東機場_年增率(%),馬公機場_原始值,馬公機場_年增率(%),臺中機場_原始值,臺中機場_年增率(%),臺南機場_原始值,臺南機場_年增率(%),嘉義機場_原始值,嘉義機場_年增率(%),七美機場_原始值,七美機場_年增率(%),望安機場_原始值,望安機場_年增率(%),蘭嶼機場_原始值,蘭嶼機場_年增率(%),綠島機場_原始值,綠島機場_年增率(%),金門機場_原始值,金門機場_年增率(%),北竿機場_原始值,北竿機場_年增率(%),屏東機場_原始值,屏東機場_年增率(%),南竿機場_原始值,南竿機場_年增率(%)
1997M01,"4,175,782",6.43,"1,217,082",7.57,"951,895",17.52,"1,108,979",-2.66,"144,079",18.76,"94,218",10.01,"120,914",-4.19,"141,434",15.39,"208,700",16.07,"67,741",-14.18,"2,963",3.28,924,4.52,"3,655",0.61,"8,513",4.15,"83,233",1.38,"8,725",8.75,"12,727",-43.87,...,...
1997M02,"4,753,630",5.93,"1,373,155",2.60,"1,046,478",11.47,"1,289,910",5.09,"157,682",13.33,"121,360",17.95,"169,651",1.89,"136,977",11.02,"212,550",10.45,"70,680",-17.23,"6,051",12.03,"1,534",6.38,"6,929",24.60,"10,822",7.84,"120,940",8.20,"9,651",29.91,"19,260",-39.09,...,...
1997M03,"4,761,811",14.14,"1,326,174",10.43,"1,052,241",20.33,"1,344,658",10.41,"160,073",20.26,"111,081",18.36,"152,450",6.14,"157,562",29.51,"218,124",16.94,"84,392",1.88,"4,070",-0.97,"1,082",...,"5,705",2.31,"12,997",22.11,"106,613",76.18,"8,025",20.42,"16,564",-44.11,...,...
1997M04,"5,016,212",15.97,"1,425,460",13.86,"1,091,665",17.01,"1,352,015",11.20,"165,178",41.10,"120,957",32.55,"201,675",12.28,"166,908",34.77,"218,423",15.18,"101,535",25.25,"3,660",7.74,"1,278",...,"6,514",25.12,"14,294",50.99,"120,723",25.24,"9,416",38.78,"16,511",-21.33,...,...
1997M05,"4,822,182",11.21,"1,367,800",10.58,"1,044,348",11.52,"1,290,157",3.94,"155,797",27.11,"115,298",40.78,"199,998",12.50,"165,951",30.52,"205,567",8.73,"93,763",19.20,"2,900",-13.20,518,...,"7,034",68.52,"15,125",107.65,"135,579",30.23,"8,496",44.61,"13,851",-28.80,...,...
1997M06,"4,853,205",3.98,"1,391,141",4.04,"1,042,914",4.90,"1,291,776",-1.30,"157,843",17.95,"124,909",22.84,"206,340",0.75,"161,682",12.61,"202,679",2.35,"94,402",12.39,"2,955",-11.92,466,...,"7,152",3.95,"16,290",40.90,"130,663",14.03,"8,895",89.01,"13,098",-35.86,...,...
1997M07,"5,602,316",13.15,"1,508,656",4.99,"1,215,429",11.84,"1,489,114",11.23,"173,262",32.45,"156,899",42.19,"279,530",15.53,"200,247",42.96,"234,695",19.49,"102,211",21.91,"3,975",-18.55,"1,161",...,"9,010",29.31,"22,317",55.50,"176,885",33.48,"10,821",39.84,"18,104",-2.61,...,...
1997M08,"4,815,662",-7.71,"1,480,995",-2.32,"975,144",-13.42,"1,305,899",-9.70,"173,262",17.59,"120,168",2.29,"197,826",-17.07,"140,876",-2.69,"187,175",-14.08,"78,071",-10.35,"3,049",-27.68,388,...,"5,662",-19.69,"13,424",-10.81,"114,288",-7.37,"7,758",-14.78,"11,677",-33.53,...,...
1997M09,"4,569,820",1.42,"1,248,100",-0.60,"974,929",0.47,"1,297,950",-0.62,"141,274",8.00,"121,325",22.98,"187,190",6.57,"149,719",10.84,"201,209",2.57,"88,260",6.60,"4,458",20.39,295,...,"4,903",-14.18,"14,092",6.67,"112,458",4.94,"7,581",-11.20,"16,077",-2.63,...,...
1997M10,"4,448,216",-2.79,"1,301,862",-4.54,"945,146",-6.23,"1,202,739",0.18,"137,738",0.96,"107,928",9.64,"147,607",-4.73,"152,310",8.95,"207,767",1.34,"91,200",2.87,"3,427",-21.29,346,...,"4,183",-16.91,"11,625",-4.88,"110,723",-16.61,"8,115",-8.90,"15,500",-7.53,...,...
1997M11,"4,210,400",-3.70,"1,179,084",-5.98,"898,090",-6.58,"1,183,554",-3.73,"147,072",6.69,"103,676",10.39,"134,524",4.98,"149,280",13.04,"192,799",-3.35,"83,908",5.99,"3,228",8.21,369,...,"3,262",-6.93,"12,882",19.91,"96,697",-16.57,"7,287",-14.28,"14,688",-2.90,...,...
1997M12,"4,273,892",-6.44,"1,170,792",-9.25,"919,865",-8.27,"1,237,287",-7.20,"142,462",-1.90,"100,824",3.55,"126,625",2.46,"155,301",9.47,"206,731",0.40,"87,532",-2.36,"3,125",8.96,353,-13.69,"2,710",-29.48,"10,013",20.78,"88,836",-9.65,"8,238",2.49,"13,198",-18.64,...,...
1998M01,"4,654,425",11.46,"1,301,546",6.94,"994,499",4.48,"1,300,600",17.28,"147,150",2.13,"116,018",23.14,"164,307",35.89,"155,811",10.17,"215,486",3.25,"94,448",39.43,"5,020",69.42,417,-54.87,"4,697",28.51,"11,351",33.34,"107,805",29.52,"9,332",6.96,"15,985",25.60,...,...
1998M02,"4,241,555",-10.77,"1,272,011",-7.37,"940,400",-10.14,"1,092,422",-15.31,"130,887",-16.99,"106,335",-12.38,"155,359",-8.42,"131,656",-3.88,"184,600",-13.15,"74,340",5.18,"3,809",-37.05,410,-73.27,"4,866",-29.77,"9,583",-11.45,"103,886",-14.10,"7,215",-25.24,"12,928",-32.88,...,...
1998M03,"3,738,584",-21.49,"1,167,549",-11.96,"825,401",-21.56,"979,347",-27.17,"113,234",-29.26,"81,326",-26.79,"126,443",-17.06,"102,759",-34.78,"166,759",-23.55,"63,890",-24.29,"2,770",-31.94,254,-76.52,"3,234",-43.31,"7,498",-42.31,"75,102",-29.56,"5,009",-37.58,"9,320",-43.73,...,...
1998M04,"3,978,931",-20.68,"1,252,147",-12.16,"873,247",-20.01,"1,030,551",-23.78,"117,561",-28.83,"89,810",-25.75,"166,712",-17.34,"94,674",-43.28,"175,135",-19.82,"68,348",-32.69,"1,396",-61.86,25,-98.04,"4,509",-30.78,"7,469",-47.75,"73,211",-39.36,"4,775",-49.29,"9,526",-42.31,...,...
1998M05,"4,254,053",-11.78,"1,254,650",-8.27,"931,610",-10.80,"1,151,481",-10.75,"130,676",-16.12,"95,745",-16.96,"171,194",-14.40,"115,925",-30.15,"193,607",-5.82,"75,699",-19.27,"1,868",-35.59,279,-46.14,"5,205",-26.00,"8,789",-41.89,"88,012",-35.08,"5,122",-39.71,"11,239",-18.86,...,...
1998M06,"4,311,364",-11.16,"1,335,638",-3.99,"908,380",-12.90,"1,143,356",-11.49,"130,583",-17.27,"103,096",-17.46,"186,578",-9.58,"116,241",-28.11,"187,505",-7.49,"76,877",-18.56,"2,790",-5.58,326,-30.04,"6,016",-15.88,"12,753",-21.71,"80,048",-38.74,"1,993",-77.59,"9,026",-31.09,...,...
1998M07,"4,805,285",-14.23,"1,434,659",-4.90,"1,020,435",-16.04,"1,237,987",-16.86,"149,703",-13.60,"130,416",-16.88,"241,091",-13.75,"137,393",-31.39,"210,264",-10.41,"85,055",-16.78,"2,835",-28.68,286,-75.37,"6,959",-22.76,"14,457",-35.22,"107,347",-39.31,"3,846",-64.46,"11,293",-37.62,...,...
1998M08,"5,050,478",4.88,"1,549,524",4.63,"1,065,694",9.29,"1,309,864",0.30,"149,653",-13.63,"128,453",6.89,"253,732",28.26,"139,890",-0.70,"214,725",14.72,"79,099",1.32,"2,311",-24.20,229,-40.98,"5,527",-2.38,"11,499",-14.34,"118,632",3.80,"4,187",-46.03,"9,202",-21.20,...,...
1998M09,"3,965,833",-13.22,"1,206,890",-3.30,"824,255",-15.45,"1,116,656",-13.97,"113,175",-19.89,"83,739",-30.98,"145,007",-22.53,"120,799",-19.32,"181,467",-9.81,"65,986",-25.24,"2,257",-49.37,168,-43.05,"4,269",-12.93,"10,208",-27.56,"81,366",-27.65,"5,433",-28.33,"4,158",-74.14,...,...
1998M10,"4,233,292",-4.83,"1,322,760",1.61,"867,306",-8.24,"1,212,410",0.80,"115,032",-16.48,"80,221",-25.67,"132,600",-10.17,"117,035",-23.16,"189,292",-8.89,"65,985",-27.65,"2,287",-33.27,196,-43.35,"3,641",-12.96,"8,848",-23.89,"101,252",-8.55,"5,787",-28.69,"8,640",-44.26,...,...
1998M11,"4,160,069",-1.20,"1,288,660",9.29,"892,772",-0.59,"1,079,322",-8.81,"138,574",-5.78,"91,230",-12.00,"128,507",-4.47,"131,094",-12.18,"203,272",5.43,"78,331",-6.65,"2,137",-33.80,72,-80.49,"2,891",-11.37,"9,202",-28.57,"97,446",0.77,"6,419",-11.91,"10,140",-30.96,...,...
1998M12,"4,256,303",-0.41,"1,339,414",14.40,"923,504",0.40,"1,079,451",-12.76,"141,901",-0.39,"92,003",-8.75,"130,641",3.17,"134,876",-13.15,"208,872",1.04,"81,807",-6.54,"1,994",-36.19,...,...,"2,757",1.73,"8,923",-10.89,"92,289",3.89,"7,511",-8.82,"10,360",-21.50,...,...
1999M01,"4,061,021",-12.75,"1,263,246",-2.94,"846,070",-14.93,"1,121,858",-13.74,"130,152",-11.55,"73,688",-36.49,"120,269",-26.80,"126,905",-18.55,"197,647",-8.28,"77,549",-17.89,"1,815",-63.84,...,...,"2,287",-51.31,"4,916",-56.69,"76,720",-28.83,"7,096",-23.96,"10,803",-32.42,...,...
1999M02,"4,424,177",4.31,"1,393,295",9.53,"911,254",-3.10,"1,204,395",10.25,"136,240",4.09,"87,944",-17.30,"156,072",0.46,"118,484",-10.00,"194,747",5.50,"84,912",14.22,"1,976",-48.12,14,-96.59,"3,983",-18.15,"6,856",-28.46,"102,580",-1.26,"6,939",-3.83,"14,486",12.05,...,...
1999M03,"4,316,364",15.45,"1,348,168",15.47,"864,480",4.73,"1,228,693",25.46,"135,718",19.86,"83,522",2.70,"142,238",12.49,"133,201",29.62,"197,778",18.60,"80,319",25.71,"1,525",-44.95,...,...,"3,490",7.92,"7,400",-1.31,"72,829",-3.03,"4,046",-19.23,"12,957",39.02,...,...
1999M04,"4,622,682",16.18,"1,474,899",17.79,"967,364",10.78,"1,198,043",16.25,"137,101",16.62,"92,110",2.56,"189,163",13.47,"142,188",50.19,"205,929",17.58,"89,659",31.18,"1,656",18.62,...,...,"3,807",-15.57,"6,963",-6.77,"96,545",31.87,"3,470",-27.33,"13,785",44.71,...,...
1999M05,"4,490,613",5.56,"1,456,385",16.08,"939,818",0.88,"1,147,242",-0.37,"132,599",1.47,"90,156",-5.84,"198,410",15.90,"126,750",9.34,"194,724",0.58,"84,390",11.48,"1,433",-23.29,...,...,"3,405",-34.58,"6,361",-27.63,"92,222",4.78,"4,119",-19.58,"12,599",12.10,...,...
1999M06,"4,590,602",6.48,"1,544,341",15.63,"925,125",1.84,"1,171,200",2.44,"125,997",-3.51,"91,720",-11.03,"195,993",5.05,"136,667",17.57,"188,400",0.48,"80,818",5.13,"1,544",-44.66,24,-92.64,"3,776",-37.23,"7,043",-44.77,"98,138",22.60,"7,534",278.02,"12,282",36.07,...,...
1999M07,"5,107,476",6.29,"1,687,204",17.60,"1,040,168",1.93,"1,285,902",3.87,"137,016",-8.47,"118,734",-8.96,"268,236",11.26,"148,403",8.01,"188,642",-10.28,"80,161",-5.75,"2,099",-25.96,102,-64.34,"5,511",-20.81,"11,154",-22.85,"113,791",6.00,"7,713",100.55,"12,640",11.93,...,...
1999M08,"4,811,097",-4.74,"1,690,403",9.09,"963,705",-9.57,"1,182,950",-9.69,"133,794",-10.60,"112,572",-12.36,"218,487",-13.89,"133,291",-4.72,"171,520",-20.12,"69,427",-12.23,"1,789",-22.59,199,-13.10,"3,673",-33.54,"11,495",-0.03,"97,282",-18.00,"7,701",83.93,"12,166",32.21,...,...
1999M09,"4,063,822",2.47,"1,349,490",11.82,"825,007",0.09,"1,051,787",-5.81,"109,268",-3.45,"82,873",-1.03,"172,626",19.05,"116,475",-3.58,"172,018",-5.21,"69,349",5.10,"2,007",-11.08,190,13.10,"3,943",-7.64,"7,613",-25.42,"78,958",-2.96,"11,503",111.72,"10,715",157.70,...,...
1999M10,"3,837,967",-9.34,"1,243,873",-5.96,"801,317",-7.61,"1,031,166",-14.95,"98,099",-14.72,"75,590",-5.77,"119,182",-10.12,"121,083",3.46,"177,309",-6.33,"70,258",6.48,"1,925",-15.83,224,14.29,"3,333",-8.46,"8,205",-7.27,"67,754",-33.08,"7,610",31.50,"11,039",27.77,...,...
1999M11,"4,078,512",-1.96,"1,311,407",1.77,"848,915",-4.91,"1,097,973",1.73,"110,082",-20.56,"82,927",-9.10,"129,407",0.70,"121,399",-7.40,"188,327",-7.35,"73,676",-5.94,"1,974",-7.63,274,280.56,"2,691",-6.92,"7,930",-13.82,"80,886",-16.99,"8,075",25.80,"12,569",23.95,...,...
1999M12,"3,969,554",-6.74,"1,281,751",-4.31,"813,987",-11.86,"1,087,945",0.79,"105,783",-25.45,"80,412",-12.60,"121,131",-7.28,"120,451",-10.70,"179,555",-14.04,"68,616",-16.12,"1,333",-33.15,89,...,"2,062",-25.21,"7,483",-16.14,"77,170",-16.38,"9,856",31.22,"11,930",15.15,...,...
2000M01,"3,635,344",-10.48,"1,223,331",-3.16,"721,120",-14.77,"986,420",-12.07,"96,682",-25.72,"70,949",-3.72,"107,498",-10.62,"114,465",-9.80,"161,925",-18.07,"57,450",-25.92,942,-48.10,120,...,"2,860",25.05,"6,959",41.56,"64,905",-15.40,"8,657",22.00,"11,061",2.39,...,...
2000M02,"4,406,726",-0.39,"1,521,917",9.23,"876,184",-3.85,"1,120,346",-6.98,"117,115",-14.04,"101,652",15.59,"165,657",6.14,"115,027",-2.92,"179,263",-7.95,"71,518",-15.77,"1,802",-8.81,188,"1,242.86","3,821",-4.07,"8,814",28.56,"101,004",-1.54,"8,079",16.43,"14,339",-1.01,...,...
2000M03,"3,927,552",-9.01,"1,411,902",4.73,"787,027",-8.96,"971,355",-20.94,"108,299",-20.20,"73,930",-11.48,"123,132",-13.43,"114,926",-13.72,"170,280",-13.90,"63,846",-20.51,"1,274",-16.46,196,...,"3,317",-4.96,"8,283",11.93,"71,426",-1.93,"7,368",82.11,"10,991",-15.17,...,...
2000M04,"4,188,221",-9.40,"1,608,745",9.07,"822,079",-15.02,"939,714",-21.56,"108,051",-21.19,"84,901",-7.83,"173,915",-8.06,"117,985",-17.02,"154,872",-24.79,"60,616",-32.39,"1,700",2.66,225,...,"4,593",20.65,"9,339",34.12,"84,881",-12.08,"6,050",74.35,"10,555",-23.43,...,...
2000M05,"4,081,739",-9.11,"1,561,255",7.20,"790,829",-15.85,"930,026",-18.93,"107,282",-19.09,"76,790",-14.83,"168,001",-15.33,"123,549",-2.53,"153,210",-21.32,"59,278",-29.76,"1,618",12.91,238,...,"5,170",51.84,"8,931",40.40,"78,207",-15.20,"7,486",81.74,"9,869",-21.67,...,...
2000M06,"4,111,412",-10.44,"1,652,564",7.01,"761,019",-17.74,"904,190",-22.80,"105,412",-16.34,"80,172",-12.59,"170,099",-13.21,"118,274",-13.46,"148,262",-21.30,"55,649",-31.14,"1,354",-12.31,188,683.33,"5,191",37.47,"9,237",31.15,"83,620",-14.79,"6,371",-15.44,"9,810",-20.13,...,...
2000M07,"4,585,909",-10.21,"1,829,453",8.43,"841,373",-19.11,"979,429",-23.83,"109,614",-20.00,"94,049",-20.79,"240,452",-10.36,"134,881",-9.11,"152,188",-19.32,"57,890",-27.78,"2,174",3.57,236,131.37,"5,189",-5.84,"9,165",-17.83,"111,112",-2.35,"8,440",9.43,"10,264",-18.80,...,...
