期間,對金融機構放款--居住民_原始值,對金融機構放款--居住民_年增率(%),對金融機構放款--非居住民_原始值,對金融機構放款--非居住民_年增率(%),證券投資_原始值,證券投資_年增率(%),對金融機構債權--小計_原始值,對金融機構債權--小計_年增率(%),對金融機構債權--外匯指定銀行_原始值,對金融機構債權--外匯指定銀行_年增率(%),對金融機構債權--OBU相互間_原始值,對金融機構債權--OBU相互間_年增率(%),對金融機構債權--國外金融機構_原始值,對金融機構債權--國外金融機構_年增率(%),其他資產_原始值,其他資產_年增率(%),資產合計=負債合計_原始值,資產合計=負債合計_年增率(%),非金融機構存款_原始值,非金融機構存款_年增率(%),對金融機構負債--小計_原始值,對金融機構負債--小計_年增率(%),對金融機構負債--國內金融機構_原始值,對金融機構負債--國內金融機構_年增率(%),對金融機構負債--OBU相互間_原始值,對金融機構負債--OBU相互間_年增率(%),對金融機構負債--國外金融機構_原始值,對金融機構負債--國外金融機構_年增率(%),證券發行_原始值,證券發行_年增率(%),其他負債_原始值,其他負債_年增率(%)
2010M12,148,-80.08,"40,604",38.84,"15,952",15.96,"55,878",27.13,"24,611",48.47,"11,859",302.27,"19,408",-20.56,"10,348",40.75,"122,930",29.33,"35,587",9.52,"75,270",39.21,"48,531",5.92,"11,858",302.38,"14,881",180.51,364,3.41,"11,709",43.92
2011M01,148,-80.08,"42,389",39.55,"15,952",14.82,"52,673",5.63,"23,057",42.56,"11,275",45.41,"18,341",-29.29,"10,481",47.10,"121,643",19.26,"32,006",2.20,"75,543",21.62,"49,058",1.79,"11,275",45.39,"15,210",146.76,364,1.96,"13,730",67.17
2011M02,148,-80.08,"42,971",39.98,"15,987",15.97,"52,629",4.66,"25,081",38.43,"10,915",30.78,"16,633",-30.17,"10,284",37.05,"122,019",18.45,"32,902",4.15,"75,081",20.59,"48,055",2.79,"10,898",30.58,"16,128",125.06,362,1.12,"13,674",55.30
2011M03,117,-83.57,"45,094",44.92,"16,521",17.81,"53,354",0.73,"23,952",41.03,"11,321",20.74,"18,081",-32.04,"10,567",42.07,"125,653",18.25,"33,038",2.92,"77,859",19.18,"50,322",3.17,"11,321",20.74,"16,216",125.85,361,1.40,"14,395",69.95
2011M04,147,-79.35,"46,590",45.00,"16,924",15.78,"53,934",5.64,"26,795",66.69,"10,570",16.24,"16,569",-35.99,"11,000",31.70,"128,595",20.33,"34,899",9.63,"78,779",19.40,"50,386",2.01,"10,570",16.24,"17,823",137.83,364,1.96,"14,553",67.33
2011M05,147,-79.35,"48,986",46.38,"16,427",18.49,"54,651",-1.51,"27,038",59.28,"10,534",-2.90,"17,079",-38.26,"10,961",15.14,"131,172",16.03,"34,517",10.15,"81,794",14.94,"50,118",2.07,"10,536",-2.89,"21,140",88.53,367,1.38,"14,494",42.28
2011M06,92,-78.45,"51,092",50.32,"15,876",13.34,"55,632",7.62,"25,385",37.89,"11,166",7.50,"19,081",-16.66,"11,647",31.89,"134,339",23.31,"34,273",9.25,"84,959",25.52,"53,584",18.90,"11,166",7.49,"20,209",65.25,367,-0.27,"14,740",54.78
2011M07,102,-58.37,"53,438",49.64,"16,093",11.66,"53,787",1.79,"24,662",20.64,"9,995",-1.87,"19,130",-13.88,"11,434",27.20,"134,854",20.19,"34,190",6.33,"86,006",23.30,"55,094",24.58,"9,994",-1.88,"20,918",36.34,370,-0.54,"14,288",44.06
2011M08,102,-56.60,"55,013",51.65,"15,559",3.60,"53,924",-0.34,"23,198",0.18,"9,854",0.66,"20,872",-1.38,"12,077",35.26,"136,675",19.30,"34,729",5.63,"86,381",20.84,"54,266",22.11,"9,854",0.66,"22,261",29.04,375,0.00,"15,190",54.48
2011M09,41,-79.90,"57,267",56.69,"15,047",-2.66,"53,573",-2.32,"22,386",-5.16,"9,703",-4.80,"21,484",2.07,"11,965",30.79,"137,893",18.67,"35,189",3.61,"87,379",22.96,"55,148",22.41,"9,703",-4.79,"22,528",42.42,374,-0.53,"14,951",38.42
2011M10,41,-79.90,"58,646",50.38,"15,807",-2.03,"54,084",-2.63,"23,359",-1.34,"10,227",-2.04,"20,498",-4.35,"14,734",51.23,"143,312",18.81,"37,255",6.88,"87,647",18.81,"55,088",17.40,"10,227",-2.04,"22,332",36.09,372,-1.06,"18,038",55.25
2011M11,41,-79.90,"59,309",51.42,"15,388",-3.01,"56,901",5.85,"24,096",13.40,"11,094",0.91,"21,711",0.91,"13,593",44.16,"145,232",22.64,"37,459",10.07,"90,785",26.04,"55,694",20.63,"11,095",0.92,"23,996",61.44,371,-0.27,"16,617",38.56
2011M12,41,-72.30,"58,935",45.15,"15,760",-1.20,"56,900",1.83,"24,210",-1.63,"10,466",-11.75,"22,224",14.51,"13,465",30.12,"145,101",18.04,"37,645",5.78,"91,662",21.78,"58,190",19.90,"10,545",-11.07,"22,927",54.07,370,1.65,"15,424",31.73
2012M01,41,-72.30,"59,935",41.39,"17,226",7.99,"56,662",7.57,"23,312",1.11,"10,632",-5.70,"22,718",23.86,"15,250",45.50,"149,114",22.58,"38,503",20.30,"92,306",22.19,"60,310",22.94,"10,632",-5.70,"21,364",40.46,373,2.47,"17,932",30.60
2012M02,41,-72.30,"60,128",39.93,"17,202",7.60,"59,582",13.21,"23,589",-5.95,"11,524",5.58,"24,469",47.11,"17,123",66.50,"154,076",26.27,"39,144",18.97,"95,041",26.58,"60,138",25.14,"11,523",5.73,"23,380",44.97,371,2.49,"19,520",42.75
2012M03,60,-48.72,"60,843",34.92,"16,700",1.08,"62,331",16.83,"24,261",1.29,"10,912",-3.61,"27,158",50.20,"16,539",56.52,"156,473",24.53,"39,166",18.55,"97,314",24.99,"64,111",27.40,"10,912",-3.61,"22,291",37.46,369,2.22,"19,624",36.33
2012M04,10,-93.20,"62,176",33.45,"17,616",4.09,"60,650",12.45,"23,186",-13.47,"10,608",0.36,"26,856",62.09,"17,457",58.70,"157,909",22.80,"39,478",13.12,"96,793",22.87,"64,807",28.62,"10,608",0.36,"21,378",19.95,370,1.65,"21,268",46.14
2012M05,10,-93.20,"64,045",30.74,"15,363",-6.48,"58,256",6.60,"24,724",-8.56,"8,170",-22.44,"25,362",48.50,"21,822",99.09,"159,496",21.59,"39,935",15.70,"94,971",16.11,"65,349",30.39,"8,170",-22.46,"21,452",1.48,369,0.54,"24,221",67.11
2012M06,59,-35.87,"65,009",27.24,"15,509",-2.31,"59,553",7.05,"25,635",0.98,"8,759",-21.56,"25,159",31.85,"20,073",72.34,"160,203",19.25,"39,669",15.74,"97,015",14.19,"67,171",25.36,"8,759",-21.56,"21,085",4.33,369,0.54,"23,150",57.06
2012M07,21,-79.41,"66,018",23.54,"15,132",-5.97,"58,665",9.07,"26,253",6.45,"8,792",-12.04,"23,620",23.47,"20,311",77.64,"160,147",18.76,"40,747",19.18,"94,805",10.23,"64,913",17.82,"8,792",-12.03,"21,100",0.87,370,0.00,"24,225",69.55
2012M08,1,-99.02,"65,998",19.97,"16,677",7.19,"60,986",13.10,"26,241",13.12,"10,971",11.34,"23,774",13.90,"21,482",77.88,"165,144",20.83,"41,825",20.43,"98,166",13.64,"67,564",24.51,"10,970",11.33,"19,632",-11.81,368,-1.87,"24,785",63.17
2012M09,80,95.12,"65,601",14.55,"16,175",7.50,"58,877",9.90,"26,846",19.92,"9,904",2.07,"22,127",2.99,"21,406",78.91,"162,139",17.58,"42,595",21.05,"94,940",8.65,"65,331",18.46,"9,904",2.07,"19,705",-12.53,368,-1.60,"24,236",62.10
2012M10,40,-2.44,"65,205",11.18,"17,520",10.84,"58,559",8.27,"28,849",23.50,"9,953",-2.68,"19,757",-3.61,"21,449",45.57,"162,773",13.58,"42,826",14.95,"94,953",8.34,"63,247",14.81,"9,953",-2.68,"21,753",-2.59,366,-1.61,"24,628",36.53
2012M11,-,-,"66,562",12.23,"18,045",17.27,"56,527",-0.66,"26,517",10.05,"9,647",-13.04,"20,363",-6.21,"23,193",70.62,"164,327",13.15,"43,671",16.58,"95,011",4.65,"65,528",17.66,"9,647",-13.05,"19,836",-17.34,366,-1.35,"25,279",52.13
2012M12,-,-,"67,811",15.06,"18,240",15.74,"60,200",5.80,"27,763",14.68,"10,880",3.96,"21,557",-3.00,"24,655",83.10,"170,906",17.78,"44,102",17.15,"100,389",9.52,"68,555",17.81,"10,868",3.06,"20,966",-8.55,364,-1.62,"26,051",68.90
2013M01,0,-100.00,"68,739",14.69,"20,433",18.62,"42,481",-25.03,"13,156",-43.57,"10,429",-1.91,"18,896",-16.82,"11,729",-23.09,"143,382",-3.84,"43,295",12.45,"85,121",-7.78,"54,454",-9.71,"10,429",-1.91,"20,238",-5.27,363,-2.68,"14,603",-18.56
2013M02,0,-100.00,"70,261",16.85,"21,278",23.69,"43,290",-27.34,"12,433",-47.29,"10,106",-12.30,"20,750",-15.20,"12,063",-29.55,"146,891",-4.66,"44,270",13.10,"88,047",-7.36,"58,823",-2.19,"10,108",-12.28,"19,115",-18.24,362,-2.43,"14,213",-27.19
2013M03,85,41.67,"71,416",17.38,"20,056",20.10,"45,218",-27.46,"7,204",-70.31,"10,494",-3.83,"27,520",1.33,"13,545",-18.10,"150,320",-3.93,"44,565",13.78,"89,378",-8.16,"60,202",-6.10,"10,494",-3.83,"18,682",-16.19,361,-2.17,"16,016",-18.39
2013M04,55,450.00,"72,520",16.64,"21,304",20.94,"40,718",-32.86,"9,596",-58.61,"7,710",-27.32,"23,413",-12.82,"13,731",-21.34,"148,328",-6.07,"45,646",15.62,"85,083",-12.10,"56,846",-12.28,"7,709",-27.33,"20,528",-3.98,360,-2.70,"17,239",-18.94
2013M05,135,"1,250.00","73,033",14.03,"22,120",43.98,"37,523",-35.59,"9,830",-60.24,"6,331",-22.51,"21,361",-15.78,"15,193",-30.38,"148,004",-7.21,"46,720",16.99,"84,011",-11.54,"59,255",-9.33,"6,331",-22.51,"18,424",-14.12,358,-2.98,"16,915",-30.16
2013M06,130,120.34,"74,040",13.89,"21,767",40.35,"38,990",-34.53,"10,945",-57.30,"6,524",-25.52,"21,522",-14.46,"15,334",-23.61,"150,261",-6.21,"46,179",16.41,"86,940",-10.38,"60,857",-9.40,"6,524",-25.52,"19,559",-7.24,357,-3.25,"16,785",-27.49
2013M07,137,552.38,"75,526",14.40,"21,212",40.18,"38,921",-33.66,"11,146",-57.54,"5,549",-36.89,"22,227",-5.90,"15,756",-22.43,"151,552",-5.37,"46,793",14.84,"88,004",-7.17,"62,104",-4.33,"5,548",-36.90,"20,352",-3.55,356,-3.78,"16,400",-32.30
2013M08,137,"13,600.00","77,211",16.99,"21,414",28.40,"36,762",-39.72,"11,018",-58.01,"5,194",-52.66,"20,550",-13.56,"16,390",-23.70,"151,914",-8.01,"47,828",14.35,"87,583",-10.78,"61,059",-9.63,"5,174",-52.84,"21,350",8.75,355,-3.53,"16,148",-34.85
2013M09,126,57.50,"78,005",18.91,"21,563",33.31,"40,107",-31.88,"11,826",-55.95,"6,200",-37.40,"22,081",-0.21,"18,797",-12.19,"158,597",-2.18,"48,654",14.22,"91,952",-3.15,"63,523",-2.77,"6,179",-37.61,"22,249",12.91,355,-3.53,"17,637",-27.23
2013M10,131,227.50,"78,307",20.09,"22,101",26.15,"38,633",-34.03,"11,720",-59.37,"4,609",-53.69,"22,304",12.89,"21,088",-1.68,"160,260",-1.54,"49,367",15.27,"92,082",-3.02,"63,136",-0.18,"4,588",-53.90,"24,358",11.98,353,-3.55,"18,458",-25.05
2013M11,83,-,"78,255",17.57,"22,606",25.28,"40,621",-28.14,"13,001",-50.97,"4,706",-51.22,"22,913",12.52,"22,113",-4.66,"163,678",-0.39,"50,355",15.31,"95,055",0.05,"64,978",-0.84,"4,706",-51.22,"25,371",27.90,353,-3.55,"17,915",-29.13
2013M12,129,-,"79,852",17.76,"22,019",20.72,"44,459",-26.15,"10,438",-62.40,"5,399",-50.38,"28,622",32.77,"23,113",-6.25,"169,572",-0.78,"51,191",16.07,"100,133",-0.26,"66,466",-3.05,"5,398",-50.33,"28,269",34.83,351,-3.57,"17,896",-31.30
2014M01,150,--,"82,615",20.19,"21,715",6.27,"44,287",4.25,"14,013",6.51,"6,320",-39.40,"23,953",26.76,"24,351",107.61,"173,117",20.74,"49,991",15.47,"105,110",23.48,"70,236",28.98,"6,340",-39.21,"28,534",40.99,350,-3.58,"17,666",20.98
2014M02,149,--,"84,329",20.02,"21,807",2.49,"43,067",-0.52,"13,191",6.10,"6,314",-37.52,"23,562",13.55,"24,014",99.07,"173,366",18.02,"50,390",13.82,"102,973",16.95,"68,372",16.23,"6,339",-37.29,"28,263",47.86,349,-3.59,"19,654",38.28
2014M03,100,17.65,"85,382",19.56,"22,263",11.00,"45,464",0.54,"14,549",101.96,"5,794",-44.79,"25,121",-8.72,"24,960",84.27,"178,169",18.53,"50,734",13.84,"107,351",20.11,"72,011",19.62,"5,813",-44.61,"29,527",58.05,348,-3.60,"19,736",23.23
2014M04,89,61.82,"86,862",19.78,"21,727",1.99,"45,915",12.76,"13,860",44.44,"6,145",-20.30,"25,909",10.66,"26,284",91.42,"180,876",21.94,"51,987",13.89,"106,065",24.66,"70,997",24.89,"6,145",-20.29,"28,923",40.90,347,-3.61,"22,478",30.39
2014M05,89,-34.07,"88,782",21.56,"21,570",-2.49,"45,721",21.85,"14,410",46.59,"4,766",-24.72,"26,545",24.27,"27,523",81.16,"183,685",24.11,"52,065",11.44,"108,137",28.72,"73,694",24.37,"4,766",-24.72,"29,677",61.08,346,-3.35,"23,137",36.78
2014M06,9,-93.08,"88,541",19.59,"21,305",-2.12,"47,505",21.84,"14,514",32.61,"5,323",-18.41,"27,668",28.56,"26,068",70.00,"183,428",22.07,"51,555",11.64,"109,407",25.84,"73,004",19.96,"5,223",-19.94,"31,180",59.42,345,-3.36,"22,120",31.78
2014M07,80,-41.61,"89,236",18.15,"21,360",0.70,"47,326",21.60,"15,126",35.71,"4,452",-19.77,"27,748",24.84,"25,431",61.41,"183,432",21.04,"51,504",10.07,"109,361",24.27,"73,323",18.06,"4,452",-19.75,"31,586",55.20,343,-3.65,"22,224",35.51
