期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1999M11,"9,478",...,"5,676",...,"3,802",...,747,...,538,...,209,...,11,...,9,...,2,...,"2,634",...,"1,643",...,991,...,36,...,30,...,5,...,852,...,753,...,98,...,"1,702",...,900,...,802,...,510,...,218,...,293,...,481,...,384,...,98,...,355,...,151,...,205,...,76,...,46,...,30,...,229,...,123,...,106,...,486,...,173,...,313,...,233,...,76,...,157,...,167,...,91,...,76,...,633,...,332,...,301,...,325,...,209,...,116,...
1999M12,"9,498",...,"5,685",...,"3,813",...,757,...,542,...,214,...,11,...,9,...,2,...,"2,631",...,"1,635",...,996,...,36,...,31,...,5,...,848,...,758,...,90,...,"1,706",...,907,...,800,...,500,...,214,...,286,...,481,...,388,...,93,...,359,...,157,...,202,...,71,...,45,...,26,...,237,...,130,...,107,...,482,...,158,...,324,...,244,...,76,...,168,...,174,...,93,...,81,...,640,...,341,...,299,...,322,...,203,...,119,...
2000M01,"9,494",1.52,"5,702",1.25,"3,792",1.92,756,-7.11,549,-4.94,207,-12.41,11,-11.03,9,-7.97,2,-20.98,"2,628",2.65,"1,627",3.26,"1,001",1.68,36,5.16,31,5.27,5,4.51,855,1.02,758,0.80,97,2.73,"1,699",0.48,917,1.85,782,-1.07,509,10.92,223,4.68,286,16.33,486,0.67,389,-1.23,97,9.07,367,5.76,155,5.98,212,5.60,57,-13.46,39,-13.43,18,-13.54,245,5.03,131,0.05,114,11.40,471,0.32,154,-3.49,317,2.28,255,10.48,86,14.24,169,8.68,162,4.41,89,3.65,73,5.34,632,-0.66,342,1.05,291,-2.60,324,3.20,204,2.21,120,4.94
2000M02,"9,406",0.73,"5,665",1.07,"3,741",0.23,752,-6.06,549,-3.01,202,-13.44,11,3.06,9,6.46,2,-11.76,"2,631",2.63,"1,631",2.84,1000,2.28,36,5.54,30,5.10,6,8.04,843,-1.29,748,-1.37,94,-0.60,"1,683",-0.39,912,0.26,772,-1.14,485,6.19,214,5.09,271,7.07,469,-1.11,375,-0.76,94,-2.51,355,1.04,148,-0.40,207,2.10,61,-6.45,39,-11.15,22,3.15,244,5.83,131,9.75,113,1.63,486,1.68,166,2.81,320,1.10,268,9.11,88,11.98,180,7.76,157,0.23,82,-1.54,75,2.25,606,-1.10,340,3.31,265,-6.23,320,1.63,201,0.30,119,3.97
2000M03,"9,430",1.66,"5,655",1.65,"3,774",1.69,758,-4.14,549,-3.52,209,-5.74,11,4.79,9,5.27,2,2.73,"2,633",2.20,"1,616",2.67,"1,018",1.46,37,7.65,31,7.11,6,10.77,840,0.08,758,0.76,82,-5.82,"1,698",1.76,920,1.34,778,2.26,473,5.78,203,2.84,270,8.11,463,1.05,370,0.10,93,5.01,354,-0.39,153,1.27,201,-1.62,68,5.97,41,-6.80,28,32.84,242,9.99,132,13.69,111,5.90,485,-0.79,166,-2.44,318,0.10,256,6.88,82,8.24,173,6.25,160,-2.82,75,-4.55,85,-1.24,627,4.70,344,7.48,283,1.50,324,1.88,206,3.02,118,-0.06
2000M04,"9,453",1.61,"5,668",1.28,"3,784",2.11,758,-3.83,550,-3.61,207,-4.40,11,4.40,9,0.70,2,22.20,"2,640",2.03,"1,609",2.06,"1,031",1.99,37,6.67,32,7.38,5,2.64,835,0.48,751,1.22,84,-5.69,"1,696",1.29,912,-0.10,784,2.96,478,3.00,203,-0.36,275,5.64,470,0.59,374,-0.89,96,6.87,367,3.33,168,2.81,199,3.77,66,-1.76,41,0.50,25,-5.28,243,12.57,134,15.55,109,9.11,489,0.05,167,-3.00,322,1.72,247,7.06,77,6.26,170,7.43,155,-7.06,76,-8.86,79,-5.27,639,6.57,358,10.00,281,2.50,321,0.16,206,3.14,115,-4.79
2000M05,"9,470",1.30,"5,657",1.69,"3,813",0.74,748,-4.28,539,-2.62,209,-8.32,11,-0.10,9,-3.02,2,13.76,"2,638",1.27,"1,601",1.99,"1,038",0.19,36,2.72,31,3.76,5,-2.86,832,-0.25,749,1.50,83,-13.69,"1,712",2.65,911,2.27,801,3.09,490,-0.71,221,3.55,269,-3.96,472,0.95,373,0.07,99,4.44,365,2.34,170,3.95,196,0.98,73,5.90,44,17.67,29,-8.14,249,10.90,134,8.15,114,14.32,479,-0.26,162,-5.56,317,2.68,246,12.29,79,9.21,167,13.80,157,-11.06,84,-11.51,73,-10.53,644,5.93,353,7.67,290,3.88,318,-0.33,197,1.34,121,-2.92
2000M06,"9,485",1.07,"5,663",1.10,"3,822",1.03,743,-4.33,528,-3.65,215,-5.95,11,-3.56,9,-4.34,2,0.27,"2,637",0.73,"1,628",1.57,"1,009",-0.60,36,3.50,31,2.94,6,6.68,838,0.17,750,0.17,88,0.13,"1,719",2.33,919,2.61,800,2.02,492,0.71,238,9.41,253,-6.30,480,1.48,370,-0.73,110,9.71,371,2.40,157,0.32,213,4.00,66,2.09,37,2.14,29,2.03,264,9.47,140,2.83,124,18.08,474,0.99,154,-6.95,320,5.32,233,3.63,74,12.23,160,0.08,167,-4.19,95,3.22,73,-12.38,641,4.48,340,4.19,302,4.81,313,-0.92,193,-2.53,120,1.79
2000M07,"9,511",1.04,"5,673",0.59,"3,838",1.72,740,-4.16,534,-3.57,205,-5.65,11,-0.15,9,0.64,2,-4.00,"2,654",1.23,"1,635",1.20,"1,019",1.28,36,-0.07,30,-1.14,6,5.98,835,-0.91,750,0.03,85,-8.57,"1,708",1.80,929,1.77,779,1.84,502,-0.17,236,1.70,266,-1.77,485,1.46,375,-1.08,110,11.23,366,1.61,152,0.82,214,2.17,65,-5.96,37,-10.96,28,1.53,252,4.65,128,-1.68,124,12.05,493,4.05,163,4.62,330,3.76,229,-4.20,69,0.81,160,-6.20,171,1.04,90,4.78,81,-2.85,658,8.20,342,4.74,316,12.21,307,-1.34,194,-2.00,113,-0.19
2000M08,"9,531",1.07,"5,687",0.44,"3,843",2.04,733,-4.57,535,-3.26,198,-7.97,11,3.76,9,3.77,2,3.75,"2,661",1.55,"1,609",-0.53,"1,052",4.89,37,2.63,31,2.02,6,6.10,827,-2.25,753,-0.04,73,-20.37,"1,706",0.86,925,0.18,781,1.67,503,0.76,228,1.42,275,0.22,489,1.62,387,-0.05,102,8.51,369,2.44,154,0.79,215,3.66,67,-4.88,42,-0.65,25,-11.09,254,8.31,128,2.06,127,15.44,476,0.48,169,4.17,307,-1.44,242,-5.70,75,-5.69,167,-5.70,168,6.47,88,4.46,81,8.73,678,11.17,359,9.67,319,12.90,310,-1.03,196,2.46,114,-6.48
2000M09,"9,505",1.38,"5,668",0.83,"3,837",2.19,723,-3.24,519,-3.31,204,-3.07,11,-3.53,9,0.33,2,-20.72,"2,676",2.81,"1,640",1.73,"1,036",4.57,37,1.63,31,0.83,6,6.06,820,-2.23,738,-2.78,82,3.00,"1,686",-0.31,911,1.15,775,-1.98,501,5.76,224,2.09,278,8.91,496,1.65,391,-0.08,104,8.68,375,1.83,148,-4.35,228,6.28,69,3.48,45,14.22,24,-11.84,248,6.34,136,8.12,112,4.27,470,1.19,169,2.13,301,0.67,258,3.13,81,8.90,177,0.71,167,1.85,87,3.24,80,0.38,655,5.23,347,5.77,308,4.63,313,-1.33,193,0.97,120,-4.84
2000M10,"9,521",1.03,"5,664",0.43,"3,858",1.92,718,-4.02,516,-4.51,202,-2.72,11,-0.05,9,1.65,2,-8.56,"2,690",2.84,"1,654",2.06,"1,036",4.10,36,-0.62,30,-0.88,5,0.90,817,-3.70,721,-4.52,96,3.01,"1,685",-0.10,907,0.90,778,-1.25,526,5.59,222,0.81,304,9.38,490,0.76,391,1.02,99,-0.24,374,2.75,157,4.93,218,1.24,69,-1.21,46,10.50,22,-19.17,248,6.76,135,11.46,113,1.60,477,0.72,173,-1.50,304,2.02,261,10.06,83,8.72,178,10.69,171,1.18,92,7.06,79,-4.94,637,2.63,330,1.71,307,3.63,311,-4.81,196,-2.76,114,-8.13
2000M11,"9,545",0.70,"5,669",-0.12,"3,876",1.93,717,-4.06,510,-5.08,206,-1.44,11,-0.31,9,-1.12,2,3.53,"2,685",1.92,"1,641",-0.12,"1,044",5.29,36,1.29,31,2.36,5,-4.58,820,-3.73,725,-3.70,95,-3.93,"1,708",0.33,920,2.25,787,-1.83,521,2.08,218,-0.08,304,3.70,487,1.17,391,1.87,96,-1.54,373,5.07,162,7.54,211,3.24,64,-16.14,40,-13.00,23,-21.00,254,11.19,137,11.00,118,11.41,473,-2.66,167,-3.70,307,-2.09,261,11.93,84,9.97,177,12.88,173,3.76,92,1.35,82,6.61,651,2.92,340,2.44,311,3.46,310,-4.64,202,-3.31,108,-7.03
2000M12,"9,549",0.53,"5,669",-0.28,"3,880",1.74,714,-5.71,504,-7.00,209,-2.44,11,-3.55,9,-0.10,2,-16.08,"2,683",1.97,"1,653",1.12,"1,030",3.36,36,-1.26,30,-1.87,6,2.13,821,-3.13,733,-3.35,89,-1.28,"1,715",0.49,910,0.36,805,0.62,520,4.06,223,4.60,297,3.66,486,1.05,390,0.53,96,3.23,372,3.61,160,2.33,212,4.59,62,-12.22,41,-9.34,21,-17.21,258,9.03,139,6.69,119,11.88,479,-0.57,170,7.26,310,-4.39,266,9.06,84,11.64,181,7.91,173,-0.27,88,-5.05,86,5.16,644,0.74,343,0.54,302,0.96,309,-4.21,192,-5.45,116,-2.07
