期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2007M04,"32,621,775",6.89,"11,720,474",12.03,"17,764,620",3.11,"1,707,165",-11.15,"555,557",-3.07,"15,501,898",5.21,"1,489,042",17.97,"121,405",11.53,"1,099,601",2.54,"190,346",4.28,"25,944","1,120.32",1,0.00,"210,342",4.91,"1,984,871",14.10,"1,010,163",5.25,"24,537,602",5.12,"313,546",-8.20,"1,968,498",14.57,"5,259,865",6.32,"3,307,604",8.59,"7,741,976",-1.50,"1,800,191",13.73,"4,140,341",7.69,"5,581",97.21,"830,741",-4.59,"220,594",17.21,"934,769",10.63,"3,353,344",21.46,"-250,309",--
2007M05,"32,498,284",5.64,"11,584,729",10.12,"17,779,374",2.66,"1,599,570",-13.95,"564,683",-3.36,"15,615,121",4.98,"1,513,843",12.92,"123,261",7.77,"1,078,430",-0.34,"189,950",1.12,"25,963",746.53,1,0.00,"202,733",3.13,"1,945,125",11.16,"979,738",2.92,"24,451,229",4.95,"300,183",-13.73,"1,892,896",8.76,"5,218,690",6.90,"3,312,342",7.96,"7,696,295",-1.73,"1,914,143",22.20,"4,112,790",6.57,"3,890",40.74,"874,545",-5.23,"217,325",6.41,"928,715",8.28,"3,224,690",14.16,"-123,083",--
2007M06,"32,443,853",4.80,"11,506,251",7.58,"17,763,469",2.48,"1,524,424",-11.55,"563,742",-5.99,"15,675,303",4.43,"1,524,138",8.88,"125,917",12.42,"1,111,175",9.08,"185,557",-5.39,"26,218",288.07,1,0.00,"201,127",3.25,"1,884,380",2.77,"975,515",3.50,"24,523,315",4.89,"347,814",12.49,"1,946,240",5.26,"5,271,883",9.69,"3,277,060",4.73,"7,652,208",-1.97,"1,924,024",19.91,"4,100,597",5.87,"3,489",21.95,"997,744",1.72,"235,204",20.36,"927,513",6.24,"3,253,745",11.38,"-353,563",--
2007M07,"32,481,572",4.69,"11,453,087",5.72,"17,813,640",3.42,"1,474,731",-10.46,"564,389",-6.37,"15,774,520",5.34,"1,516,293",6.65,"133,523",26.70,"1,146,161",10.31,"184,101",-8.13,"27,323",407.67,1,0.00,"207,443",5.32,"1,903,940",-2.38,"952,476",1.34,"24,412,200",4.53,"321,219",4.10,"2,026,119",12.71,"5,317,674",11.18,"3,152,961",0.46,"7,620,308",-2.44,"1,848,785",16.51,"4,121,558",4.97,"3,576",6.05,"993,147",-0.80,"265,148",23.92,"901,495",2.91,"3,345,178",10.84,"-292,012",--
2007M08,"32,306,341",3.62,"11,290,267",3.04,"17,803,696",3.19,"1,395,059",-11.46,"564,313",-6.52,"15,844,324",5.11,"1,517,546",6.94,"135,029",29.50,"1,138,282",7.70,"194,778",0.45,"26,292","1,310.52",1,0.00,"200,450",4.45,"1,833,982",-7.06,"941,179",1.39,"24,296,314",3.46,"298,758",-7.47,"2,045,456",9.24,"5,241,716",8.13,"3,116,077",0.68,"7,605,196",-2.82,"1,893,025",20.77,"4,092,416",3.65,"3,670",7.69,"934,774",0.63,"287,244",37.50,"897,091",2.95,"3,392,456",9.05,"-276,699",--
2007M09,"32,337,813",2.36,"11,274,476",0.44,"17,880,974",3.13,"1,399,100",-8.29,"556,405",-6.04,"15,925,469",4.64,"1,487,189",3.69,"132,841",27.27,"1,150,965",4.50,"186,851",-5.26,"25,761","1,328.79",1,0.00,"198,755",4.48,"1,756,200",-22.45,"947,583",1.58,"24,289,379",2.70,"348,169",-3.39,"2,028,034",9.27,"5,252,077",5.70,"3,078,134",-0.94,"7,593,114",-3.13,"1,916,411",24.69,"4,069,197",2.24,"4,243",35.78,"948,390",4.63,"299,617",40.54,"919,672",6.65,"3,421,837",8.77,"-244,865",--
2007M10,"32,329,893",2.97,"11,276,981",1.86,"17,841,090",3.02,"1,352,521",-9.48,"553,039",-8.48,"15,935,530",4.71,"1,524,505",8.00,"129,936",21.56,"1,156,773",5.58,"181,864",-8.35,"22,664","1,168.27",1,0.00,"196,079",0.20,"1,766,598",-9.92,"938,726",0.11,"24,393,434",3.13,"303,305",-0.67,"2,021,569",7.52,"5,272,906",6.57,"3,208,236",1.93,"7,584,046",-3.11,"1,934,300",24.62,"4,065,231",1.92,"3,841",18.00,"959,736",3.38,"325,854",55.70,"884,555",1.11,"3,437,662",6.25,"-376,672",--
2007M11,"32,449,315",3.16,"11,469,949",4.09,"17,839,394",2.65,"1,359,125",-10.62,"568,448",-1.56,"15,911,821",4.13,"1,503,509",4.85,"135,618",27.66,"1,100,605",-2.21,"181,962",-7.13,"22,039","1,138.15",1,0.00,"196,238",0.41,"1,895,129",2.74,"945,904",0.88,"24,243,765",1.91,"299,322",-0.32,"2,002,479",7.80,"5,034,815",0.76,"3,339,093",5.54,"7,561,857",-3.20,"1,946,350",16.94,"4,055,922",1.64,"3,927",3.29,"960,707",3.96,"341,405",52.78,"888,829",-0.41,"3,462,310",10.41,"-288,734",--
2007M12,"32,769,344",2.64,"11,663,216",3.88,"18,021,730",2.40,"1,385,356",-14.02,"591,936",12.67,"16,044,438",3.77,"1,535,740",6.43,"126,144",2.28,"1,032,434",-8.44,"180,146",-11.96,"10,845",534.95,1,0.00,"199,088",-0.99,"1,996,647",4.32,"961,715",0.20,"24,389,919",0.90,"321,284",-12.82,"2,072,730",6.69,"5,063,336",-1.73,"3,418,622",6.57,"7,531,709",-3.44,"1,939,493",14.51,"4,039,656",0.93,"3,089",-30.18,"932,044",3.33,"375,198",58.78,"900,327",-2.76,"3,378,156",12.18,"-164,662",--
2008M01,"33,170,663",3.51,"11,796,588",4.30,"18,135,615",2.81,"1,488,718",-13.81,"587,145",7.27,"16,059,752",4.51,"1,545,520",6.62,"129,606",6.19,"1,022,412",-6.33,"175,348",-12.00,"3,164",-72.83,1,0.00,"362,409",63.61,"1,991,484",6.58,"1,232,499",23.82,"24,629,100",1.67,"331,481",5.60,"2,035,557",2.94,"5,070,977",-1.57,"3,479,552",7.88,"7,502,208",-3.43,"2,057,782",20.88,"4,147,722",1.62,"3,821",-10.35,"872,733",-4.17,"378,024",74.28,"912,562",-1.22,"3,348,918",7.94,"-194,657",--
2008M02,"32,888,233",1.82,"11,708,332",3.22,"18,081,228",2.07,"1,501,284",-15.48,"597,214",7.34,"15,982,730",3.90,"1,545,377",5.37,"134,227",9.87,"1,021,769",-9.37,"175,652",-11.81,664,-96.11,1,0.00,"220,983",-28.94,"1,971,492",11.39,"1,078,992",-14.86,"24,758,446",1.60,"324,846",-6.66,"1,950,161",3.86,"5,113,395",-2.95,"3,607,650",11.04,"7,519,534",-3.16,"2,060,350",20.18,"4,178,493",0.94,"4,017",-29.53,"878,270",6.73,"388,929",74.26,"904,102",-2.80,"2,997,246",-5.19,"-89,244",--
2008M03,"33,122,154",2.69,"11,929,036",4.88,"18,129,819",2.16,"1,471,396",-15.74,"638,705",17.73,"16,019,718",3.64,"1,534,527",3.38,"134,967",8.86,"1,016,951",-8.11,"169,424",-10.89,"4,063",-84.62,1,0.00,"203,366",-0.18,"2,044,977",11.56,"1,020,364",-0.54,"24,889,694",1.78,"294,192",-12.76,"2,045,846",6.61,"5,087,113",-2.94,"3,814,186",15.59,"7,511,670",-3.24,"1,950,376",11.41,"4,182,420",1.05,"3,891",-26.43,"892,297",7.07,"407,818",75.38,"916,264",-2.73,"3,052,610",-5.67,"-101,870",--
2008M04,"33,237,696",1.89,"11,907,484",1.60,"18,124,816",2.03,"1,425,256",-16.51,"631,995",13.76,"16,067,565",3.65,"1,602,438",7.62,"149,637",23.25,"1,074,083",-2.32,"171,184",-10.07,"4,063",-84.34,1,0.00,"203,990",-3.02,"2,049,425",3.25,"1,008,177",-0.20,"25,054,916",2.11,"303,228",-3.29,"2,011,730",2.20,"5,114,156",-2.77,"3,930,410",18.83,"7,524,845",-2.80,"1,974,360",9.68,"4,192,233",1.25,"3,954",-29.15,"883,353",6.33,"402,746",82.57,"928,934",-0.62,"3,025,196",-9.79,"-115,051",--
2008M05,"33,350,321",2.62,"11,881,806",2.56,"18,231,078",2.54,"1,408,900",-11.92,"670,620",18.76,"16,151,558",3.44,"1,625,203",7.36,"156,377",26.87,"1,077,748",-0.06,"173,949",-8.42,"5,063",-80.50,1,0.00,"199,096",-1.79,"2,047,104",5.24,"995,661",1.63,"25,025,155",2.35,"336,319",12.04,"1,955,472",3.31,"5,056,284",-3.11,"3,976,209",20.04,"7,544,684",-1.97,"1,974,979",3.18,"4,177,676",1.58,"3,532",-9.20,"940,966",7.59,"404,600",86.17,"952,549",2.57,"3,056,607",-5.21,"-72,321",--
2008M06,"33,328,476",2.73,"11,826,380",2.78,"18,334,809",3.22,"1,304,564",-14.42,"693,385",23.00,"16,336,860",4.22,"1,624,877",6.61,"150,656",19.65,"1,015,591",-8.60,"173,862",-6.30,"5,063",-80.69,1,0.00,"197,237",-1.93,"2,134,471",13.27,"992,779",1.77,"24,806,419",1.15,"308,343",-11.35,"2,030,501",4.33,"4,863,628",-7.74,"3,956,279",20.73,"7,551,848",-1.31,"1,941,882",0.93,"4,150,641",1.22,"3,297",-5.50,"1,121,181",12.37,"389,728",65.70,"974,014",5.01,"3,037,796",-6.64,"-127,912",--
2008M07,"33,405,264",2.84,"11,843,957",3.41,"18,402,761",3.31,"1,293,299",-12.30,"708,641",25.56,"16,400,821",3.97,"1,622,642",7.01,"158,416",18.64,"1,000,531",-12.71,"174,357",-5.29,"5,063",-81.47,1,0.00,"197,536",-4.78,"2,218,025",16.50,"987,433",3.67,"24,912,134",2.05,"300,622",-6.41,"1,966,520",-2.94,"4,855,568",-8.69,"4,078,848",29.37,"7,575,385",-0.59,"1,985,286",7.38,"4,146,752",0.61,"3,153",-11.83,"1,121,059",12.88,"377,637",42.42,"969,393",7.53,"3,095,175",-7.47,"-275,592",--
2008M08,"33,462,828",3.58,"11,854,812",5.00,"18,398,071",3.34,"1,255,657",-9.99,"751,258",33.13,"16,391,156",3.45,"1,679,978",10.70,"162,444",20.30,"998,642",-12.27,"168,406",-13.54,"6,562",-75.04,1,0.00,"193,912",-3.26,"2,253,967",22.90,"985,675",4.73,"24,974,809",2.79,"352,198",17.89,"1,949,291",-4.70,"4,864,312",-7.20,"4,000,886",28.39,"7,619,152",0.18,"2,030,828",7.28,"4,154,918",1.53,"3,224",-12.15,"1,041,784",11.45,"412,705",43.68,"965,954",7.68,"3,263,338",-3.81,"-435,404",--
2008M09,"33,988,746",5.11,"12,271,023",8.84,"18,511,463",3.53,"1,224,213",-12.50,"757,308",36.11,"16,529,942",3.80,"1,694,490",13.94,"197,834",48.93,"948,365",-17.60,"161,531",-13.55,"6,562",-74.53,1,0.00,"197,477",-0.64,"2,301,981",31.08,"990,753",4.56,"25,219,425",3.83,"398,035",14.32,"1,954,577",-3.62,"4,893,186",-6.83,"4,010,731",30.30,"7,665,586",0.95,"2,129,746",11.13,"4,164,434",2.34,"3,130",-26.23,"1,025,415",8.12,"467,076",55.89,"951,784",3.49,"3,410,142",-0.34,"-377,830",--
