期間,合計_原始值,合計_年增率(%),公、民營企業-小計_原始值,公、民營企業-小計_年增率(%),公、民營企業-農林漁牧業_原始值,公、民營企業-農林漁牧業_年增率(%),公、民營企業-礦業及土石採取業_原始值,公、民營企業-礦業及土石採取業_年增率(%),公、民營企業-製造業_原始值,公、民營企業-製造業_年增率(%),公、民營企業-水電燃氣及污染整治業_原始值,公、民營企業-水電燃氣及污染整治業_年增率(%),公、民營企業-營造業_原始值,公、民營企業-營造業_年增率(%),公、民營企業-批發、零售、住宿及餐飲業_原始值,公、民營企業-批發、零售、住宿及餐飲業_年增率(%),公、民營企業-運輸及倉儲業_原始值,公、民營企業-運輸及倉儲業_年增率(%),公、民營企業-資訊及通訊傳播業_原始值,公、民營企業-資訊及通訊傳播業_年增率(%),公、民營企業-金融、保險及不動產業_原始值,公、民營企業-金融、保險及不動產業_年增率(%),公、民營企業-服務業_原始值,公、民營企業-服務業_年增率(%),政府機關_原始值,政府機關_年增率(%),非營利團體_原始值,非營利團體_年增率(%),非營利團體-社會保險及退休基金_原始值,非營利團體-社會保險及退休基金_年增率(%),個人_原始值,個人_年增率(%)
2006M07,"18,329,166",4.48,"4,054,925",8.37,"18,672",5.86,"11,409",8.29,"1,501,120",8.62,"20,813",-0.38,"163,363",5.01,"921,300",11.64,"121,530",3.03,-,-,"973,683",2.76,"323,035",22.13,"672,934",1.49,"1,729,057",0.33,"464,117",-3.16,"11,872,250",4.01
2006M08,"18,421,748",5.06,"4,072,019",10.11,"16,029",-7.23,"10,247",15.98,"1,523,439",12.64,"20,884",2.75,"180,569",25.55,"943,954",10.33,"117,900",4.95,-,-,"941,188",2.51,"317,809",17.91,"662,129",-6.65,"1,724,331",4.14,"435,683",9.28,"11,963,269",4.29
2006M09,"18,525,366",5.37,"4,059,870",7.87,"18,503",6.16,"9,819",14.27,"1,526,697",8.57,"20,468",-6.51,"172,726",8.50,"923,641",9.05,"112,217",-3.25,-,-,"954,998",4.35,"320,801",17.78,"632,642",-4.42,"1,726,282",3.90,"444,615",13.45,"12,106,572",5.33
2006M10,"18,547,269",5.73,"4,060,352",9.64,"18,992",6.29,"9,844",5.25,"1,524,736",10.72,"21,674",-2.77,"164,419",8.32,"945,806",8.59,"114,835",-1.29,-,-,"944,747",9.32,"315,299",15.28,"648,106",-2.46,"1,712,906",3.38,"441,262",11.64,"12,125,905",5.28
2006M11,"18,686,338",5.27,"4,126,732",8.71,"19,142",23.27,"9,410",24.49,"1,597,674",12.06,"20,365",-4.18,"165,385",6.00,"945,004",6.68,"120,900",-1.83,-,-,"936,163",6.11,"312,689",12.10,"655,166",-1.80,"1,716,451",3.28,"456,290",8.78,"12,187,989",4.85
2006M12,"19,034,099",4.72,"4,262,157",5.72,"20,096",27.25,"10,001",2.47,"1,645,643",7.24,"25,061",12.43,"185,271",-0.55,"936,263",2.09,"132,138",5.46,-,-,"980,252",5.71,"327,432",11.65,"646,800",-2.43,"1,761,345",6.87,"503,191",22.97,"12,363,797",4.48
2007M01,"19,012,256",5.45,"4,244,079",11.19,"17,205",21.87,"9,642",9.58,"1,633,958",13.48,"25,684",16.39,"176,457",-1.20,"949,642",9.86,"129,344",13.39,-,-,"976,662",8.39,"325,485",18.83,"638,996",8.33,"1,765,620",7.12,"511,734",22.84,"12,363,561",3.25
2007M02,"19,049,292",4.74,"4,157,376",4.34,"17,421",22.99,"9,892",11.85,"1,623,128",12.10,"25,855",16.88,"166,813",-4.28,"943,346",5.20,"125,108",8.88,-,-,"926,888",-9.72,"318,925",14.32,"597,579",-2.51,"1,768,634",4.66,"508,722",19.07,"12,525,703",5.25
2007M03,"19,140,749",5.48,"4,233,565",7.65,"17,846",26.02,"8,484",-17.79,"1,662,700",12.14,"26,654",15.81,"163,546",0.22,"934,131",4.58,"147,572",15.95,-,-,"948,987",0.84,"323,645",16.51,"599,293",-1.26,"1,782,053",5.25,"525,313",20.06,"12,525,838",5.14
2007M04,"19,247,535",5.06,"4,238,550",7.47,"14,249",-4.15,"5,943",-43.44,"1,696,277",14.48,"40,568",91.17,"176,769",4.18,"936,938",3.14,"92,639",-22.82,"105,540",-,"956,030",2.58,"213,597",-25.14,"611,475",-0.18,"1,784,570",3.70,"550,286",19.97,"12,612,940",4.73
2007M05,"19,203,458",4.89,"4,303,163",9.02,"21,184",18.50,"12,054",7.32,"1,770,420",18.64,"36,150",79.28,"183,353",9.14,"896,566",-0.54,"100,923",-17.13,"96,866",-,"954,762",3.24,"230,885",-20.25,"616,010",-4.90,"1,769,376",2.39,"532,757",13.29,"12,514,909",4.42
2007M06,"19,288,931",4.97,"4,371,175",5.31,"13,573",-29.58,"12,666",4.91,"1,811,406",14.35,"36,893",71.60,"194,740",15.86,"892,221",-3.93,"98,791",-20.11,"97,307",-,"979,870",1.26,"233,708",-28.29,"623,067",-3.34,"1,738,622",0.68,"504,377",6.35,"12,556,067",5.93
2007M07,"19,190,864",4.70,"4,285,957",5.70,"13,668",-26.80,"11,894",4.25,"1,709,491",13.88,"34,137",64.02,"184,800",13.12,"875,574",-4.96,"96,408",-20.67,"96,880",-,"1,029,975",5.78,"233,130",-27.83,"614,101",-8.74,"1,713,138",-0.92,"473,925",2.11,"12,577,668",5.94
2007M08,"19,120,769",3.79,"4,226,868",3.80,"13,541",-15.52,"11,655",13.74,"1,730,230",13.57,"34,414",64.79,"186,389",3.22,"889,878",-5.73,"97,556",-17.26,"94,450",-,"939,590",-0.17,"229,165",-27.89,"614,907",-7.13,"1,741,641",1.00,"473,274",8.63,"12,537,353",4.80
2007M09,"19,145,534",3.35,"4,245,583",4.57,"12,729",-31.21,"12,556",27.87,"1,741,663",14.08,"38,469",87.95,"191,325",10.77,"876,009",-5.16,"93,776",-16.43,"99,352",-,"946,577",-0.88,"233,127",-27.33,"622,956",-1.53,"1,725,827",-0.03,"453,907",2.09,"12,551,168",3.67
2007M10,"19,288,500",4.00,"4,324,516",6.51,"12,267",-35.41,"11,114",12.90,"1,724,626",13.11,"30,416",40.33,"165,819",0.85,"892,156",-5.67,"102,515",-10.73,"102,736",-,"1,056,147",11.79,"226,720",-28.09,"645,038",-0.47,"1,704,404",-0.50,"457,977",3.79,"12,614,542",4.03
2007M11,"19,164,271",2.56,"4,404,454",6.73,"12,315",-35.67,"9,765",3.77,"1,787,537",11.88,"32,588",60.02,"170,975",3.38,"901,909",-4.56,"99,976",-17.31,"107,453",-,"1,064,807",13.74,"217,129",-30.56,"645,322",-1.50,"1,734,244",1.04,"473,937",3.87,"12,380,251",1.58
2007M12,"19,313,771",1.47,"4,481,407",5.14,"11,002",-45.25,"9,791",-2.10,"1,826,186",10.97,"33,464",33.53,"189,429",2.24,"889,017",-5.05,"106,239",-19.60,"112,857",-,"1,077,264",9.90,"226,158",-30.93,"641,256",-0.86,"1,751,160",-0.58,"496,744",-1.28,"12,439,948",0.62
2008M01,"19,401,753",2.05,"4,554,293",7.31,"11,956",-30.51,"9,877",2.44,"1,848,561",13.13,"34,243",33.32,"190,424",7.92,"918,360",-3.29,"102,699",-20.60,"123,652",-,"1,092,291",11.84,"222,230",-31.72,"590,087",-7.65,"1,730,015",-2.02,"521,209",1.85,"12,527,358",1.32
2008M02,"19,494,351",2.34,"4,534,285",9.07,"11,081",-36.39,"9,661",-2.34,"1,824,321",12.40,"33,613",30.01,"173,295",3.89,"907,834",-3.76,"98,682",-21.12,"108,617",-,"1,148,693",23.93,"218,488",-31.49,"590,946",-1.11,"1,758,003",-0.60,"520,948",2.40,"12,611,117",0.68
2008M03,"19,639,851",2.61,"4,668,710",10.28,"11,392",-36.16,"9,384",10.61,"1,881,451",13.16,"33,583",26.00,"173,228",5.92,"908,177",-2.78,"99,573",-32.53,"111,657",-,"1,219,344",28.49,"220,921",-31.74,"600,760",0.24,"1,750,844",-1.75,"521,728",-0.68,"12,619,537",0.75
2008M04,"19,796,882",2.85,"4,755,283",12.19,"11,018",-22.68,"9,198",54.77,"1,919,161",13.14,"33,468",-17.50,"173,119",-2.06,"915,335",-2.31,"100,961",8.98,"114,102",8.11,"1,239,421",29.64,"239,500",12.13,"598,484",-2.12,"1,738,438",-2.59,"513,864",-6.62,"12,704,677",0.73
2008M05,"19,797,475",3.09,"4,804,597",11.65,"10,980",-48.17,"9,790",-18.78,"1,920,720",8.49,"33,080",-8.49,"174,981",-4.57,"913,050",1.84,"97,776",-3.12,"127,443",31.57,"1,281,702",34.24,"235,075",1.81,"607,560",-1.37,"1,711,688",-3.26,"487,791",-8.44,"12,673,630",1.27
2008M06,"19,637,371",1.81,"4,851,835",11.00,"11,149",-17.86,"9,501",-24.99,"1,954,104",7.88,"33,665",-8.75,"173,535",-10.89,"910,210",2.02,"109,400",10.74,"127,366",30.89,"1,288,853",31.53,"234,052",0.15,"632,495",1.51,"1,680,102",-3.37,"459,711",-8.86,"12,472,939",-0.66
2008M07,"19,705,802",2.68,"4,836,360",12.84,"11,768",-13.90,"9,891",-16.84,"1,904,738",11.42,"31,781",-6.90,"171,411",-7.25,"919,091",4.97,"109,516",13.60,"130,909",35.12,"1,311,732",27.36,"235,523",1.03,"633,594",3.17,"1,654,963",-3.40,"444,757",-6.15,"12,580,885",0.03
2008M08,"19,765,138",3.37,"4,752,819",12.44,"11,670",-13.82,"11,036",-5.31,"1,779,912",2.87,"32,629",-5.19,"182,726",-1.97,"933,984",4.96,"107,939",10.64,"131,101",38.80,"1,321,283",40.62,"240,539",4.96,"643,633",4.67,"1,673,224",-3.93,"435,242",-8.04,"12,695,462",1.26
2008M09,"20,028,570",4.61,"4,756,845",12.04,"12,252",-3.75,"11,114",-11.48,"1,828,692",5.00,"35,583",-7.50,"179,661",-6.10,"935,178",6.75,"108,398",15.59,"137,679",38.58,"1,276,169",34.82,"232,119",-0.43,"665,939",6.90,"1,671,113",-3.17,"441,159",-2.81,"12,934,673",3.06
2008M10,"20,356,915",5.54,"4,883,554",12.93,"13,094",6.74,"8,027",-27.78,"1,912,997",10.92,"40,298",32.49,"228,027",37.52,"1,067,062",19.60,"120,314",17.36,"150,615",46.60,"1,110,950",5.19,"232,170",2.40,"630,309",-2.28,"1,682,000",-1.31,"457,276",-0.15,"13,161,052",4.33
2008M11,"20,559,495",7.28,"4,947,703",12.33,"11,947",-2.99,"8,215",-15.87,"1,974,168",10.44,"34,334",5.36,"198,022",15.82,"972,590",7.84,"119,545",19.57,"133,416",24.16,"1,257,261",18.07,"238,205",9.71,"645,418",0.01,"1,712,265",-1.27,"471,243",-0.57,"13,254,109",7.06
2008M12,"20,993,573",8.70,"5,146,021",14.83,"13,652",24.09,"8,682",-11.33,"2,053,146",12.43,"35,315",5.53,"204,670",8.05,"990,178",11.38,"129,395",21.80,"137,715",22.03,"1,318,404",22.38,"254,864",12.69,"652,350",1.73,"1,714,662",-2.08,"480,346",-3.30,"13,480,540",8.36
2009M01,"20,847,568",7.45,"4,980,922",9.37,"11,413",-4.54,"8,623",-12.70,"1,942,844",5.10,"36,921",7.82,"199,935",4.99,"955,425",4.04,"113,342",10.36,"134,124",8.47,"1,335,260",22.24,"243,035",9.36,"585,632",-0.75,"1,650,750",-4.58,"448,408",-13.97,"13,630,264",8.80
2009M02,"21,203,726",8.77,"5,191,088",14.49,"12,921",16.61,"9,226",-4.50,"2,043,225",12.00,"37,423",11.33,"193,189",11.48,"1,000,589",10.22,"117,854",19.43,"135,079",24.36,"1,391,670",21.15,"249,912",14.38,"601,415",1.77,"1,679,205",-4.48,"465,681",-10.61,"13,732,018",8.89
2009M03,"21,430,176",9.12,"5,299,077",13.50,"13,177",15.67,"9,051",-3.55,"2,084,090",10.77,"36,277",8.02,"190,302",9.86,"1,020,607",12.38,"122,655",23.18,"131,752",18.00,"1,437,544",17.89,"253,622",14.80,"599,204",-0.26,"1,724,522",-1.50,"530,898",1.76,"13,807,373",9.41
2009M04,"21,535,779",8.78,"5,323,446",11.95,"16,055",45.72,"9,280",0.89,"2,075,478",8.15,"37,799",12.94,"194,203",12.18,"1,027,147",12.22,"125,413",24.22,"134,300",17.70,"1,446,787",16.73,"256,984",7.30,"599,666",0.20,"1,790,317",2.98,"616,722",20.02,"13,822,350",8.80
2009M05,"21,625,298",9.23,"5,269,782",9.68,"12,177",10.90,"9,614",-1.80,"2,078,580",8.22,"35,245",6.54,"199,337",13.92,"1,010,064",10.63,"120,967",23.72,"140,802",10.48,"1,406,012",9.70,"256,984",9.32,"606,223",-0.22,"1,831,875",7.02,"653,244",33.92,"13,917,418",9.81
2009M06,"21,658,604",10.29,"5,411,983",11.55,"12,751",14.37,"8,692",-8.51,"2,187,551",11.95,"34,873",3.59,"202,507",16.70,"1,041,441",14.42,"112,868",3.17,"133,835",5.08,"1,409,883",9.39,"267,582",14.33,"612,392",-3.18,"1,841,598",9.61,"671,620",46.10,"13,792,631",10.58
2009M07,"21,747,698",10.36,"5,368,337",11.00,"13,982",18.81,"8,605",-13.00,"2,111,320",10.85,"39,040",22.84,"195,480",14.04,"1,025,716",11.60,"115,519",5.48,"131,161",0.19,"1,460,074",11.31,"267,440",13.55,"615,843",-2.80,"1,792,936",8.34,"640,032",43.91,"13,970,582",11.05
2009M08,"21,690,353",9.74,"5,362,433",12.83,"13,981",19.80,"8,698",-21.19,"2,050,233",15.19,"36,292",11.23,"201,977",10.54,"1,036,120",10.94,"118,522",9.80,"153,849",17.35,"1,458,416",10.38,"284,345",18.21,"614,636",-4.51,"1,767,656",5.64,"603,550",38.67,"13,945,628",9.85
2009M09,"21,759,241",8.64,"5,288,346",11.17,"13,540",10.51,"8,523",-23.31,"2,055,186",12.39,"32,710",-8.07,"202,029",12.45,"1,012,021",8.22,"122,381",12.90,"124,781",-9.37,"1,444,333",13.18,"272,842",17.54,"614,901",-7.66,"1,763,512",5.53,"605,729",37.30,"14,092,482",8.95
2009M10,"21,956,354",7.86,"5,473,515",12.08,"14,764",12.75,"7,947",-1.00,"2,121,245",10.89,"33,098",-17.87,"212,090",-6.99,"1,072,508",0.51,"106,978",-11.08,"132,207",-12.22,"1,485,799",33.74,"286,879",23.56,"597,294",-5.24,"1,727,709",2.72,"553,366",21.01,"14,157,836",7.57
2009M11,"22,023,755",7.12,"5,552,652",12.23,"15,922",33.27,"8,283",0.83,"2,166,407",9.74,"35,098",2.23,"210,785",6.45,"1,066,722",9.68,"107,571",-10.02,"138,710",3.97,"1,513,341",20.37,"289,813",21.67,"596,712",-7.55,"1,690,510",-1.27,"536,416",13.83,"14,183,881",7.01
2009M12,"22,340,848",6.42,"5,650,778",9.81,"16,498",20.85,"8,008",-7.76,"2,227,132",8.47,"37,575",6.40,"239,470",17.00,"1,074,412",8.51,"113,957",-11.93,"153,729",11.63,"1,486,209",12.73,"293,788",15.27,"596,183",-8.61,"1,673,942",-2.37,"532,786",10.92,"14,419,945",6.97
