期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約_原始值,利率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
2004M05,"782,253",177.35,"58,589",-46.32,"3,648,958",75.63,0,--,"3,405",38.70,"3,740",74.85,"24,144","16,666.67",0,--,"2,658",...,0,...,...,...,...,...,"4,461,418",88.86,"62,329",-43.99
2004M06,"627,131",76.21,"157,207",103.86,"3,434,169",73.39,0,--,"3,559",143.27,182,-97.66,"20,935",152.05,0,--,"2,294",...,0,...,...,...,...,...,"4,088,088",74.24,"157,389",85.42
2004M07,"480,181",10.62,"206,758",161.60,"3,275,781",53.02,0,--,"4,882",63.50,"20,615",124.93,0,-100.00,0,--,"3,206",...,0,...,...,...,...,...,"3,764,050",45.43,"227,373",157.79
2004M08,"421,987",-15.20,"380,186",140.50,"2,958,146",48.48,0,--,"3,552",112.31,"6,235",111.86,"50,382",126.28,0,--,"6,577",...,0,...,...,...,...,...,"3,440,644",36.86,"386,421",139.98
2004M09,"627,526",72.50,"192,417",155.66,"3,252,826",13.23,0,--,"1,400",-28.17,"1,722","1,731.91","1,048",-96.10,0,--,"6,093",...,0,...,...,...,...,...,"3,888,893",19.09,"194,139",157.62
2004M10,"414,066",35.53,"62,964",-7.17,"3,303,162",3.27,0,--,665,-80.52,952,--,"36,672","1,493.05",0,--,764,...,0,...,...,...,...,...,"3,755,329",7.00,"63,916",-5.77
2004M11,"710,111",132.64,"55,792",50.68,"3,638,802",66.43,253,--,631,-88.69,"1,203",516.92,"36,139",109.57,0,--,"1,019",...,0,...,...,...,...,...,"4,386,702",74.46,"57,248",53.80
2004M12,"644,353",168.02,"56,417",27.96,"3,924,629",71.13,0,--,500,-67.00,465,-20.51,0,-100.00,0,--,379,...,0,...,...,...,...,...,"4,569,861",80.13,"56,882",27.32
2005M01,"590,980",48.63,"62,467",52.61,"3,253,385",1.18,0,--,"9,237",94.42,"4,058","1,184.18",34,-99.88,0,--,609,35.33,0,--,0,...,0,...,"3,854,245",5.72,"66,525",61.28
2005M02,"363,802",-32.63,"47,299",62.74,"2,401,830",-30.18,0,--,"2,544",-59.11,"2,349",-79.60,"21,972","64,523.53",0,--,289,-66.63,0,--,0,...,0,...,"2,790,437",-30.01,"49,648",22.34
2005M03,"1,048,941",101.30,"101,275",171.15,"3,760,509",11.75,0,--,"5,231",-50.18,"10,974",-53.65,"37,775",83.71,0,--,327,-80.62,0,--,0,...,0,...,"4,852,783",23.83,"112,249",83.94
2005M04,"594,616",-50.86,"83,291",201.95,"3,227,891",-11.63,0,--,442,-91.04,"7,115",-72.31,"16,294",-4.40,0,--,386,-73.87,0,--,0,...,0,...,"3,839,629",-21.42,"90,406",69.68
2005M05,"755,917",-3.37,"63,187",7.85,"3,141,894",-13.90,0,--,421,-87.64,"8,447",125.86,"37,751",56.36,0,--,"1,408",-47.03,0,--,0,...,0,...,"3,937,391",-11.75,"71,634",14.93
2005M06,"1,043,661",66.42,"169,684",7.94,"3,544,338",3.21,0,--,912,-74.37,"8,234","4,424.18",446,-97.87,0,--,"6,347",176.68,0,--,0,...,0,...,"4,595,704",12.42,"177,918",13.04
2005M07,"716,314",49.18,"141,590",-31.52,"3,603,352",10.00,0,--,"4,408",-9.71,"5,826",-71.74,472,--,0,--,"4,257",32.78,0,--,0,...,0,...,"4,328,803",15.00,"147,416",-35.17
2005M08,"704,876",67.04,"156,499",-58.84,"3,959,518",33.85,0,--,"1,463",-58.81,"6,522",4.60,"16,062",-68.12,0,--,"3,446",-47.61,0,--,2,...,0,...,"4,685,367",36.18,"163,021",-57.81
2005M09,"1,002,365",59.73,"180,652",-6.11,"3,708,636",14.01,0,--,"1,065",-23.93,"4,685",172.07,652,-37.79,0,--,754,-87.63,0,--,0,...,0,...,"4,713,472",21.20,"185,337",-4.53
2005M10,"818,122",97.58,"169,282",168.86,"4,032,741",22.09,0,--,"2,679",302.86,"4,966",421.64,"48,296",31.70,0,--,"2,655",247.51,0,--,0,...,0,...,"4,904,493",30.60,"174,248",172.62
2005M11,"924,253",30.16,"165,266",196.22,"4,111,352",12.99,0,-100.00,"1,046",65.77,"8,458",603.08,6,-99.98,0,--,"8,167",701.47,0,--,0,...,0,...,"5,044,824",15.00,"173,724",203.46
2005M12,"610,950",-5.18,"148,729",163.62,"5,006,039",27.55,0,--,640,28.00,"6,297","1,254.19",24,--,0,--,626,65.17,0,--,0,...,0,...,"5,618,279",22.94,"155,026",172.54
2006M01,"885,862",49.90,"122,073",95.42,"4,030,497",23.89,0,--,"8,701",-5.80,"2,975",-26.69,0,-100.00,0,--,"1,757",188.51,0,--,0,--,0,--,"4,926,817",27.83,"125,048",87.97
2006M02,"1,083,670",197.87,"112,720",138.31,"3,733,484",55.44,0,--,407,-84.00,"4,375",86.25,"14,432",-34.32,0,--,"1,390",380.97,0,--,0,--,0,--,"4,833,383",73.21,"117,095",135.85
