期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--對政府放款及墊款_原始值,資產--對政府放款及墊款_年增率(%),資產--公開市場操作買入有價證券-計_原始值,資產--公開市場操作買入有價證券-計_年增率(%),資產--公開市場操作買入有價證券-政府機構_原始值,資產--公開市場操作買入有價證券-政府機構_年增率(%),資產--公開市場操作買入有價證券-公營事業_原始值,資產--公開市場操作買入有價證券-公營事業_年增率(%),資產--公開市場操作買入有價證券-民營企業_原始值,資產--公開市場操作買入有價證券-民營企業_年增率(%),資產--公開市場操作買入有價證券-金融機構_原始值,資產--公開市場操作買入有價證券-金融機構_年增率(%),資產--對金融機構債權-計_原始值,資產--對金融機構債權-計_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他貨幣機構-本國銀行_原始值,資產--對金融機構債權-其他貨幣機構-本國銀行_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--政府存款-計_原始值,負債與淨值--政府存款-計_年增率(%),負債與淨值--政府存款-經理國庫存款_原始值,負債與淨值--政府存款-經理國庫存款_年增率(%),負債與淨值--政府存款-機關存款_原始值,負債與淨值--政府存款-機關存款_年增率(%),負債與淨值--金融機構存款-準備性存款-計_原始值,負債與淨值--金融機構存款-準備性存款-計_年增率(%),負債與淨值--金融機構存款-其他存款-國庫存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-國庫存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-定期存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-定期存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_原始值,負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-其他_原始值,負債與淨值--金融機構存款-其他存款-其他_年增率(%),負債與淨值--央行發行單券-國庫券_原始值,負債與淨值--央行發行單券-國庫券_年增率(%),負債與淨值--央行發行單券-定期存單_原始值,負債與淨值--央行發行單券-定期存單_年增率(%),負債與淨值--央行發行單券-儲蓄券_原始值,負債與淨值--央行發行單券-儲蓄券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M07,"13,450,383",11.41,"11,990,618",12.22,-,-,-,-,-,-,-,-,-,-,-,-,"318,989",-61.88,"318,989",-61.88,"266,619",-62.07,-,-,243,-11.96,"1,140,533",107.33,-,-,"1,166,913",9.26,"267,884",14.52,"77,923",33.98,"189,961",8.08,"1,288,635",5.35,"10,693",-34.87,"557,600",-3.19,"1,597,519",0.98,-,-,-,-,"6,385,940",19.02,-,-,"1,158,920",144.81,"1,016,279",-33.71
2010M08,"13,655,239",11.59,"12,074,701",11.14,-,-,-,-,-,-,-,-,-,-,-,-,"302,288",-62.48,"302,288",-62.48,"249,351",-63.25,-,-,204,-16.39,"1,278,046",125.63,-,-,"1,160,995",8.18,"234,852",4.10,"47,023",-22.11,"187,829",13.68,"1,265,774",5.87,"10,372",-37.60,"557,600",-3.65,"1,597,519",0.98,1,-99.90,-,-,"6,532,870",20.42,-,-,"1,322,417",166.41,"972,839",-40.79
2010M09,"13,607,695",11.04,"12,038,507",10.80,-,-,-,-,-,-,-,-,-,-,-,-,"334,774",-54.67,"334,774",-54.67,"264,571",-56.85,-,-,221,-12.99,"1,234,193",89.51,-,-,"1,168,941",9.08,"274,591",4.98,"83,916",-9.00,"190,675",12.59,"1,286,886",6.91,"10,829",-32.12,"547,300",-5.43,"1,608,319",1.66,1,-99.90,-,-,"6,539,960",19.31,-,-,"1,295,192",113.16,"875,676",-39.67
2010M10,"13,712,383",7.52,"11,916,838",5.97,-,-,-,-,-,-,-,-,-,-,-,-,"351,937",-53.31,"351,937",-53.31,"286,858",-53.51,-,-,234,0.00,"1,443,374",91.44,-,-,"1,175,221",8.78,"227,913",-13.45,"45,460",14.38,"182,453",-18.40,"1,275,287",6.92,"9,862",-37.93,"545,700",-5.70,"1,608,304",1.66,2,-99.79,-,-,"6,653,800",16.57,-,-,"1,319,122",88.25,"897,172",-44.97
2010M11,"13,757,604",7.17,"11,756,418",3.66,-,-,-,-,-,-,-,-,-,-,-,-,"335,928",-50.61,"335,928",-50.61,"284,434",-46.08,-,-,233,14.22,"1,665,025",104.06,-,-,"1,179,588",7.69,"228,258",-18.93,"43,276",-51.67,"184,982",-3.67,"1,264,249",8.28,"10,698",-9.77,"541,500",-5.51,"1,608,304",1.66,-,-,-,-,"6,664,370",15.65,-,-,"1,343,651",71.46,"916,986",-41.91
2010M12,"13,482,097",6.48,"11,422,580",0.58,-,-,-,-,-,-,-,-,-,-,-,-,"383,174",-38.14,"383,174",-38.14,"380,656",-22.39,-,-,196,-21.60,"1,676,147",144.58,-,-,"1,204,824",7.31,"213,289",-8.73,"26,635",-25.02,"186,654",-5.81,"1,301,096",9.75,"10,284",-9.02,"546,100",-4.71,"1,624,004",2.65,2,-99.79,-,-,"6,712,620",13.23,-,-,"1,138,325",42.14,"731,553",-40.20
2011M01,"13,650,516",8.94,"11,457,091",0.62,-,-,-,-,-,-,-,-,-,-,-,-,"458,874",-11.16,"458,874",-11.16,"384,612",-3.22,-,-,249,-4.96,"1,734,302",176.15,-,-,"1,585,623",32.06,"294,631",-13.85,"110,580",-24.87,"184,051",-5.52,"1,266,709",6.85,"10,669",-3.50,"545,100",-4.89,"1,624,004",2.65,-,-,-,-,"6,493,370",11.28,-,-,"1,080,233",52.84,"750,177",-31.39
2011M02,"13,707,282",8.42,"11,787,787",2.80,-,-,-,-,-,-,-,-,-,-,-,-,"462,824",-10.45,"462,824",-10.45,"383,882",-0.57,-,-,240,-34.07,"1,456,431",121.12,-,-,"1,335,779",2.01,"283,078",8.76,"102,886",54.97,"180,192",-7.07,"1,344,272",15.94,"11,811",7.74,"545,100",-4.89,"1,624,004",2.65,1,-99.90,-,-,"6,682,900",12.58,-,-,"1,115,272",45.48,"765,065",-26.69
2011M03,"13,574,777",6.62,"11,728,054",2.57,-,-,-,-,-,-,-,-,-,-,-,-,"360,852",-34.71,"360,852",-34.71,"314,008",-28.45,-,-,249,-21.94,"1,485,622",99.50,-,-,"1,281,457",8.48,"198,791",-11.45,"21,639",-33.38,"177,152",-7.74,"1,382,026",13.72,"9,683",-10.97,"540,300",-4.10,"1,624,004",2.09,-,-,-,-,"6,660,200",7.70,-,-,"1,091,969",26.55,"786,347",-12.48
2011M04,"13,737,251",6.66,"11,640,253",2.37,-,-,-,-,-,-,-,-,-,-,-,-,"490,866",-13.87,"490,866",-13.87,"412,882",-5.50,-,-,241,-20.20,"1,605,891",71.16,-,-,"1,281,933",9.60,"180,412",-7.74,"1,567",-65.75,"178,845",-6.35,"1,365,649",6.61,"10,081",-9.58,"540,300",-4.10,"1,624,004",2.09,-,-,-,-,"6,883,350",9.52,-,-,"1,044,117",2.48,"807,405",5.69
2011M05,"13,778,471",4.52,"11,615,588",-0.53,-,-,-,-,-,-,-,-,-,-,-,-,"449,822",9.82,"449,822",9.82,"374,277",39.91,-,-,211,-16.27,"1,712,850",56.46,-,-,"1,263,090",8.28,"295,328",17.18,"93,648",61.04,"201,680",4.02,"1,348,649",5.67,"10,404",-6.77,"540,300",-3.60,"1,624,004",2.09,-,-,-,-,"6,827,250",8.01,-,-,"1,042,148",-13.94,"827,298",4.36
2011M06,"13,636,699",4.20,"11,667,229",-1.34,-,-,-,-,-,-,-,-,-,-,-,-,"322,349",-2.04,"322,349",-2.04,"276,468",4.03,-,-,228,2.24,"1,646,893",76.69,-,-,"1,260,472",8.03,"256,160",15.67,"82,868",188.64,"173,292",-10.09,"1,315,459",3.11,"10,629",-7.84,"545,300",-2.71,"1,624,004",1.66,-,-,-,-,"6,779,990",7.31,-,-,"997,170",-4.45,"847,515",-4.94
2011M07,"13,683,547",1.73,"11,706,332",-2.37,-,-,-,-,-,-,-,-,-,-,-,-,"314,633",-1.37,"314,633",-1.37,"308,529",15.72,-,-,228,-6.17,"1,662,354",45.75,-,-,"1,274,392",9.21,"264,571",-1.24,"68,760",-11.76,"195,811",3.08,"1,393,052",8.10,"9,647",-9.78,"545,300",-2.21,"1,624,004",1.66,3,-,-,-,"6,767,240",5.97,-,-,"938,807",-18.99,"866,531",-14.73
2011M08,"13,721,076",0.48,"11,775,971",-2.47,-,-,-,-,-,-,-,-,-,-,-,-,"303,417",0.37,"303,417",0.37,"297,272",19.22,-,-,175,-14.22,"1,641,513",28.44,-,-,"1,265,648",9.01,"219,837",-6.39,"29,143",-38.02,"190,694",1.53,"1,409,427",11.35,"10,463",0.88,"545,300",-2.21,"1,624,004",1.66,-,-,-,-,"6,712,460",2.75,-,-,"1,048,428",-20.72,"885,509",-8.98
2011M09,"13,844,285",1.74,"12,047,388",0.07,-,-,-,-,-,-,-,-,-,-,-,-,"389,714",16.41,"389,714",16.41,"374,203",41.44,-,-,195,-11.76,"1,406,988",14.00,-,-,"1,277,529",9.29,"251,115",-8.55,"54,865",-34.62,"196,250",2.92,"1,397,593",8.60,"11,314",4.48,"545,300",-0.37,"1,624,004",0.98,2,100.00,-,-,"6,577,230",0.57,-,-,"1,159,719",-10.46,"1,000,479",14.25
2011M10,"13,693,307",-0.14,"11,923,953",0.06,-,-,-,-,-,-,-,-,-,-,-,-,"448,934",27.56,"448,934",27.56,"392,813",36.94,-,-,214,-8.55,"1,320,206",-8.53,-,-,"1,281,622",9.05,"197,637",-13.28,"21,583",-52.52,"176,054",-3.51,"1,344,073",5.39,"10,808",9.59,"545,300",-0.07,"1,624,004",0.98,1,-50.00,-,-,"6,689,940",0.54,-,-,"1,069,712",-18.91,"930,210",3.68
2011M11,"13,741,691",-0.12,"11,919,941",1.39,-,-,-,-,-,-,-,-,-,-,-,-,"592,902",76.50,"592,902",76.50,"465,416",63.63,-,-,245,5.15,"1,228,603",-26.21,-,-,"1,281,734",8.66,"199,102",-12.77,"26,453",-38.87,"172,649",-6.67,"1,348,311",6.65,"11,159",4.31,"545,300",0.70,"1,624,004",0.98,-,-,-,-,"6,789,845",1.88,-,-,"994,387",-25.99,"947,849",3.37
2011M12,"13,375,091",-0.79,"11,838,777",3.64,-,-,-,-,-,-,-,-,-,-,-,-,"566,275",47.79,"566,275",47.79,"512,485",34.63,-,-,233,18.88,"969,806",-42.14,-,-,"1,320,609",9.61,"181,662",-14.83,"8,400",-68.46,"173,262",-7.17,"1,404,831",7.97,"10,733",4.37,"545,300",-0.15,"1,623,909",-0.01,-,-,-,-,"6,682,155",-0.45,-,-,"827,259",-27.33,"778,633",6.44
