期間,總指數_原始值,總指數_年增率(%),一.食物類_原始值,一.食物類_年增率(%),1.穀類及其製品_原始值,1.穀類及其製品_年增率(%),(1)米類及其製品_原始值,(1)米類及其製品_年增率(%),(2)其他穀類及其製品_原始值,(2)其他穀類及其製品_年增率(%),2.肉類_原始值,2.肉類_年增率(%),(1)生鮮家畜_原始值,(1)生鮮家畜_年增率(%),(2)生鮮家禽_原始值,(2)生鮮家禽_年增率(%),3.肉類製品_原始值,3.肉類製品_年增率(%),4.蛋類_原始值,4.蛋類_年增率(%),5.水產品_原始值,5.水產品_年增率(%),6.加工水產品_原始值,6.加工水產品_年增率(%),7.蔬菜_原始值,7.蔬菜_年增率(%),(1)根菜_原始值,(1)根菜_年增率(%),(2)莖菜_原始值,(2)莖菜_年增率(%),(3)葉菜_原始值,(3)葉菜_年增率(%),(4)果菜及其他_原始值,(4)果菜及其他_年增率(%),8.加工蔬菜_原始值,8.加工蔬菜_年增率(%),9.水果_原始值,9.水果_年增率(%),10.加工水果_原始值,10.加工水果_年增率(%),11.乳類_原始值,11.乳類_年增率(%),12.食用油_原始值,12.食用油_年增率(%),13.調味品_原始值,13.調味品_年增率(%),14.酒_原始值,14.酒_年增率(%),15.非酒精性飲料及材料_原始值,15.非酒精性飲料及材料_年增率(%),16.調理食品_原始值,16.調理食品_年增率(%),17.外食費_原始值,17.外食費_年增率(%),18.其他食品_原始值,18.其他食品_年增率(%),二.衣著類_原始值,二.衣著類_年增率(%),1.成衣_原始值,1.成衣_年增率(%),(1)男人衣著_原始值,(1)男人衣著_年增率(%),(2)女人衣著_原始值,(2)女人衣著_年增率(%),(3)兒童衣著及學生制服_原始值,(3)兒童衣著及學生制服_年增率(%),2.鞋類_原始值,2.鞋類_年增率(%),3.衣著服務及配件_原始值,3.衣著服務及配件_年增率(%),三.居住類_原始值,三.居住類_年增率(%),1.房租_原始值,1.房租_年增率(%),2.住宅維修費_原始值,2.住宅維修費_年增率(%),(1)維修材料_原始值,(1)維修材料_年增率(%),(2)維修服務_原始值,(2)維修服務_年增率(%),3.家庭用品_原始值,3.家庭用品_年增率(%),(1)紡織品_原始值,(1)紡織品_年增率(%),(2)家具_原始值,(2)家具_年增率(%),(3)家庭耐久設備_原始值,(3)家庭耐久設備_年增率(%),(4)餐具及其他家用品_原始值,(4)餐具及其他家用品_年增率(%),4.家庭管理費用_原始值,4.家庭管理費用_年增率(%),5.水電燃氣_原始值,5.水電燃氣_年增率(%),(1)燃氣_原始值,(1)燃氣_年增率(%),(2)水費_原始值,(2)水費_年增率(%),(3)電費_原始值,(3)電費_年增率(%),(4)公共附加費_原始值,(4)公共附加費_年增率(%),四.交通及通訊類_原始值,四.交通及通訊類_年增率(%),1.交通設備_原始值,1.交通設備_年增率(%),(1)交通工具_原始值,(1)交通工具_年增率(%),(2)通訊設備_原始值,(2)通訊設備_年增率(%),2.油料費_原始值,2.油料費_年增率(%),3.交通服務及維修零件_原始值,3.交通服務及維修零件_年增率(%),(1)運輸費_原始值,(1)運輸費_年增率(%),(2)通訊費_原始值,(2)通訊費_年增率(%),(3)交通工具零件及維修費_原始值,(3)交通工具零件及維修費_年增率(%),(4)其他交通服務費_原始值,(4)其他交通服務費_年增率(%),五.醫藥保健類_原始值,五.醫藥保健類_年增率(%),1.醫療費用_原始值,1.醫療費用_年增率(%),2.藥品及保健食品_原始值,2.藥品及保健食品_年增率(%),3.醫療保健器材_原始值,3.醫療保健器材_年增率(%),六.教養娛樂類_原始值,六.教養娛樂類_年增率(%),1.教養費用_原始值,1.教養費用_年增率(%),(1)書報期刊_原始值,(1)書報期刊_年增率(%),(2)學雜費_原始值,(2)學雜費_年增率(%),(3)補習及學習費_原始值,(3)補習及學習費_年增率(%),(4)教養設備及用具_原始值,(4)教養設備及用具_年增率(%),2.娛樂費用_原始值,2.娛樂費用_年增率(%),(1)娛樂設備_原始值,(1)娛樂設備_年增率(%),(2)娛樂服務_原始值,(2)娛樂服務_年增率(%),七.雜項類_原始值,七.雜項類_年增率(%),1.香菸及檳榔_原始值,1.香菸及檳榔_年增率(%),2.美容及衛生用品_原始值,2.美容及衛生用品_年增率(%),3.個人隨身用品_原始值,3.個人隨身用品_年增率(%),4.個人服務_原始值,4.個人服務_年增率(%),5.理容服務費_原始值,5.理容服務費_年增率(%),6.其他_原始值,6.其他_年增率(%)
1991,72.15,3.62,59.88,1.05,61.02,2.16,67.22,1.91,57.43,2.55,60.03,-2.53,62.86,-6.93,55.63,5.70,74.50,-0.41,52.91,-2.02,39.39,0.77,63.19,1.49,54.37,-2.12,63.02,-18.04,58.27,11.76,52.83,-6.74,53.19,-4.06,63.98,6.58,45.41,2.18,73.32,3.06,64.42,2.78,60.65,1.02,81.66,2.81,60.55,0.92,95.70,0.42,72.63,0.28,69.23,4.59,70.22,1.58,95.34,0.16,94.49,-0.82,80.78,-0.94,104.40,-2.64,86.09,1.25,110.74,3.52,81.66,5.31,80.95,5.79,81.51,6.08,70.88,8.58,60.08,1.78,80.90,10.70,96.19,1.18,102.06,3.41,70.56,4.36,123.76,-1.43,86.17,0.34,70.67,4.25,72.73,6.64,53.70,15.36,68.52,10.80,93.07,0.00,29.05,-,86.72,6.11,116.86,-0.44,105.00,-0.45,"1,277.83",-,54.60,12.18,91.28,6.74,74.94,12.45,141.78,-5.80,80.18,6.40,62.25,-,62.62,3.66,57.40,4.73,63.49,0.25,127.23,0.13,64.81,8.00,59.01,9.50,73.29,5.65,45.66,10.74,56.00,11.82,391.87,1.37,83.73,3.69,146.88,-2.19,60.16,9.60,68.99,2.53,50.54,-0.34,95.64,-1.14,67.32,-2.41,61.91,2.23,65.06,14.34,78.17,1.60
1992,75.37,4.46,64.87,8.33,62.09,1.75,68.38,1.73,58.47,1.81,63.37,5.56,67.18,6.87,57.62,3.58,75.05,0.74,60.33,14.02,45.34,15.11,65.27,3.29,67.42,24.00,85.80,36.15,61.68,5.85,66.67,26.20,73.16,37.54,64.67,1.08,58.02,27.77,75.49,2.96,65.16,1.15,59.89,-1.25,83.84,2.67,60.30,-0.41,95.12,-0.61,72.81,0.25,71.34,3.05,69.65,-0.81,96.90,1.64,96.02,1.62,82.49,2.12,105.13,0.70,89.26,3.68,111.67,0.84,84.57,3.56,83.77,3.48,85.01,4.29,73.48,3.67,60.35,0.45,85.28,5.41,96.30,0.11,103.92,1.82,72.01,2.05,122.07,-1.37,86.16,-0.01,74.69,5.69,74.20,2.02,52.47,-2.29,77.04,12.43,93.07,0.00,49.34,69.85,85.71,-1.16,114.37,-2.13,102.97,-1.93,"1,153.85",-9.70,52.15,-4.49,92.07,0.87,74.53,-0.55,142.88,0.78,82.44,2.82,66.82,7.34,66.07,5.51,61.44,7.04,65.45,3.09,126.19,-0.82,68.73,6.05,63.35,7.35,75.58,3.12,50.22,9.99,59.38,6.04,378.41,-3.43,86.17,2.91,150.50,2.46,62.20,3.39,70.22,1.78,52.25,3.38,95.00,-0.67,63.75,-5.30,64.46,4.12,69.31,6.53,78.49,0.41
1993,77.59,2.95,66.87,3.08,64.09,3.22,71.47,4.52,59.36,1.52,66.61,5.11,72.01,7.19,58.70,1.87,76.04,1.32,58.16,-3.60,49.18,8.47,66.09,1.26,69.15,2.57,87.82,2.35,62.53,1.38,70.33,5.49,73.15,-0.01,65.34,1.04,60.60,4.45,76.51,1.35,66.36,1.84,59.97,0.13,84.17,0.39,59.34,-1.59,96.13,1.06,73.83,1.40,73.16,2.55,69.47,-0.26,93.50,-3.51,92.30,-3.87,80.32,-2.63,97.78,-6.99,92.35,3.46,105.85,-5.21,88.70,4.88,86.86,3.69,88.54,4.15,79.00,7.51,65.72,8.90,91.08,6.80,98.41,2.19,103.22,-0.67,77.56,7.71,121.47,-0.49,87.94,2.07,80.69,8.03,74.05,-0.20,52.16,-0.59,77.04,0.00,93.04,-0.03,49.34,0.00,86.18,0.55,112.94,-1.25,101.89,-1.05,"1,050.37",-8.97,51.71,-0.84,94.26,2.38,77.28,3.69,142.97,0.06,84.24,2.18,67.75,1.39,67.00,1.41,62.42,1.60,66.09,0.98,128.15,1.55,73.46,6.88,68.68,8.41,76.53,1.26,56.28,12.07,62.95,6.01,363.16,-4.03,88.86,3.12,152.37,1.24,65.39,5.13,72.83,3.72,53.58,2.55,94.73,-0.28,66.51,4.33,71.43,10.81,76.12,9.83,79.66,1.49
1994,80.77,4.10,71.18,6.45,65.59,2.34,72.66,1.67,61.29,3.25,68.28,2.51,74.17,3.00,59.71,1.72,77.14,1.45,61.43,5.62,52.39,6.53,67.67,2.39,85.34,23.41,109.59,24.79,86.08,37.66,82.70,17.59,88.46,20.93,72.75,11.34,68.21,12.56,77.05,0.71,66.48,0.18,61.58,2.68,84.56,0.46,58.87,-0.79,96.75,0.64,75.93,2.84,74.93,2.42,69.58,0.16,92.73,-0.82,91.17,-1.22,82.24,2.39,95.61,-2.22,89.49,-3.10,105.20,-0.61,91.75,3.44,90.46,4.14,92.64,4.63,83.60,5.82,68.00,3.47,97.51,7.06,100.93,2.56,108.38,5.00,81.63,5.25,122.43,0.79,89.45,1.72,84.41,4.61,75.31,1.70,50.83,-2.55,86.01,11.64,93.09,0.05,64.34,30.40,86.41,0.27,114.27,1.18,103.23,1.32,999.59,-4.83,48.61,-5.99,95.97,1.81,78.93,2.14,142.97,0.00,86.45,2.62,69.85,3.10,68.25,1.87,63.95,2.45,66.70,0.92,126.99,-0.91,77.76,5.85,73.32,6.76,77.19,0.86,61.56,9.38,65.74,4.43,361.64,-0.42,91.97,3.50,153.86,0.98,69.36,6.07,74.86,2.79,53.87,0.54,95.20,0.50,68.18,2.51,75.04,5.05,81.53,7.11,83.47,4.78
1995,83.73,3.66,74.25,4.31,69.60,6.11,77.08,6.08,65.08,6.18,71.36,4.51,78.55,5.91,61.02,2.19,78.94,2.33,62.29,1.40,54.78,4.56,71.29,5.35,83.88,-1.71,96.73,-11.73,91.27,6.03,76.81,-7.12,85.88,-2.92,78.12,7.38,77.39,13.46,78.11,1.38,66.83,0.53,64.27,4.37,86.92,2.79,58.59,-0.48,99.62,2.97,78.67,3.61,77.88,3.94,70.23,0.93,96.14,3.68,94.57,3.73,86.37,5.02,97.86,2.35,94.49,5.59,109.04,3.65,94.76,3.28,93.63,3.50,95.84,3.45,88.92,6.36,71.97,5.84,103.98,6.64,103.45,2.50,110.41,1.87,85.42,4.64,123.67,1.01,91.80,2.63,90.06,6.69,77.30,2.64,51.84,1.99,89.72,4.31,93.09,0.00,88.63,37.75,88.49,2.41,117.13,2.50,106.00,2.68,945.23,-5.44,51.02,4.96,97.41,1.50,80.69,2.23,140.94,-1.42,88.75,2.66,71.34,2.13,69.34,1.60,64.82,1.36,68.27,2.35,127.05,0.05,81.58,4.91,77.50,5.70,83.00,7.53,65.12,5.78,68.85,4.73,359.40,-0.62,94.57,2.83,155.50,1.07,72.50,4.53,77.21,3.14,54.17,0.56,97.70,2.63,69.14,1.41,81.38,8.45,86.63,6.26,85.15,2.01
1996,86.31,3.08,77.08,3.81,74.41,6.91,81.13,5.25,70.97,9.05,75.03,5.14,81.48,3.73,65.64,7.57,81.21,2.88,64.07,2.86,57.95,5.79,75.49,5.89,84.61,0.87,98.65,1.98,85.27,-6.57,79.56,3.58,90.80,5.73,78.26,0.18,81.13,4.83,79.16,1.34,67.86,1.54,64.68,0.64,88.21,1.48,63.15,7.78,99.85,0.23,81.07,3.05,80.69,3.61,71.81,2.25,98.49,2.44,97.11,2.69,88.54,2.51,99.79,1.97,98.97,4.74,109.48,0.40,98.18,3.61,95.57,2.07,98.26,2.53,89.78,0.97,72.83,1.19,104.86,0.85,104.35,0.87,110.29,-0.11,87.19,2.07,122.71,-0.78,93.87,2.25,91.83,1.97,78.34,1.35,51.86,0.04,89.72,0.00,93.09,0.00,110.90,25.13,89.56,1.21,117.91,0.67,106.89,0.84,867.86,-8.19,51.23,0.41,99.24,1.88,83.49,3.47,137.63,-2.35,90.83,2.34,72.94,2.24,70.51,1.69,65.88,1.64,69.60,1.95,127.74,0.54,87.54,7.31,84.84,9.47,98.15,18.25,70.05,7.57,75.83,10.14,353.53,-1.63,95.87,1.37,154.46,-0.67,74.89,3.30,78.23,1.32,54.16,-0.02,97.75,0.05,71.18,2.95,82.53,1.41,89.73,3.58,86.99,2.16
1997,87.09,0.90,76.54,-0.70,73.33,-1.45,78.15,-3.67,71.95,1.38,68.83,-8.26,69.05,-15.26,67.82,3.32,81.23,0.02,58.32,-8.97,60.85,5.00,74.89,-0.79,80.16,-5.26,96.51,-2.17,80.78,-5.27,76.88,-3.37,84.51,-6.93,77.66,-0.77,79.79,-1.65,80.49,1.68,69.71,2.73,64.71,0.05,87.82,-0.44,69.39,9.88,100.16,0.31,81.72,0.80,82.50,2.24,73.29,2.06,99.53,1.06,98.45,1.38,89.83,1.46,102.00,2.21,98.17,-0.81,108.71,-0.70,98.94,0.77,96.63,1.11,99.41,1.17,88.82,-1.07,72.41,-0.58,103.47,-1.33,103.37,-0.94,110.06,-0.21,85.66,-1.75,120.85,-1.52,94.26,0.42,93.90,2.25,81.63,4.20,56.95,9.81,94.26,5.06,93.09,0.00,125.08,12.79,90.56,1.12,116.29,-1.37,105.56,-1.24,790.33,-8.93,55.09,7.53,99.99,0.76,83.99,0.60,136.21,-1.03,92.01,1.30,78.44,7.54,72.18,2.37,67.84,2.98,70.56,1.38,126.79,-0.74,90.71,3.62,88.73,4.59,97.91,-0.24,74.66,6.58,78.60,3.65,340.21,-3.77,96.62,0.78,151.69,-1.79,77.22,3.11,79.20,1.24,53.87,-0.54,97.25,-0.51,69.31,-2.63,84.93,2.91,93.69,4.41,90.69,4.25
1998,88.56,1.69,79.91,4.40,75.83,3.41,81.26,3.98,73.64,2.35,70.29,2.12,72.08,4.39,67.51,-0.46,82.58,1.66,65.94,13.07,62.40,2.55,73.55,-1.79,96.05,19.82,128.22,32.86,90.48,12.01,98.92,28.67,91.51,8.28,77.01,-0.84,87.72,9.94,83.39,3.60,73.12,4.89,67.07,3.65,88.34,0.59,69.81,0.61,100.57,0.41,81.57,-0.18,84.33,2.22,76.38,4.22,94.02,-5.54,92.75,-5.79,89.80,-0.03,93.58,-8.25,93.14,-5.12,102.84,-5.40,98.34,-0.61,97.70,1.11,100.82,1.42,89.31,0.55,73.33,1.27,103.67,0.19,103.54,0.16,109.19,-0.79,84.90,-0.89,120.05,-0.66,96.89,2.79,97.16,3.47,81.48,-0.18,56.57,-0.67,96.53,2.41,93.09,0.00,103.03,-17.63,89.67,-0.98,114.30,-1.71,104.03,-1.45,708.45,-10.36,54.20,-1.62,99.82,-0.17,83.70,-0.35,134.18,-1.49,90.73,-1.39,85.50,9.00,72.83,0.90,68.83,1.46,71.47,1.29,118.94,-6.19,93.65,3.24,92.27,3.99,100.73,2.88,79.19,6.07,80.25,2.10,306.75,-9.84,97.49,0.90,150.84,-0.56,78.88,2.15,80.52,1.67,53.75,-0.22,98.18,0.96,68.77,-0.78,87.96,3.57,97.32,3.87,91.83,1.26
1999,88.71,0.17,79.33,-0.73,77.39,2.06,84.66,4.18,74.20,0.76,77.38,10.09,83.55,15.91,69.14,2.41,83.79,1.47,66.30,0.55,64.92,4.04,72.61,-1.28,78.66,-18.11,89.68,-30.06,82.56,-8.75,77.21,-21.95,77.22,-15.62,77.79,1.01,82.28,-6.20,86.42,3.63,73.44,0.44,67.58,0.76,87.85,-0.55,69.83,0.03,100.70,0.13,82.71,1.40,85.85,1.80,77.16,1.02,92.94,-1.15,91.87,-0.95,89.99,0.21,92.11,-1.57,92.42,-0.77,99.14,-3.60,99.31,0.99,97.78,0.08,101.43,0.61,89.24,-0.08,74.12,1.08,102.97,-0.68,102.27,-1.23,108.07,-1.03,83.06,-2.17,118.54,-1.26,96.52,-0.38,97.10,-0.06,80.11,-1.68,53.59,-5.27,96.53,0.00,93.09,0.00,91.10,-11.58,89.00,-0.75,113.40,-0.79,103.60,-0.41,625.13,-11.76,52.28,-3.54,100.20,0.38,85.00,1.55,128.39,-4.32,91.32,0.65,91.36,6.85,75.43,3.57,72.89,5.90,72.11,0.90,114.65,-3.61,95.60,2.08,95.29,3.27,100.68,-0.05,84.19,6.31,81.82,1.96,270.59,-11.79,97.42,-0.07,147.45,-2.25,80.21,1.69,81.50,1.22,56.18,4.52,97.07,-1.13,66.40,-3.45,88.62,0.75,99.38,2.12,93.35,1.66
2000,89.82,1.25,79.64,0.39,76.81,-0.75,83.21,-1.71,74.10,-0.13,72.30,-6.57,78.63,-5.89,63.88,-7.61,84.09,0.36,59.25,-10.63,66.67,2.70,72.59,-0.03,83.89,6.65,98.48,9.81,83.52,1.16,84.90,9.96,81.18,5.13,79.35,2.01,83.28,1.22,87.49,1.24,72.86,-0.79,66.16,-2.10,86.35,-1.71,69.57,-0.37,99.82,-0.87,83.51,0.97,86.70,0.99,77.83,0.87,93.44,0.54,92.62,0.82,91.18,1.32,93.11,1.09,91.71,-0.77,97.89,-1.26,99.49,0.18,98.17,0.40,101.58,0.15,88.92,-0.36,74.20,0.11,102.35,-0.60,101.46,-0.79,107.47,-0.56,82.12,-1.13,116.66,-1.59,97.04,0.54,97.97,0.90,82.98,3.58,60.95,13.73,96.53,0.00,93.09,0.00,100.18,9.97,91.84,3.19,112.96,-0.39,103.58,-0.02,545.85,-12.68,59.81,14.40,101.08,0.88,87.54,2.99,123.91,-3.49,90.91,-0.45,96.67,5.81,78.36,3.88,77.53,6.37,72.35,0.33,111.78,-2.50,98.48,3.01,99.01,3.90,101.56,0.87,89.20,5.95,84.21,2.92,255.45,-5.60,98.73,1.34,145.37,-1.41,83.00,3.48,82.30,0.98,53.71,-4.40,98.87,1.85,65.08,-1.99,91.97,3.78,100.47,1.10,98.22,5.22
2001,89.82,0.00,78.93,-0.89,76.54,-0.35,82.18,-1.24,74.26,0.22,70.01,-3.17,75.09,-4.50,63.17,-1.11,83.77,-0.38,58.41,-1.42,63.20,-5.20,73.11,0.72,83.37,-0.62,116.04,17.83,85.46,2.32,82.02,-3.39,80.50,-0.84,77.57,-2.24,83.30,0.02,86.37,-1.28,73.91,1.44,64.91,-1.89,87.19,0.97,69.45,-0.17,99.23,-0.59,83.21,-0.36,86.91,0.24,77.04,-1.02,91.84,-1.71,91.13,-1.61,90.47,-0.78,91.22,-2.03,90.25,-1.59,95.10,-2.85,98.44,-1.06,97.67,-0.51,101.48,-0.10,85.43,-3.92,71.55,-3.57,98.14,-4.11,98.38,-3.04,100.29,-6.68,79.93,-2.67,112.46,-3.60,95.71,-1.37,101.64,3.75,83.25,0.33,61.82,1.43,96.53,0.00,93.09,0.00,98.73,-1.45,92.81,1.06,112.31,-0.58,103.34,-0.23,472.16,-13.50,60.96,1.92,102.67,1.57,90.73,3.64,121.43,-2.00,91.68,0.85,99.22,2.64,79.43,1.37,79.42,2.44,72.22,-0.18,109.55,-1.99,100.57,2.12,102.71,3.74,103.04,1.46,94.14,5.54,86.38,2.58,238.00,-6.83,97.73,-1.01,141.74,-2.50,83.08,0.10,82.46,0.19,53.16,-1.02,97.83,-1.05,64.32,-1.17,95.95,4.33,100.09,-0.38,99.13,0.93
2002,89.64,-0.20,78.79,-0.18,78.49,2.55,86.68,5.48,74.79,0.71,70.12,0.16,73.87,-1.62,64.92,2.77,83.23,-0.64,57.26,-1.97,62.97,-0.36,73.53,0.57,74.87,-10.20,94.21,-18.81,76.32,-10.70,77.51,-5.50,69.72,-13.39,79.10,1.97,74.09,-11.06,85.83,-0.63,74.24,0.45,63.84,-1.65,86.87,-0.37,102.74,47.93,98.94,-0.29,82.52,-0.83,87.16,0.29,76.80,-0.31,92.34,0.54,91.77,0.70,90.59,0.13,91.61,0.43,92.42,2.40,95.74,0.67,96.83,-1.64,96.51,-1.19,100.53,-0.94,82.77,-3.11,69.59,-2.74,94.89,-3.31,95.89,-2.53,96.28,-4.00,76.97,-3.70,109.55,-2.59,94.86,-0.89,102.78,1.12,82.44,-0.97,59.67,-3.48,96.53,0.00,93.09,0.00,97.19,-1.56,90.75,-2.22,110.84,-1.31,102.11,-1.19,443.27,-6.12,58.27,-4.41,100.86,-1.76,89.90,-0.91,117.12,-3.55,90.04,-1.79,97.61,-1.62,80.49,1.33,81.30,2.37,72.27,0.07,106.40,-2.88,100.68,0.11,103.52,0.79,101.65,-1.35,95.37,1.31,88.95,2.98,224.66,-5.61,96.48,-1.28,139.67,-1.46,82.12,-1.16,86.30,4.66,67.79,27.52,95.89,-1.98,64.86,0.84,96.66,0.74,100.02,-0.07,97.42,-1.73
2003,89.39,-0.28,78.73,-0.08,77.45,-1.33,81.61,-5.85,75.82,1.38,70.96,1.20,76.23,3.19,63.75,-1.80,83.27,0.05,61.98,8.24,64.62,2.62,74.76,1.67,81.13,8.36,104.24,10.65,87.14,14.18,78.85,1.73,75.77,8.68,77.33,-2.24,68.44,-7.63,86.00,0.20,74.38,0.19,63.42,-0.66,87.04,0.20,103.54,0.78,98.40,-0.55,82.10,-0.51,86.18,-1.12,78.54,2.27,93.43,1.18,92.75,1.07,91.65,1.17,93.38,1.93,92.26,-0.17,96.38,0.67,95.10,-1.79,95.57,-0.97,99.52,-1.00,82.36,-0.50,69.61,0.03,94.08,-0.85,93.29,-2.71,95.03,-1.30,73.84,-4.07,105.49,-3.71,94.18,-0.72,99.18,-3.50,83.12,0.82,63.56,6.52,96.53,0.00,91.71,-1.48,97.19,0.00,91.31,0.62,108.67,-1.96,100.70,-1.38,389.70,-12.09,62.75,7.69,100.06,-0.79,89.58,-0.36,117.51,0.33,87.69,-2.61,97.27,-0.35,83.25,3.43,85.46,5.12,73.19,1.27,103.21,-3.00,99.37,-1.30,102.51,-0.98,98.14,-3.45,96.04,0.70,88.54,-0.46,208.26,-7.30,94.63,-1.92,135.34,-3.10,81.25,-1.06,85.78,-0.60,68.19,0.59,94.75,-1.19,66.79,2.98,95.62,-1.08,98.94,-1.08,96.09,-1.37
2004,90.83,1.61,82.05,4.22,79.31,2.40,83.18,1.92,77.79,2.60,75.97,7.06,81.51,6.93,68.41,7.31,83.28,0.01,66.37,7.08,67.03,3.73,74.90,0.19,88.85,9.52,101.62,-2.51,92.35,5.98,87.46,10.92,86.45,14.10,77.53,0.26,79.68,16.42,86.55,0.64,75.61,1.65,67.19,5.94,87.10,0.07,104.52,0.95,98.77,0.38,82.89,0.96,86.95,0.89,80.78,2.85,96.37,3.15,96.51,4.05,92.22,0.62,99.30,6.34,93.37,1.20,96.29,-0.09,95.35,0.26,95.36,-0.22,98.88,-0.64,84.63,2.76,73.15,5.09,95.19,1.18,92.68,-0.65,92.40,-2.77,76.02,2.95,102.88,-2.47,94.13,-0.05,99.30,0.12,84.26,1.37,67.00,5.41,96.53,0.00,91.71,0.00,97.19,0.00,93.21,2.08,108.29,-0.35,101.39,0.69,329.67,-15.40,69.01,9.98,100.51,0.45,90.66,1.21,117.26,-0.21,88.30,0.70,98.04,0.79,84.91,1.99,87.50,2.39,74.47,1.75,102.52,-0.67,99.47,0.10,102.13,-0.37,96.21,-1.97,97.02,1.02,89.51,1.10,195.58,-6.09,95.77,1.20,132.36,-2.20,84.17,3.59,86.70,1.07,69.07,1.29,94.57,-0.19,68.78,2.98,98.85,3.38,100.23,1.30,95.50,-0.61
2005,92.92,2.30,88.00,7.25,81.63,2.93,86.96,4.54,79.51,2.21,80.56,6.04,82.79,1.57,77.60,13.43,86.07,3.35,83.06,25.15,70.07,4.54,77.11,2.95,114.92,29.34,107.43,5.72,113.60,23.01,115.41,31.96,111.44,28.91,77.68,0.19,95.07,19.31,87.96,1.63,76.74,1.49,67.79,0.89,86.83,-0.31,105.21,0.66,98.02,-0.76,84.28,1.68,88.26,1.51,83.15,2.93,96.24,-0.13,96.02,-0.51,92.34,0.13,98.38,-0.93,93.45,0.09,98.30,2.09,94.76,-0.62,95.76,0.42,98.83,-0.05,87.52,3.41,76.99,5.25,97.23,2.14,93.26,0.63,91.93,-0.51,79.60,4.71,102.48,-0.39,93.49,-0.68,99.47,0.17,85.74,1.76,71.49,6.70,96.53,0.00,91.71,0.00,97.19,0.00,94.42,1.30,105.45,-2.62,99.44,-1.92,280.87,-14.80,74.53,8.00,100.83,0.32,92.90,2.47,115.33,-1.65,88.97,0.76,99.96,1.96,88.35,4.05,92.41,5.61,75.26,1.06,102.24,-0.27,99.25,-0.22,102.32,0.19,96.14,-0.07,98.08,1.09,91.18,1.87,184.13,-5.85,94.68,-1.14,127.81,-3.44,84.50,0.39,86.45,-0.29,68.04,-1.49,95.17,0.63,69.17,0.57,98.42,-0.44,100.77,0.54,95.07,-0.45
2006,93.48,0.60,87.43,-0.65,82.57,1.15,86.79,-0.20,80.92,1.77,79.90,-0.82,83.39,0.72,75.18,-3.12,87.33,1.46,79.70,-4.05,70.57,0.71,79.23,2.75,104.92,-8.70,110.80,3.14,112.91,-0.61,103.96,-9.92,98.13,-11.94,79.47,2.30,96.06,1.04,89.39,1.63,77.67,1.21,68.63,1.24,87.25,0.48,105.43,0.21,96.76,-1.29,85.22,1.12,88.86,0.68,84.84,2.03,92.78,-3.60,91.93,-4.26,92.16,-0.19,91.22,-7.28,94.00,0.59,96.23,-2.11,95.37,0.64,96.60,0.88,99.03,0.20,90.97,3.94,82.56,7.23,98.74,1.55,93.82,0.60,91.45,-0.52,80.51,1.14,103.30,0.80,93.73,0.26,98.83,-0.64,89.06,3.87,78.48,9.78,100.00,3.59,92.96,1.36,97.19,0.00,96.01,1.68,103.00,-2.32,97.52,-1.93,253.00,-9.92,82.96,11.31,100.27,-0.56,95.86,3.19,111.71,-3.14,88.72,-0.28,100.07,0.11,91.31,3.35,96.54,4.47,76.38,1.49,101.11,-1.11,99.42,0.17,102.53,0.21,97.94,1.87,98.66,0.59,93.24,2.26,171.62,-6.79,94.77,0.10,123.01,-3.76,86.66,2.56,90.05,4.16,75.73,11.30,95.26,0.09,75.14,8.63,98.16,-0.26,101.37,0.60,95.53,0.48
2007,95.16,1.80,89.93,2.86,84.81,2.71,86.55,-0.28,84.18,4.03,82.50,3.25,84.42,1.24,79.99,6.40,87.84,0.58,83.69,5.01,74.94,6.19,79.95,0.91,114.88,9.49,122.15,10.24,107.19,-5.07,117.13,12.67,114.02,16.19,79.96,0.62,92.66,-3.54,89.94,0.62,82.17,5.79,73.71,7.40,87.63,0.44,105.04,-0.37,97.01,0.26,86.59,1.61,91.08,2.50,86.34,1.77,95.35,2.77,94.77,3.09,94.99,3.07,93.71,2.73,98.03,4.29,98.26,2.11,96.04,0.70,97.54,0.97,99.23,0.20,94.98,4.41,89.05,7.86,100.50,1.78,95.28,1.56,91.78,0.36,83.54,3.76,103.42,0.12,95.76,2.17,98.95,0.12,92.14,3.46,86.33,10.00,100.00,0.00,93.87,0.98,97.19,0.00,97.66,1.72,102.36,-0.62,97.37,-0.15,225.18,-11.00,88.02,6.10,100.94,0.67,97.10,1.29,111.70,-0.01,90.23,1.70,99.79,-0.28,94.94,3.98,96.98,0.46,88.52,15.89,100.76,-0.35,100.02,0.60,102.62,0.09,97.85,-0.09,98.81,0.15,95.71,2.65,164.49,-4.15,96.46,1.78,119.22,-3.08,90.74,4.71,91.72,1.85,78.63,3.83,96.20,0.99,78.93,5.04,97.88,-0.29,101.27,-0.10,96.53,1.05
