期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1991,58.56,-2.80,47.57,-2.14,-,-,-,-,39.54,-2.42,41.64,-,37.61,-,46.72,7.30,-,-,-,-,-,-,16.91,-17.03,14.07,-,53.62,-0.06,-,-,33.97,-2.64,-,-,-,-,-,-,-,-,48.20,0.00,55.06,-0.13,29.00,0.62,47.31,-14.22,46.57,-0.89,-,-,59.43,-4.82,-,-,-,-,60.20,-6.08,-,-,-,-,-,-,33.95,-4.29,-,-,-,-,26.57,-10.63,53.64,-16.72,-,-,-,-,-,-,60.44,2.91,-,-,-,-,-,-,-,-
1992,54.51,-6.92,45.06,-5.28,-,-,-,-,36.56,-7.54,37.71,-9.44,33.85,-10.00,45.48,-2.65,-,-,-,-,-,-,15.32,-9.40,13.15,-6.54,46.65,-13.00,-,-,27.14,-20.11,-,-,-,-,-,-,-,-,43.68,-9.38,49.55,-10.01,27.31,-5.83,43.08,-8.94,42.62,-8.48,-,-,52.66,-11.39,-,-,-,-,53.91,-10.45,-,-,-,-,-,-,30.65,-9.72,-,-,-,-,24.43,-8.05,48.18,-10.18,-,-,-,-,-,-,61.45,1.67,-,-,-,-,-,-,-,-
1993,57.04,4.64,43.04,-4.48,-,-,-,-,39.12,7.00,43.33,14.90,35.25,4.14,46.19,1.56,-,-,-,-,-,-,14.46,-5.61,11.91,-9.43,48.26,3.45,-,-,28.14,3.68,-,-,-,-,-,-,-,-,44.78,2.52,50.87,2.66,27.77,1.68,45.44,5.48,56.09,31.60,-,-,49.17,-6.63,-,-,-,-,54.64,1.35,-,-,-,-,-,-,30.66,0.03,-,-,-,-,21.98,-10.03,46.71,-3.05,-,-,-,-,-,-,70.22,14.27,-,-,-,-,-,-,-,-
1994,59.96,5.12,44.81,4.11,-,-,-,-,40.23,2.84,43.37,0.09,36.22,2.75,46.04,-0.32,-,-,-,-,-,-,14.23,-1.59,12.07,1.34,53.66,11.19,-,-,34.19,21.50,-,-,-,-,-,-,-,-,48.49,8.28,55.06,8.24,30.12,8.46,50.12,10.30,60.53,7.92,-,-,63.76,29.67,-,-,-,-,59.53,8.95,-,-,-,-,-,-,31.91,4.08,-,-,-,-,25.51,16.06,55.61,19.05,-,-,-,-,-,-,73.91,5.25,-,-,-,-,-,-,-,-
1995,66.04,10.14,48.96,9.26,-,-,-,-,44.08,9.57,42.87,-1.15,41.28,13.97,49.12,6.69,-,-,-,-,-,-,16.05,12.79,13.49,11.76,65.51,22.08,-,-,46.18,35.07,-,-,-,-,-,-,-,-,57.58,18.75,65.03,18.11,36.76,22.05,55.82,11.37,60.24,-0.48,-,-,90.29,41.61,-,-,-,-,67.39,13.20,-,-,-,-,-,-,37.06,16.14,-,-,-,-,31.42,23.17,65.94,18.58,-,-,-,-,-,-,78.52,6.24,-,-,-,-,-,-,-,-
1996,64.40,-2.48,47.85,-2.27,-,-,-,-,53.55,21.48,53.72,25.31,53.78,30.28,54.82,11.60,-,-,-,-,-,-,18.51,15.33,16.14,19.64,59.01,-9.92,-,-,36.91,-20.07,-,-,-,-,-,-,-,-,56.91,-1.16,64.30,-1.12,36.27,-1.33,54.80,-1.83,62.90,4.42,-,-,70.06,-22.41,-,-,-,-,62.27,-7.60,-,-,-,-,-,-,34.75,-6.23,-,-,-,-,26.15,-16.77,59.26,-10.13,-,-,-,-,-,-,73.00,-7.03,-,-,-,-,-,-,-,-
1997,63.50,-1.40,50.42,5.37,-,-,-,-,47.70,-10.92,56.15,4.52,42.04,-21.83,57.66,5.18,-,-,-,-,-,-,18.78,1.46,16.32,1.12,57.98,-1.75,-,-,37.09,0.49,-,-,-,-,-,-,-,-,55.68,-2.16,63.84,-0.72,32.87,-9.37,60.13,9.73,65.87,4.72,-,-,67.45,-3.73,-,-,-,-,63.90,2.62,-,-,-,-,-,-,36.25,4.32,-,-,-,-,28.27,8.11,63.47,7.10,-,-,-,-,-,-,69.63,-4.62,-,-,-,-,-,-,-,-
1998,63.96,0.72,53.22,5.55,48.95,-,79.35,-,48.03,0.69,53.56,-4.61,41.70,-0.81,67.52,17.10,73.52,-,16.65,-,67.82,-,15.38,-18.10,12.39,-24.08,56.96,-1.76,50.00,-,32.30,-12.91,78.15,-,94.71,-,93.86,-,124.97,-,56.59,1.63,65.70,2.91,31.69,-3.59,64.58,7.40,67.47,2.43,67.47,-,70.18,4.05,53.60,-,86.03,-,68.46,7.14,100.69,-,128.77,-,141.50,-,37.52,3.50,36.79,-,60.92,-,27.28,-3.50,66.09,4.13,150.82,-,106.84,-,192.55,-,73.87,6.09,73.87,-,122.36,-,123.92,-,92.63,-
1999,61.35,-4.08,48.81,-8.29,50.05,2.25,71.64,-9.72,41.20,-14.22,45.16,-15.68,35.80,-14.15,63.55,-5.88,71.58,-2.64,19.03,14.29,61.92,-8.70,18.45,19.96,16.82,35.75,54.51,-4.30,44.34,-11.32,31.13,-3.62,77.06,-1.39,88.47,-6.59,85.55,-8.85,114.82,-8.12,52.29,-7.60,61.43,-6.50,27.72,-12.53,61.02,-5.51,70.58,4.61,70.58,4.61,68.16,-2.88,55.68,3.88,79.63,-7.44,62.80,-8.27,97.36,-3.31,118.09,-8.29,128.08,-9.48,33.73,-10.10,32.09,-12.78,48.08,-21.08,24.44,-10.41,63.51,-3.90,141.25,-6.35,105.66,-1.10,172.41,-10.46,77.80,5.32,77.80,5.32,120.78,-1.29,122.56,-1.10,91.10,-1.65
2000,64.18,4.61,49.99,2.42,44.37,-11.35,73.07,2.00,39.29,-4.64,41.71,-7.64,35.47,-0.92,60.42,-4.93,69.34,-3.13,25.81,35.63,58.86,-4.94,26.33,42.71,25.31,50.48,63.75,16.95,46.44,4.74,42.24,35.69,77.34,0.36,83.11,-6.06,84.47,-1.26,117.77,2.57,54.53,4.28,64.72,5.36,27.51,-0.76,63.79,4.54,68.87,-2.42,68.87,-2.42,76.31,11.96,70.19,26.06,80.67,1.31,61.70,-1.75,96.72,-0.66,113.70,-3.72,123.78,-3.36,35.31,4.68,33.20,3.46,44.60,-7.24,26.59,8.80,66.94,5.40,134.13,-5.04,101.21,-4.21,162.50,-5.75,82.15,5.59,82.15,5.59,119.15,-1.35,121.10,-1.19,87.81,-3.61
2001,63.38,-1.25,53.20,6.42,47.96,8.09,74.45,1.89,42.02,6.95,43.04,3.19,38.65,8.97,65.03,7.63,76.00,9.60,25.34,-1.82,63.53,7.93,25.49,-3.19,23.64,-6.60,60.51,-5.08,48.32,4.05,37.74,-10.65,81.77,5.73,83.78,0.81,88.91,5.26,117.95,0.15,53.50,-1.89,62.68,-3.15,28.75,4.51,75.73,18.72,73.20,6.29,73.20,6.29,71.22,-6.67,53.96,-23.12,87.79,8.83,64.31,4.23,103.72,7.24,121.94,7.25,132.98,7.43,35.36,0.14,34.22,3.07,48.53,8.81,26.33,-0.98,68.04,1.64,130.47,-2.73,100.05,-1.15,155.78,-4.14,82.36,0.26,82.36,0.26,112.89,-5.25,113.94,-5.91,89.94,2.43
2002,63.63,0.39,52.87,-0.62,51.53,7.44,77.98,4.74,44.82,6.66,46.79,8.71,41.12,6.39,68.74,5.71,78.66,3.50,26.60,4.97,65.01,2.33,26.84,5.30,25.38,7.36,61.62,1.83,43.42,-10.14,39.86,5.62,82.82,1.28,82.49,-1.54,91.12,2.49,110.53,-6.29,53.64,0.26,62.06,-0.99,30.48,6.02,73.41,-3.06,73.84,0.87,73.84,0.87,70.62,-0.84,57.19,5.99,83.05,-5.40,66.11,2.80,105.47,1.69,98.65,-19.10,101.30,-23.82,36.79,4.04,36.71,7.28,51.68,6.49,26.53,0.76,67.29,-1.10,125.71,-3.65,97.57,-2.48,148.46,-4.70,79.40,-3.59,79.40,-3.59,113.75,0.76,114.22,0.25,90.66,0.80
2003,66.90,5.14,56.65,7.15,56.63,9.90,80.07,2.68,52.08,16.20,60.68,29.69,47.03,14.37,68.55,-0.28,79.11,0.57,30.38,14.21,64.96,-0.08,31.02,15.57,30.44,19.94,68.37,10.95,53.02,22.11,49.52,24.23,84.51,2.04,81.43,-1.28,90.68,-0.48,107.41,-2.82,57.83,7.81,66.20,6.67,34.51,13.22,77.78,5.95,77.78,5.34,77.78,5.34,74.24,5.13,65.46,14.46,82.68,-0.45,69.54,5.19,104.08,-1.32,92.68,-6.05,92.68,-8.51,42.84,16.44,44.98,22.53,52.93,2.42,29.19,10.03,70.59,4.90,123.14,-2.04,97.98,0.42,142.83,-3.79,81.85,3.09,81.85,3.09,114.57,0.72,114.56,0.30,93.21,2.81
2004,72.64,8.58,61.75,9.00,61.65,8.86,79.56,-0.64,61.01,17.15,72.84,20.04,57.03,21.26,70.60,2.99,79.75,0.81,38.32,26.14,68.06,4.77,39.59,27.63,37.13,21.98,77.87,13.90,72.56,36.85,66.06,33.40,83.67,-0.99,75.19,-7.66,88.46,-2.45,105.21,-2.05,65.87,13.90,76.28,15.23,37.15,7.65,80.74,3.81,84.99,9.27,84.99,9.27,80.57,8.53,73.53,12.33,87.47,5.79,69.39,-0.22,102.01,-1.99,105.17,13.48,105.17,13.48,57.32,33.80,61.30,36.28,58.07,9.71,42.30,44.91,79.14,12.11,119.83,-2.69,96.93,-1.07,137.57,-3.68,84.27,2.96,84.27,2.96,112.50,-1.81,112.49,-1.81,92.70,-0.55
2005,74.40,2.42,62.69,1.52,62.82,1.90,76.95,-3.28,52.85,-13.37,59.63,-18.14,46.42,-18.60,72.26,2.35,88.80,11.35,49.27,28.58,77.94,14.52,50.58,27.76,50.38,35.69,77.72,-0.19,65.05,-10.35,68.19,3.22,81.10,-3.07,74.31,-1.17,85.44,-3.41,99.68,-5.26,74.25,12.72,85.67,12.31,42.67,14.86,77.97,-3.43,84.76,-0.27,84.76,-0.27,79.23,-1.66,69.94,-4.88,88.15,0.78,66.93,-3.55,100.10,-1.87,92.18,-12.35,92.18,-12.35,60.49,5.53,61.03,-0.44,79.30,36.56,50.83,20.17,81.87,3.45,111.45,-6.99,91.27,-5.84,126.93,-7.73,80.73,-4.20,80.73,-4.20,103.49,-8.01,103.30,-8.17,91.32,-1.49
2006,80.96,8.82,70.81,12.95,69.41,10.49,100.93,31.16,54.83,3.75,55.81,-6.41,50.83,9.50,80.29,11.11,92.09,3.70,59.16,20.07,81.93,5.12,60.74,20.09,63.57,26.18,83.07,6.88,68.39,5.13,75.22,10.31,82.33,1.52,77.64,4.48,89.31,4.53,104.65,4.99,75.77,2.05,86.40,0.85,46.05,7.92,81.35,4.34,87.72,3.49,87.72,3.49,83.61,5.53,76.49,9.37,90.62,2.80,67.81,1.31,99.69,-0.41,89.34,-3.08,89.34,-3.08,80.93,33.79,66.18,8.44,86.60,9.21,87.56,72.26,106.69,30.32,109.04,-2.16,89.80,-1.61,123.74,-2.51,79.18,-1.92,79.18,-1.92,101.56,-1.86,101.29,-1.95,91.78,0.50
2007,88.20,8.94,87.57,23.67,77.67,11.90,107.89,6.90,78.30,42.80,81.44,45.92,76.32,50.15,82.46,2.70,94.10,2.18,66.75,12.83,85.49,4.35,68.67,13.06,71.36,12.25,90.22,8.61,71.00,3.82,84.07,11.77,83.20,1.06,83.06,6.98,93.66,4.87,112.48,7.48,80.64,6.43,91.32,5.69,50.56,9.79,89.44,9.94,95.07,8.38,95.07,8.38,93.84,12.24,95.34,24.64,93.13,2.77,71.52,5.47,99.99,0.30,90.75,1.58,90.75,1.58,100.83,24.59,88.96,34.42,95.38,10.14,94.71,8.17,111.43,4.44,107.52,-1.39,89.78,-0.02,120.91,-2.29,80.73,1.96,80.73,1.96,101.79,0.23,101.63,0.34,89.36,-2.64
2008,96.00,8.84,82.31,-6.01,75.32,-3.03,104.24,-3.38,100.63,28.52,107.34,31.80,97.17,27.32,83.16,0.85,97.44,3.55,89.19,33.62,98.87,15.65,92.14,34.18,92.61,29.78,94.52,4.77,88.05,24.01,88.20,4.91,86.72,4.23,89.96,8.31,94.97,1.40,110.80,-1.49,87.51,8.52,95.99,5.11,63.07,24.74,86.33,-3.48,96.38,1.38,96.38,1.38,97.85,4.27,93.49,-1.94,101.11,8.57,71.83,0.43,97.09,-2.90,96.56,6.40,96.56,6.40,106.60,5.72,118.97,33.73,93.37,-2.11,89.22,-5.80,106.36,-4.55,102.00,-5.13,92.10,2.58,109.25,-9.64,85.91,6.42,85.91,6.42,100.08,-1.68,100.00,-1.60,95.94,7.36
2009,86.78,-9.60,75.93,-7.75,71.74,-4.75,106.70,2.36,80.49,-20.01,90.43,-15.75,71.27,-26.65,88.61,6.55,100.65,3.29,66.18,-25.80,112.26,13.54,66.95,-27.34,63.98,-30.91,84.77,-10.32,72.27,-17.92,68.03,-22.87,93.67,8.01,101.83,13.19,96.05,1.14,107.10,-3.34,87.97,0.53,96.30,0.32,63.94,1.38,88.69,2.73,90.54,-6.06,90.54,-6.06,88.58,-9.47,76.41,-18.27,97.65,-3.42,73.62,2.49,102.08,5.14,104.55,8.27,104.55,8.27,78.49,-26.37,82.38,-30.76,96.97,3.86,69.35,-22.27,81.23,-23.63,107.89,5.77,100.39,9.00,113.38,3.78,95.22,10.84,95.22,10.84,104.56,4.48,104.46,4.46,103.19,7.56
2010,92.89,7.04,87.61,15.38,83.92,16.98,103.53,-2.97,86.32,7.24,90.17,-0.29,78.57,10.24,96.54,8.95,97.78,-2.85,78.95,19.30,105.40,-6.11,79.10,18.15,77.88,21.73,91.95,8.47,84.43,16.83,84.39,24.05,93.72,0.05,101.30,-0.52,97.55,1.56,103.93,-2.96,96.27,9.44,100.60,4.47,83.77,31.01,100.08,12.84,99.82,10.25,99.82,10.25,102.20,15.38,104.65,36.96,100.37,2.79,82.17,11.61,98.52,-3.49,105.64,1.04,105.64,1.04,95.91,22.19,97.16,17.94,95.67,-1.34,92.08,32.78,98.07,20.73,103.04,-4.50,99.25,-1.14,105.82,-6.67,97.14,2.02,97.14,2.02,102.74,-1.74,102.70,-1.68,101.12,-2.01
2011,100.00,7.65,100.00,14.14,100.00,19.16,100.00,-3.41,100.00,15.85,100.00,10.90,100.00,27.28,100.00,3.58,100.00,2.27,100.00,26.66,100.00,-5.12,100.00,26.42,100.00,28.40,100.00,8.75,100.00,18.44,100.00,18.50,100.00,6.70,100.00,-1.28,100.00,2.51,100.00,-3.78,100.00,3.87,100.00,-0.60,100.00,19.37,100.00,-0.08,100.00,0.18,100.00,0.18,100.00,-2.15,100.00,-4.44,100.00,-0.37,100.00,21.70,100.00,1.50,100.00,-5.34,100.00,-5.34,100.00,4.26,100.00,2.92,100.00,4.53,100.00,8.60,100.00,1.97,100.00,-2.95,100.00,0.76,100.00,-5.50,100.00,2.94,100.00,2.94,100.00,-2.67,100.00,-2.63,100.00,-1.11
2012,98.72,-1.28,97.49,-2.51,97.84,-2.16,106.99,6.99,101.04,1.04,111.24,11.24,97.37,-2.63,103.48,3.48,112.44,12.44,101.29,1.29,103.35,3.35,103.66,3.66,104.04,4.04,96.92,-3.08,99.55,-0.45,95.36,-4.64,101.39,1.39,100.87,0.87,102.07,2.07,96.76,-3.24,94.50,-5.50,97.35,-2.65,86.27,-13.73,101.70,1.70,99.45,-0.55,99.45,-0.55,91.57,-8.43,83.54,-16.46,97.55,-2.45,88.71,-11.29,109.04,9.04,91.57,-8.43,91.57,-8.43,90.21,-9.79,90.59,-9.41,103.80,3.80,91.35,-8.65,89.47,-10.53,101.23,1.23,101.41,1.41,101.10,1.10,101.17,1.17,101.17,1.17,100.68,0.68,100.75,0.75,101.67,1.67
2013,94.33,-4.45,105.60,8.32,94.51,-3.40,108.87,1.76,97.75,-3.26,110.07,-1.05,87.91,-9.72,104.34,0.83,115.76,2.95,96.64,-4.59,105.67,2.24,99.10,-4.40,101.46,-2.48,94.14,-2.87,102.02,2.48,95.21,-0.16,94.06,-7.23,95.85,-4.98,89.13,-12.68,92.87,-4.02,87.58,-7.32,92.85,-4.62,71.63,-16.97,107.49,5.69,105.14,5.72,105.14,5.72,90.03,-1.68,84.04,0.60,94.95,-2.67,84.80,-4.41,114.87,5.35,73.61,-19.61,72.06,-21.31,83.60,-7.33,81.44,-10.10,104.43,0.61,85.48,-6.43,85.87,-4.02,96.78,-4.40,92.06,-9.22,99.53,-1.55,99.29,-1.86,99.29,-1.86,98.21,-2.45,98.15,-2.58,97.38,-4.22
