期間,出口-合計_原始值,出口-合計_年增率(%),出口-合計_原始值,出口-合計_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%)
2000M11,"417,143",14.14,"12,995.1",12.68,"3,105",23.56,96.7,21.94,"2,644",35.94,82.4,34.20,592,-22.21,18.4,-23.33,"1,298",11.61,40.4,10.08,"5,557",46.04,173.1,44.13,"11,111",7.92,346.1,6.53,"23,165",5.21,721.7,3.87,"20,297",6.57,632.3,5.21,"2,868",-3.53,89.4,-4.69,"3,121",-9.59,97.2,-10.74,"1,070",1.81,33.3,0.30,"37,809",-1.28,"1,177.8",-2.55,"27,786",-0.57,865.6,-1.84,"4,626",-7.96,144.1,-9.14,"2,349",-13.64,73.2,-14.69,"2,896",8.30,90.2,6.87,"33,892",2.20,"1,055.8",0.89,"20,235",1.90,630.4,0.61,"13,657",2.65,425.5,1.33,"245,886",22.58,"7,660.0",21.01,"99,681",41.57,"3,105.3",39.76,"27,222",17.09,848.0,15.59,"14,930",6.66,465.1,5.30,"55,485",13.98,"1,728.5",12.53,"1,487",2.13,46.3,0.65,"14,016",-10.76,436.6,-11.90,"12,775",30.96,398.0,29.30,"10,327",35.12,321.7,33.37,451,-4.25,14.0,-6.04,"7,245",49.84,225.7,47.90,"11,255",-11.09,350.6,-12.22,"4,367",-16.36,136.0,-17.48
2000M12,"408,787",17.26,"12,395.0",12.42,"3,515",3.47,106.6,-0.74,"3,059",1.97,92.7,-2.32,648,-19.70,19.7,-22.75,"1,378",25.39,41.8,20.11,"6,257",100.16,189.7,91.81,"10,408",6.90,315.6,2.50,"23,673",16.64,717.8,11.82,"20,549",17.02,623.1,12.19,"3,124",14.18,94.7,9.48,"3,084",4.37,93.5,0.00,937,-3.50,28.4,-7.49,"37,487",2.24,"1,136.7",-1.97,"26,370",-0.11,799.6,-4.23,"5,524",11.82,167.5,7.23,"2,647",4.46,80.3,0.25,"3,036",18.18,92.1,13.42,"34,276",7.71,"1,039.3",3.28,"20,237",5.86,613.6,1.51,"14,039",10.49,425.7,5.95,"238,672",23.19,"7,236.9",18.11,"97,879",40.48,"2,967.8",34.69,"28,884",26.77,875.8,21.54,"15,609",9.41,473.3,4.90,"49,322",8.47,"1,495.5",3.99,"1,415",5.20,42.9,0.94,"13,475",-2.28,408.6,-6.31,"12,318",34.11,373.5,28.57,"9,820",38.74,297.8,33.07,429,-12.45,13.0,-16.13,"5,576",33.43,169.1,28.01,"11,398",-2.92,345.6,-6.92,"4,337",-8.83,131.5,-12.62
2001M01,"330,603",-12.48,"10,048.7",-17.62,"2,752",-16.81,83.7,-21.63,"2,330",-15.49,70.8,-20.45,539,-45.94,16.4,-49.07,"1,090",-11.53,33.1,-16.83,"5,583",15.40,169.7,8.64,"10,270",1.53,312.2,-4.41,"19,070",-16.41,579.6,-21.32,"16,655",-16.58,506.2,-21.50,"2,415",-15.20,73.4,-20.13,"2,147",-25.68,65.3,-30.01,836,-23.02,25.4,-27.64,"29,442",-22.47,894.9,-27.02,"20,885",-21.79,634.8,-26.38,"4,527",-24.13,137.6,-28.59,"2,188",-22.98,66.5,-27.56,"2,658",-1.37,80.8,-7.13,"32,545",-13.59,989.2,-18.66,"19,913",-15.14,605.3,-20.11,"12,633",-11.02,384.0,-16.25,"184,712",-8.76,"5,614.4",-14.11,"75,968",-1.68,"2,309.1",-7.44,"24,735",-2.97,751.8,-8.66,"12,120",-14.90,368.4,-19.90,"35,801",-16.32,"1,088.2",-21.23,"1,383",-18.21,42.0,-23.08,"12,514",-32.29,380.4,-36.26,"8,947",-13.95,271.9,-19.01,"6,887",-13.19,209.3,-18.27,348,-36.03,10.6,-39.77,"4,949",-1.47,150.4,-7.27,"10,360",-19.98,314.9,-24.67,"4,431",-15.98,134.7,-20.90
2001M02,"335,947",18.96,"10,381.6",12.86,"2,421",-2.93,74.8,-7.88,"2,110",-0.24,65.2,-5.37,646,11.96,20.0,6.38,"1,079",19.89,33.3,13.65,"5,590",84.85,172.7,75.33,"10,822",30.51,334.4,23.81,"22,428",18.10,693.1,12.04,"19,814",17.88,612.3,11.84,"2,614",19.80,80.8,13.64,"2,110",10.30,65.2,4.65,804,2.16,24.9,-2.73,"30,076",4.63,929.4,-0.74,"21,768",7.38,672.7,1.88,"3,535",-15.59,109.2,-19.94,"1,928",-6.77,59.6,-11.57,"2,531",32.65,78.2,25.93,"29,917",10.94,924.5,5.25,"18,521",9.46,572.4,3.85,"11,395",13.43,352.1,7.61,"191,308",22.95,"5,911.9",16.64,"75,520",34.80,"2,333.7",27.88,"21,420",21.92,661.9,15.66,"12,584",24.47,388.9,18.10,"41,826",3.83,"1,292.5",-1.50,"1,351",-3.36,41.8,-8.13,"11,223",7.84,346.8,2.30,"9,204",30.46,284.4,23.76,"7,305",32.55,225.8,25.79,335,-7.20,10.3,-12.71,"4,219",26.66,130.4,20.18,"9,639",3.01,297.9,-2.26,"3,940",4.10,121.7,-1.30
2001M03,"388,170",3.46,"11,980.6",-2.00,"2,879",16.75,88.8,10.45,"2,461",23.61,76.0,17.10,795,-7.88,24.5,-12.81,"1,395",-0.07,43.1,-5.27,"5,296",-0.79,163.4,-6.04,"12,537",20.26,387.0,13.92,"23,972",6.23,739.9,0.63,"20,967",6.72,647.2,1.11,"3,005",2.88,92.7,-2.63,"3,113",0.06,96.1,-5.23,988,1.86,30.5,-3.48,"37,860",-0.02,"1,168.5",-5.30,"28,333",1.02,874.5,-4.31,"4,139",-5.05,127.7,-10.07,"2,392",-5.68,73.8,-10.65,"2,690",12.22,83.0,6.27,"33,252",-5.96,"1,026.3",-10.93,"19,669",-13.02,607.1,-17.60,"13,583",6.55,419.2,0.91,"219,794",5.79,"6,783.8",0.20,"77,365",1.61,"2,387.8",-3.76,"25,481",4.76,786.5,-0.77,"14,708",5.98,453.9,0.38,"54,958",4.85,"1,696.2",-0.69,"1,890",-3.91,58.3,-9.05,"13,242",-16.27,408.7,-20.69,"10,571",11.12,326.3,5.26,"8,234",12.15,254.1,6.23,462,-6.10,14.3,-10.63,"5,269",15.47,162.6,9.35,"12,124",-0.79,374.3,-6.00,"4,558",-8.84,140.7,-13.63
2001M04,"365,247",-4.59,"11,118.6",-11.47,"3,837",43.23,116.8,32.88,"3,423",57.02,104.2,45.73,877,-17.73,26.7,-23.71,"1,569",4.67,47.8,-2.85,"6,352",50.27,193.4,39.44,"12,243",17.45,372.7,8.98,"23,442",8.45,713.6,0.62,"20,277",7.75,617.3,-0.03,"3,165",13.20,96.3,5.02,"3,614",1.20,110.0,-6.14,997,2.78,30.4,-4.40,"39,282",-5.10,"1,195.8",-11.94,"29,982",-6.24,912.7,-13.01,"3,941",-3.03,120.0,-9.98,"2,158",-10.38,65.7,-16.84,"2,575",1.74,78.4,-5.54,"33,168",-6.99,"1,009.7",-13.70,"20,535",-7.97,625.1,-14.62,"12,633",-5.35,384.6,-12.17,"195,910",-6.70,"5,963.8",-13.43,"69,657",-11.38,"2,120.5",-17.77,"27,095",7.64,824.8,-0.12,"13,170",-5.62,400.9,-12.43,"45,530",-10.47,"1,386.0",-16.93,"1,985",-6.94,60.4,-13.71,"13,316",-23.30,405.3,-28.84,"9,946",-0.34,302.8,-7.51,"7,722",0.21,235.1,-7.00,374,-27.66,11.4,-32.94,"4,979",2.24,151.6,-5.13,"10,982",-12.66,334.3,-18.96,"3,834",-20.03,116.7,-25.81
2001M05,"341,202",-17.11,"10,386.7",-22.73,"3,578",-7.59,108.9,-13.84,"3,216",-2.43,97.9,-9.01,"1,044",-6.37,31.8,-12.64,"1,556",-7.66,47.4,-13.82,"4,887",5.10,148.8,-2.04,"12,003",0.26,365.4,-6.55,"22,557",-9.75,686.7,-15.88,"19,545",-10.92,595.0,-16.97,"3,012",-1.34,91.7,-8.02,"3,351",-14.56,102.0,-20.37,929,-22.06,28.3,-27.25,"39,301",-17.93,"1,196.4",-23.49,"29,219",-18.62,889.5,-24.14,"4,724",-19.16,143.8,-24.63,"1,991",-23.51,60.6,-28.71,"2,381",-16.46,72.5,-22.13,"31,518",-17.01,959.4,-22.65,"19,155",-17.93,583.1,-23.51,"12,363",-15.54,376.3,-21.28,"179,325",-18.19,"5,458.9",-23.74,"65,640",-21.76,"1,998.2",-27.07,"24,297",-16.20,739.7,-21.88,"12,178",-18.96,370.7,-24.47,"40,646",-17.74,"1,237.3",-23.32,"2,003",-10.18,61.0,-16.21,"12,485",-30.86,380.1,-35.54,"9,136",-14.23,278.1,-20.06,"6,846",-17.19,208.4,-22.81,378,-22.38,11.5,-27.67,"4,629",-13.81,140.9,-19.67,"10,531",-22.66,320.5,-27.93,"3,538",-31.59,107.7,-36.23
2001M06,"359,197",-8.14,"10,580.2",-16.75,"3,335",-6.08,98.2,-14.90,"2,989",-2.29,88.0,-11.47,955,-12.39,28.1,-20.62,"1,849",14.28,54.5,3.61,"5,203",16.97,153.3,6.09,"12,766",16.27,376.0,5.38,"23,066",-4.35,679.4,-13.31,"19,957",-6.18,587.8,-14.97,"3,109",9.32,91.6,-0.87,"3,439",-0.46,101.3,-9.80,971,-6.36,28.6,-15.13,"40,769",-5.69,"1,200.8",-14.53,"29,008",-7.02,854.4,-15.73,"6,274",1.80,184.8,-7.74,"2,202",-4.43,64.9,-13.35,"2,436",-7.59,71.8,-16.22,"31,735",-8.20,934.7,-16.80,"19,249",-9.40,567.0,-17.87,"12,485",-6.31,367.8,-15.08,"192,802",-10.50,"5,679.0",-18.88,"67,253",-21.69,"1,980.9",-29.03,"24,329",-4.22,716.6,-13.19,"13,420",0.07,395.3,-9.29,"49,012",-6.56,"1,443.6",-15.32,"1,773",-2.04,52.2,-11.22,"12,505",-12.72,368.3,-20.91,"9,907",-11.54,291.8,-19.84,"7,500",-14.72,220.9,-22.71,389,-8.90,11.5,-17.27,"4,807",-4.19,141.6,-13.18,"10,451",-13.29,307.8,-21.44,"3,256",-25.53,95.9,-32.51
2001M07,"346,078",-19.22,"9,999.4",-28.18,"3,062",-10.02,88.5,-19.98,"2,681",-8.93,77.5,-19.02,"1,023",-0.29,29.6,-11.11,"1,579",-6.12,45.6,-16.64,"5,439",21.84,157.2,8.34,"11,869",2.61,342.9,-8.78,"22,685",-11.81,655.4,-21.59,"19,633",-13.07,567.2,-22.71,"3,052",-2.71,88.2,-13.53,"2,924",-15.02,84.5,-24.42,939,-20.69,27.1,-29.61,"37,501",-16.45,"1,083.5",-25.72,"25,130",-17.79,726.1,-26.91,"6,744",-15.71,194.9,-25.04,"1,998",-16.26,57.7,-25.64,"2,343",-19.51,67.7,-28.44,"31,679",-13.59,915.3,-23.18,"19,310",-14.72,557.9,-24.19,"12,369",-11.76,357.4,-21.55,"185,762",-23.37,"5,367.3",-31.87,"63,518",-35.82,"1,835.2",-42.94,"25,111",-11.82,725.5,-21.60,"11,763",-21.94,339.9,-30.60,"45,901",-17.48,"1,326.2",-26.64,"1,645",-7.95,47.5,-18.24,"12,256",-22.51,354.1,-31.11,"10,259",-16.53,296.4,-25.79,"7,550",-22.86,218.1,-31.44,503,3.07,14.5,-8.81,"4,853",-18.15,140.2,-27.24,"9,908",-21.51,286.2,-30.23,"3,204",-30.59,92.6,-38.27
2001M08,"337,592",-16.68,"9,757.0",-25.28,"3,513",15.52,101.5,3.57,"3,113",16.55,90.0,4.53,642,3.22,18.6,-7.00,"1,324",15.63,38.3,3.79,"5,531",12.81,159.9,1.20,"11,963",11.63,345.8,0.12,"23,991",-3.18,693.4,-13.17,"21,043",-3.84,608.2,-13.75,"2,948",1.76,85.2,-8.78,"2,554",-8.79,73.8,-18.18,"1,009",-8.85,29.2,-18.21,"36,906",-8.58,"1,066.6",-18.02,"24,434",-6.77,706.2,-16.39,"6,777",-16.11,195.9,-24.74,"1,848",-16.83,53.4,-25.42,"2,617",-10.38,75.6,-19.66,"32,028",-10.93,925.7,-20.12,"19,153",-11.38,553.5,-20.53,"12,876",-10.25,372.1,-19.53,"176,224",-23.59,"5,093.2",-31.47,"63,834",-33.50,"1,844.9",-40.36,"24,241",-11.13,700.6,-20.30,"12,488",-13.59,360.9,-22.50,"39,648",-22.53,"1,145.9",-30.53,"1,402",-1.75,40.5,-11.96,"12,644",-10.89,365.4,-20.10,"10,009",-14.95,289.3,-23.73,"7,569",-19.58,218.8,-27.86,383,-15.08,11.1,-23.45,"5,075",-21.74,146.7,-29.81,"9,713",-15.71,280.7,-24.42,"3,038",-29.68,87.8,-36.93
2001M09,"314,594",-23.76,"9,110.7",-31.45,"3,550",1.23,102.8,-8.95,"3,167",1.77,91.7,-8.48,655,6.33,19.0,-4.04,"1,126",1.17,32.6,-8.94,"5,388",19.95,156.0,7.81,"11,060",2.76,320.3,-7.59,"20,965",-15.99,607.2,-24.45,"18,157",-18.07,525.9,-26.31,"2,808",0.50,81.3,-9.67,"2,472",-6.51,71.6,-15.96,840,-30.00,24.3,-37.05,"31,491",-19.06,912.0,-27.21,"21,060",-20.18,609.9,-28.22,"5,225",-22.68,151.3,-30.47,"1,697",-19.19,49.1,-27.37,"2,282",-17.17,66.1,-25.48,"29,781",-16.49,862.5,-24.90,"18,221",-16.03,527.7,-24.50,"11,561",-17.20,334.8,-25.55,"169,252",-29.27,"4,901.6",-36.40,"64,464",-34.35,"1,866.9",-40.97,"21,733",-16.18,629.4,-24.63,"10,952",-21.51,317.2,-29.42,"34,605",-38.49,"1,002.2",-44.69,"1,367",-3.46,39.6,-13.16,"11,691",-22.86,338.6,-30.63,"8,935",-20.14,258.8,-28.19,"6,838",-21.88,198.0,-29.76,384,-5.88,11.1,-15.27,"4,594",-34.78,133.0,-41.38,"8,814",-21.60,255.3,-29.49,"3,120",-26.03,90.4,-33.48
2001M10,"408,496",-6.38,"11,837.0",-15.19,"3,452",12.44,100.0,1.83,"2,962",11.56,85.8,1.06,693,5.80,20.1,-4.29,"1,509",12.70,43.7,2.10,"6,397",4.83,185.4,-5.02,"13,982",17.62,405.2,6.55,"25,641",0.30,743.0,-9.15,"22,339",-0.73,647.3,-10.08,"3,302",7.87,95.7,-2.25,"2,749",-8.37,79.6,-17.08,"1,099",-6.63,31.8,-15.43,"39,713",4.28,"1,150.8",-5.54,"27,746",3.48,804.0,-6.27,"5,432",1.06,157.4,-8.44,"2,136",-3.96,61.9,-13.06,"2,881",-1.10,83.5,-10.41,"36,178",-1.88,"1,048.3",-11.12,"21,382",-5.27,619.6,-14.18,"14,796",3.48,428.7,-6.27,"229,871",-9.75,"6,661.0",-18.25,"81,612",-20.86,"2,364.9",-28.31,"28,022",3.09,812.0,-6.62,"16,237",7.28,470.5,-2.83,"50,178",-16.41,"1,454.0",-24.29,"1,710",13.25,49.6,2.69,"13,388",-15.09,388.0,-23.08,"11,692",-6.15,338.8,-14.98,"9,126",-9.09,264.5,-17.63,458,1.78,13.3,-7.64,"5,808",-32.74,168.3,-39.07,"11,308",-4.78,327.6,-13.77,"4,063",-13.29,117.7,-21.48
2001M11,"361,523",-13.33,"10,491.1",-19.27,"3,835",23.51,111.3,15.10,"3,423",29.46,99.3,20.51,625,5.57,18.1,-1.63,"1,228",-5.39,35.6,-11.88,"4,579",-17.60,132.9,-23.22,"11,039",-0.65,320.3,-7.45,"20,863",-9.94,605.4,-16.11,"18,125",-10.70,525.9,-16.83,"2,738",-4.53,79.5,-11.07,"2,592",-16.95,75.2,-22.63,875,-18.22,25.4,-23.72,"32,000",-15.36,928.6,-21.16,"22,946",-17.42,665.9,-23.07,"3,868",-16.39,112.2,-22.14,"2,129",-9.37,61.8,-15.57,"2,333",-19.44,67.7,-24.94,"29,301",-13.55,850.3,-19.46,"17,733",-12.36,514.6,-18.37,"11,568",-15.30,335.7,-21.10,"213,882",-13.02,"6,206.7",-18.97,"79,358",-20.39,"2,302.9",-25.84,"22,250",-18.26,645.7,-23.86,"14,687",-1.63,426.2,-8.36,"51,073",-7.95,"1,482.1",-14.26,"1,536",3.30,44.6,-3.67,"11,104",-20.78,322.2,-26.20,"10,248",-19.78,297.4,-25.28,"7,900",-23.50,229.2,-28.75,411,-8.87,11.9,-15.00,"4,845",-33.13,140.6,-37.70,"10,047",-10.73,291.5,-16.86,"3,552",-18.66,103.1,-24.19
2001M12,"365,636",-10.56,"10,622.8",-14.30,"3,656",4.01,106.2,-0.38,"3,197",4.51,92.9,0.22,794,22.53,23.1,17.26,"1,348",-2.18,39.2,-6.22,"4,179",-33.21,121.4,-36.00,"11,724",12.64,340.6,7.92,"21,683",-8.41,630.0,-12.23,"18,842",-8.31,547.5,-12.13,"2,841",-9.06,82.5,-12.88,"2,701",-12.42,78.5,-16.04,860,-8.22,25.0,-11.97,"32,177",-14.16,934.8,-17.76,"22,439",-14.91,651.9,-18.47,"4,718",-14.59,137.1,-18.15,"2,338",-11.67,67.9,-15.44,"2,272",-25.16,66.0,-28.34,"31,778",-7.29,923.3,-11.16,"19,458",-3.85,565.3,-7.87,"12,321",-12.24,358.0,-15.90,"209,398",-12.27,"6,083.6",-15.94,"74,679",-23.70,"2,169.6",-26.90,"24,851",-13.96,722.0,-17.56,"16,087",3.06,467.4,-1.25,"51,056",3.52,"1,483.3",-0.82,"1,395",-1.41,40.5,-5.59,"14,582",8.22,423.7,3.70,"11,409",-7.38,331.5,-11.24,"8,852",-9.86,257.2,-13.63,427,-0.47,12.4,-4.62,"4,679",-16.09,135.9,-19.63,"10,056",-11.77,292.2,-15.45,"3,620",-16.53,105.2,-20.00
2002M01,"350,375",5.98,"10,027.9",-0.21,"3,561",29.40,101.9,21.74,"3,254",39.66,93.1,31.50,727,34.88,20.8,26.83,"1,209",10.92,34.6,4.53,"5,277",-5.48,151.0,-11.02,"11,801",14.91,337.7,8.17,"23,206",21.69,664.2,14.60,"20,173",21.12,577.4,14.07,"3,033",25.59,86.8,18.26,"2,009",-6.43,57.5,-11.94,909,8.73,26.0,2.36,"29,048",-1.34,831.4,-7.10,"20,284",-2.88,580.5,-8.55,"3,903",-13.78,111.7,-18.82,"2,119",-3.15,60.7,-8.72,"2,523",-5.08,72.2,-10.64,"33,379",2.56,955.3,-3.43,"21,052",5.72,602.5,-0.46,"12,327",-2.42,352.8,-8.13,"195,696",5.95,"5,600.9",-0.24,"71,598",-5.75,"2,049.2",-11.26,"25,437",2.84,728.0,-3.17,"16,257",34.13,465.3,26.30,"40,126",12.08,"1,148.4",5.53,"1,461",5.64,41.8,-0.48,"13,186",5.37,377.4,-0.79,"10,677",19.34,305.6,12.39,"8,380",21.68,239.8,14.57,371,6.61,10.6,0.00,"4,541",-8.24,130.0,-13.56,"10,508",1.43,300.8,-4.48,"3,721",-16.02,106.5,-20.94
2002M02,"290,094",-13.65,"8,286.1",-20.18,"2,805",15.86,80.1,7.09,"2,476",17.35,70.7,8.44,533,-17.49,15.2,-24.00,868,-19.56,24.8,-25.53,"4,418",-20.97,126.2,-26.93,"9,134",-15.60,260.9,-21.98,"18,014",-19.68,514.5,-25.77,"15,723",-20.65,449.1,-26.65,"2,291",-12.36,65.4,-19.06,"1,433",-32.09,40.9,-37.27,622,-22.64,17.8,-28.51,"23,111",-23.16,660.1,-28.98,"15,901",-26.95,454.2,-32.48,"3,281",-7.19,93.7,-14.19,"1,543",-19.97,44.1,-26.01,"2,015",-20.39,57.6,-26.34,"24,727",-17.35,706.3,-23.60,"15,228",-17.78,435.0,-24.00,"9,499",-16.64,271.3,-22.95,"170,670",-10.79,"4,874.9",-17.54,"63,130",-16.41,"1,803.2",-22.73,"17,084",-20.24,488.0,-26.27,"13,972",11.03,399.1,2.62,"40,658",-2.79,"1,161.3",-10.15,"1,107",-18.06,31.6,-24.40,"9,452",-15.78,270.0,-22.15,"9,425",2.40,269.2,-5.34,"7,517",2.90,214.7,-4.92,330,-1.49,9.4,-8.74,"3,632",-13.91,103.7,-20.48,"7,694",-20.18,219.7,-26.25,"2,802",-28.88,80.0,-34.26
2002M03,"416,101",7.20,"11,888.6",-0.77,"3,671",27.51,104.9,18.13,"3,182",29.30,90.9,19.61,845,6.29,24.1,-1.63,"1,435",2.87,41.0,-4.87,"6,041",14.07,172.6,5.63,"13,728",9.50,392.2,1.34,"28,416",18.54,811.9,9.73,"24,743",18.01,706.9,9.22,"3,673",22.23,105.0,13.27,"2,982",-4.21,85.2,-11.34,950,-3.85,27.1,-11.15,"36,576",-3.39,"1,045.0",-10.57,"27,436",-3.17,783.9,-10.36,"3,214",-22.35,91.8,-28.11,"2,183",-8.74,62.4,-15.45,"2,890",7.43,82.6,-0.48,"37,921",14.04,"1,083.5",5.57,"23,756",20.78,678.7,11.79,"14,165",4.28,404.7,-3.46,"231,445",5.30,"6,612.7",-2.52,"81,577",5.44,"2,330.8",-2.39,"28,741",12.79,821.2,4.41,"20,509",39.44,586.0,29.10,"54,751",-0.38,"1,564.3",-7.78,"1,804",-4.55,51.5,-11.66,"15,022",13.44,429.2,5.02,"14,898",40.93,425.7,30.46,"11,518",39.88,329.1,29.52,426,-7.79,12.2,-14.69,"5,465",3.72,156.1,-4.00,"11,633",-4.05,332.4,-11.19,"4,119",-9.63,117.7,-16.35
