期間,金融機構準備金-應提準備之存款合計(新台幣百萬元)_原始值,金融機構準備金-應提準備之存款合計(新台幣百萬元)_年增率(%),金融機構準備金-應提準備(新台幣百萬元)_原始值,金融機構準備金-應提準備(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-合計(新台幣百萬元)_原始值,金融機構準備金-實際準備-合計(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放央行(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放央行(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-庫存現金(新台幣百萬元)_原始值,金融機構準備金-實際準備-庫存現金(新台幣百萬元)_年增率(%),金融機構準備金-超額準備(新台幣百萬元)_原始值,金融機構準備金-超額準備(新台幣百萬元)_年增率(%),金融機構準備金-由央行融通(新台幣百萬元)_原始值,金融機構準備金-由央行融通(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-法定比率(%)_原始值,其他貨幣機構流動比率與流動準備-法定比率(%)_年增率(%),其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_年增率(%)
1997M11,"13,296,890",4.99,"1,097,650",-5.77,"1,108,120",-4.96,"896,514",-4.87,"57,429",-24.01,"154,177",4.24,"10,470",926.47,"11,200","1,955.05","12,856,080",4.36,7,0.00,"899,929",4.36,"2,152,323",-17.68,"13,793",248.57,"72,375",-27.32,"7,526",-67.90,0,-100.00,"12,540",-67.61,"61,797",-66.76,"642,829",-18.45,"310,463",-12.06,"85,508",22.69,"34,012",-49.49,"911,480",-1.47
1997M12,"13,474,400",5.65,"1,117,178",-5.23,"1,118,977",-5.59,"896,716",-6.51,"63,598",-17.35,"158,663",6.45,"1,799",-71.62,"11,200",242.93,"13,016,820",5.32,7,0.00,"911,171",5.31,"2,193,303",-16.76,"6,907",-9.65,"76,145",-14.46,"12,291",5.01,"1,136",-98.45,"17,233",-55.11,"58,405",-65.87,"696,131",-14.30,"316,358",-12.01,"84,616",15.29,"35,041",-45.20,"889,040",-4.89
1998M01,"13,659,490",5.95,"1,137,613",-5.23,"1,155,879",-5.71,"885,734",-8.86,"57,011",-20.39,"213,134",16.82,"18,266",-28.42,"11,200",920.97,"13,206,510",5.62,7,0.00,"924,454",5.62,"2,152,249",-18.27,"21,248",-24.62,"78,942",-23.21,"14,647",30.03,"1,732",-97.04,"18,964",-40.61,"55,207",-65.61,"669,084",-16.63,"294,210",-20.60,"84,706",6.52,"34,206",-42.06,"879,303",-5.28
1998M02,"13,757,540",6.01,"1,141,648",-5.30,"1,141,168",-5.70,"897,256",-6.68,"62,398",-12.36,"181,514",2.24,-480,--,"11,200",497.33,"13,284,060",6.15,7,0.00,"929,885",6.15,"2,175,234",-13.97,"6,336",-21.58,"82,967",-24.17,"13,778",27.16,0,-100.00,"21,703",2.16,"53,955",-64.73,"708,128",-9.77,"297,024",-13.69,"85,629",7.38,"35,387",-38.19,"870,327",-7.90
1998M03,"13,785,150",5.33,"1,145,462",-6.10,"1,151,288",-5.82,"921,306",-6.77,"63,516",-15.17,"166,466",4.49,"5,826",130.55,"11,200","25,946.51","13,329,200",5.23,7,0.00,"933,043",5.23,"2,283,199",-11.13,"9,524",59.69,"76,433",-13.69,"13,289",10.15,0,-100.00,"13,726",-41.94,"55,145",-63.07,"794,649",-1.77,"326,159",-8.28,"85,333",6.98,"37,132",-23.21,"871,809",-9.15
1998M04,"13,784,250",5.54,"1,142,049",-6.17,"1,143,351",-6.56,"917,904",-7.28,"61,621",-14.42,"163,826",1.36,"1,302",-79.80,"11,200",297.16,"13,354,310",5.64,7,0.00,"934,799",5.64,"2,336,756",-7.52,"6,290",-46.70,"83,128",-5.35,"13,492",107.28,0,-100.00,"11,800",-38.16,"53,687",-62.84,"841,193",9.02,"317,410",-6.50,"85,259",6.16,"32,105",-15.89,"892,392",-8.78
1998M05,"13,753,920",5.41,"1,138,529",-6.36,"1,144,870",-5.71,"923,179",-6.50,"61,213",-14.66,"160,478",3.45,"6,341",--,"11,200",233.33,"13,347,700",5.52,7,0.00,"934,335",5.52,"2,345,085",-6.90,"9,063",128.23,"99,545",27.88,461,--,0,-100.00,"10,212",-37.41,"53,486",-57.65,"861,604",9.42,"301,944",-10.35,"88,324",8.06,"30,815",-8.30,"889,631",-9.71
1998M06,"13,773,420",4.97,"1,142,560",-6.83,"1,146,312",-7.24,"923,366",-8.28,"60,965",-16.78,"161,981",3.90,"3,752",-60.36,"19,200",155.29,"13,399,840",5.08,7,0.00,"937,990",5.08,"2,309,700",-8.91,"7,638",-30.05,"124,365",26.16,0,-100.00,600,-99.07,"31,906",77.99,"52,384",-54.25,"843,846",8.67,"246,340",-27.54,"91,173",9.07,"31,140",-16.23,"880,308",-11.00
1998M07,"13,944,630",5.54,"1,161,349",-6.67,"1,165,168",-6.45,"943,659",-6.72,"58,171",-22.83,"163,339",3.06,"3,819",245.92,"21,200",125.05,"13,555,780",5.79,7,0.00,"948,906",5.79,"2,370,530",1.31,"8,649",23.86,"98,755",-0.65,0,-100.00,"3,678",-95.15,"33,526",144.77,"53,233",-34.48,"892,201",44.75,"280,907",-13.60,"95,000",13.02,"29,909",-19.98,"874,672",-11.13
1998M08,"13,972,720",5.95,"1,116,174",-10.19,"1,119,556",-10.33,"910,212",-10.75,"48,069",-32.96,"161,275",2.72,"3,382",-40.68,"21,200",66.82,"13,576,140",6.04,7,0.00,"950,324",6.04,"2,374,198",9.36,"6,958",-10.34,"102,218",10.42,0,-100.00,161,-99.64,"4,115",-57.21,"53,000",-19.78,"925,994",71.02,"278,242",-1.86,"96,843",14.84,"32,282",-15.68,"874,385",-11.05
1998M09,"13,828,840",4.81,"1,097,504",-10.72,"1,098,574",-11.32,"887,573",-12.10,"48,834",-29.36,"162,168",1.44,"1,071",-88.71,"21,200",80.10,"13,747,450",7.58,7,0.00,"962,319",7.58,"2,444,410",18.70,"5,977",-61.25,"130,069",41.59,0,-100.00,800,-94.05,"4,212",-54.51,"45,311",-14.20,"1,003,083",98.08,"248,738",-10.09,"98,282",16.92,"30,119",-22.06,"877,819",-8.18
1998M10,"14,006,140",6.21,"1,071,804",-5.56,"1,078,225",-5.87,"870,582",-6.32,"46,825",-18.98,"160,818",1.54,"6,422",-39.50,"21,200",89.29,"13,890,520",9.39,7,0.00,"972,333",9.39,"2,603,226",25.94,"9,485",-34.09,"129,471",59.41,0,-100.00,"25,520","1,200.71","6,728",-47.21,"36,620",-31.21,"1,143,905",109.03,"238,476",-17.64,"99,388",16.36,"91,526",144.40,"822,107",-11.80
1998M11,"14,222,740",6.96,"1,086,725",-1.00,"1,097,304",-0.98,"885,494",-1.23,"48,837",-14.96,"162,972",5.70,"10,579",1.04,"21,183",89.13,"14,079,170",9.51,7,0.00,"985,541",9.51,"2,779,087",29.12,"13,581",-1.54,"119,601",65.25,0,-100.00,"109,212",--,"10,414",-16.95,"28,666",-53.61,"1,190,178",85.15,"270,875",-12.75,"100,992",18.11,"97,111",185.52,"838,457",-8.01
1998M12,"14,291,540",6.06,"1,093,162",-2.15,"1,105,709",-1.19,"893,311",-0.38,"48,659",-23.49,"163,739",3.20,"12,548",597.50,"16,626",48.45,"14,205,590",9.13,7,0.00,"994,391",9.13,"2,755,125",25.62,"15,749",128.02,"95,044",24.82,"14,231",15.78,"151,626","13,247.36","24,624",42.89,"21,291",-63.55,"1,105,598",58.82,"265,840",-15.97,"104,833",23.89,"105,079",199.87,"851,210",-4.26
1999M01,"14,500,300",6.16,"1,109,573",-2.46,"1,121,653",-2.96,"896,926",1.26,"47,592",-16.52,"177,136",-16.89,"12,081",-33.86,"16,090",43.66,"14,355,930",8.70,7,0.00,"1,004,916",8.70,"2,823,704",31.20,"15,622",-26.48,"101,571",28.67,"56,170",283.49,"247,475","14,188.39","26,421",39.32,"14,595",-73.56,"1,032,596",54.33,"263,202",-10.54,"113,623",34.14,"30,819",-9.90,"921,610",4.81
1999M02,"14,552,110",5.78,"1,051,902",-7.86,"1,085,674",-4.86,"818,528",-8.77,"41,378",-33.69,"225,768",24.38,"33,773",--,"14,543",29.85,"14,371,230",8.18,7,0.00,"1,005,992",8.18,"2,754,954",26.65,"35,006",452.49,"118,599",42.95,"74,695",442.13,"116,717",--,"32,165",48.21,"14,462",-73.20,"1,024,056",44.61,"274,452",-7.60,"117,336",37.03,"28,992",-18.07,"918,474",5.53
1999M03,"14,672,820",6.44,"931,026",-18.72,"945,380",-17.89,"739,220",-19.76,"36,471",-42.58,"169,690",1.94,"14,354",146.38,"11,297",0.87,"14,467,270",8.54,7,0.00,"1,012,710",8.54,"3,004,013",31.57,"20,039",110.41,"110,658",44.78,"78,333",489.46,"292,939",--,"35,667",159.85,"10,964",-80.12,"1,069,324",34.57,"286,038",-12.30,"115,140",34.93,"30,910",-16.76,"954,001",9.43
1999M04,"14,755,680",7.05,"933,992",-18.22,"944,206",-17.42,"743,367",-19.01,"38,308",-37.83,"162,531",-0.79,"10,214",684.49,"11,400",1.79,"14,544,530",8.91,7,0.00,"1,018,116",8.91,"3,097,404",32.55,"13,149",109.05,"106,778",28.45,"86,969",544.60,"342,423",--,"24,142",104.59,"8,354",-84.44,"1,067,442",26.90,"302,426",-4.72,"112,380",31.81,"31,643",-1.44,"1,001,698",12.25
1999M05,"14,751,450",7.25,"933,625",-18.00,"941,147",-17.79,"745,124",-19.29,"38,115",-37.73,"157,908",-1.60,"7,522",18.62,"11,200",0.00,"14,575,660",9.20,7,0.00,"1,020,295",9.20,"3,035,433",29.44,"12,015",32.57,"115,406",15.93,"69,688","15,016.70","396,455",--,"19,546",91.40,"5,766",-89.22,"1,050,390",21.91,"296,170",-1.91,"109,916",24.45,"32,169",4.39,"927,912",4.30
1999M06,"14,846,740",7.79,"941,240",-17.62,"950,543",-17.08,"753,743",-18.37,"38,966",-36.08,"157,834",-2.56,"9,303",147.95,"11,200",-41.67,"14,677,940",9.54,7,0.00,"1,027,453",9.54,"3,098,096",34.13,"12,185",59.53,"113,302",-8.90,"62,880",--,"464,568","77,328.00","21,079",-33.93,"4,684",-91.06,"1,040,566",23.31,"297,111",20.61,"107,967",18.42,"29,781",-4.36,"943,973",7.23
1999M07,"15,010,760",7.65,"952,764",-17.96,"955,634",-17.98,"759,748",-19.49,"38,534",-33.76,"157,350",-3.67,"2,870",-24.85,"11,200",-47.17,"14,822,100",9.34,7,0.00,"1,037,549",9.34,"3,179,026",34.11,"5,771",-33.28,"132,089",33.75,"94,147",--,"516,271","13,936.73","37,627",12.23,"3,919",-92.64,"977,978",9.61,"287,638",2.40,"106,784",12.40,"31,615",5.70,"985,187",12.64
1999M08,"14,957,490",7.05,"945,757",-15.27,"952,175",-14.95,"757,812",-16.74,"37,974",-21.00,"156,389",-3.03,"6,417",89.74,"11,200",-47.17,"14,715,010",8.39,7,0.00,"1,030,050",8.39,"3,136,954",32.13,"9,653",38.73,"151,282",48.00,"97,053",--,"478,009","296,800.00","25,795",526.85,"4,003",-92.45,"934,934",0.97,"297,276",6.84,"105,018",8.44,"38,711",19.92,"995,220",13.82
1999M09,"15,000,800",8.47,"950,096",-13.43,"960,701",-12.55,"767,223",-13.56,"38,047",-22.09,"155,431",-4.15,"10,604",890.10,"11,200",-47.17,"14,774,660",7.47,7,0.00,"1,034,225",7.47,"3,248,050",32.88,"15,014",151.20,"152,275",17.07,"95,385",--,"591,006","73,775.75","27,693",557.48,"2,850",-93.71,"904,251",-9.85,"314,713",26.52,"104,617",6.45,"39,335",30.60,"1,000,911",14.02
1999M10,"15,043,660",7.41,"951,912",-11.19,"955,329",-11.40,"761,211",-12.56,"38,782",-17.18,"155,336",-3.41,"3,417",-46.79,"11,200",-47.17,"14,817,570",6.67,7,0.00,"1,037,228",6.67,"3,215,743",23.53,"7,096",-25.19,"142,956",10.42,"84,964",--,"573,705","2,148.06","29,119",332.80,"2,519",-93.12,"914,644",-20.04,"312,421",31.01,"105,685",6.34,"42,746",-53.30,"999,888",21.63
1999M11,"15,096,500",6.14,"955,219",-12.10,"960,359",-12.48,"767,215",-13.36,"39,163",-19.81,"153,981",-5.52,"5,139",-51.42,"11,200",-47.13,"14,897,270",5.81,7,0.00,"1,042,808",5.81,"3,254,595",17.11,"9,517",-29.92,"151,979",27.07,"82,865",--,"632,474",479.13,"34,021",226.69,"2,020",-92.95,"884,644",-25.67,"322,993",19.24,"101,018",0.03,"38,593",-60.26,"994,471",18.61
1999M12,"15,282,180",6.93,"970,497",-11.22,"993,666",-10.13,"789,764",-11.59,"39,805",-18.20,"164,097",0.22,"23,169",84.64,"11,200",-32.64,"15,074,140",6.11,7,0.00,"1,055,188",6.11,"3,272,728",18.79,"24,377",54.78,"148,843",56.60,"102,707",621.71,"636,386",319.71,"44,518",80.79,"2,322",-89.09,"860,112",-22.20,"325,319",22.37,"98,757",-5.80,"36,781",-65.00,"992,606",16.61
2000M01,"15,645,680",7.90,"996,402",-10.20,"1,012,686",-9.71,"757,073",-15.59,"37,653",-20.88,"217,960",23.05,"16,284",34.79,"11,200",-30.39,"15,328,650",6.78,7,0.00,"1,073,003",6.78,"3,428,633",21.42,"19,345",23.83,"103,547",1.95,"121,720",116.70,"723,876",192.50,"50,383",90.69,"1,966",-86.53,"938,188",-9.14,"337,608",28.27,"97,025",-14.61,"37,843",22.79,"997,132",8.19
2000M02,"15,777,990",8.42,"999,780",-4.96,"1,007,814",-7.17,"784,305",-4.18,"37,267",-9.94,"186,243",-17.51,"8,034",-76.21,"9,303",-36.03,"15,421,200",7.31,7,0.00,"1,079,480",7.31,"3,483,570",26.45,"12,217",-65.10,"102,468",-13.60,"127,374",70.53,"717,737",514.94,"47,229",46.83,"1,545",-89.32,"995,723",-2.77,"346,796",26.36,"95,723",-18.42,"37,500",29.35,"999,258",8.80
2000M03,"15,846,220",8.00,"1,005,234",7.97,"1,013,469",7.20,"808,806",9.41,"39,132",7.30,"165,531",-2.45,"8,235",-42.63,581,-94.86,"15,585,340",7.73,7,0.00,"1,090,975",7.73,"3,607,303",20.08,"14,404",-28.12,"112,692",1.84,"112,425",43.52,"853,189",191.25,"39,446",10.60,"1,903",-82.64,"1,001,852",-6.31,"334,625",16.99,"94,091",-18.28,"38,131",23.36,"1,004,545",5.30
2000M04,"15,846,290",7.39,"1,006,737",7.79,"1,015,428",7.54,"813,767",9.47,"38,271",-0.10,"163,390",0.53,"8,691",-14.91,"1,463",-87.17,"15,578,700",7.11,7,0.00,"1,090,513",7.11,"3,564,246",15.07,"13,613",3.53,"131,708",23.35,"107,181",23.24,"829,134",142.14,"35,311",46.26,"1,955",-76.60,"1,002,490",-6.08,"317,627",5.03,"91,795",-18.32,"34,162",7.96,"999,270",-0.24
2000M05,"15,732,360",6.65,"999,286",7.03,"1,008,004",7.10,"810,656",8.79,"37,815",-0.79,"159,533",1.03,"8,717",15.89,"16,281",45.37,"15,453,520",6.02,7,0.00,"1,081,749",6.02,"3,483,091",14.75,"12,419",3.36,"125,292",8.57,"97,616",40.08,"857,462",116.28,"43,377",121.92,"1,589",-72.44,"934,902",-10.99,"316,536",6.88,"88,665",-19.33,"28,252",-12.18,"976,981",5.29
2000M06,"15,721,940",5.89,"998,110",6.04,"1,011,703",6.43,"814,693",8.09,"38,034",-2.39,"158,976",0.72,"13,593",46.11,"30,700",174.11,"15,484,470",5.49,7,0.00,"1,083,910",5.49,"3,393,365",9.53,"17,284",41.85,"118,572",4.65,"78,752",25.24,"846,496",82.21,"39,007",85.05,"1,624",-65.33,"886,773",-14.78,"323,545",8.90,"85,559",-20.75,"26,792",-10.04,"968,961",2.65
2000M07,"15,803,540",5.28,"1,003,122",5.29,"1,009,253",5.61,"809,155",6.50,"37,780",-1.96,"162,318",3.16,"6,131",113.62,"18,232",62.79,"15,502,630",4.59,7,0.00,"1,085,188",4.59,"3,312,543",4.20,"11,245",94.85,"107,925",-18.29,"71,053",-24.53,"835,109",61.76,"35,695",-5.13,"1,632",-58.36,"850,953",-12.99,"312,467",8.63,"82,404",-22.83,"27,406",-13.31,"976,654",-0.87
2000M08,"15,802,480",5.65,"1,000,136",5.75,"1,006,340",5.69,"808,288",6.66,"39,091",2.94,"158,960",1.64,"6,204",-3.32,"8,065",-27.99,"15,550,950",5.68,7,0.00,"1,088,566",5.68,"3,306,644",5.41,"9,702",0.51,"142,888",-5.55,"40,439",-58.33,"752,510",57.43,"39,790",54.25,"1,763",-55.96,"893,076",-4.48,"334,581",12.55,"79,659",-24.15,"28,575",-26.18,"983,661",-1.16
