期間,當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%)
1963Q3,"20,489",10.37,-28,--,"20,461",10.38,"1,177",4.44,-,--,"19,284",10.76,-,-,"2,846",--,"16,438",11.49,"19,284",10.76,244,--,"19,528",10.25,"17,729",6.23,"1,799",75.86,"2,976",38.42,14.54,--,"118,485",6.42,-170,--,"118,315",6.43,"3,636",10.79,-,--,"114,679",6.30,"10,471",--,"13,412",--,"111,738",12.44,"125,150",10.81,"1,481",--,"126,631",10.29,"114,520",6.81,"12,111",59.48,"15,747",44.79,13.31,--,17.29,3.72,--,--,17.29,3.66,32.37,-5.74,--,--,16.82,4.21,-,-,21.22,--,14.71,-0.88,15.41,0.00,--,--,15.42,-0.06,15.48,-0.58,14.85,10.24,18.90,-4.40,--,--
1963Q4,"24,762",12.28,-27,--,"24,735",12.30,"1,305",6.44,-,--,"23,430",12.65,-,-,"3,052",--,"20,378",13.26,"23,430",12.65,587,--,"24,017",11.61,"19,118",7.01,"4,899",34.07,"6,204",27.13,25.08,--,"141,124",9.43,-162,--,"140,962",9.45,"3,960",13.40,-,--,"137,002",9.34,"6,502",--,"14,513",--,"128,991",12.99,"143,504",12.02,"3,526",--,"147,030",11.02,"124,316",6.78,"22,714",41.78,"26,674",36.70,18.92,--,17.55,2.63,--,--,17.55,2.63,32.95,-6.15,--,--,17.10,3.01,-,-,21.03,--,15.80,0.25,16.33,0.55,--,--,16.33,0.49,15.38,0.20,21.57,-5.44,23.26,-7.00,--,--
1964Q1,"26,235",19.78,-19,--,"26,216",19.86,"1,345",15.65,-,--,"24,871",20.09,-,-,"3,119",--,"21,752",21.19,"24,871",20.09,225,--,"25,096",18.35,"21,340",13.85,"3,756",52.62,"5,101",40.76,19.46,--,"148,087",11.86,-114,--,"147,973",11.92,"4,058",18.27,-,--,"143,915",11.76,"7,939",--,"14,387",--,"137,467",16.38,"151,854",14.88,"1,357",--,"153,211",13.36,"135,515",11.59,"17,696",28.97,"21,754",26.83,14.70,--,17.72,7.13,--,--,17.72,7.13,33.14,-2.24,--,--,17.28,7.46,-,-,21.68,--,15.82,4.08,16.38,4.53,--,--,16.38,4.40,15.75,2.07,21.23,18.34,23.45,10.98,--,--
1964Q2,"25,480",18.18,-3,--,"25,477",18.32,"1,325",14.42,-,--,"24,152",18.54,-,-,"3,180",--,"20,972",20.40,"24,152",18.54,207,--,"24,359",16.90,"20,272",12.04,"4,087",48.94,"5,412",38.70,21.24,--,"142,695",12.84,-18,--,"142,677",12.98,"4,014",16.11,-,--,"138,663",12.89,"9,596",--,"14,461",--,"133,798",16.35,"148,259",14.80,"1,261",--,"149,520",13.33,"130,759",11.24,"18,761",30.47,"22,775",27.68,15.96,--,17.86,4.75,--,--,17.86,4.75,33.01,-1.46,--,--,17.42,5.00,-,-,21.99,--,15.67,3.43,16.29,3.23,--,--,16.29,3.17,15.50,0.71,21.78,14.15,23.76,8.59,--,--
1964Q3,"23,683",15.59,8,--,"23,691",15.79,"1,312",11.47,-,--,"22,379",16.05,-,-,"2,851",--,"19,528",18.80,"22,379",16.05,117,--,"22,496",15.20,"20,093",13.33,"2,403",33.57,"3,715",24.83,15.68,--,"133,222",12.44,49,--,"133,271",12.64,"3,974",9.30,-,--,"129,297",12.75,"11,703",--,"13,024",--,"127,976",14.53,"141,000",12.66,712,--,"141,712",11.91,"128,998",12.64,"12,714",4.98,"16,688",5.98,12.52,--,17.78,2.83,--,--,17.78,2.83,33.01,1.98,--,--,17.31,2.91,-,-,21.89,--,15.26,3.74,15.87,2.99,--,--,15.87,2.92,15.58,0.65,18.90,27.27,22.26,17.78,--,--
1964Q4,"28,090",13.44,30,--,"28,120",13.69,"1,428",9.43,-,--,"26,692",13.92,-,-,"3,847",--,"22,845",12.11,"26,692",13.92,256,--,"26,948",12.20,"21,830",14.19,"5,118",4.47,"6,546",5.51,23.28,--,"154,458",9.45,178,--,"154,636",9.70,"4,285",8.21,-,--,"150,351",9.74,"6,446",--,"17,534",--,"139,263",7.96,"156,797",9.26,"1,523",--,"158,320",7.68,"138,843",11.69,"19,477",-14.25,"23,762",-10.92,15.37,--,18.19,3.65,--,--,18.18,3.59,33.33,1.15,--,--,17.75,3.80,-,-,21.94,--,16.40,3.80,17.02,4.23,--,--,17.02,4.23,15.72,2.21,26.28,21.84,27.55,18.44,--,--
1965Q1,"28,088",7.06,-48,--,"28,040",6.96,"1,444",7.36,-,--,"26,596",6.94,-,-,"3,387",--,"23,209",6.70,"26,596",6.94,352,--,"26,948",7.38,"23,528",10.25,"3,420",-8.95,"4,864",-4.65,17.35,--,"161,761",9.23,-293,--,"161,468",9.12,"4,397",8.35,-,--,"157,071",9.14,"5,753",--,"15,216",--,"147,608",7.38,"162,824",7.22,"2,148",--,"164,972",7.68,"148,750",9.77,"16,222",-8.33,"20,619",-5.22,12.77,--,17.36,-2.03,--,--,17.37,-1.98,32.84,-0.91,--,--,16.93,-2.03,-,-,22.26,--,15.72,-0.63,16.33,-0.31,--,--,16.33,-0.31,15.82,0.44,21.08,-0.71,23.59,0.60,--,--
1965Q2,"28,486",11.80,-49,--,"28,437",11.62,"1,486",12.15,-,--,"26,951",11.59,-,-,"4,092",--,"22,859",9.00,"26,951",11.59,336,--,"27,287",12.02,"22,250",9.76,"5,037",23.24,"6,523",20.53,22.94,--,"157,904",10.66,-297,--,"157,607",10.46,"4,448",10.81,-,--,"153,159",10.45,"7,481",--,"18,154",--,"142,486",6.49,"160,640",8.35,"2,041",--,"162,681",8.80,"143,048",9.40,"19,633",4.65,"24,081",5.73,15.28,--,18.04,1.01,--,--,18.04,1.01,33.41,1.21,--,--,17.60,1.03,-,-,22.54,--,16.04,2.36,16.78,3.01,--,--,16.77,2.95,15.55,0.32,25.66,17.81,27.09,14.02,--,--
1965Q3,"26,719",12.82,-49,--,"26,670",12.57,"1,484",13.11,-,--,"25,186",12.54,-,-,"3,522",--,"21,664",10.94,"25,186",12.54,222,--,"25,408",12.94,"22,359",11.28,"3,049",26.88,"4,533",22.02,17.00,--,"148,968",11.82,-294,--,"148,674",11.56,"4,653",17.09,-,--,"144,021",11.39,"8,284",--,"15,447",--,"136,858",6.94,"152,305",8.02,"1,332",--,"153,637",8.41,"141,074",9.36,"12,563",-1.19,"17,216",3.16,11.58,--,17.94,0.90,--,--,17.94,0.90,31.89,-3.39,--,--,17.49,1.04,-,-,22.80,--,15.83,3.74,16.54,4.22,--,--,16.54,4.22,15.85,1.73,24.27,28.41,26.33,18.28,--,--
1965Q4,"31,066",10.59,-48,--,"31,018",10.31,"1,591",11.41,-,--,"29,427",10.25,-,-,"3,940",--,"25,487",11.56,"29,427",10.25,405,--,"29,832",10.70,"23,943",9.68,"5,889",15.06,"7,480",14.27,24.12,--,"172,574",11.73,-287,--,"172,287",11.41,"5,158",20.37,-,--,"167,129",11.16,"4,890",--,"17,303",--,"154,716",11.10,"172,019",9.71,"2,430",--,"174,449",10.19,"152,175",9.60,"22,274",14.36,"27,432",15.44,15.92,--,18.00,-1.04,--,--,18.00,-0.99,30.85,-7.44,--,--,17.61,-0.79,-,-,22.77,--,16.47,0.43,17.11,0.53,--,--,17.10,0.47,15.73,0.06,26.44,0.61,27.27,-1.02,--,--
1966Q1,"30,261",7.74,-11,--,"30,250",7.88,"1,562",8.17,-,--,"28,688",7.87,-,-,"4,029",--,"24,659",6.25,"28,688",7.87,229,--,"28,917",7.31,"25,648",9.01,"3,269",-4.42,"4,831",-0.68,15.97,--,"171,037",5.73,-66,--,"170,971",5.89,"4,994",13.58,-,--,"165,977",5.67,"8,100",--,"17,899",--,"156,178",5.81,"174,077",6.91,"1,383",--,"175,460",6.36,"159,846",7.46,"15,614",-3.75,"20,608",-0.05,12.05,--,17.69,1.90,--,--,17.69,1.84,31.28,-4.75,--,--,17.28,2.07,-,-,22.51,--,15.79,0.45,16.48,0.92,--,--,16.48,0.92,16.05,1.45,20.94,-0.66,23.44,-0.64,--,--
1966Q2,"31,231",9.64,-17,--,"31,214",9.77,"1,647",10.83,-,--,"29,567",9.71,-,-,"4,886",--,"24,681",7.97,"29,567",9.71,276,--,"29,843",9.37,"24,079",8.22,"5,764",14.43,"7,411",13.61,23.74,--,"171,753",8.77,-102,--,"171,651",8.91,"5,187",16.61,-,--,"166,464",8.69,"8,146",--,"22,341",--,"152,269",6.87,"174,610",8.70,"1,652",--,"176,262",8.35,"151,547",5.94,"24,715",25.88,"29,902",24.17,17.42,--,18.18,0.78,--,--,18.18,0.78,31.75,-4.97,--,--,17.76,0.91,-,-,21.87,--,16.21,1.06,16.93,0.89,--,--,16.93,0.95,15.89,2.19,23.32,-9.12,24.78,-8.53,--,--
1966Q3,"30,755",15.11,-22,--,"30,733",15.23,"1,754",18.19,-,--,"28,979",15.06,-,-,"3,956",--,"25,023",15.50,"28,979",15.06,227,--,"29,206",14.95,"24,826",11.03,"4,380",43.65,"6,134",35.32,19.96,--,"167,432",12.39,-129,--,"167,303",12.53,"5,408",16.23,-,--,"161,895",12.41,"8,201",--,"17,497",--,"152,599",11.50,"170,096",11.68,"1,329",--,"171,425",11.58,"152,410",8.04,"19,015",51.36,"24,423",41.86,14.60,--,18.37,2.40,--,--,18.37,2.40,32.43,1.69,--,--,17.90,2.34,-,-,22.61,--,16.40,3.60,17.04,3.02,--,--,17.04,3.02,16.29,2.78,23.03,-5.11,25.12,-4.60,--,--
1966Q4,"35,428",14.04,-47,--,"35,381",14.07,"1,840",15.65,-,--,"33,541",13.98,-,-,"4,465",--,"29,076",14.08,"33,541",13.98,215,--,"33,756",13.15,"25,926",8.28,"7,830",32.96,"9,670",29.28,27.33,--,"186,878",8.29,-273,--,"186,605",8.31,"5,658",9.69,-,--,"180,947",8.27,"7,522",--,"19,065",--,"169,404",9.49,"188,469",9.56,"1,251",--,"189,720",8.75,"160,950",5.77,"28,770",29.16,"34,428",25.50,18.45,--,18.96,5.33,--,--,18.96,5.33,32.52,5.41,--,--,18.54,5.28,-,-,23.42,--,17.16,4.19,17.80,4.03,--,--,17.79,4.04,16.11,2.42,27.22,2.95,28.09,3.01,--,--
1967Q1,"35,053",15.84,-68,--,"34,985",15.65,"1,869",19.65,-,--,"33,116",15.44,-,-,"4,401",--,"28,715",16.45,"33,116",15.44,192,--,"33,308",15.18,"29,708",15.83,"3,600",10.13,"5,469",13.21,15.63,--,"190,860",11.59,-393,--,"190,467",11.40,"5,928",18.70,-,--,"184,539",11.18,"8,237",--,"18,921",--,"173,855",11.32,"192,776",10.74,"1,110",--,"193,886",10.50,"175,905",10.05,"17,981",15.16,"23,909",16.02,12.55,--,18.37,3.84,--,--,18.37,3.84,31.53,0.80,--,--,17.95,3.88,-,-,23.26,--,16.52,4.62,17.18,4.25,--,--,17.18,4.25,16.89,5.23,20.02,-4.39,22.87,-2.43,--,--
1967Q2,"35,439",13.47,-83,--,"35,356",13.27,"1,973",19.79,-,--,"33,383",12.91,-,-,"5,571",--,"27,812",12.69,"33,383",12.91,230,--,"33,613",12.63,"27,193",12.93,"6,420",11.38,"8,393",13.25,23.74,--,"188,135",9.54,-481,--,"187,654",9.32,"6,181",19.16,-,--,"181,473",9.02,"8,699",--,"24,180",--,"165,992",9.01,"190,172",8.91,"1,335",--,"191,507",8.65,"164,291",8.41,"27,216",10.12,"33,397",11.69,17.80,--,18.84,3.63,--,--,18.84,3.63,31.92,0.54,--,--,18.40,3.60,-,-,23.04,--,16.76,3.39,17.55,3.66,--,--,17.55,3.66,16.55,4.15,23.59,1.16,25.13,1.41,--,--
1967Q3,"35,789",16.37,-80,--,"35,709",16.19,"2,077",18.42,-,--,"33,632",16.06,-,-,"4,892",--,"28,740",14.85,"33,632",16.06,226,--,"33,858",15.93,"28,057",13.01,"5,801",32.44,"7,878",28.43,22.06,--,"181,333",8.30,-453,--,"180,880",8.12,"6,468",19.60,-,--,"174,412",7.73,"12,969",--,"19,774",--,"167,607",9.83,"187,381",10.16,"1,283",--,"188,664",10.06,"167,357",9.81,"21,307",12.05,"27,775",13.72,15.36,--,19.74,7.46,--,--,19.74,7.46,32.11,-0.99,--,--,19.28,7.71,-,-,24.74,--,17.15,4.57,17.95,5.34,--,--,17.95,5.34,16.76,2.89,27.23,18.24,28.36,12.90,--,--
1967Q4,"41,182",16.24,-92,--,"41,090",16.14,"2,166",17.72,-,--,"38,924",16.05,-,-,"5,189",--,"33,735",16.02,"38,924",16.05,327,--,"39,251",16.28,"29,507",13.81,"9,744",24.44,"11,910",23.16,28.99,--,"209,338",12.02,-520,--,"208,818",11.90,"6,753",19.35,-,--,"202,065",11.67,"8,637",--,"20,673",--,"190,029",12.18,"210,702",11.80,"1,851",--,"212,553",12.04,"178,159",10.69,"34,394",19.55,"41,147",19.52,19.70,--,19.67,3.74,--,--,19.68,3.80,32.07,-1.38,--,--,19.26,3.88,-,-,25.10,--,17.75,3.44,18.47,3.76,--,--,18.47,3.82,16.56,2.79,28.33,4.08,28.95,3.06,--,--
1968Q1,"39,708",13.28,-85,--,"39,623",13.26,"2,253",20.55,-,--,"37,370",12.85,-,-,"5,146",--,"32,224",12.22,"37,370",12.85,102,--,"37,472",12.50,"33,909",14.14,"3,563",-1.03,"5,816",6.34,14.68,--,"205,591",7.72,-477,--,"205,114",7.69,"7,048",18.89,-,--,"198,066",7.33,"11,829",--,"20,576",--,"189,319",8.89,"209,895",8.88,573,--,"210,468",8.55,"194,525",10.59,"15,943",-11.33,"22,991",-3.84,11.21,--,19.31,5.12,--,--,19.32,5.17,31.97,1.40,--,--,18.87,5.13,-,-,25.01,--,17.02,3.03,17.80,3.61,--,--,17.80,3.61,17.43,3.20,22.35,11.64,25.30,10.63,--,--
1968Q2,"41,298",16.53,-60,--,"41,238",16.64,"2,357",19.46,-,--,"38,881",16.47,-,-,"7,118",--,"31,763",14.21,"38,881",16.47,151,--,"39,032",16.12,"31,597",16.20,"7,435",15.81,"9,792",16.67,23.75,--,"203,598",8.22,-320,--,"203,278",8.33,"7,341",18.77,-,--,"195,937",7.97,"12,579",--,"29,112",--,"179,404",8.08,"208,516",9.65,807,--,"209,323",9.30,"178,244",8.49,"31,079",14.19,"38,420",15.04,18.90,--,20.28,7.64,--,--,20.29,7.70,32.11,0.60,--,--,19.84,7.83,-,-,24.45,--,17.70,5.61,18.65,6.27,--,--,18.65,6.27,17.73,7.13,23.92,1.40,25.49,1.43,--,--
1968Q3,"42,735",19.41,-100,--,"42,635",19.40,"2,539",22.24,-,--,"40,096",19.22,-,-,"6,138",--,"33,958",18.16,"40,096",19.22,189,--,"40,285",18.98,"33,371",18.94,"6,914",19.19,"9,453",19.99,22.17,--,"203,391",12.16,-511,--,"202,880",12.16,"7,656",18.37,-,--,"195,224",11.93,"12,913",--,"22,658",--,"185,479",10.66,"208,137",11.08,968,--,"209,105",10.83,"182,533",9.07,"26,572",24.71,"34,228",23.23,16.87,--,21.01,6.43,--,--,21.01,6.43,33.16,3.27,--,--,20.54,6.54,-,-,27.09,--,18.31,6.76,19.26,7.30,--,--,19.27,7.35,18.28,9.07,26.02,-4.44,27.62,-2.61,--,--
1968Q4,"48,076",16.74,-213,--,"47,863",16.48,"2,624",21.14,-,--,"45,239",16.22,-,-,"6,693",--,"38,546",14.26,"45,239",16.22,202,--,"45,441",15.77,"35,008",18.64,"10,433",7.07,"13,057",9.63,27.28,--,"226,326",8.12,"-1,105",--,"225,221",7.86,"8,034",18.97,-,--,"217,187",7.48,"11,535",--,"23,617",--,"205,105",7.93,"228,722",8.55,"1,050",--,"229,772",8.10,"194,232",9.02,"35,540",3.33,"43,574",5.90,19.35,--,21.24,7.98,--,--,21.25,7.98,32.66,1.84,--,--,20.83,8.15,-,-,28.34,--,18.79,5.86,19.78,7.09,--,--,19.78,7.09,18.02,8.82,29.36,3.64,29.97,3.52,--,--
