期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1992,63.62,-0.78,52.63,0.98,-,-,-,-,42.67,-1.48,44.02,-3.44,39.52,-4.08,53.10,3.77,-,-,-,-,-,-,17.89,-3.40,15.36,-0.39,54.46,-7.19,-,-,31.68,-14.70,-,-,-,-,-,-,-,-,50.99,-3.35,57.85,-4.03,31.86,0.38,50.30,-2.86,49.75,-2.47,-,-,61.44,-5.49,-,-,-,-,62.92,-4.49,-,-,-,-,-,-,35.76,-3.74,-,-,-,-,28.51,-1.89,56.21,-4.13,-,-,-,-,-,-,71.75,8.33,-,-,-,-,-,-,-,-
1993,63.52,-0.16,48.01,-8.78,-,-,-,-,43.53,2.02,48.19,9.47,39.23,-0.73,51.46,-3.09,-,-,-,-,-,-,16.12,-9.89,13.29,-13.48,53.75,-1.30,-,-,31.33,-1.10,-,-,-,-,-,-,-,-,49.87,-2.20,56.65,-2.07,30.93,-2.92,50.62,0.64,62.36,25.35,-,-,54.77,-10.86,-,-,-,-,60.85,-3.29,-,-,-,-,-,-,34.14,-4.53,-,-,-,-,24.49,-14.10,52.02,-7.45,-,-,-,-,-,-,78.18,8.96,-,-,-,-,-,-,-,-
1994,66.59,4.83,49.80,3.73,-,-,-,-,44.66,2.60,48.14,-0.10,40.21,2.50,51.14,-0.62,-,-,-,-,-,-,15.81,-1.92,13.41,0.90,59.63,10.94,-,-,37.99,21.26,-,-,-,-,-,-,-,-,53.87,8.02,61.18,8.00,33.44,8.12,55.69,10.02,67.21,7.78,-,-,70.78,29.23,-,-,-,-,66.10,8.63,-,-,-,-,-,-,35.43,3.78,-,-,-,-,28.32,15.64,61.76,18.72,-,-,-,-,-,-,82.11,5.03,-,-,-,-,-,-,-,-
1995,73.31,10.09,54.35,9.14,-,-,-,-,48.83,9.34,47.51,-1.31,45.73,13.73,54.47,6.51,-,-,-,-,-,-,17.82,12.71,14.98,11.71,72.78,22.05,-,-,51.33,35.11,-,-,-,-,-,-,-,-,63.91,18.64,72.20,18.01,40.79,21.98,62.02,11.37,66.85,-0.54,-,-,100.24,41.62,-,-,-,-,74.81,13.18,-,-,-,-,-,-,41.10,16.00,-,-,-,-,34.82,22.95,73.16,18.46,-,-,-,-,-,-,87.25,6.26,-,-,-,-,-,-,-,-
1996,68.92,-5.99,51.23,-5.74,-,-,-,-,57.29,17.33,57.47,20.96,57.54,25.83,58.67,7.71,-,-,-,-,-,-,19.81,11.17,17.27,15.29,63.15,-13.23,-,-,39.49,-23.07,-,-,-,-,-,-,-,-,60.90,-4.71,68.82,-4.68,38.79,-4.90,58.65,-5.43,67.31,0.69,-,-,74.94,-25.24,-,-,-,-,66.62,-10.95,-,-,-,-,-,-,37.18,-9.54,-,-,-,-,27.96,-19.70,63.38,-13.37,-,-,-,-,-,-,78.15,-10.43,-,-,-,-,-,-,-,-
1997,65.06,-5.60,51.66,0.84,-,-,-,-,48.89,-14.66,57.62,0.26,43.08,-25.13,59.02,0.60,-,-,-,-,-,-,19.25,-2.83,16.73,-3.13,59.39,-5.95,-,-,37.97,-3.85,-,-,-,-,-,-,-,-,57.07,-6.29,65.41,-4.96,33.73,-13.04,61.57,4.98,67.46,0.22,-,-,69.04,-7.87,-,-,-,-,65.42,-1.80,-,-,-,-,-,-,37.12,-0.16,-,-,-,-,28.98,3.65,64.96,2.49,-,-,-,-,-,-,71.36,-8.69,-,-,-,-,-,-,-,-
1998,56.19,-13.63,46.76,-9.49,43.03,-,69.71,-,42.17,-13.75,47.02,-18.40,36.62,-15.00,59.31,0.49,64.60,-,14.62,-,59.59,-,13.51,-29.82,10.87,-35.03,50.04,-15.74,43.94,-,28.37,-25.28,68.69,-,83.22,-,82.46,-,109.81,-,49.71,-12.90,57.73,-11.74,27.81,-17.55,56.72,-7.88,59.27,-12.14,59.27,-,61.58,-10.81,47.02,-,75.52,-,60.11,-8.12,88.48,-,113.03,-,124.19,-,32.93,-11.29,32.30,-,53.49,-,23.93,-17.43,58.01,-10.70,132.58,-,93.94,-,169.25,-,64.98,-8.94,64.98,-,107.56,-,108.93,-,81.41,-
1999,55.89,-0.53,44.47,-4.90,45.59,5.95,65.28,-6.35,37.50,-11.07,41.10,-12.59,32.58,-11.03,57.87,-2.43,65.21,0.94,17.37,18.81,56.40,-5.35,16.85,24.72,15.37,41.40,49.70,-0.68,40.41,-8.03,28.40,0.11,70.20,2.20,80.59,-3.16,77.93,-5.49,104.60,-4.74,47.63,-4.18,55.98,-3.03,25.23,-9.28,55.59,-1.99,64.27,8.44,64.27,8.44,62.06,0.78,50.70,7.83,72.51,-3.99,57.16,-4.91,88.70,0.25,107.46,-4.93,116.54,-6.16,30.71,-6.74,29.22,-9.54,43.78,-18.15,22.25,-7.02,57.83,-0.31,128.68,-2.94,96.28,2.49,157.05,-7.21,70.90,9.11,70.90,9.11,110.04,2.31,111.66,2.51,82.99,1.94
2000,60.39,8.05,47.05,5.80,41.80,-8.31,68.78,5.36,36.97,-1.41,39.24,-4.53,33.39,2.49,56.87,-1.73,65.26,0.08,24.27,39.72,55.41,-1.76,24.77,47.00,23.81,54.91,60.00,20.72,43.71,8.17,39.76,40.00,72.79,3.69,78.28,-2.87,79.51,2.03,110.83,5.96,51.31,7.73,60.91,8.81,25.87,2.54,59.98,7.90,64.78,0.79,64.78,0.79,71.80,15.69,66.06,30.30,75.86,4.62,58.03,1.52,91.04,2.64,106.89,-0.53,116.36,-0.15,33.20,8.11,31.23,6.88,41.98,-4.11,24.99,12.31,62.94,8.84,126.28,-1.87,95.30,-1.02,152.96,-2.60,77.32,9.06,77.32,9.06,112.14,1.91,113.98,2.08,82.66,-0.40
2001,55.14,-8.69,46.28,-1.64,41.68,-0.29,64.80,-5.79,36.53,-1.19,37.42,-4.64,33.62,0.69,56.53,-0.60,66.08,1.26,22.06,-9.11,55.25,-0.29,22.20,-10.38,20.58,-13.57,52.67,-12.22,42.11,-3.66,32.85,-17.38,71.14,-2.27,72.88,-6.90,77.33,-2.74,102.60,-7.43,46.55,-9.28,54.56,-10.43,24.98,-3.44,65.88,9.84,63.65,-1.74,63.65,-1.74,61.97,-13.69,46.97,-28.90,76.36,0.66,55.93,-3.62,90.24,-0.88,106.02,-0.81,115.64,-0.62,30.75,-7.38,29.75,-4.74,42.21,0.55,22.90,-8.36,59.17,-5.99,113.55,-10.08,87.07,-8.64,135.60,-11.35,71.66,-7.32,71.66,-7.32,98.26,-12.38,99.18,-12.98,78.25,-5.34
2002,54.12,-1.85,44.96,-2.85,43.82,5.13,66.35,2.39,38.10,4.30,39.78,6.31,34.95,3.96,58.45,3.40,66.90,1.24,22.63,2.58,55.30,0.09,22.84,2.88,21.59,4.91,52.41,-0.49,36.94,-12.28,33.91,3.23,70.46,-0.96,70.17,-3.72,77.50,0.22,94.01,-8.37,45.61,-2.02,52.78,-3.26,25.90,3.68,62.43,-5.24,62.77,-1.38,62.77,-1.38,60.04,-3.11,48.62,3.51,70.61,-7.53,56.20,0.48,89.71,-0.59,83.77,-20.99,86.01,-25.62,31.27,1.69,31.22,4.94,43.96,4.15,22.54,-1.57,57.17,-3.38,106.94,-5.82,83.01,-4.66,126.26,-6.89,67.54,-5.75,67.54,-5.75,96.75,-1.54,97.15,-2.05,77.12,-1.44
2003,57.15,5.60,48.42,7.70,48.41,10.47,68.44,3.15,44.49,16.77,51.86,30.37,40.17,14.94,58.56,0.19,67.61,1.06,25.95,14.67,55.51,0.38,26.50,16.02,26.01,20.47,58.40,11.43,45.36,22.79,42.29,24.71,72.22,2.50,69.56,-0.87,77.47,-0.04,91.75,-2.40,49.39,8.29,56.54,7.12,29.46,13.75,66.44,6.42,66.44,5.85,66.44,5.85,63.39,5.58,55.87,14.91,70.62,0.01,59.39,5.68,88.94,-0.86,79.12,-5.55,79.12,-8.01,36.58,16.98,38.43,23.09,45.24,2.91,24.92,10.56,60.26,5.40,105.21,-1.62,83.73,0.87,122.02,-3.36,69.94,3.55,69.94,3.55,97.88,1.17,97.87,0.74,79.65,3.28
2004,63.88,11.78,54.32,12.18,54.26,12.08,70.01,2.29,53.63,20.54,64.02,23.45,50.13,24.79,62.10,6.05,70.19,3.82,33.70,29.87,59.88,7.87,34.82,31.40,32.64,25.49,68.49,17.28,63.89,40.85,58.10,37.38,73.64,1.97,66.15,-4.90,77.81,0.44,92.53,0.85,57.94,17.31,67.11,18.69,32.65,10.83,71.01,6.88,74.72,12.46,74.72,12.46,70.82,11.72,64.58,15.59,76.92,8.92,61.00,2.71,89.74,0.90,92.44,16.84,92.44,16.84,50.39,37.75,53.91,40.28,51.10,12.95,37.18,49.20,69.56,15.43,105.41,0.19,85.29,1.86,120.99,-0.84,74.12,5.98,74.12,5.98,98.94,1.08,98.94,1.09,81.56,2.40
2005,67.96,6.39,57.27,5.43,57.33,5.66,70.33,0.46,48.30,-9.94,54.51,-14.85,42.44,-15.34,66.02,6.31,81.13,15.59,44.94,33.35,71.22,18.94,46.14,32.51,45.94,40.75,71.02,3.69,59.30,-7.18,62.30,7.23,74.12,0.65,67.90,2.65,78.06,0.32,91.09,-1.56,67.80,17.02,78.25,16.60,38.93,19.23,71.23,0.31,77.43,3.63,77.43,3.63,72.35,2.16,63.85,-1.13,80.51,4.67,61.13,0.21,91.47,1.93,84.37,-8.73,84.37,-8.73,55.22,9.59,55.78,3.47,72.35,41.59,46.28,24.48,74.68,7.36,101.88,-3.35,83.46,-2.15,116.01,-4.12,73.79,-0.45,73.79,-0.45,94.58,-4.41,94.40,-4.59,83.46,2.33
2006,73.12,7.59,63.97,11.70,62.70,9.37,91.20,29.67,49.50,2.48,50.38,-7.58,45.88,8.11,72.51,9.83,83.22,2.58,53.46,18.96,74.03,3.95,54.89,18.96,57.44,25.03,75.01,5.62,61.91,4.40,67.89,8.97,74.40,0.38,70.16,3.33,80.69,3.37,94.51,3.75,68.42,0.91,78.03,-0.28,41.56,6.76,73.48,3.16,79.21,2.30,79.21,2.30,75.47,4.31,68.98,8.03,81.85,1.66,61.23,0.16,90.09,-1.51,80.65,-4.41,80.65,-4.41,72.99,32.18,59.71,7.05,78.27,8.18,78.95,70.59,96.30,28.95,98.52,-3.30,81.15,-2.77,111.78,-3.65,71.54,-3.05,71.54,-3.05,91.76,-2.98,91.51,-3.06,82.94,-0.62
2007,78.94,7.96,78.39,22.54,69.54,10.91,96.59,5.91,70.10,41.62,72.91,44.72,68.31,48.89,73.78,1.75,84.22,1.20,59.78,11.82,76.52,3.36,61.50,12.04,63.91,11.26,80.74,7.64,63.54,2.63,75.22,10.80,74.47,0.09,74.35,5.97,83.82,3.88,100.65,6.50,72.14,5.44,81.71,4.72,45.21,8.78,80.03,8.91,85.04,7.36,85.04,7.36,83.93,11.21,85.23,23.56,83.32,1.80,63.98,4.49,89.49,-0.67,81.15,0.62,81.15,0.62,90.16,23.52,79.60,33.31,85.38,9.08,84.65,7.22,99.60,3.43,96.22,-2.33,80.37,-0.96,108.19,-3.21,72.26,1.01,72.26,1.01,91.09,-0.73,90.94,-0.62,79.98,-3.57
2008,89.73,13.67,76.85,-1.96,70.28,1.06,97.22,0.65,94.11,34.25,100.47,37.80,90.90,33.07,77.56,5.12,90.93,7.97,83.67,39.96,92.10,20.36,86.47,40.60,87.09,36.27,88.32,9.39,82.25,29.45,82.63,9.85,80.84,8.55,83.83,12.75,88.61,5.71,103.28,2.61,81.62,13.14,89.52,9.56,58.83,30.13,80.48,0.56,89.84,5.64,89.84,5.64,91.27,8.75,87.33,2.46,94.21,13.07,66.97,4.67,90.55,1.18,89.87,10.75,89.87,10.75,99.79,10.68,111.40,39.95,87.03,1.93,83.56,-1.29,99.49,-0.11,95.11,-1.15,85.85,6.82,101.88,-5.83,80.07,10.81,80.07,10.81,93.30,2.43,93.23,2.52,89.39,11.77
2009,77.26,-13.90,67.63,-12.00,63.91,-9.06,94.96,-2.32,71.63,-23.89,80.50,-19.88,63.43,-30.22,78.88,1.70,89.58,-1.48,59.01,-29.47,99.88,8.45,59.73,-30.92,57.14,-34.39,75.47,-14.55,64.39,-21.71,60.65,-26.60,83.37,3.13,90.63,8.11,85.48,-3.53,95.24,-7.78,78.28,-4.09,85.70,-4.27,56.90,-3.28,78.94,-1.91,80.53,-10.36,80.53,-10.36,78.79,-13.67,68.03,-22.10,86.81,-7.85,65.48,-2.22,90.83,0.31,92.96,3.44,92.96,3.44,69.87,-29.98,73.27,-34.23,86.29,-0.85,61.83,-26.01,72.33,-27.30,96.01,0.95,89.35,4.08,100.88,-0.98,84.75,5.84,84.75,5.84,93.03,-0.29,92.94,-0.31,91.81,2.71
2010,86.66,12.17,81.79,20.94,78.37,22.63,96.57,1.70,80.58,12.49,84.19,4.58,73.36,15.66,90.04,14.15,91.20,1.81,73.70,24.89,98.30,-1.58,73.83,23.61,72.71,27.25,85.77,13.65,78.86,22.47,78.72,29.79,87.45,4.89,94.50,4.27,91.01,6.47,96.92,1.76,89.79,14.70,93.82,9.47,78.15,37.35,93.33,18.23,93.08,15.58,93.08,15.58,95.27,20.92,97.49,43.30,93.62,7.84,76.74,17.20,91.90,1.18,98.47,5.93,98.47,5.93,89.44,28.01,90.59,23.64,89.29,3.48,85.90,38.93,91.43,26.41,96.11,0.10,92.62,3.66,98.66,-2.20,90.64,6.95,90.64,6.95,95.82,3.00,95.79,3.07,94.31,2.72
2011,100.00,15.39,100.00,22.26,100.00,27.60,100.00,3.55,100.00,24.10,100.00,18.78,100.00,36.31,100.00,11.06,100.00,9.65,100.00,35.69,100.00,1.73,100.00,35.45,100.00,37.53,100.00,16.59,100.00,26.81,100.00,27.03,100.00,14.35,100.00,5.82,100.00,9.88,100.00,3.18,100.00,11.37,100.00,6.59,100.00,27.96,100.00,7.15,100.00,7.43,100.00,7.43,100.00,4.96,100.00,2.57,100.00,6.81,100.00,30.31,100.00,8.81,100.00,1.55,100.00,1.55,100.00,11.81,100.00,10.39,100.00,11.99,100.00,16.41,100.00,9.37,100.00,4.05,100.00,7.97,100.00,1.36,100.00,10.33,100.00,10.33,100.00,4.36,100.00,4.40,100.00,6.03
2012,98.09,-1.91,96.91,-3.09,97.27,-2.73,106.37,6.37,100.36,0.36,110.50,10.50,96.73,-3.27,102.82,2.82,111.77,11.77,100.67,0.67,102.73,2.73,103.03,3.03,103.40,3.40,96.31,-3.69,99.00,-1.00,94.74,-5.26,100.77,0.77,100.26,0.26,101.43,1.43,96.14,-3.86,93.87,-6.13,96.73,-3.27,85.63,-14.37,101.07,1.07,98.80,-1.20,98.80,-1.20,90.93,-9.07,82.92,-17.08,96.91,-3.09,88.10,-11.90,108.40,8.40,90.90,-9.10,90.90,-9.10,89.58,-10.42,89.96,-10.04,103.19,3.19,90.68,-9.32,88.83,-11.17,100.61,0.61,100.80,0.80,100.47,0.47,100.55,0.55,100.55,0.55,100.05,0.05,100.11,0.11,101.04,1.04
2013,93.37,-4.81,104.54,7.87,93.60,-3.77,107.82,1.36,96.72,-3.63,108.90,-1.45,87.01,-10.05,103.28,0.45,114.62,2.55,95.69,-4.95,104.63,1.85,98.12,-4.77,100.45,-2.85,93.18,-3.25,101.08,2.10,94.22,-0.55,93.14,-7.57,94.91,-5.34,88.26,-12.98,91.93,-4.38,86.67,-7.67,91.91,-4.98,70.85,-17.26,106.39,5.26,104.04,5.30,104.04,5.30,89.07,-2.05,83.09,0.20,93.97,-3.03,83.90,-4.77,113.74,4.93,72.83,-19.88,71.30,-21.56,82.71,-7.67,80.60,-10.40,103.41,0.21,84.54,-6.77,84.93,-4.39,95.82,-4.76,91.17,-9.55,98.53,-1.93,98.30,-2.24,98.30,-2.24,97.22,-2.83,97.16,-2.95,96.42,-4.57
