期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--對政府放款及墊款_原始值,資產--對政府放款及墊款_年增率(%),資產--公開市場操作買入有價證券-計_原始值,資產--公開市場操作買入有價證券-計_年增率(%),資產--公開市場操作買入有價證券-政府機構_原始值,資產--公開市場操作買入有價證券-政府機構_年增率(%),資產--公開市場操作買入有價證券-公營事業_原始值,資產--公開市場操作買入有價證券-公營事業_年增率(%),資產--公開市場操作買入有價證券-民營企業_原始值,資產--公開市場操作買入有價證券-民營企業_年增率(%),資產--公開市場操作買入有價證券-金融機構_原始值,資產--公開市場操作買入有價證券-金融機構_年增率(%),資產--對金融機構債權-計_原始值,資產--對金融機構債權-計_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他貨幣機構-本國銀行_原始值,資產--對金融機構債權-其他貨幣機構-本國銀行_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--政府存款-計_原始值,負債與淨值--政府存款-計_年增率(%),負債與淨值--政府存款-經理國庫存款_原始值,負債與淨值--政府存款-經理國庫存款_年增率(%),負債與淨值--政府存款-機關存款_原始值,負債與淨值--政府存款-機關存款_年增率(%),負債與淨值--金融機構存款-準備性存款-計_原始值,負債與淨值--金融機構存款-準備性存款-計_年增率(%),負債與淨值--金融機構存款-其他存款-國庫存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-國庫存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-定期存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-定期存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_原始值,負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-其他_原始值,負債與淨值--金融機構存款-其他存款-其他_年增率(%),負債與淨值--央行發行單券-國庫券_原始值,負債與淨值--央行發行單券-國庫券_年增率(%),負債與淨值--央行發行單券-定期存單_原始值,負債與淨值--央行發行單券-定期存單_年增率(%),負債與淨值--央行發行單券-儲蓄券_原始值,負債與淨值--央行發行單券-儲蓄券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2006M06,"9,132,829",3.87,"8,604,185",5.21,-,-,-,-,-,-,-,-,-,-,-,-,"265,732",-20.67,"265,732",-20.67,"243,933",-26.49,-,-,306,-17.52,"262,606",-5.98,"257,604",-2.87,"942,519",4.88,"269,105",12.96,"138,191",23.98,"130,914",3.28,"953,363",-1.83,"20,859",0.59,"483,900",-16.22,"1,480,705",8.65,4,-96.58,-,-,"3,456,175",-4.58,-,-,"263,348",46.45,"1,005,247",53.16
2006M07,"9,381,048",4.70,"8,682,958",5.26,-,-,-,-,-,-,-,-,-,-,-,-,"395,323",-4.05,"395,323",-4.05,"370,579",-9.84,-,-,240,13.21,"302,527",1.47,"354,426",13.07,"939,867",3.92,"257,964",23.78,"121,751",60.64,"136,213",2.71,"968,803",5.11,"25,100",-3.05,"460,900",-20.20,"1,481,344",8.68,78,-33.90,-,-,"3,559,055",-4.44,-,-,"214,807",26.18,"1,118,704",49.03
2006M08,"9,454,896",1.86,"8,740,684",3.19,-,-,-,-,-,-,-,-,-,-,-,-,"438,449",-10.41,"438,449",-10.41,"411,112",-15.83,-,-,274,-9.57,"275,489",-14.39,"395,255",3.70,"928,232",3.29,"190,914",-22.13,"50,184",-41.93,"140,730",-11.35,"1,026,571",8.69,"22,060",2.36,"453,400",-22.83,"1,481,780",8.68,6,-95.08,-,-,"3,554,660",-2.23,-,-,"210,034",6.34,"1,191,984",18.40
2006M09,"9,712,444",4.53,"8,797,472",2.72,-,-,-,-,-,-,-,-,-,-,-,-,"618,535",57.46,"618,535",57.46,"548,418",40.36,-,-,265,-11.67,"296,172",-11.22,"607,261",52.35,"932,847",3.36,"196,659",-27.67,"54,222",-58.75,"142,437",1.43,"1,013,037",1.32,"20,128",-2.57,"450,100",-24.23,"1,482,007",8.70,8,300.00,-,-,"3,552,035",3.73,-,-,"231,145",8.91,"1,227,217",11.15
2006M10,"9,583,578",2.35,"8,857,430",2.68,-,-,-,-,-,-,-,-,-,-,-,-,"435,065",5.55,"435,065",5.55,"324,136",-21.14,-,-,306,25.41,"290,777",-10.41,"392,953",7.57,"937,726",3.63,"202,292",-15.61,"61,839",-41.84,"140,453",5.30,"965,553",9.81,"21,457",-3.25,"460,800",-22.33,"1,482,070",8.71,3,0.00,-,-,"3,601,830",1.69,-,-,"211,749",8.58,"1,307,145",3.90
2006M11,"9,443,066",1.95,"8,779,245",2.14,-,-,-,-,-,-,-,-,-,-,-,-,"362,881",-1.96,"362,881",-1.96,"251,324",-31.18,-,-,287,-21.37,"300,653",1.25,"301,477",-8.04,"937,636",2.97,"188,410",-14.47,"49,367",-43.82,"139,043",5.02,"968,303",14.70,"25,881",-2.62,"459,100",-22.46,"1,482,242",8.70,2,-60.00,-,-,"3,632,120",1.11,-,-,"242,663",27.84,"1,205,232",0.81
2006M12,"9,449,985",3.91,"8,842,916",4.32,-,-,-,-,-,-,-,-,-,-,-,-,"439,674",3.30,"439,674",3.30,"311,069",-26.45,-,-,248,-17.61,"167,147",-13.04,"340,098",-24.60,"959,792",4.00,"185,475",-8.54,"40,879",-44.12,"144,596",11.53,"926,314",10.59,"19,387",-6.87,"463,600",-21.03,"1,486,998",4.92,3,-57.14,-,-,"3,755,930",6.68,-,-,"224,698",-10.68,"1,087,690",23.25
2007M01,"9,454,436",5.56,"8,913,765",6.12,-,-,-,-,-,-,-,-,-,-,-,-,"371,026",-1.02,"361,026",-3.69,"287,956",-22.43,"10,000",-,325,-14.47,"169,320",-6.89,"300,934",3.78,"995,362",-24.54,"202,756",19.25,"60,097",50.30,"142,659",9.71,"921,910",15.30,"19,458",-8.96,"460,300",-21.59,"1,490,920",1.44,1,-90.91,-,-,"3,721,660",10.93,-,-,"186,266",-11.10,"1,154,869",57.07
2007M02,"9,482,246",4.55,"8,979,342",5.67,-,-,-,-,-,-,-,-,-,-,-,-,"354,398",-16.60,"344,398",-18.95,"225,379",-45.73,"10,000",-,357,32.71,"148,149",0.73,"251,216",-34.08,"1,267,342",25.80,"154,435",-10.98,"21,743",-49.43,"132,692",1.70,"890,819",2.02,"18,361",-12.87,"460,300",-21.59,"1,493,361",1.43,1,-83.33,-,-,"3,553,155",-0.16,-,-,"184,957",-1.17,"1,208,299",49.50
2007M03,"9,601,632",6.42,"9,000,275",5.92,-,-,-,-,-,-,-,-,-,-,-,-,"441,729",27.94,"431,729",25.04,"264,754",-22.02,"10,000",-,333,18.93,"159,295",-10.96,"371,595",12.74,"1,025,931",6.86,"166,622",-10.69,"32,481",-45.68,"134,141",5.82,"992,509",15.28,"16,195",-23.91,"473,300",-12.73,"1,495,146",1.48,60,500.00,-,-,"3,571,245",0.21,-,-,"191,550",-12.20,"1,297,479",49.86
2007M04,"9,839,146",8.88,"9,026,581",7.26,-,-,-,-,-,-,-,-,-,-,-,-,"597,237",56.32,"587,637",53.81,"370,777",1.96,"9,600",-,319,26.59,"215,009",-10.02,"502,300",66.70,"1,010,163",5.25,"149,283",-21.44,"15,266",-72.08,"134,017",-0.98,"977,515",13.05,"16,066",-15.34,"470,900",-6.47,"1,499,161",1.55,3,-66.67,-,-,"3,571,385",-3.22,-,-,"212,079",-13.82,"1,430,291",82.06
2007M05,"9,952,797",10.44,"8,912,768",4.69,-,-,-,-,-,-,-,-,-,-,-,-,"488,935",62.28,"479,435",59.12,"307,763",8.40,"9,500",-,313,20.38,"550,781",180.13,"465,485",113.16,"979,738",2.92,"175,543",-15.99,"41,147",-44.57,"134,396",-0.25,"1,072,276",12.23,"16,201",-13.43,"472,700",-3.90,"1,499,656",1.53,1,-75.00,-,-,"3,404,050",-5.14,-,-,"544,237",153.11,"1,322,910",49.32
2007M06,"10,206,464",11.76,"8,895,673",3.39,-,-,-,-,-,-,-,-,-,-,-,-,"446,346",67.97,"439,346",65.33,"269,087",10.31,"7,000",-,223,-27.12,"864,222",229.09,"410,971",59.54,"975,515",3.50,"292,318",8.63,"157,590",14.04,"134,728",2.91,"968,732",1.61,"16,834",-19.30,"474,200",-2.00,"1,511,806",2.10,12,200.00,-,-,"3,396,325",-1.73,-,-,"844,029",220.50,"1,315,722",30.89
2007M07,"10,097,054",7.63,"8,892,742",2.42,-,-,-,-,-,-,-,-,-,-,-,-,"402,719",1.87,"396,619",0.33,"245,923",-33.64,"6,100",-,335,39.58,"801,258",164.86,"336,294",-5.12,"952,476",1.34,"288,851",11.97,"149,972",23.18,"138,879",1.96,"1,055,925",8.99,"16,769",-33.19,"484,000",5.01,"1,581,771",6.78,1,-98.72,-,-,"3,281,595",-7.80,-,-,"720,617",235.47,"1,378,755",23.25
2007M08,"9,511,406",0.60,"8,796,756",0.64,-,-,-,-,-,-,-,-,-,-,-,-,"305,929",-30.22,"300,229",-31.52,"261,251",-36.45,"5,700",-,277,1.09,"408,444",48.26,"85,688",-78.32,"941,179",1.39,"226,695",18.74,"81,069",61.54,"145,626",3.48,"1,057,530",3.02,"17,086",-22.55,"465,800",2.73,"1,581,609",6.74,3,-50.00,-,-,"3,333,655",-6.22,-,-,"338,660",61.24,"1,463,501",22.78
2007M09,"9,643,768",-0.71,"8,718,678",-0.90,-,-,-,-,-,-,-,-,-,-,-,-,"358,700",-42.01,"353,000",-42.93,"290,250",-47.08,"5,700",-,307,15.85,"566,083",91.13,"101,062",-83.36,"947,583",1.58,"228,066",15.97,"74,369",37.16,"153,697",7.91,"1,085,717",7.17,"17,339",-13.86,"474,300",5.38,"1,581,421",6.71,2,-75.00,-,-,"3,268,230",-7.99,-,-,"488,102",111.17,"1,451,946",18.31
2007M10,"9,729,501",1.52,"8,771,799",-0.97,-,-,-,-,-,-,-,-,-,-,-,-,"406,449",-6.58,"402,599",-7.46,"280,117",-13.58,"3,850",-,237,-22.55,"551,016",89.50,"101,153",-74.26,"938,726",0.11,"217,881",7.71,"66,823",8.06,"151,058",7.55,"1,062,202",10.01,"17,836",-16.88,"472,200",2.47,"1,581,282",6.69,2,-33.33,-,-,"3,411,035",-5.30,-,-,"470,275",122.09,"1,456,909",11.46
2007M11,"9,767,971",3.44,"8,866,569",0.99,-,-,-,-,-,-,-,-,-,-,-,-,"342,721",-5.56,"339,471",-6.45,"279,429",11.18,"3,250",-,238,-17.07,"558,443",85.74,"81,388",-73.00,"945,904",0.88,"213,365",13.25,"63,034",27.68,"150,331",8.12,"1,057,123",9.17,"18,554",-28.31,"476,400",3.77,"1,581,282",6.68,3,50.00,-,-,"3,422,880",-5.76,-,-,"486,421",100.45,"1,484,651",23.18
2007M12,"9,672,904",2.36,"8,933,980",1.03,-,-,-,-,-,-,-,-,-,-,-,-,"331,535",-24.60,"329,435",-25.07,"297,895",-4.24,"2,100",-,268,8.06,"407,121",143.57,"101,228",-70.24,"961,715",0.20,"186,123",0.35,"38,147",-6.68,"147,976",2.34,"1,064,311",14.90,"17,697",-8.72,"475,300",2.52,"1,581,280",6.34,2,-33.33,-,-,"3,460,300",-7.87,-,-,"463,344",106.21,"1,361,604",25.18
2008M01,"9,726,397",2.88,"8,932,477",0.21,-,-,-,-,-,-,-,-,-,-,-,-,"386,003",4.04,"383,203",6.14,"315,291",9.49,"2,800",-72.00,421,29.54,"407,496",140.67,"68,841",-77.12,"1,232,499",23.82,"185,166",-8.68,"43,753",-27.20,"141,413",-0.87,"1,047,816",13.66,"20,125",3.43,"477,600",3.76,"1,581,102",6.05,10,900.00,-,-,"3,355,750",-9.83,-,-,"440,004",136.22,"1,317,484",14.08
2008M02,"9,658,989",1.86,"8,702,276",-3.09,-,-,-,-,-,-,-,-,-,-,-,-,"520,088",46.75,"519,788",50.93,"439,413",94.97,300,-97.00,321,-10.08,"436,304",194.50,"41,598",-83.44,"1,078,992",-14.86,"184,223",19.29,"34,571",59.00,"149,652",12.78,"1,021,098",14.62,"18,622",1.42,"477,600",3.76,"1,580,998",5.87,1,0.00,-,-,"3,786,840",6.58,-,-,"516,291",179.14,"952,726",-21.15
2008M03,"9,767,834",1.73,"8,896,541",-1.15,-,-,-,-,-,-,-,-,-,-,-,-,"521,502",18.06,"521,502",20.79,"448,835",69.53,-,-,371,11.41,"349,420",119.35,"19,633",-94.72,"1,020,364",-0.54,"184,706",10.85,"44,733",37.72,"139,973",4.35,"1,143,159",15.18,"17,217",6.31,"468,600",-0.99,"1,580,998",5.74,1,-98.33,-,-,"3,939,945",10.32,-,-,"424,553",121.64,"968,658",-25.34
2008M04,"9,731,811",-1.09,"8,958,805",-0.75,-,-,-,-,-,-,-,-,-,-,-,-,"478,721",-19.84,"478,721",-18.53,"357,889",-3.48,-,-,230,-27.90,"294,055",36.76,"14,249",-97.16,"1,008,177",-0.20,"171,529",14.90,"40,076",162.52,"131,453",-1.91,"1,063,190",8.76,"16,642",3.59,"469,800",-0.23,"1,580,986",5.46,1,-66.67,-,-,"4,112,605",15.15,-,-,"363,369",71.34,"931,263",-34.89
2008M05,"9,725,524",-2.28,"8,976,043",0.71,-,-,-,-,-,-,-,-,-,-,-,-,"437,456",-10.53,"437,456",-8.76,"332,424",8.01,-,-,299,-4.47,"311,726",-43.40,"11,209",-97.59,"995,661",1.63,"211,004",20.20,"76,472",85.85,"134,532",0.10,"974,641",-9.11,"17,345",7.06,"464,800",-1.67,"1,580,934",5.42,-,-,-,-,"4,147,710",21.85,-,-,"385,409",-29.18,"936,811",-29.19
2008M06,"9,743,683",-4.53,"8,998,420",1.16,-,-,-,-,-,-,-,-,-,-,-,-,"427,167",-4.30,"427,167",-2.77,"301,827",12.17,-,-,254,13.90,"317,842",-63.22,"44,310",-89.22,"992,779",1.77,"365,838",25.15,"237,205",50.52,"128,633",-4.52,"1,028,415",6.16,"18,209",8.17,"464,800",-1.98,"1,582,105",4.65,-,-,-,-,"3,889,470",14.52,-,-,"381,098",-54.85,"976,659",-25.77
2008M07,"9,835,242",-2.59,"9,053,145",1.80,-,-,-,-,-,-,-,-,-,-,-,-,"355,609",-11.70,"355,609",-10.34,"284,840",15.82,-,-,275,-17.91,"426,213",-46.81,"62,814",-81.32,"987,433",3.67,"345,658",19.67,"227,715",51.84,"117,943",-15.07,"1,299,267",23.05,"18,662",11.29,"459,800",-5.00,"1,582,105",0.02,-,-,-,-,"3,662,485",11.61,-,-,"378,758",-47.44,"1,038,260",-24.70
2008M08,"9,733,750",2.34,"9,043,662",2.81,-,-,-,-,-,-,-,-,-,-,-,-,"313,541",2.49,"313,541",4.43,"274,618",5.12,-,-,205,-25.99,"376,342",-7.86,"79,211",-7.56,"985,675",4.73,"270,220",19.20,"155,757",92.13,"114,463",-21.40,"1,266,501",19.76,"19,000",11.20,"459,800",-1.29,"1,582,092",0.03,-,-,-,-,"3,555,185",6.65,-,-,"317,580",-6.22,"1,198,486",-18.11
2008M09,"9,904,649",2.71,"9,226,878",5.83,-,-,-,-,-,-,-,-,-,-,-,-,"326,661",-8.93,"326,661",-7.46,"325,015",11.98,-,-,225,-26.71,"350,885",-38.02,"34,630",-65.73,"990,753",4.56,"223,064",-2.19,"114,887",54.48,"108,177",-29.62,"1,097,267",1.06,"18,312",5.61,"481,800",1.58,"1,582,092",0.04,3,50.00,-,-,"3,791,285",16.00,-,-,"292,695",-40.03,"1,392,748",-4.08
2008M10,"10,021,039",3.00,"9,256,201",5.52,-,-,"19,292",-,-,-,-,-,-,-,"19,292",-,"300,058",-26.18,"300,058",-25.47,"299,312",6.85,-,-,238,0.42,"445,250",-19.19,"17,827",-82.38,"996,277",6.13,"195,311",-10.36,"83,128",24.40,"112,183",-25.74,"1,037,736",-2.30,"17,147",-3.86,"481,800",2.03,"1,582,080",0.05,-,-,-,-,"4,018,815",17.82,-,-,"399,691",-15.01,"1,274,355",-12.53
2008M11,"10,252,167",4.96,"9,503,009",7.18,-,-,-,-,-,-,-,-,-,-,-,-,"424,967",24.00,"424,967",25.19,"424,935",52.07,-,-,213,-10.50,"323,978",-41.99,"3,971",-95.12,"1,005,482",6.30,"185,796",-12.92,"77,764",23.37,"108,032",-28.14,"1,073,852",1.58,"20,863",12.44,"481,800",1.13,"1,582,076",0.05,1,-66.67,-,-,"4,148,850",21.21,-,-,"273,527",-43.77,"1,475,949",-0.59
2008M12,"10,355,000",7.05,"9,713,834",8.73,-,-,-,-,-,-,-,-,-,-,-,-,"405,273",22.24,"405,273",23.02,"405,239",36.03,-,-,229,-14.55,"235,664",-42.11,-,-,"1,054,290",9.63,"153,431",-17.56,"41,041",7.59,"112,390",-24.05,"1,075,169",1.02,"18,389",3.91,"494,800",4.10,"1,582,076",0.05,2,0.00,-,-,"4,334,945",25.28,-,-,"268,275",-42.10,"1,373,623",0.88
