期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
1998M07,"18,867,662",9.53,"3,650,720",12.64,"12,749,640",7.62,"1,473,618",7.68,"365,329",-6.02,"10,910,693",8.13,"618,195",5.96,"66,212",42.79,"1,413,048",26.40,"113,861",-22.31,"34,065",62.59,"45,844",-0.74,"176,077",-0.51,"506,701",-14.34,"673,478",0.76,"14,859,761",8.19,"290,455",-0.90,"844,757",-4.27,"2,016,325",-1.47,"3,759,023",54.42,"5,030,037",-6.62,"687,881",87.34,"2,231,283",-4.01,-,-,"847,115",0.12,"243,348",-25.22,"76,213",16.52,"2,149,687",52.49,"-488,641",--
1998M08,"19,006,707",10.18,"3,689,453",15.23,"12,793,643",6.35,"1,476,877",8.94,"356,497",-7.47,"10,960,269",6.53,"630,017",0.93,"66,097",33.82,"1,446,204",54.76,"129,664",-26.18,"30,684",31.84,"45,844",-0.74,"175,101",5.29,"482,251",-13.28,"665,265",0.90,"14,940,223",8.35,"272,889",-16.14,"833,063",-7.74,"1,983,101",-1.20,"3,802,484",53.53,"5,124,300",-4.73,"706,332",76.93,"2,218,054",-3.54,-,-,"843,497",-2.06,"278,814",-14.39,"84,821",29.78,"2,241,694",56.01,"-529,858",--
1998M09,"19,337,452",11.70,"3,752,345",19.50,"12,919,871",6.38,"1,505,136",9.80,"366,021",-10.32,"11,048,714",6.58,"650,020",7.49,"68,829",52.65,"1,557,280",62.28,"131,393",-18.18,"36,427",23.06,"45,844",-0.68,"175,443",-2.66,"478,852",-9.64,"663,001",-1.00,"15,111,499",9.77,"302,096",-6.94,"824,163",-1.43,"1,979,567",1.74,"3,790,763",47.96,"5,266,284",-2.05,"727,041",71.21,"2,221,585",-3.26,-,-,"856,449",1.02,"316,292",-2.17,"89,474",33.23,"2,295,449",56.98,"-473,564",--
1998M10,"19,301,782",9.79,"3,647,845",10.50,"12,860,501",6.07,"1,514,298",10.96,"357,256",-8.09,"10,988,947",5.96,"631,482",6.20,"68,485",61.40,"1,697,445",51.62,"145,043",-10.46,"33,624",34.52,"45,844",-0.68,"171,513",4.18,"487,992",-0.70,"662,771",-0.14,"15,252,631",9.40,"254,495",-17.06,"837,764",4.72,"2,013,266",2.34,"3,826,997",38.75,"5,415,515",1.72,"675,866",33.66,"2,228,728",-2.23,-,-,"817,382",3.39,"322,504",0.83,"93,013",49.38,"2,176,015",27.01,"-510,526",--
1998M11,"19,629,451",10.18,"3,676,596",7.69,"13,116,538",6.51,"1,532,553",12.27,"359,828",-7.65,"11,224,157",6.28,"674,121",10.49,"71,683",59.09,"1,617,783",55.72,"213,072",33.53,"32,758",21.95,"45,844",-0.68,"181,056",13.16,"475,153",-4.55,"682,464",3.08,"15,456,198",10.03,"276,315",-9.24,"867,483",4.03,"2,094,495",5.56,"3,801,571",34.29,"5,532,305",4.80,"643,552",16.38,"2,240,477",-0.96,-,-,"824,827",2.05,"318,346",3.11,"92,926",41.68,"2,175,742",21.56,"-396,205",--
1998M12,"19,667,210",7.81,"3,726,441",7.34,"13,177,329",5.33,"1,540,830",10.37,"365,713",-7.52,"11,270,786",5.15,"665,563",2.69,"73,442",59.81,"1,555,292",35.50,"210,001",24.13,"32,594",7.18,"45,841",-0.42,"180,707",3.89,"478,860",-2.20,"694,452",1.48,"15,601,433",8.93,"293,568",-4.70,"932,201",4.45,"2,115,270",5.53,"3,730,067",17.93,"5,658,787",9.91,"603,545",5.90,"2,267,995",1.44,-,-,"823,909",-1.60,"324,160",4.70,"92,420",34.16,"2,166,643",17.85,"-514,667",--
1999M01,"19,802,669",6.03,"3,794,282",4.47,"13,170,961",2.88,"1,553,158",8.83,"364,616",-14.23,"11,253,187",2.77,"715,940",-1.46,"74,612",62.33,"1,565,953",52.82,"202,357",27.23,"25,341",-15.55,"45,834",-0.03,"207,389",-1.59,"503,281",-1.52,"721,604",-29.65,"15,719,775",9.29,"305,665",-1.77,"860,197",13.37,"2,176,295",6.25,"3,680,422",12.62,"5,763,098",13.10,"594,392",-2.70,"2,339,706",2.10,-,-,"839,836",2.88,"317,454",9.70,"92,716",36.08,"2,246,188",11.75,"-638,185",--
1999M02,"19,951,446",8.15,"3,873,037",12.91,"13,222,178",4.77,"1,592,339",10.17,"376,957",-3.79,"11,252,882",4.36,"731,328",7.38,"77,893",46.01,"1,579,739",27.23,"203,107",20.95,"19,755",-36.99,"45,834",-0.03,"198,575",12.22,"466,470",-0.77,"811,702",9.37,"15,876,444",8.59,"286,199",-5.88,"833,485",3.41,"2,229,180",4.38,"3,629,831",4.49,"5,866,683",17.38,"640,729",4.20,"2,390,337",4.47,-,-,"764,928",-12.15,"323,914",15.01,"91,456",23.51,"2,294,736",22.23,"-678,204",--
1999M03,"19,992,288",7.62,"3,891,159",10.80,"13,208,763",4.49,"1,591,100",7.31,"365,659",-4.44,"11,252,004",4.42,"748,808",14.32,"85,160",37.26,"1,609,840",22.34,"201,502",50.44,"22,237",-28.65,"45,835",-0.03,"178,984",-1.00,"426,808",-15.27,"708,049",0.94,"15,965,246",9.20,"261,362",-8.91,"853,131",1.89,"2,271,016",9.15,"3,524,152",-2.57,"5,979,100",21.40,"656,263",5.57,"2,420,222",7.52,-,-,"774,003",-10.72,"318,891",20.79,"101,976",31.87,"2,262,937",16.17,"-565,622",--
1999M04,"20,041,549",8.23,"3,946,485",11.89,"13,235,203",5.27,"1,613,616",11.77,"350,626",-8.30,"11,270,961",4.89,"748,360",16.36,"79,330",24.01,"1,602,031",20.30,"189,673",54.51,"22,292",-34.45,"45,808",-0.09,"172,367",-2.92,"438,737",-16.01,"694,769",0.68,"16,024,953",9.86,"257,212",-7.14,"847,974",6.21,"2,329,189",15.45,"3,474,060",-7.39,"6,048,452",23.58,"644,813",4.41,"2,423,253",8.66,-,-,"820,528",-2.41,"320,056",23.83,"101,989",36.83,"2,230,102",12.61,"-589,585",--
1999M05,"20,030,223",7.51,"3,955,111",8.82,"13,274,131",5.16,"1,622,466",11.57,"347,287",-8.75,"11,304,378",4.79,"738,328",17.04,"67,358",17.83,"1,594,355",19.70,"160,262",48.69,"22,606",-27.87,"45,808",-0.09,"172,264",1.95,"420,522",-20.94,"684,410",-0.38,"15,997,282",9.44,"259,202",-14.97,"863,732",6.56,"2,291,736",13.83,"3,409,684",-8.62,"6,099,931",23.76,"646,080",4.05,"2,426,917",9.91,-,-,"887,458",-0.38,"314,997",24.16,"96,524",25.98,"2,229,855",7.47,"-600,825",--
1999M06,"20,287,016",7.36,"4,034,227",10.46,"13,516,952",5.41,"1,698,743",15.57,"359,585",-3.33,"11,458,624",4.34,"748,894",14.98,"57,304",-14.51,"1,511,310",14.93,"170,687",29.61,"25,287",-18.99,"45,806",-0.08,"176,549",-1.12,"467,685",-11.59,"688,702",0.08,"16,267,355",10.04,"309,099",-4.68,"967,630",7.94,"2,447,310",20.74,"3,330,922",-10.18,"6,147,090",23.64,"626,391",-5.65,"2,438,913",11.26,-,-,"894,528",3.47,"310,977",23.72,"94,584",23.44,"2,117,164",0.42,"-553,979",--
1999M07,"20,243,758",7.29,"4,077,777",11.70,"13,430,911",5.34,"1,702,314",15.52,"352,319",-3.56,"11,376,278",4.27,"767,652",24.18,"62,055",-6.28,"1,460,683",3.37,"206,945",81.75,"23,998",-29.55,"45,806",-0.08,"167,931",-4.63,"439,900",-13.18,"680,740",1.08,"16,239,215",9.28,"254,154",-12.50,"902,242",6.80,"2,405,199",19.29,"3,318,488",-11.72,"6,199,311",23.25,"668,023",-2.89,"2,491,798",11.68,-,-,"899,697",6.21,"314,924",29.41,"113,885",49.43,"2,159,395",0.45,"-603,998",--
1999M08,"20,174,708",6.15,"4,102,572",11.20,"13,379,096",4.58,"1,647,443",11.55,"348,943",-2.12,"11,382,710",3.85,"785,373",24.66,"53,089",-19.68,"1,441,536",-0.32,"175,844",35.62,"22,492",-26.70,"45,806",-0.08,"168,900",-3.54,"475,058",-1.49,"669,739",0.67,"16,273,031",8.92,"267,136",-2.11,"931,324",11.80,"2,442,211",23.15,"3,286,859",-13.56,"6,210,944",21.21,"639,420",-9.47,"2,495,137",12.49,-,-,"857,467",1.66,"307,639",10.34,"113,783",34.14,"2,131,050",-4.94,"-653,059",--
1999M09,"20,386,936",5.43,"4,208,458",12.16,"13,480,784",4.34,"1,653,014",9.82,"361,005",-1.37,"11,466,765",3.78,"773,987",19.07,"57,584",-16.34,"1,427,617",-8.33,"193,259",47.08,"23,681",-34.99,"45,807",-0.08,"175,759",0.18,"502,628",4.97,"680,715",2.67,"16,322,283",8.01,"273,553",-9.45,"939,400",13.98,"2,457,642",24.15,"3,273,032",-13.66,"6,224,592",18.20,"650,542",-10.52,"2,503,522",12.69,-,-,"920,129",7.44,"300,489",-5.00,"109,959",22.89,"2,188,437",-4.66,"-637,704",--
1999M10,"20,220,853",4.76,"4,195,050",15.00,"13,422,240",4.37,"1,669,789",10.27,"348,577",-2.43,"11,403,874",3.78,"727,663",15.23,"52,302",-23.63,"1,401,923",-17.41,"192,078",32.43,"22,315",-33.63,"45,807",-0.08,"161,475",-5.85,"432,845",-11.30,"663,941",0.18,"16,410,715",7.59,"290,223",14.04,"916,666",9.42,"2,448,375",21.61,"3,290,866",-14.01,"6,248,565",15.38,"682,152",0.93,"2,533,868",13.69,-,-,"861,245",5.37,"296,254",-8.14,"107,555",15.63,"2,195,795",0.91,"-747,497",--
1999M11,"20,460,975",4.24,"4,254,890",15.73,"13,569,340",3.45,"1,713,018",11.78,"351,847",-2.22,"11,504,475",2.50,"757,118",12.31,"51,776",-27.77,"1,380,609",-14.66,"200,819",-5.75,"26,670",-18.58,"45,807",-0.08,"173,946",-3.93,"451,864",-4.90,"674,198",-1.21,"16,481,211",6.63,"265,556",-3.89,"947,862",9.27,"2,481,479",18.48,"3,288,443",-13.50,"6,280,115",13.52,"672,577",4.51,"2,545,179",13.60,-,-,"888,877",7.77,"313,537",-1.51,"103,986",11.90,"2,174,853",-0.04,"-627,551",--
1999M12,"20,813,680",5.83,"4,310,696",15.68,"13,760,055",4.42,"1,726,555",12.05,"368,757",0.83,"11,664,743",3.50,"834,151",25.33,"47,498",-35.33,"1,383,223",-11.06,"211,583",0.75,"24,897",-23.61,"45,805",-0.08,"195,772",8.34,"462,685",-3.38,"806,939",16.20,"16,798,795",7.67,"332,324",13.20,"1,025,928",10.05,"2,537,761",19.97,"3,356,100",-10.03,"6,339,399",12.03,"653,883",8.34,"2,553,400",12.58,-,-,"930,327",12.92,"314,200",-3.07,"97,796",5.82,"2,139,447",-1.26,"-736,509",--
2000M01,"21,124,618",6.68,"4,335,778",14.27,"13,805,028",4.81,"1,753,561",12.90,"385,902",5.84,"11,665,565",3.66,"836,173",16.79,"53,864",-27.81,"1,497,693",-4.36,"215,931",6.71,"35,673",40.77,"45,804",-0.07,"298,674",44.02,"526,006",4.52,"934,030",29.44,"17,041,728",8.41,"331,913",8.59,"1,042,083",21.14,"2,755,402",26.61,"3,267,012",-11.23,"6,384,183",10.78,"617,279",3.85,"2,643,856",13.00,-,-,"874,201",4.09,"316,013",-0.45,"96,201",3.76,"2,047,750",-8.83,"-711,311",--
2000M02,"21,117,728",5.85,"4,448,036",14.85,"13,802,402",4.39,"1,755,185",10.23,"377,942",0.26,"11,669,275",3.70,"822,118",12.41,"59,468",-23.65,"1,508,097",-4.54,"204,475",0.67,"33,828",71.24,"45,804",-0.07,"193,500",-2.56,"534,079",14.49,"785,667",-3.21,"17,100,556",7.71,"292,172",2.09,"997,951",19.73,"2,776,024",24.53,"3,320,861",-8.51,"6,422,592",9.48,"633,080",-1.19,"2,657,876",11.19,-,-,"904,726",18.28,"319,874",-1.25,"90,868",-0.64,"2,059,404",-10.26,"-677,446",--
